dd_thr,confirmation,n,fwd_3m_med,fwd_3m_pos,fwd_6m_med,fwd_6m_pos,fwd_12m_med,fwd_12m_avg,fwd_12m_pos
0.05,none,406,0.07553452117949311,0.7383863080684596,0.14015782623477646,0.7647058823529411,0.20600322184460818,0.21195219849420066,0.8423645320197044
0.05,ma50_reclaim,96,0.09693124136813736,0.797979797979798,0.14731042217717583,0.8163265306122449,0.2740103122950802,0.2463452643907167,0.8958333333333334
0.05,ma200_reclaim,104,0.09864966282192111,0.8113207547169812,0.16565041101246214,0.8571428571428571,0.29937067392505035,0.22494324914651942,0.8365384615384616
0.05,vix_decline,221,0.102881773339499,0.7455357142857143,0.15654158548152597,0.7892376681614349,0.23992420543323867,0.23910882906569778,0.8914027149321267
0.05,term_normalize,182,0.06619190291492849,0.654054054054054,0.11203864998926061,0.6847826086956522,0.17576589926398734,0.1765781409029468,0.8021978021978022
0.08,none,233,0.06969732626152747,0.7296137339055794,0.1147691199400751,0.7510729613733905,0.17887531544315993,0.22084149628356045,0.8583690987124464
0.08,ma50_reclaim,37,0.12399640361531294,0.8918918918918919,0.18774253534888907,0.918918918918919,0.35912347484779494,0.31631797865373185,0.972972972972973
0.08,ma200_reclaim,18,0.10459606665810539,0.6842105263157895,0.1687416514492539,0.8421052631578947,0.24183912849594935,0.22611326592401293,0.8333333333333334
0.08,vix_decline,143,0.11731322905675445,0.7412587412587412,0.17314244412869528,0.7972027972027972,0.2821315293497355,0.27516462432497985,0.9440559440559441
0.08,term_normalize,70,0.03900093877791755,0.5633802816901409,0.020199670220785615,0.6056338028169014,0.15162644787387114,0.16849068883941956,0.8714285714285714
0.1,none,174,0.07434442132679298,0.7701149425287356,0.11359996374365766,0.7873563218390804,0.18291064562644155,0.24614313756752876,0.9137931034482759
0.1,ma50_reclaim,27,0.12399640361531294,0.9259259259259259,0.16935685856194294,0.9259259259259259,0.43271164270658224,0.3324885638965682,0.9629629629629629
0.1,ma200_reclaim,7,0.015178646863563017,0.5,0.13093790080908674,0.875,0.20393781376326237,0.1734142965470857,0.8571428571428571
0.1,vix_decline,113,0.1218323865862152,0.7345132743362832,0.16935685856194294,0.7964601769911505,0.2979327177885831,0.2935911537988118,0.9646017699115044
0.1,term_normalize,51,0.03900093877791755,0.5686274509803921,0.01639940397889328,0.6078431372549019,0.14732029175879724,0.16938698418597511,0.9215686274509803
0.12,none,136,0.10563005842938744,0.8382352941176471,0.1537528792555043,0.8676470588235294,0.22332520637677544,0.2930139723859051,0.9705882352941176
0.12,ma50_reclaim,24,0.1294771618361391,0.9166666666666666,0.1852798388326593,0.9166666666666666,0.4419706697500819,0.35947213060918415,0.9583333333333334
0.12,ma200_reclaim,5,0.01211257234853369,0.5,0.10067668815478714,0.8333333333333334,0.2312504236189843,0.1734074468303777,0.8
0.12,vix_decline,93,0.14252094038386676,0.7741935483870968,0.19768343062498106,0.8494623655913979,0.34752542288799426,0.33339352487541285,0.967741935483871
0.12,term_normalize,37,0.06790698837078568,0.6216216216216216,0.04179747809626844,0.7297297297297297,0.173685272023695,0.21145475552642332,0.9459459459459459
0.15,none,74,0.1502232791347019,0.918918918918919,0.22896968343207802,0.9594594594594594,0.44878232727175427,0.3739612518597965,1.0
0.15,ma50_reclaim,14,0.14314296092807421,0.9285714285714286,0.1852798388326593,0.9285714285714286,0.4556224978643808,0.38370046290136034,1.0
0.15,ma200_reclaim,2,0.10293468046899212,1.0,0.1690978979607234,1.0,0.306634884703998,0.306634884703998,1.0
0.15,vix_decline,51,0.15895583793797652,0.9019607843137255,0.23550264664631104,0.9411764705882353,0.4762086520455171,0.4309793406697262,1.0
0.15,term_normalize,15,0.1002183810193582,0.8,0.10015721095684404,0.8666666666666667,0.19322869445648916,0.25086408093163,1.0
0.2,none,20,0.23382422089271593,1.0,0.3413511945393377,1.0,0.5841912536247532,0.55787132059323,1.0
0.2,vix_decline,18,0.23382422089271593,1.0,0.32273728087790243,1.0,0.5752741265079189,0.5634821456087518,1.0
