trigger,structure,n,median_$_per_$100BP,avg_$_per_$100BP,win_rate,worst,best,median_$bp_day_per_$100BP,avg_$bp_day_per_$100BP,skipped
dd10_ma50_reclaim,spread_03pct_dte30,56,98.43701963276574,44.12591715416472,0.7142857142857143,-100.0,129.7520022185009,3.281233987758858,1.470863905138824,0
dd10_ma50_reclaim,spread_05pct_dte30,56,77.97541091513787,39.57719161407913,0.6964285714285714,-100.0,169.12245297758247,2.599180363837929,1.3192397204693045,0
dd10_ma50_reclaim,spread_08pct_dte30,56,37.347578335036744,26.663704459244077,0.5892857142857143,-100.0,191.58565746461653,1.244919277834558,0.888790148641469,0
dd10_ma50_reclaim,spread_10pct_dte30,56,21.286303683498403,18.88550166044911,0.5892857142857143,-100.0,206.44686520207577,0.7095434561166134,0.6295167220149703,0
dd10_ma50_reclaim,long_atm_dte30,56,2.928212014954823,2.961274614108195,0.5178571428571429,-100.0,196.31564511267283,0.09760706716516077,0.0987091538036065,0
dd10_ma50_reclaim,ratio_1x2_dte30,56,5.360054149379568,4.386195981251121,0.7857142857142857,-6.42766376123337,13.494303782946403,0.1786684716459856,0.14620653270837072,0
dd10_ma50_reclaim,spread_03pct_dte60,56,82.83054191637177,26.31958954504589,0.6785714285714286,-100.0,109.48084280037985,1.3805090319395295,0.43865982575076484,0
dd10_ma50_reclaim,spread_05pct_dte60,56,70.5498900040991,21.798144094565487,0.625,-100.0,135.02567512546483,1.1758315000683182,0.3633024015760914,0
dd10_ma50_reclaim,spread_08pct_dte60,56,20.83688386472871,18.928267300980213,0.5357142857142857,-100.0,168.27139384745348,0.3472813977454785,0.31547112168300345,0
dd10_ma50_reclaim,spread_10pct_dte60,56,7.647442472953939,17.14335291932453,0.5178571428571429,-100.0,175.7893529594515,0.1274573745492323,0.2857225486554089,0
dd10_ma50_reclaim,long_atm_dte60,56,-14.122295638609204,-4.353719291860986,0.4642857142857143,-100.0,149.2858511943205,-0.23537159397682006,-0.0725619881976831,0
dd10_ma50_reclaim,ratio_1x2_dte60,56,3.724952657791447,2.989486711960929,0.6607142857142857,-15.030095332521935,14.201560119267686,0.062082544296524114,0.049824778532682155,0
dd10_ma50_reclaim,spread_03pct_dte90,56,81.32140230600939,37.69303801186106,0.75,-100.0,100.56943147931996,0.9035711367334378,0.4188115334651229,0
dd10_ma50_reclaim,spread_05pct_dte90,56,85.66702554905626,40.54190671451085,0.75,-100.0,115.77315358672674,0.9518558394339584,0.4504656301612317,0
dd10_ma50_reclaim,spread_08pct_dte90,56,91.47462943614065,42.57093102756351,0.75,-100.0,152.011663933198,1.016384771512674,0.4730103447507057,0
dd10_ma50_reclaim,spread_10pct_dte90,56,72.91280890902945,39.88625032754879,0.6964285714285714,-100.0,181.869761457347,0.8101423212114383,0.4431805591949865,0
dd10_ma50_reclaim,long_atm_dte90,56,16.876829579777795,19.008087114768124,0.6071428571428571,-100.0,167.25865733686533,0.1875203286641977,0.21120096794186802,0
