date,vix,vix3m,ratio,backwardation
2012-07-31,18.93000030517578,20.780000686645508,0.9109720731309384,False
2012-09-12,15.800000190734863,17.600000381469727,0.8977272641067664,False
2012-10-22,16.6200008392334,17.8700008392334,0.9300503670231711,False
2012-10-23,18.829999923706055,19.450000762939453,0.9681233514183318,False
2012-12-11,15.569999694824219,17.0,0.9158823349896599,False
2013-01-29,13.3100004196167,14.739999771118164,0.9029851171162544,False
2013-03-19,14.390000343322754,15.710000038146973,0.9159771042890515,False
2013-04-30,13.520000457763672,14.779999732971191,0.9147497092035316,False
2013-06-18,16.610000610351562,17.75,0.9357746822733275,False
2013-07-30,13.390000343322754,14.979999542236328,0.8938585282041867,False
2013-09-17,14.529999732971191,15.65999984741211,0.9278416267272406,False
2013-10-29,13.40999984741211,15.029999732971191,0.8922155745615018,False
2013-12-17,16.209999084472656,16.5,0.9824241869377367,False
2014-01-28,15.800000190734863,16.200000762939453,0.9753086078168794,False
2014-03-18,14.520000457763672,16.15999984741211,0.8985148882961734,False
2014-04-29,13.710000038146973,14.829999923706055,0.9244774179824007,False
2014-06-17,12.0600004196167,13.65999984741211,0.8828697331136113,False
2014-07-29,13.279999732971191,14.220000267028809,0.9338958849222283,False
2014-09-16,12.729999542236328,14.850000381469727,0.8572390043922963,False
2014-10-28,14.390000343322754,16.459999084472656,0.8742406527165235,False
2014-12-16,23.56999969482422,23.09000015258789,1.0207882000460935,True
2015-01-27,17.219999313354492,19.110000610351562,0.9010988363876196,False
2015-03-17,15.65999984741211,17.479999542236328,0.8958810215969047,False
2015-04-28,12.40999984741211,15.3100004196167,0.8105812872161113,False
2015-06-16,14.8100004196167,16.200000762939453,0.9141975137123054,False
2015-07-28,13.4399995803833,15.430000305175781,0.8710304157204092,False
2015-09-16,21.350000381469727,22.329999923706055,0.95611287301457,False
2015-10-27,15.430000305175781,18.139999389648438,0.8506064401513094,False
2015-12-15,20.950000762939453,21.860000610351562,0.9583714628543428,False
2016-01-26,22.5,23.290000915527344,0.9660798246254833,False
2016-03-15,16.84000015258789,19.329999923706055,0.8711846983473361,False
2016-04-26,13.960000038146973,16.920000076293945,0.8250591001891229,False
2016-06-14,20.5,21.940000534057617,0.9343664312212621,False
2016-07-26,13.050000190734863,16.31999969482422,0.7996323795810846,False
2016-09-20,15.920000076293945,17.989999771118164,0.8849360910972619,False
2016-11-01,18.559999465942383,18.739999771118164,0.9903948608658365,False
2016-12-13,12.720000267028809,15.699999809265137,0.810191109653535,False
2017-01-31,11.989999771118164,14.479999542236328,0.8280386844036045,False
2017-03-14,12.300000190734863,14.630000114440918,0.8407382156199597,False
2017-05-02,10.59000015258789,12.829999923706055,0.8254092139954494,False
2017-06-13,10.420000076293945,12.729999542236328,0.818538919952186,False
2017-07-25,9.430000305175781,12.050000190734863,0.7825726270466306,False
2017-09-19,10.180000305175781,12.729999542236328,0.7996858343474396,False
2017-10-31,10.180000305175781,12.380000114440918,0.8222940396665345,False
2017-12-12,9.920000076293945,12.479999542236328,0.7948718301408167,False
2018-01-30,14.789999961853027,15.829999923706055,0.9343019604001649,False
2018-03-20,18.200000762939453,18.8799991607666,0.963983134107325,False
2018-05-01,15.489999771118164,16.90999984741211,0.9160260148369391,False
2018-06-12,12.34000015258789,14.59000015258789,0.8457847857115404,False
2018-07-31,12.829999923706055,14.869999885559082,0.8628110304268286,False
2018-09-25,12.420000076293945,14.920000076293945,0.8324396791410079,False
2018-11-07,16.360000610351562,17.6200008392334,0.928490342288959,False
2018-12-18,25.579999923706055,23.899999618530273,1.0702929009201,True
2019-01-29,19.1299991607666,19.600000381469727,0.9760203463492034,False
2019-03-19,13.5600004196167,15.5600004196167,0.8714652990960994,False
2019-04-30,13.119999885559082,15.229999542236328,0.8614576677546361,False
2019-06-18,15.149999618530273,16.5,0.9181817950624408,False
2019-07-30,13.9399995803833,15.699999809265137,0.887898073231619,False
2019-09-17,14.4399995803833,17.229999542236328,0.838073126176595,False
2019-10-10,17.56999969482422,18.790000915527344,0.935071784924983,False
2019-10-29,13.199999809265137,16.09000015258789,0.8203853128703712,False
2019-12-10,15.680000305175781,17.1299991607666,0.9153532442131229,False
2020-01-28,16.280000686645508,17.030000686645508,0.9559600722395666,False
2020-03-02,33.41999816894531,27.700000762939453,1.2064980956122857,True
2020-03-13,57.83000183105469,48.310001373291016,1.197060653842725,True
2020-03-20,66.04000091552734,65.58999633789062,1.006860872126269,True
2020-03-30,57.08000183105469,51.2599983215332,1.1135388938761754,True
2020-04-28,33.56999969482422,35.369998931884766,0.9491094347917011,False
2020-06-09,27.56999969482422,29.670000076293945,0.9292214231186467,False
2020-07-28,25.440000534057617,30.100000381469727,0.84518273128392,False
2020-08-26,23.270000457763672,28.700000762939453,0.8108013881244357,False
2020-09-15,25.59000015258789,30.270000457763672,0.8453914689659197,False
2020-11-04,29.56999969482422,29.979999542236328,0.9863242210249371,False
2020-12-15,22.889999389648438,25.8700008392334,0.8848086063814266,False
2021-01-26,23.020000457763672,26.889999389648438,0.8560803637141562,False
2021-03-16,19.790000915527344,24.709999084472656,0.8008903945270902,False
2021-04-27,17.559999465942383,21.31999969482422,0.8236397615993101,False
2021-06-15,17.020000457763672,20.68000030517578,0.8230174181140565,False
2021-07-27,19.360000610351562,23.0,0.841739156971807,False
2021-09-21,24.360000610351562,25.469999313354492,0.9564193665909942,False
2021-11-02,16.030000686645508,20.100000381469727,0.7975124568367487,False
2021-12-14,21.889999389648438,25.350000381469727,0.8635108110550377,False
2022-01-25,31.15999984741211,31.760000228881836,0.9811083004677028,False
2022-03-15,29.829999923706055,31.959999084472656,0.9333542170906559,False
2022-05-03,29.25,30.809999465942383,0.9493671050638343,False
2022-06-14,32.689998626708984,33.279998779296875,0.9822716293801392,False
2022-07-26,24.690000534057617,26.420000076293945,0.9345193210734084,False
2022-09-20,27.15999984741211,27.8799991607666,0.974175059719238,False
2022-11-01,25.809999465942383,26.690000534057617,0.9670288103969007,False
2022-12-13,22.549999237060547,24.290000915527344,0.928365516143126,False
2023-01-31,19.399999618530273,20.809999465942383,0.9322441190005932,False
2023-03-21,21.3799991607666,23.56999969482422,0.9070852540342407,False
2023-05-02,17.780000686645508,20.75,0.8568675029708679,False
2023-06-13,14.609999656677246,17.229999542236328,0.8479396427645508,False
2023-07-25,13.859999656677246,16.219999313354492,0.8545006315299795,False
2023-09-19,14.109999656677246,16.1299991607666,0.8747675381780149,False
2023-10-31,18.139999389648438,19.489999771118164,0.9307336892086441,False
2023-12-12,12.069999694824219,14.829999923706055,0.8138907455778257,False
2024-01-30,13.3100004196167,15.140000343322754,0.8791281451645974,False
2024-03-19,13.819999694824219,15.770000457763672,0.8763474504542924,False
2024-04-30,15.649999618530273,16.59000015258789,0.9433393293904832,False
2024-06-11,12.850000381469727,14.489999771118164,0.8868185358486116,False
2024-07-30,17.690000534057617,18.010000228881836,0.9822321104521116,False
2024-09-17,17.610000610351562,20.1299991607666,0.8748137776713613,False
2024-11-06,16.270000457763672,17.670000076293945,0.920769688031382,False
2024-12-17,15.869999885559082,18.1299991607666,0.8753447666948508,False
2025-01-28,16.40999984741211,18.1299991607666,0.9051296528972501,False
2025-03-18,21.700000762939453,21.969999313354492,0.9877105799338409,False
2025-05-06,24.760000228881836,25.40999984741211,0.9744195347330364,False
2025-06-17,21.600000381469727,22.90999984741211,0.9428197523060936,False
2025-07-29,15.979999542236328,18.770000457763672,0.8513585057280412,False
2025-08-21,16.600000381469727,19.40999984741211,0.8552292896428315,False
2025-09-16,16.360000610351562,18.90999984741211,0.8651507531656843,False
2025-10-28,16.420000076293945,19.549999237060547,0.8398977348892616,False
2025-12-09,16.93000030517578,20.079999923706055,0.8431275084413,False
2026-01-27,16.350000381469727,19.219999313354492,0.8506764290105554,False
2026-03-17,22.3700008392334,24.329999923706055,0.9194410566946644,False
2026-04-28,17.829999923706055,20.489999771118164,0.8701805818874858,False
2026-06-16,16.40999984741211,19.530000686645508,0.8402457383748667,False
