name,n_days,ann_roe_pct,max_dd_pct,w20d_pct,w63d_pct,sharpe,final_eq_M,seed,mtm_mode,ladder_cum_pnl,n_trades,delta_roe_pp,delta_maxdd_pp,delta_w20d_pp,delta_w63d_pp,delta_sharpe
smoothed_seed0,6632,10.086002467970134,-10.26325559167228,-8.812439167388096,-4.629163585220181,3.1778701328258894,11.210382872706091,0,smoothed,4071645.781780042,558,1.871713498823846,-1.5482833188186262,-1.770373790207172,4.027108421609014,1.1624499742909271
unsmoothed_seed0,6632,10.08601693766047,-9.823755243975576,-8.314197812046997,-5.199351318450996,2.57170860835842,11.210421651319894,0,unsmoothed,4071684.5603938615,558,1.8717279685141808,-1.1087829711219221,-1.272132434866073,3.456920688378198,0.5562884498234579
smoothed_seed1,6632,10.135238940196633,-7.296112855318311,-5.470564451233227,-3.0554421318183063,3.31164918252492,11.343085657308421,1,smoothed,4204348.566382392,561,1.9209499710503444,1.4188594175353426,1.5715009259476966,5.600829875010888,1.2962290239899579
unsmoothed_seed1,6632,10.131654595290351,-8.784777388852325,-5.991606603713886,-3.3993974569484546,2.538394056515387,11.33337430356012,1,unsmoothed,4194637.2126341,561,1.917365626144063,-0.06980511599867079,1.0504587734670379,5.25687454988074,0.5229738979804246
smoothed_seed2,6632,9.711096813551713,-6.748458086264705,-5.6729378463636735,-3.475547492769951,3.015008446400863,10.247783728111198,2,smoothed,3109046.6371852024,557,1.4968078444054242,1.9665141865889488,1.3691275308172504,5.180724514059244,0.9995882878659006
unsmoothed_seed2,6632,9.707441399517691,-6.101830882256678,-4.203980428042345,-3.5722503327792956,2.4071937554057294,10.238801650891514,2,unsmoothed,3100064.559965502,557,1.4931524303714028,2.613141390596976,2.8380849491385787,5.0840216740498985,0.3917735968707672
smoothed_seed3,6632,10.215520332492446,-5.6473777001693914,-4.08055798958451,-5.7812968790294,3.4599246229013243,11.562707926369386,3,smoothed,4423970.835443376,560,2.0012313633461574,3.0675945726842624,2.9615073875964137,2.874975127799795,1.444504464366362
unsmoothed_seed3,6632,10.212484569846158,-5.527147259989483,-4.100529042714511,-5.639246572937839,2.677352643407952,11.554329216128618,3,unsmoothed,4415592.125202629,560,1.9981956006998693,3.187825012864171,2.941536334466413,3.017025433891355,0.66193248487299
smoothed_seed4,6632,9.976259731558624,-8.270568893191536,-6.515117975002953,-7.580370859254431,3.062163878186878,10.919955632807193,4,smoothed,3781218.5418811827,556,1.7619707624123357,0.44440337966211807,0.5269474021779708,1.075901147574763,1.0467437196519156
unsmoothed_seed4,6632,9.972022289576188,-8.313580232823014,-6.700767009374705,-8.087794377548672,2.4140169246319725,10.908887920571242,4,unsmoothed,3770150.8296452174,556,1.7577333204298995,0.40139204003063966,0.3412983678062185,0.5684776292805225,0.3985967660970102
smoothed_seed5,6632,9.996047673663089,-7.181779072696691,-6.016683757149802,-4.9272723514489405,3.1762276326619436,10.971782628487563,5,smoothed,3833045.537561555,561,1.7817587045168004,1.5331932001569628,1.0253816200311219,3.728999655380254,1.1608074741269814
unsmoothed_seed5,6632,9.994339186636747,-6.157068200775236,-4.31263340589603,-4.853908995873113,2.4926098362455003,10.967298579090192,5,unsmoothed,3828561.4881641762,561,1.7800502174904587,2.5579040720784176,2.7294319712848942,3.802363010956081,0.477189677710538
smoothed_seed6,6632,10.108226450846324,-6.51082016020821,-5.291837812919649,-3.8247436244847117,3.214241105032115,11.270095263810466,6,smoothed,4131358.172884471,561,1.8939374817000356,2.2041521126454438,1.7502275642612748,4.831528382344483,1.1988209464971527
unsmoothed_seed6,6632,10.106857491495491,-5.701265560977616,-4.827871097520974,-3.254061345633125,2.5137712365032248,11.266408256493131,6,unsmoothed,4127671.1655671457,561,1.8925685223492028,3.013706711876038,2.2141942796599494,5.40221066119607,0.4983510779682625
smoothed_seed7,6632,10.179402450860287,-6.148069984996615,-5.6081143548430425,-6.308780739859738,3.35177150717585,11.46340031985567,7,smoothed,4324663.228929689,559,1.965113481713999,2.5669022878570384,1.4339510223378813,2.347491266969456,1.3363513486408878
unsmoothed_seed7,6632,10.17585431874899,-5.9762671790757205,-5.612641762646615,-6.112585297955659,2.632927452501406,11.453688966107384,7,unsmoothed,4314951.875181396,559,1.9615653496027008,2.7387050937779334,1.4294236145343087,2.543686708873535,0.6175072939664439
smoothed_seed8,6632,10.051699079495213,-9.154367501738983,-7.538491756131939,-4.972316014711354,3.188382829362241,11.11881203144464,8,smoothed,3980074.940518647,559,1.8374101103489249,-0.43939522888532956,-0.49642637895101505,3.6839559921178404,1.1729626708272787
unsmoothed_seed8,6632,10.053275964837493,-9.737987951714935,-8.404027110967334,-5.599506003546692,2.493439231419112,11.123005607312905,8,unsmoothed,3984268.5163868936,559,1.8389869956912044,-1.023015678861281,-1.3619617337864103,3.056766003282503,0.4780190728841496
smoothed_seed9,6632,9.998269880115341,-9.305462988491792,-7.790728113155124,-4.5002977659629115,3.3712944878816176,10.977617611089006,9,smoothed,3838880.520162997,559,1.7839809109690528,-0.590490715638138,-0.7486627359742002,4.155974240866283,1.3558743293466553
unsmoothed_seed9,6632,9.995649188052202,-9.111445946465219,-7.588796345534371,-4.777658625293856,2.6555598501496327,10.970736616121954,9,unsmoothed,3831999.525195936,559,1.7813602189059132,-0.39647367361156505,-0.5467309683534474,3.878613381535338,0.6401396916146704
smoothed_seed10,6632,10.022563012776287,-7.102269935756215,-7.3187464009019685,-4.477227718856619,3.22773264982948,11.041600577103226,10,smoothed,3902863.4861771856,561,1.8082740436299982,1.6127023370974385,-0.27668102372104464,4.179044287972576,1.2123124912945178
unsmoothed_seed10,6632,10.019785136657088,-7.579534007108571,-7.524610566609565,-4.459285249521346,2.471017516885955,11.03426611401809,10,unsmoothed,3895529.023092039,561,1.8054961675107997,1.1354382657450826,-0.4825451894286408,4.196986757307848,0.4555973583509929
smoothed_seed11,6632,9.828021126996056,-4.8004947963701,-3.923635061915948,-4.048724629291109,3.249803391260647,10.53912254348637,11,smoothed,3400385.4525603782,559,1.6137321578497676,3.9144774764835537,3.118430315264976,4.6075473775380855,1.2343832327256847
unsmoothed_seed11,6632,9.82639389873874,-5.192569029845678,-4.187072919557784,-4.2014776747193165,2.47591720610202,10.535013863672019,11,unsmoothed,3396276.7727459967,559,1.6121049295924514,3.522403243007976,2.8549924576231396,4.454794332109878,0.46049704756705756
smoothed_seed12,6632,9.845266549059328,-7.529828170331222,-5.921316097207962,-5.799874874929934,2.945353052684184,10.582761322223337,12,smoothed,3444024.231297322,560,1.63097757991304,1.1851441025224316,1.1207492799729621,2.8563971318992607,0.9299328941492218
unsmoothed_seed12,6632,9.842551826377344,-8.245121202075405,-6.5614170882098515,-5.894998230901905,2.2951519417548476,10.575880327256275,12,unsmoothed,3437143.2363302615,560,1.6282628572310553,0.4698510707782493,0.48064828897107237,2.7612737759272896,0.27973178321988534
smoothed_seed13,6632,10.085005003587021,-6.675420837567021,-5.257917735777385,-3.5189750087369576,3.280496720412834,11.207709989970091,13,smoothed,4068972.899044067,560,1.8707160344407328,2.039551435286633,1.784147641403539,5.137296998092237,1.2650765618778719
unsmoothed_seed13,6632,10.092029377980438,-6.410672677778761,-4.574770232076082,-3.3183500572241673,2.5122093963839696,11.226546098372971,13,unsmoothed,4087809.0074469396,560,1.8777404088341498,2.304299595074893,2.467295145104842,5.337921949605027,0.4967892378490073
smoothed_seed14,6632,10.120070040127715,-5.426025396698848,-3.5796405176680346,-2.7144755592859373,3.324318780809334,11.302042006863719,14,smoothed,4163304.915937648,558,1.9057810709814262,3.2889468761548057,3.4624248595128893,5.941796447543258,1.3088986222743717
unsmoothed_seed14,6632,10.116937677677672,-8.134777456953103,-5.701099148312956,-2.8079848347958363,2.5243087974472047,11.293584350174703,14,unsmoothed,4154847.2592487037,558,1.902648708531384,0.5801948159005512,1.340966228867968,5.848287172033358,0.5088886389122425
smoothed_seed15,6632,10.068763792564607,-8.942165519773411,-7.148299274212549,-8.117171212869403,3.088794920977974,11.16427494906663,15,smoothed,4025537.858140556,558,1.8544748234183182,-0.22719324691975729,-0.10623389703162545,0.5391007939597916,1.0733747624430117
unsmoothed_seed15,6632,10.063008106951731,-8.411372283268914,-6.68115195462348,-7.8746523034324944,2.407563160403615,11.148921002594582,15,unsmoothed,4010183.9116685824,558,1.8487191378054426,0.30359998958473966,0.3609134225574442,0.7816197033967001,0.3921430018686527
smoothed_seed16,6632,9.943269866760218,-7.848019470230386,-6.189030154773318,-3.930324440223355,3.233218123866774,10.834074416675547,16,smoothed,3695337.325749495,560,1.7289808976139298,0.8669528026232678,0.8530352224076054,4.725947566605839,1.2177979653318118
unsmoothed_seed16,6632,9.944886593113878,-7.672778853550644,-6.022176726199088,-4.478089257296205,2.4652717716692956,10.838267992543786,16,unsmoothed,3699530.9016177417,560,1.73059762396759,1.0421934193030102,1.0198886509818355,4.178182749532989,0.4498516131343333
smoothed_seed17,6632,9.939491280204948,-5.854797352972586,-4.466478161318497,-3.238294846111937,3.299885966371615,10.824279345788627,17,smoothed,3685542.2548625963,558,1.7252023110586592,2.860174919881068,2.575587215862427,5.417977160717257,1.2844658078366527
unsmoothed_seed17,6632,9.941109413673965,-6.115863107024806,-4.648408789272789,-3.512045752691073,2.5453447341614988,10.828472921656893,17,unsmoothed,3689735.8307308424,558,1.726820444527677,2.599109165828848,2.3936565879081346,5.144226254138122,0.5299245756265365
smoothed_seed18,6632,9.97123253125638,-8.798292565141614,-5.992221107386489,-7.624327589248228,3.1710754379633315,10.906826355846173,18,smoothed,3768089.2649201583,556,1.7569435621100915,-0.08332029228795967,1.049844269794435,1.0319444175809664,1.1556552794283692
unsmoothed_seed18,6632,9.966790097026635,-9.465002960352328,-8.337476495758397,-7.479710313466868,2.4821054986210016,10.895236921959794,18,unsmoothed,3756499.8310337816,556,1.7525011278803468,-0.7500306874986737,-1.2954111185774728,1.1765616933623262,0.46668534008603935
smoothed_seed19,6632,10.045204004220176,-8.429072576945542,-5.023782218317166,-8.753760437911518,3.07420927614827,11.101555028415925,19,smoothed,3962817.937489917,561,1.8309150350738879,0.28589969590811215,2.018283158863758,-0.09748843108232386,1.058789117613308
unsmoothed_seed19,6632,10.042737652187682,-8.28504022618137,-4.918034694866685,-8.590335131906746,2.3640645103160507,11.095008839572998,19,unsmoothed,3956271.7486469867,561,1.828448683041394,0.4299320466722847,2.124030682314239,0.06593687492244804,0.34864435178108844
