rep,delta_roe_pp,delta_maxdd_pp,delta_w20d_pp,delta_w63d_pp,delta_sharpe,baseline_roe,combined_roe
183,1.9047738780210164,-0.029073737330821636,-0.15011213077248353,1.5612624271491056,0.9593608914584277,8.20124013497261,10.106014012993626
184,1.8568397755822428,0.5459408806439345,0.5941542672319153,1.9764818378003093,1.0085108624390586,8.421752013102823,10.278591788685066
185,1.7772397034064866,1.4492121292767788,4.296132231388645,6.365498489140229,0.9321451285365874,8.560089651776703,10.33732935518319
186,1.8428579237873315,0.1307862601571692,0.1219538780650149,1.3122197433570109,0.9695554635041677,8.524697838879526,10.367555762666857
187,1.8198740870205565,0.5349637612372966,-0.6710531382911507,3.245682827233235,0.9088413307985439,8.312690314952231,10.132564401972788
188,1.8963780296270105,1.6592363917859019,1.1839034528784214,2.907834363312885,0.9592648715203915,8.306774189264043,10.203152218891054
189,1.8092929470928425,0.22838708922476192,0.7457504506723014,1.6751253629738712,0.8671632014507535,8.208715605312978,10.01800855240582
190,1.8374827166833132,0.415347001112508,-0.4923757058481941,1.5210467381691686,0.8603091344435456,8.14907859131968,9.986561308002994
191,1.9630700462541562,0.8692774300138404,0.6460485478466653,2.253711572901991,0.9334739647983856,7.887405172121431,9.850475218375587
192,2.0481492115208795,-0.033398142398522346,1.42480462680283,2.188029201060858,1.1319514390133563,8.050011995277305,10.098161206798185
193,1.9966815361333499,0.8762367922377736,1.8699017233244426,1.6951966654944588,1.1245466703758624,7.7419563789904,9.73863791512375
194,1.6548508667180606,1.231050200106909,0.32527349722494936,2.733570075165082,0.8388214871596107,8.323301604908684,9.978152471626744
195,1.8045760790352805,0.15024037707712257,-1.2808168028652105,2.63201606160554,0.9276101805980339,8.216379668269447,10.020955747304727
196,1.7413660485160012,2.897998631956491,0.4117147335842395,2.889321793474231,0.8452202938205611,8.377941694211245,10.119307742727246
197,2.010752435966978,1.523870543079875,1.6129223509514743,6.138078402657829,0.9715615275434972,7.740654529261404,9.751406965228382
198,1.8096404165054878,0.46201577913661707,-0.08414032240493263,0.8862161574966991,1.0356814744559384,8.504648173677975,10.314288590183462
199,1.9365682492615166,0.3657964382583181,0.43092758745133874,3.3077283423882275,1.0418905020497506,7.894535745479181,9.831103994740698
200,1.9445366240715458,0.25946758301943706,0.8129455739741811,1.9494433757248855,1.005841609171732,8.54706060375392,10.491597227825466
201,2.0275045450436355,2.0701591096515397,1.9835314474490353,1.6538442993932811,1.0579566200959127,7.706172479994988,9.733677025038624
202,1.8908626112603253,2.2175547065907995,0.5174859900500559,2.114464733725965,1.0558248063792217,7.986357828059876,9.877220439320201
203,2.017631024170253,1.5030317236661475,1.1193973722590531,1.6539397802467222,0.8696814391666603,8.129400575475486,10.14703159964574
204,1.7525928111876468,2.6916369622527316,2.444737325791025,0.9839469456099303,0.8226994806691419,8.276651796468304,10.02924460765595
205,1.76702632089658,1.8950340397414993,1.6761139747342044,1.2199063151936675,0.9435566315556909,8.464794078352789,10.231820399249369
206,1.90418270866153,-0.33623977364203217,-0.6023545619616417,2.037480170940137,1.01318573439897,8.153179952529953,10.057362661191483
207,1.8900560462515656,2.1401929555291375,1.6592997333746151,2.9166724149971706,0.9783746522281973,8.234889117675536,10.124945163927102
208,1.921391947394934,3.478901649517738,2.5877587167228526,5.133229492185833,0.9940803682791313,8.171716587709433,10.093108535104367
209,2.1519855346819883,1.1628383188433866,0.722261666083539,2.253246464817262,1.0210582958572127,7.777619846758133,9.92960538144012
210,1.7595890632390763,0.7905141986325948,0.8312938178477012,1.3217194013397853,1.0256259810199668,8.115726578552973,9.87531564179205
211,1.9672261077074111,-0.26322267915411235,0.1672348952526006,1.2403615916425093,0.9840188021417915,8.241657602569074,10.208883710276485
212,1.8333361120540737,1.4402041737655975,0.5774577876079774,1.1482952979627645,0.8435125139729216,8.221939662926792,10.055275774980865
213,1.897672196679979,4.845234733554738,2.501375891944871,4.009863222020341,1.0239580179328287,8.05202825697766,9.94970045365764
214,1.8191530408358858,0.22626671620692118,0.3381198570619848,2.301252535810674,1.0219920372843267,8.33033029947272,10.149483340308606
215,1.7508121428895684,0.39121491966303346,-0.019825329752297005,1.425957841413234,0.8921187071937253,8.145700031497727,9.896512174387295
216,1.9566503454231388,-0.8867500961309744,-0.8515006920435884,2.52227730223539,0.9658553405611374,8.361785107458374,10.318435452881513
217,1.9129540466514818,1.1969213659810531,0.6293279238210281,0.9977923020577244,1.0193867054597319,8.269404533296498,10.18235857994798
218,1.9766966889460669,-0.019049164905590832,0.22559799865498764,1.0428184531625981,0.9689290968330941,8.006364373403606,9.983061062349673
219,1.8048972623577964,1.0315953958629263,1.4453155196981404,0.5939273079157905,0.9711052028076668,8.500052870790853,10.30495013314865
220,2.044702487854,0.6597303838212176,0.5636310382250467,1.2995541217537632,0.935809359556661,7.795323901680362,9.840026389534362
221,1.690153113493519,0.04022122958111485,-1.037316415377556,2.9322019300624724,0.882970970135132,8.48455537225339,10.174708485746908
222,2.1403417532013913,1.9181215948653998,1.7060409757651018,1.890153802371274,1.1761941072824176,7.900926959485655,10.041268712687046
