scenario,n_trades,cum_pnl,avg_pnl,worst_pnl,hit_rate_pct
+2pct_5d,58,61030.27888446216,1052.2461876631407,978.8844621513942,100.0
+3pct_5d,58,61030.27888446216,1052.2461876631407,978.8844621513942,100.0
+5pct_10d,58,-98356.80699492276,-1695.8070171538407,-2458.366533864542,10.344827586206897
