name,n_days,ann_roe_pct,max_dd_pct,worst_20d_pct,worst_63d_pct,sharpe,v1_pass,v2_pass,v3_pass,floor_8_pass,final_equity_M,candidate,delta_roe_pp,delta_max_dd_pp,delta_w20d_pp,delta_w63d_pp,delta_sharpe
baseline_104+105v2,6632,8.214288969146288,-8.714972272853654,-7.042065377180924,-8.656272006829193,2.0154201585349623,True,True,True,True,7.138737090925947,baseline,,,,,
+IC_w25,6632,8.218639105702486,-8.714972272853654,-7.042065377180924,-8.656272006829193,2.0170748849474975,True,True,True,True,7.146293312085472,ic_w25,0.004350136556197981,0.0,0.0,0.0,0.001654726412535279
+IC_w35,6632,8.221110764043328,-8.714972272853654,-7.042065377180924,-8.656272006829193,2.0179798283345947,True,True,True,True,7.150590029099029,ic_w35,0.006821794897039268,0.0,0.0,0.0,0.0025596697996324025
