period,candidate,ann_roe_pct,delta_roe_pp,max_dd_pct,worst_20d_pct,worst_63d_pct,v2_pass
H1_2000_2012,baseline,8.457181828341032,0.0,-8.714972272853654,-7.042065377180924,-8.656272006829193,True
H1_2000_2012,IC_w25,8.460760392928734,0.0035785645877020045,-8.714972272853654,-7.042065377180924,-8.656272006829193,True
H1_2000_2012,IC_w35,8.462517469703258,0.0053356413622260845,-8.714972272853654,-7.042065377180924,-8.656272006829193,True
H2_2013_2026,baseline,14.536966832106701,0.0,-4.48160388772821,-3.503820592479466,-2.9259287968694747,True
H2_2013_2026,IC_w25,14.547095924977093,0.010129092870391432,-4.478539471666745,-3.502147973759715,-2.8508492090610993,True
H2_2013_2026,IC_w35,14.552983899845673,0.01601706773897149,-4.476527007102195,-3.5013712903359426,-2.811562636186703,True
