entry_date,exit_date,exit_dte,pnl,put_pnl,call_pnl,worst_intra_mtm,min_dist_put,min_dist_call,days_within_0.5sigma_put,days_within_0.5sigma_call,max_loss_ic,max_loss_per_leg,credit_total,spx_0,vix_0,ivp_0,sigma_n,width_pt,forced_by_stress,put_exit_reason,call_exit_reason,width,scenario
2015-12-29,2016-01-04,3,199.94945246982115,93.45082185244046,156.4986306173807,355.02913374472155,0.1659438941011996,1.436960694481362,2,0,289.8406374501992,869.5219123505976,420.3187250996016,2078.360107421875,16.079999923706055,60.1593625498008,78.77176700407631,15,True,stress_force,stress_force,15,gap_2pct_entry+1
2016-06-20,2016-06-24,4,180.04859180357764,83.0820648260916,146.96652697748604,336.522695389235,0.49180548770001103,0.6666349232322393,1,0,287.0517928286852,861.1553784860557,425.8964143426295,2083.25,18.3700008392334,62.94820717131474,90.201615150958,15,True,stress_force,stress_force,15,gap_2pct_entry+1
2018-03-13,2018-03-14,1,286.9049442036074,132.32697409383556,204.57797010977183,457.32327089683446,0.4810225580266394,1.5189774419733588,1,0,259.16334661354585,777.4900398406376,481.6733067729083,2765.31005859375,16.350000381469727,90.83665338645416,106.5676399374489,15,True,stress_force,stress_force,15,gap_2pct_entry+1
2019-05-16,2019-05-23,5,149.18095290327878,68.72394258709754,130.45701031618123,302.0693991184182,0.4450437282270454,1.115377551431734,2,0,294.2231075697211,882.6693227091633,411.55378486055776,2876.320068359375,15.289999961853027,55.77689243027888,103.65934091240057,15,True,stress_force,stress_force,15,gap_2pct_entry+1
2019-06-10,2019-06-28,14,-9.904612692289462,20.04769365385527,20.04769365385527,40.09538730771054,0.4676736764359117,0.37809589440590563,1,4,293.42629482071715,880.2788844621514,413.14741035856576,2886.72998046875,15.9399995803833,56.573705179282875,108.45715692364037,15,False,expiry,expiry,15,gap_2pct_entry+1
2019-06-25,2019-07-16,14,-9.1313168907907,20.43434155460465,20.43434155460465,40.8686831092093,0.478791092361621,0.13422907049673147,1,9,289.4422310756972,868.3266932270916,421.1155378486056,2917.3798828125,16.280000686645508,60.55776892430279,111.9466624632828,15,False,expiry,expiry,15,gap_2pct_entry+1
2019-12-09,2019-12-30,14,-9.74995353198971,20.125023234005145,20.125023234005145,40.25004646801029,0.464988552464048,0.1123400286929285,1,7,292.62948207171314,877.8884462151394,414.7410358565737,3135.9599609375,15.859999656677246,57.37051792828686,117.22963967894451,15,False,expiry,expiry,15,gap_2pct_entry+1
2020-02-03,2020-02-24,14,-196.1264549142433,-144.71661391130493,-1.4098410029383786,46.359083299850475,0.527808475321828,0.0027634526661626337,0,12,261.1553784860558,783.4661354581673,477.6892430278885,3248.919921875,17.969999313354492,88.84462151394422,137.61025990838522,15,True,stress_force,stress_force,15,gap_2pct_entry+1
2021-12-09,2021-12-20,7,111.81303649924342,47.70930709424323,114.1037294050002,272.4704070171717,0.581183938428962,0.8214047197334363,0,0,278.68525896414343,836.0557768924303,442.6294820717131,4667.4501953125,21.579999923706055,71.31474103585657,237.4077426932328,15,True,stress_force,stress_force,15,gap_2pct_entry+1
2021-12-13,2021-12-20,5,155.35112763019546,70.8528546517511,134.49827297844433,311.4268248413508,0.548339198696961,0.8170995056412556,0,0,287.8486055776892,863.5458167330677,424.30278884462155,4668.97021484375,20.309999465942383,62.15139442231076,223.5088699777779,15,True,stress_force,stress_force,15,gap_2pct_entry+1
2024-04-10,2024-04-17,5,160.36439459581524,72.5825957042821,137.7817988915331,319.02973324123354,0.27971170899154996,1.193717293608652,4,0,282.66932270916334,848.00796812749,434.6613545816733,5160.64013671875,15.800000190734863,67.33067729083665,192.1871804794148,15,True,stress_force,stress_force,15,gap_2pct_entry+1
2024-08-20,2024-09-06,12,-79.66316611173181,-64.83520503066318,35.17203891893136,115.40383879403801,0.09927239324480552,0.755224852405597,2,0,274.7011952191235,824.1035856573706,450.59760956175296,5597.1201171875,15.880000114440918,75.2988047808765,209.49751500598398,15,True,stress_force,stress_force,15,gap_2pct_entry+1
2024-09-11,2024-10-01,14,-4.646201242097909,22.676899378951045,22.676899378951045,45.35379875790209,0.520334589142474,0.10032410743801465,0,9,266.33466135458167,799.003984063745,467.3306772908367,5554.1298828125,17.690000534057617,83.66533864541833,231.58350621459556,15,False,expiry,expiry,15,gap_2pct_entry+1
2024-10-10,2024-10-30,14,-2.4036434177515176,23.79817829112424,23.79817829112424,47.59635658224848,0.5945876134488041,0.7032374735646326,0,0,254.78087649402391,764.3426294820717,490.43824701195217,5780.0498046875,20.93000030517578,95.2191235059761,285.14421346904703,15,False,expiry,expiry,15,gap_2pct_entry+1
2024-10-28,2024-10-31,3,237.85647843680823,107.62345834191011,180.23302009489817,408.8724146917884,0.5655653838875825,1.0362431588450116,0,0,257.9681274900398,773.9043824701195,484.06374501992036,5823.52001953125,19.799999237060547,92.03187250996017,271.7781222760514,15,True,stress_force,stress_force,15,gap_2pct_entry+1
2024-11-05,2024-11-25,14,-2.867620898650763,23.56618955067462,23.56618955067462,47.13237910134924,0.5858818219120223,0.21730943600210292,0,9,257.1713147410358,771.5139442231075,485.6573705179283,5782.759765625,20.489999771118164,92.82868525896414,279.280653282332,15,False,expiry,expiry,15,gap_2pct_entry+1
2024-11-22,2024-12-13,14,-8.899328150341077,20.55033592482946,20.55033592482946,41.10067184965892,0.44322299857777575,0.4360252354919643,1,3,288.24701195219126,864.7410358565737,423.50597609561754,5969.33984375,15.239999771118164,61.75298804780876,214.42479946197426,15,False,expiry,expiry,15,gap_2pct_entry+1
2024-12-27,2025-01-10,8,81.53149572498515,33.16614626886707,98.36534945611807,240.19683437040348,0.35938302214801787,0.9797744780678325,2,0,282.66932270916334,848.00796812749,434.6613545816733,5970.83984375,15.949999809265137,67.33067729083665,224.47079871293275,15,True,stress_force,stress_force,15,gap_2pct_entry+1
2025-01-06,2025-01-10,3,207.5308576632185,96.28534915033437,161.24550851288416,365.79778993413487,0.343364799500646,1.252888847033658,2,0,283.46613545816734,850.3984063745021,433.06772908366526,5975.3798828125,16.040000915527344,66.53386454183267,225.90906432855178,15,True,stress_force,stress_force,15,gap_2pct_entry+1
2025-01-17,2025-02-07,14,-8.744668990041333,20.627665504979333,20.627665504979333,41.25533100995867,0.4686736861390607,0.4592967490039538,1,1,287.4501992031873,862.3505976095619,425.09960159362544,5996.66015625,15.970000267028809,62.54980079681275,225.72419245245635,15,False,expiry,expiry,15,gap_2pct_entry+1
2025-01-28,2025-02-18,14,-7.584725287793191,21.207637356103405,21.207637356103405,42.41527471220681,0.4829200820756446,0.736334659789431,1,0,281.47410358565736,844.4223107569721,437.0517928286852,6067.7001953125,16.40999984741211,68.52589641434263,234.69100171862146,15,False,expiry,expiry,15,gap_2pct_entry+1
2025-02-03,2025-02-24,14,-4.800860402397667,22.599569798801166,22.599569798801166,45.19913959760233,0.5442921057039057,0.43144525437342207,0,2,267.1314741035857,801.394422310757,465.73705179282865,5994.56982421875,18.6200008392334,82.86852589641434,263.08825891542693,15,False,expiry,expiry,15,gap_2pct_entry+1
2025-05-19,2025-05-23,4,175.31419608825607,81.37223748635911,143.94195860189697,329.5970646141525,0.3694446219288495,1.4666613050155617,1,0,291.43426294820716,874.3027888446215,417.1314741035856,5963.60009765625,18.13999938964844,58.56573705179283,254.98200321329782,15,True,stress_force,stress_force,15,gap_2pct_entry+1
2025-05-29,2025-06-18,14,-8.280691509142066,20.859654245428967,20.859654245428967,41.719308490857934,0.5575974327826871,0.5020500990025859,0,0,285.0597609561753,855.1792828685259,429.8804780876494,5912.169921875,19.18000030517578,64.9402390438247,267.27557026001193,15,False,expiry,expiry,15,gap_2pct_entry+1
2025-06-23,2025-07-14,14,-7.43006612749344,21.28496693625328,21.28496693625328,42.56993387250656,0.572098769193905,0.09347849650865163,0,11,280.6772908366534,842.0318725099602,438.64541832669323,6025.169921875,19.829999923706055,69.32270916334662,281.6149843983665,15,False,expiry,expiry,15,gap_2pct_entry+1
2025-10-21,2025-11-10,14,-9.517964791540088,20.241017604229956,20.241017604229956,40.48203520845991,0.5251661457335118,0.45173097782617694,0,2,291.43426294820716,874.3027888446215,417.1314741035856,6735.35009765625,17.8700008392334,58.56573705179283,283.69291857089075,15,False,expiry,expiry,15,gap_2pct_entry+1
2025-10-31,2025-11-17,11,-25.058158846814944,-24.766528208633606,49.70836936181866,140.8111610343943,0.4032572914082222,0.9618754563738631,1,0,293.0278884462151,879.0836653386453,413.94422310756977,6840.2001953125,17.440000534057617,56.97211155378486,281.17652155056754,15,True,stress_force,stress_force,15,gap_2pct_entry+1
2025-11-05,2025-11-17,8,78.8791649220982,32.497351385351884,96.38181353674632,235.3532685077556,0.5288572311825318,0.8106432031261167,0,0,287.0517928286852,861.1553784860557,425.8964143426295,6796.2900390625,18.010000228881836,62.94820717131474,288.5023601708121,15,True,stress_force,stress_force,15,gap_2pct_entry+1
2025-11-10,2025-11-17,5,151.88040434630477,69.65534161538346,132.2250627309213,306.16327287220116,0.43542363618384444,0.9347652022036228,1,0,291.43426294820716,874.3027888446215,417.1314741035856,6832.43017578125,17.600000381469727,58.56573705179283,283.43379175426816,15,True,stress_force,stress_force,15,gap_2pct_entry+1
2026-01-30,2026-02-20,14,-10.059271852589212,19.970364073705394,19.970364073705394,39.94072814741079,0.5069753631725441,0.9095844753031063,0,0,294.2231075697211,882.6693227091633,411.55378486055776,6939.02978515625,17.440000534057617,55.77689243027888,285.2390576613641,15,False,expiry,expiry,15,gap_2pct_entry+1
2026-02-10,2026-03-03,14,-177.35791942067073,-126.12915891352263,-1.2287605071481238,40.40470562831005,0.5230308635435451,0.9851593258107785,0,0,291.83266932270914,875.4980079681275,416.33466135458167,6941.81005859375,17.790000915527344,58.16733067729084,291.08005227200044,15,True,stress_force,stress_force,15,gap_2pct_entry+1
2026-02-20,2026-03-03,7,108.60881795470394,46.76456833990178,111.84424961480217,267.07495341287125,0.5555117178410159,0.8822115205472894,0,0,283.06772908366537,849.203187250996,433.8645418326693,6909.509765625,19.09000015258789,66.93227091633466,310.89727414472475,15,True,stress_force,stress_force,15,gap_2pct_entry+1
2026-02-25,2026-03-03,4,174.02299725680476,80.90592093915936,143.11707631764543,327.7082562209482,0.526755090361644,1.2197548758736507,0,0,292.62948207171314,877.8884462151394,414.7410358565737,6946.1298828125,17.93000030517578,57.37051792828686,293.5532846246828,15,True,stress_force,stress_force,15,gap_2pct_entry+1
2026-04-20,2026-05-08,14,-8.280691509142066,20.859654245428967,20.859654245428967,41.719308490857934,0.5503295709136103,0.08350370998354992,0,3,285.0597609561753,855.1792828685259,429.8804780876494,7109.14013671875,18.8700008392334,64.9402390438247,316.19335748462106,15,False,expiry,expiry,15,gap_2pct_entry+1
2026-05-04,2026-05-15,14,-8.744668990041333,20.627665504979333,20.627665504979333,41.25533100995867,0.5360699316840924,0.032000451606733205,0,12,287.4501992031873,862.3505976095619,425.09960159362544,7200.75,18.290000915527344,62.54980079681275,310.42394066584933,15,False,expiry,expiry,15,gap_2pct_entry+1
2026-05-11,2026-05-15,14,-8.203361928992202,20.8983190355039,20.8983190355039,41.7966380710078,0.5383415798869574,0.7247290813403843,0,0,284.6613545816733,853.98406374502,430.67729083665336,7412.83984375,18.3799991607666,65.33864541832669,321.1395924257102,15,False,expiry,expiry,15,gap_2pct_entry+1
2007-07-02,2007-07-23,14,27.651786733833504,38.82589336691675,38.82589336691675,77.6517867338335,0.449007689323021,0.38987525614769797,1,5,433.26693227091624,1299.8007968127488,800.1328021248341,1519.4300537109375,15.399999618530272,90.0398406374502,55.152495752403034,25,False,expiry,expiry,25,gap_2pct_entry+1
2007-07-09,2007-07-26,13,-219.13988812153733,-191.97639287783764,22.83650475630031,124.88947697608005,0.10133645017569995,0.6121440874836379,2,0,437.2509960159362,1311.7529880478087,792.1646746347942,1531.8499755859375,15.15999984741211,87.64940239043824,54.73677152686045,25,True,stress_force,stress_force,25,gap_2pct_entry+1
2007-07-23,2007-07-26,3,437.65809447113605,182.325063171823,305.33303129931306,692.6713746836194,0.03551896406414977,1.384417410846039,2,0,423.30677290836655,1269.9203187250996,820.0531208499336,1541.5699462890625,16.809999465942383,96.01593625498008,61.0793887224685,25,True,stress_force,stress_force,25,gap_2pct_entry+1
2007-10-18,2007-10-19,1,484.57070689047714,209.96463631376446,324.6060705767127,725.6397639953908,0.5413361419330495,1.458663858066953,0,0,451.195219123506,1353.585657370518,764.2762284196547,1540.0799560546875,18.5,79.2828685258964,67.15506046390456,25,True,stress_force,stress_force,25,gap_2pct_entry+1
2007-10-26,2007-11-01,4,366.4116231430521,150.38708647192445,266.02453667112763,609.1407068083907,0.5661921469367633,0.8007959453500838,0,0,447.87516600265604,1343.6254980079682,770.9163346613545,1535.280029296875,19.559999465942383,81.27490039840637,70.78156923420501,25,True,stress_force,stress_force,25,gap_2pct_entry+1
2013-06-11,2013-06-20,7,225.02875840630486,81.0900764143078,193.93868199199707,463.1097677024536,0.4201101209200636,0.6074966176479621,1,0,457.1713147410358,1371.5139442231075,752.324037184595,1626.1300048828125,17.06999969482422,75.69721115537848,65.42632462694259,25,True,stress_force,stress_force,25,gap_2pct_entry+1
2013-06-17,2013-06-20,3,393.4332308429844,165.79032060077506,277.6429102422093,629.8542135787083,0.2165176468130455,1.1557714828292807,2,0,460.49136786188575,1381.4741035856573,745.6839309428951,1639.0400390625,16.799999237060547,73.70517928286853,64.90267132298281,25,True,stress_force,stress_force,25,gap_2pct_entry+1
2013-09-09,2013-09-27,14,19.918828718845916,34.95941435942296,34.95941435942296,69.91882871884592,0.45711571899485315,0.12626485296139134,1,4,473.10756972111557,1419.3227091633466,720.4515272244356,1671.7099609375,15.630000114440918,66.13545816733067,61.586235572794614,25,False,expiry,expiry,25,gap_2pct_entry+1
2013-10-01,2013-10-08,5,298.0364181901434,120.08394614686453,227.9524720432789,527.8172946841673,0.36296607575593975,1.072481646522259,2,0,473.7715803452855,1421.3147410358565,719.1235059760957,1695.0,15.539999961853027,65.73705179282868,62.08468234255705,25,True,stress_force,stress_force,25,gap_2pct_entry+1
2013-12-11,2014-01-02,14,22.49648139050845,36.248240695254225,36.248240695254225,49.643173837318784,0.4497223519937932,-0.02106845109247375,1,8,459.82735723771583,1379.4820717131474,747.0119521912351,1782.219970703125,15.420000076293944,74.10358565737052,64.77529942059434,25,False,expiry,expiry,25,gap_2pct_entry+1
2014-02-19,2014-03-11,14,22.625364024091567,36.312682012045784,36.312682012045784,72.62536402409157,0.4525624919846086,0.2622497292042029,1,6,459.16334661354585,1377.4900398406376,748.3399734395749,1828.75,15.5,74.5019920318725,66.81127884823644,25,False,expiry,expiry,25,gap_2pct_entry+1
2014-03-17,2014-04-04,14,23.012011924840962,36.50600596242048,36.50600596242048,73.01201192484096,0.4574628396436539,0.5319850596485314,1,0,457.1713147410358,1371.5139442231075,752.324037184595,1858.8299560546875,15.640000343322754,75.69721115537848,68.52359955708063,25,False,expiry,expiry,25,gap_2pct_entry+1
2014-10-29,2014-11-18,14,24.04307299350596,37.02153649675298,37.02153649675298,74.04307299350596,0.4399154067396769,0.018163792746608644,1,12,451.85922974767595,1355.5776892430279,762.9482071713147,1982.300048828125,15.149999618530272,78.88446215139442,70.78573746472503,25,False,expiry,expiry,25,gap_2pct_entry+1
2014-12-19,2015-01-06,10,80.88255712453591,6.3277327455348695,124.55482437900103,327.9277098469795,0.15457964153614542,0.7524847966007525,3,0,439.2430278884462,1317.7290836653385,788.1806108897744,2070.64990234375,16.489999771118164,86.45418326693228,80.48057550425851,25,True,stress_force,stress_force,25,gap_2pct_entry+1
2014-12-29,2015-01-06,5,-270.86467215109155,-458.4993359893758,237.63466383828427,91.84892409072313,-0.1853106075776104,1.426772945618187,3,0,458.4993359893758,1375.4980079681275,749.667994687915,2090.570068359375,15.0600004196167,74.9003984063745,74.20846691617348,25,True,stress_force,stress_force,25,gap_2pct_entry+1
2015-01-22,2015-01-28,4,364.97695777477276,149.8689569750358,265.108000799737,607.0420308159414,0.23525028197575873,1.0759837909772247,2,0,449.20318725099605,1347.6095617529882,768.2602921646745,2063.14990234375,16.399999618530273,80.47808764940238,79.7514098097767,25,True,stress_force,stress_force,25,gap_2pct_entry+1
2015-02-17,2015-03-09,14,22.367598756925318,36.18379937846266,36.18379937846266,72.36759875692532,0.4629568815312854,0.7820238652909443,1,0,460.49136786188575,1381.4741035856573,745.6839309428951,2100.340087890625,15.800000190734863,73.70517928286853,78.21867614203391,25,False,expiry,expiry,25,gap_2pct_entry+1
2015-11-04,2015-11-13,7,122.48913330623205,-9.12511346650308,181.61424677273513,353.1805081005726,-0.03142260499591788,1.0404671919832533,3,0,481.07569721115533,1443.227091633466,704.515272244356,2102.31005859375,15.510000228881836,61.354581673306775,76.85503415117012,25,True,stress_force,stress_force,25,gap_2pct_entry+1
2015-11-10,2015-11-13,3,358.68512370657953,152.79873715209453,255.88638655448494,580.4978727105635,0.21783917747174386,1.4765215061366277,2,0,489.7078353253653,1469.1235059760959,687.250996015936,2081.719970703125,15.289999961853027,56.17529880478087,75.0228469011629,25,True,stress_force,stress_force,25,gap_2pct_entry+1
2015-11-18,2015-12-09,14,20.56324188676153,35.281620943380766,35.281620943380766,70.56324188676153,0.4964224817721664,0.7697939842108458,1,0,469.7875166002657,1409.362549800797,727.0916334661352,2083.580078125,16.850000381469727,68.12749003984064,82.75111587417318,25,False,expiry,expiry,25,gap_2pct_entry+1
2015-11-30,2015-12-11,9,118.11379567789206,30.72024445249184,137.39355122540022,345.90264029940596,0.1397656733835015,0.8573856519030469,2,0,477.75564409030545,1433.2669322709164,711.1553784860557,2080.409912109375,16.1299991607666,63.34661354581673,79.09463141258763,25,True,stress_force,stress_force,25,gap_2pct_entry+1
2015-12-07,2015-12-11,4,326.9583255153727,136.13852530748713,240.81980020788555,551.4271170160367,0.16567607789856953,1.3203192595574558,2,0,484.3957503320053,1453.187250996016,697.875166002656,2077.070068359375,15.84000015258789,59.36254980079681,77.54790618879295,25,True,stress_force,stress_force,25,gap_2pct_entry+1
2015-12-29,2016-01-04,3,366.5824207830353,155.75136975406744,260.8310510289678,591.7152229078692,0.1659438941011996,1.436960694481362,2,0,483.06772908366537,1449.203187250996,700.531208499336,2078.360107421875,16.079999923706055,60.1593625498008,78.77176700407631,25,True,stress_force,stress_force,25,gap_2pct_entry+1
2016-06-20,2016-06-24,4,333.4143196726293,138.47010804348596,244.94421162914333,560.8711589820583,0.49180548770001103,0.6666349232322393,1,0,478.4196547144754,1435.2589641434263,709.8273572377158,2083.25,18.3700008392334,62.94820717131474,90.201615150958,25,True,stress_force,stress_force,25,gap_2pct_entry+1
2018-03-13,2018-03-14,1,511.5082403393458,220.54495682305935,340.9632835162865,762.2054514947243,0.4810225580266394,1.5189774419733588,1,0,431.93891102257635,1295.816733067729,802.7888446215139,2765.31005859375,16.350000381469727,90.83665338645416,106.5676399374489,25,True,stress_force,stress_force,25,gap_2pct_entry+1
2019-05-16,2019-05-23,5,281.96825483879786,114.53990431182922,217.42835052696864,503.4489985306969,0.4450437282270454,1.115377551431734,2,0,490.37184594953527,1471.1155378486058,685.9229747675962,2876.320068359375,15.289999961853027,55.77689243027888,103.65934091240057,25,True,stress_force,stress_force,25,gap_2pct_entry+1
2019-06-10,2019-06-28,14,16.825645512850897,33.41282275642545,33.41282275642545,66.8256455128509,0.4676736764359117,0.37809589440590563,1,4,489.04382470119526,1467.1314741035858,688.5790172642761,2886.72998046875,15.9399995803833,56.573705179282875,108.45715692364037,25,False,expiry,expiry,25,gap_2pct_entry+1
2019-06-25,2019-07-16,14,18.114471848682157,34.05723592434108,34.05723592434108,68.11447184868216,0.478791092361621,0.13422907049673147,1,9,482.4037184594954,1447.2111553784862,701.8592297476758,2917.3798828125,16.280000686645508,60.55776892430279,111.9466624632828,25,False,expiry,expiry,25,gap_2pct_entry+1
2019-12-09,2019-12-30,14,17.08341078001716,33.54170539000858,33.54170539000858,67.08341078001716,0.464988552464048,0.1123400286929285,1,7,487.7158034528552,1463.1474103585656,691.2350597609562,3135.9599609375,15.859999656677246,57.37051792828686,117.22963967894451,25,False,expiry,expiry,25,gap_2pct_entry+1
2020-02-03,2020-02-24,14,-293.54409152373887,-241.19435651884154,-2.3497350048972976,77.26513883308412,0.527808475321828,0.0027634526661626337,0,12,435.2589641434263,1305.7768924302788,796.1487383798141,3248.919921875,17.969999313354492,88.84462151394422,137.61025990838522,25,True,stress_force,stress_force,25,gap_2pct_entry+1
2021-12-09,2021-12-20,7,219.68839416540567,79.51551182373869,190.172882341667,454.11734502861947,0.581183938428962,0.8214047197334363,0,0,464.4754316069057,1393.4262948207172,737.7158034528552,4667.4501953125,21.579999923706055,71.31474103585657,237.4077426932328,25,True,stress_force,stress_force,25,gap_2pct_entry+1
