family,date,close,level,extra,fwd1%,fwd5%,fwd10%,verdict
S2缩量上涨,2008-11-28,896.2,-,V/20d=0.45,-8.93,-2.25,-1.84,✓应验
S2缩量上涨,2008-12-26,872.8,-,V/20d=0.36,-0.39,6.26,-0.29,✗未应验
S2缩量上涨,2008-12-31,903.2,-,V/20d=0.83,3.16,0.72,-6.59,✗未应验
S2缩量上涨,2009-01-02,931.8,-,V/20d=0.82,-0.47,-4.45,-8.77,✓应验
S2缩量上涨,2009-04-01,811.1,-,V/20d=0.83,2.87,1.74,6.68,✗未应验
S2缩量上涨,2009-04-03,842.5,-,V/20d=0.82,-0.83,1.93,-1.2,✗未应验
S2缩量上涨,2009-06-12,946.2,-,V/20d=0.80,-2.38,-2.64,-2.89,✓应验
S2缩量上涨,2009-08-19,996.5,-,V/20d=0.79,1.09,3.18,-0.17,✗未应验
S2缩量上涨,2009-09-04,1016.4,-,V/20d=0.78,0.88,3.24,4.75,✗未应验
S2缩量上涨,2009-10-07,1057.6,-,V/20d=0.80,0.75,3.26,2.25,✗未应验
S2缩量上涨,2009-10-09,1071.5,-,V/20d=0.72,0.44,1.51,0.76,✗未应验
S2缩量上涨,2009-10-12,1076.2,-,V/20d=0.72,-0.28,2.02,-0.86,✗未应验
S2缩量上涨,2009-11-06,1069.3,-,V/20d=0.81,2.22,2.26,2.06,✗未应验
S2缩量上涨,2009-11-09,1093.1,-,V/20d=0.83,-0.01,1.48,1.2,✗未应验
S2缩量上涨,2009-11-17,1110.3,-,V/20d=0.75,-0.05,-0.42,-0.1,✓应验
S2缩量上涨,2009-12-22,1118.0,-,V/20d=0.82,0.23,0.75,2.12,✗未应验
S2缩量上涨,2009-12-23,1120.6,-,V/20d=0.72,0.53,-0.49,2.18,✓应验
S2缩量上涨,2009-12-24,1126.5,-,V/20d=0.29,0.12,0.58,1.82,✗未应验
S2缩量上涨,2009-12-28,1127.8,-,V/20d=0.63,-0.14,0.77,0.75,✗未应验
S2缩量上涨,2010-01-05,1136.5,-,V/20d=0.65,0.05,-0.03,0.13,✓应验
S2缩量上涨,2010-02-18,1106.8,-,V/20d=0.79,0.22,-0.34,1.47,✓应验
S2缩量上涨,2010-02-19,1109.2,-,V/20d=0.83,-0.1,-0.42,2.66,✓应验
S2缩量上涨,2010-04-05,1187.4,-,V/20d=0.85,0.17,0.76,0.85,✗未应验
S2缩量上涨,2010-06-03,1102.8,-,V/20d=0.80,-3.44,-1.45,1.2,✓应验
S2缩量上涨,2010-06-11,1091.6,-,V/20d=0.71,-0.18,2.37,-1.36,✗未应验
S2缩量上涨,2010-07-09,1078.0,-,V/20d=0.75,0.07,-1.21,2.29,✓应验
S2缩量上涨,2010-07-12,1078.8,-,V/20d=0.73,1.54,-0.7,3.36,✓应验
S2缩量上涨,2010-09-10,1109.6,-,V/20d=0.83,1.11,1.45,3.53,✗未应验
S2缩量上涨,2010-10-11,1165.3,-,V/20d=0.65,0.38,1.66,1.74,✗未应验
S2缩量上涨,2010-10-22,1183.1,-,V/20d=0.75,0.21,0.02,3.62,✗未应验
S2缩量上涨,2010-11-19,1199.7,-,V/20d=0.85,-0.16,-1.0,1.95,✓应验
S2缩量上涨,2010-12-20,1247.1,-,V/20d=0.84,0.6,0.92,1.85,✗未应验
S2缩量上涨,2010-12-21,1254.6,-,V/20d=0.83,0.34,0.41,1.75,✗未应验
S2缩量上涨,2010-12-22,1258.8,-,V/20d=0.32,-0.16,-0.08,1.19,✓应验
S2缩量上涨,2010-12-28,1258.5,-,V/20d=0.63,0.1,0.93,1.27,✗未应验
S2缩量上涨,2010-12-29,1259.8,-,V/20d=0.57,-0.15,1.33,2.08,✗未应验
S2缩量上涨,2011-02-14,1332.3,-,V/20d=0.81,-0.32,-1.27,-1.95,✓应验
S2缩量上涨,2011-02-17,1340.4,-,V/20d=0.48,0.19,-1.53,-1.44,✓应验
S2缩量上涨,2011-02-18,1343.0,-,V/20d=0.30,-2.05,-1.18,-2.45,✓应验
S2缩量上涨,2011-02-28,1327.2,-,V/20d=0.40,-1.57,-1.29,-2.32,✓应验
S2缩量上涨,2011-05-26,1325.7,-,V/20d=0.84,0.41,-1.93,-4.13,✓应验
S2缩量上涨,2011-05-27,1331.1,-,V/20d=0.81,1.06,-3.38,-4.45,✓应验
S2缩量上涨,2011-10-05,1144.0,-,V/20d=0.52,1.83,5.53,5.76,✗未应验
S2缩量上涨,2011-11-08,1275.9,-,V/20d=0.85,-3.67,-1.42,-6.89,✓应验
S2缩量上涨,2011-11-11,1263.8,-,V/20d=0.74,-0.96,-3.81,-5.64,✓应验
S2缩量上涨,2011-12-21,1243.7,-,V/20d=0.75,0.83,1.55,2.74,✗未应验
S2缩量上涨,2011-12-23,1265.3,-,V/20d=0.56,0.01,0.93,2.11,✗未应验
S2缩量上涨,2011-12-27,1265.4,-,V/20d=0.55,-1.25,0.94,2.14,✗未应验
S2缩量上涨,2012-03-12,1371.1,-,V/20d=0.83,1.81,2.82,3.31,✗未应验
S2缩量上涨,2012-06-27,1331.8,-,V/20d=0.85,-0.21,2.68,0.22,✗未应验
S2缩量上涨,2012-07-03,1374.0,-,V/20d=0.57,-0.47,-2.37,-0.09,✓应验
S2缩量上涨,2012-08-06,1394.2,-,V/20d=0.84,0.51,0.71,1.71,✗未应验
S2缩量上涨,2012-08-09,1402.8,-,V/20d=0.84,0.22,0.91,-0.05,✗未应验
S2缩量上涨,2012-08-10,1405.9,-,V/20d=0.75,-0.13,0.87,0.37,✗未应验
S2缩量上涨,2012-08-17,1418.2,-,V/20d=0.84,-0.0,-0.5,-0.82,✓应验
S2缩量上涨,2012-11-12,1380.0,-,V/20d=0.73,-0.4,0.5,1.37,✗未应验
S2缩量上涨,2012-11-21,1391.0,-,V/20d=0.76,1.3,1.79,1.65,✗未应验
S2缩量上涨,2012-11-23,1409.2,-,V/20d=0.44,-0.2,0.5,0.63,✗未应验
S2缩量上涨,2013-03-11,1556.2,-,V/20d=0.85,-0.24,-0.26,-0.29,✓应验
S2缩量上涨,2013-05-13,1633.8,-,V/20d=0.84,1.01,1.99,1.61,✗未应验
S2缩量上涨,2013-07-05,1631.9,-,V/20d=0.74,0.53,2.96,3.69,✗未应验
S2缩量上涨,2013-07-10,1652.6,-,V/20d=0.85,1.36,1.71,2.02,✗未应验
S2缩量上涨,2013-07-15,1682.5,-,V/20d=0.74,-0.37,0.77,0.17,✗未应验
S2缩量上涨,2013-07-22,1695.5,-,V/20d=0.84,-0.19,-0.6,0.68,✓应验
S2缩量上涨,2013-08-23,1663.5,-,V/20d=0.85,-0.4,-1.84,0.49,✓应验
S2缩量上涨,2013-10-14,1710.1,-,V/20d=0.79,-0.71,2.02,3.04,✗未应验
S2缩量上涨,2013-11-11,1771.9,-,V/20d=0.73,-0.24,1.11,1.73,✗未应验
S2缩量上涨,2013-11-27,1807.2,-,V/20d=0.79,-0.08,-1.23,-1.76,✓应验
S2缩量上涨,2013-12-24,1833.3,-,V/20d=0.41,0.47,-0.07,0.26,✓应验
S2缩量上涨,2013-12-26,1842.0,-,V/20d=0.63,-0.03,-0.58,0.02,✓应验
S2缩量上涨,2014-02-14,1838.6,-,V/20d=0.82,0.12,0.49,0.39,✗未应验
S2缩量上涨,2014-03-18,1872.2,-,V/20d=0.85,-0.61,-0.35,0.71,✓应验
S2缩量上涨,2014-04-21,1871.9,-,V/20d=0.78,0.41,-0.13,0.68,✓应验
S2缩量上涨,2014-05-19,1885.1,-,V/20d=0.82,-0.65,1.42,2.08,✗未应验
S2缩量上涨,2014-05-23,1900.5,-,V/20d=0.76,0.6,1.29,2.67,✗未应验
S2缩量上涨,2014-06-02,1925.0,-,V/20d=0.84,-0.04,1.37,0.67,✗未应验
S2缩量上涨,2014-07-03,1985.4,-,V/20d=0.67,-0.39,-0.9,-0.36,✓应验
S2缩量上涨,2014-08-14,1955.2,-,V/20d=0.85,-0.01,1.9,2.13,✗未应验
S2缩量上涨,2014-08-20,1986.5,-,V/20d=0.84,0.29,0.69,0.56,✗未应验
S2缩量上涨,2014-08-26,2000.0,-,V/20d=0.83,0.0,0.03,-0.22,✗未应验
S2缩量上涨,2014-08-27,2000.1,-,V/20d=0.81,-0.17,-0.12,-0.13,✓应验
S2缩量上涨,2014-10-20,1904.0,-,V/20d=0.83,1.96,3.03,5.98,✗未应验
S2缩量上涨,2014-10-24,1964.6,-,V/20d=0.75,-0.15,2.72,3.43,✗未应验
S2缩量上涨,2014-11-10,2038.3,-,V/20d=0.83,0.07,0.15,1.53,✗未应验
S2缩量上涨,2014-11-11,2039.7,-,V/20d=0.77,-0.07,0.59,1.34,✗未应验
S2缩量上涨,2014-12-23,2082.2,-,V/20d=0.77,-0.01,-1.12,-0.96,✓应验
S2缩量上涨,2014-12-29,2090.6,-,V/20d=0.65,-0.49,-4.21,-3.23,✓应验
S2缩量上涨,2015-03-30,2086.2,-,V/20d=0.83,-0.88,-0.48,0.46,✓应验
S2缩量上涨,2015-05-18,2129.2,-,V/20d=0.84,-0.06,-1.17,-0.92,✓应验
S2缩量上涨,2015-08-17,2102.4,-,V/20d=0.78,-0.26,-9.95,-6.2,✓应验
S2缩量上涨,2015-09-11,1961.0,-,V/20d=0.81,-0.41,-0.15,-1.52,✓应验
S2缩量上涨,2015-10-12,2017.5,-,V/20d=0.72,-0.68,0.8,2.66,✗未应验
S2缩量上涨,2015-10-19,2033.7,-,V/20d=0.85,-0.14,1.84,3.46,✗未应验
S2缩量上涨,2016-03-21,2051.6,-,V/20d=0.75,-0.09,0.17,-0.31,✗未应验
S2缩量上涨,2016-07-11,2137.2,-,V/20d=0.81,0.7,1.39,1.47,✗未应验
S2缩量上涨,2016-11-23,2204.7,-,V/20d=0.79,0.39,-0.62,1.88,✓应验
S2缩量上涨,2016-11-25,2213.4,-,V/20d=0.38,-0.53,-0.97,2.09,✓应验
S2缩量上涨,2016-12-20,2270.8,-,V/20d=0.83,-0.25,-0.92,-0.08,✓应验
S2缩量上涨,2016-12-27,2268.9,-,V/20d=0.52,-0.84,0.08,0.28,✗未应验
S2缩量上涨,2017-05-22,2394.0,-,V/20d=0.85,0.18,0.79,1.47,✗未应验
S2缩量上涨,2017-05-26,2415.8,-,V/20d=0.78,-0.12,0.84,0.56,✗未应验
S2缩量上涨,2017-07-03,2429.0,-,V/20d=0.52,0.15,-0.14,1.3,✓应验
S2缩量上涨,2017-07-14,2459.3,-,V/20d=0.80,-0.01,0.54,0.52,✗未应验
S2缩量上涨,2017-08-14,2465.8,-,V/20d=0.84,-0.05,-1.52,-0.88,✓应验
S2缩量上涨,2017-08-22,2452.5,-,V/20d=0.85,-0.35,-0.25,0.53,✓应验
S2缩量上涨,2017-12-28,2687.5,-,V/20d=0.64,-0.52,2.07,3.67,✗未应验
S2缩量上涨,2018-02-13,2662.9,-,V/20d=0.83,1.34,1.44,1.91,✗未应验
S2缩量上涨,2018-02-23,2747.3,-,V/20d=0.76,1.18,-2.04,1.43,✓应验
S2缩量上涨,2018-02-26,2779.6,-,V/20d=0.82,-1.27,-2.11,0.12,✓应验
S2缩量上涨,2018-03-06,2728.1,-,V/20d=0.83,-0.05,1.36,-0.41,✗未应验
S2缩量上涨,2018-05-11,2727.7,-,V/20d=0.83,0.09,-0.54,-0.23,✓应验
S2缩量上涨,2018-07-02,2726.7,-,V/20d=0.84,-0.49,2.46,3.04,✗未应验
S2缩量上涨,2018-07-06,2759.8,-,V/20d=0.74,0.88,1.5,1.52,✗未应验
S2缩量上涨,2018-07-13,2801.3,-,V/20d=0.77,-0.1,0.02,0.63,✗未应验
S2缩量上涨,2018-08-20,2857.0,-,V/20d=0.84,0.21,1.39,1.39,✗未应验
S2缩量上涨,2018-11-06,2755.4,-,V/20d=0.84,2.12,-1.21,-4.12,✓应验
S2缩量上涨,2019-01-02,2510.0,-,V/20d=0.85,-2.48,2.99,4.23,✗未应验
S2缩量上涨,2019-04-04,2879.4,-,V/20d=0.83,0.46,0.31,0.89,✗未应验
S2缩量上涨,2019-04-08,2895.8,-,V/20d=0.85,-0.61,0.34,1.31,✗未应验
S2缩量上涨,2019-04-11,2888.3,-,V/20d=0.84,0.66,0.58,1.79,✗未应验
S2缩量上涨,2019-07-03,2995.8,-,V/20d=0.57,-0.18,0.14,-0.02,✗未应验
S2缩量上涨,2019-08-19,2923.6,-,V/20d=0.84,-0.79,-1.55,-0.59,✓应验
S2缩量上涨,2019-08-30,2926.5,-,V/20d=0.84,-0.69,1.78,2.44,✗未应验
S2缩量上涨,2019-10-04,2952.0,-,V/20d=0.81,-0.45,0.62,1.16,✗未应验
S2缩量上涨,2019-11-27,3153.6,-,V/20d=0.81,-0.4,-1.15,0.47,✓应验
S2缩量上涨,2019-12-23,3224.0,-,V/20d=0.83,-0.02,0.21,0.9,✗未应验
S2缩量上涨,2019-12-27,3240.0,-,V/20d=0.71,-0.58,0.19,1.48,✗未应验
S2缩量上涨,2020-06-23,3131.3,-,V/20d=0.77,-2.59,-0.99,1.23,✓应验
S2缩量上涨,2020-06-30,3100.3,-,V/20d=0.77,0.5,2.25,4.07,✗未应验
S2缩量上涨,2020-07-01,3115.9,-,V/20d=0.74,0.45,1.16,3.2,✗未应验
S2缩量上涨,2020-07-02,3130.0,-,V/20d=0.71,1.59,1.76,3.03,✗未应验
S2缩量上涨,2020-07-06,3179.7,-,V/20d=0.84,-1.08,-0.77,2.27,✓应验
S2缩量上涨,2020-07-20,3251.8,-,V/20d=0.83,0.17,-0.38,1.32,✓应验
S2缩量上涨,2020-10-12,3534.2,-,V/20d=0.80,-0.63,-3.04,-3.77,✓应验
S2缩量上涨,2020-12-16,3701.2,-,V/20d=0.84,0.58,-0.3,1.48,✓应验
S2缩量上涨,2020-12-24,3703.1,-,V/20d=0.41,0.87,-0.07,2.61,✓应验
S2缩量上涨,2020-12-28,3735.4,-,V/20d=0.76,-0.22,-0.23,1.76,✓应验
S2缩量上涨,2020-12-31,3756.1,-,V/20d=0.74,-1.48,1.83,0.32,✗未应验
S2缩量上涨,2021-02-08,3915.6,-,V/20d=0.84,-0.11,0.43,-0.87,✗未应验
S2缩量上涨,2021-02-12,3934.8,-,V/20d=0.75,-0.06,-1.48,-0.84,✓应验
S2缩量上涨,2021-03-12,3943.3,-,V/20d=0.79,0.65,-0.77,0.79,✓应验
S2缩量上涨,2021-04-01,4019.9,-,V/20d=0.81,1.44,2.71,4.12,✗未应验
S2缩量上涨,2021-04-05,4077.9,-,V/20d=0.80,-0.1,1.23,2.09,✗未应验
S2缩量上涨,2021-04-08,4097.2,-,V/20d=0.83,0.77,1.79,0.92,✗未应验
S2缩量上涨,2021-04-09,4128.8,-,V/20d=0.78,-0.02,1.37,1.24,✗未应验
S2缩量上涨,2021-06-11,4247.4,-,V/20d=0.84,0.18,-1.91,0.78,✓应验
S2缩量上涨,2021-06-22,4246.4,-,V/20d=0.80,-0.11,1.07,2.63,✗未应验
S2缩量上涨,2021-06-29,4291.8,-,V/20d=0.80,0.13,1.55,1.92,✗未应验
S2缩量上涨,2021-07-01,4319.9,-,V/20d=0.84,0.75,1.15,0.17,✗未应验
S2缩量上涨,2021-07-02,4352.3,-,V/20d=0.73,-0.2,0.74,-2.16,✗未应验
S2缩量上涨,2021-07-12,4384.6,-,V/20d=0.78,-0.35,-2.88,0.86,✓应验
S2缩量上涨,2021-07-22,4367.5,-,V/20d=0.82,1.01,1.18,1.41,✗未应验
S2缩量上涨,2021-08-12,4460.8,-,V/20d=0.85,0.16,-1.23,0.21,✓应验
S2缩量上涨,2021-08-13,4468.0,-,V/20d=0.77,0.26,-0.59,0.93,✓应验
S2缩量上涨,2021-09-24,4455.5,-,V/20d=0.85,-0.28,-2.21,-1.44,✓应验
S2缩量上涨,2021-11-24,4701.5,-,V/20d=0.83,-2.27,-2.65,-0.72,✓应验
S2缩量上涨,2021-12-22,4696.6,-,V/20d=0.71,0.62,1.75,-0.01,✗未应验
S2缩量上涨,2021-12-23,4725.8,-,V/20d=0.63,1.38,0.85,-1.03,✗未应验
S2缩量上涨,2021-12-27,4791.2,-,V/20d=0.60,-0.1,0.11,-2.52,✗未应验
S2缩量上涨,2022-03-25,4543.1,-,V/20d=0.78,0.71,0.06,-1.21,✗未应验
S2缩量上涨,2022-03-28,4575.5,-,V/20d=0.79,1.23,0.16,-3.56,✗未应验
S2缩量上涨,2022-07-07,3902.6,-,V/20d=0.79,-0.08,-2.88,2.47,✓应验
S2缩量上涨,2022-11-23,4027.3,-,V/20d=0.72,-0.03,1.22,-1.58,✗未应验
S2缩量上涨,2023-02-13,4137.3,-,V/20d=0.83,-0.03,-3.38,-4.04,✓应验
S2缩量上涨,2023-03-27,3977.5,-,V/20d=0.83,-0.16,3.7,3.3,✗未应验
S2缩量上涨,2023-03-30,4050.8,-,V/20d=0.79,1.44,1.34,2.14,✗未应验
S2缩量上涨,2023-04-03,4124.5,-,V/20d=0.84,-0.58,-0.38,0.74,✓应验
S2缩量上涨,2023-04-10,4109.1,-,V/20d=0.70,-0.0,1.03,0.68,✗未应验
S2缩量上涨,2023-07-03,4455.6,-,V/20d=0.50,-0.2,-0.37,2.23,✓应验
S2缩量上涨,2023-08-28,4433.3,-,V/20d=0.77,1.45,1.43,0.64,✗未应验
S2缩量上涨,2023-08-30,4514.9,-,V/20d=0.82,-0.16,-1.41,-0.22,✓应验
S2缩量上涨,2023-10-09,4335.7,-,V/20d=0.84,0.52,0.88,-2.74,✗未应验
S2缩量上涨,2023-11-24,4559.3,-,V/20d=0.43,-0.2,0.77,0.99,✗未应验
S2缩量上涨,2023-12-22,4754.6,-,V/20d=0.70,0.42,-0.25,0.04,✓应验
S2缩量上涨,2023-12-26,4774.8,-,V/20d=0.58,0.14,-1.46,0.18,✓应验
S2缩量上涨,2023-12-27,4781.6,-,V/20d=0.64,0.04,-1.94,-0.03,✓应验
S2缩量上涨,2023-12-28,4783.4,-,V/20d=0.64,-0.28,-1.8,0.01,✓应验
S2缩量上涨,2024-07-02,5509.0,-,V/20d=0.85,0.51,2.27,1.44,✗未应验
S2缩量上涨,2024-07-03,5537.0,-,V/20d=0.56,0.54,0.86,0.14,✗未应验
S2缩量上涨,2024-07-05,5567.2,-,V/20d=0.85,0.1,0.87,-1.12,✗未应验
S2缩量上涨,2024-07-08,5572.8,-,V/20d=0.83,0.07,1.05,-0.15,✗未应验
S2缩量上涨,2024-08-12,5344.4,-,V/20d=0.82,1.68,4.94,5.1,✗未应验
S2缩量上涨,2024-08-14,5455.2,-,V/20d=0.84,1.61,3.04,2.51,✗未应验
S2缩量上涨,2024-08-16,5554.2,-,V/20d=0.84,0.97,1.45,1.7,✗未应验
S2缩量上涨,2024-08-19,5608.2,-,V/20d=0.81,-0.2,0.15,-1.41,✗未应验
S2缩量上涨,2024-10-14,5859.8,-,V/20d=0.77,-0.76,-0.1,-0.62,✓应验
S2缩量上涨,2024-12-23,5974.1,-,V/20d=0.83,1.1,-1.55,-0.93,✓应验
S2缩量上涨,2024-12-24,6040.0,-,V/20d=0.42,-0.04,-2.84,-3.53,✓应验
S2缩量上涨,2025-03-24,5767.6,-,V/20d=0.82,0.16,-2.7,-12.23,✓应验
S2缩量上涨,2025-03-25,5776.6,-,V/20d=0.82,-1.12,-2.49,-13.74,✓应验
S2缩量上涨,2025-04-02,5671.0,-,V/20d=0.82,-4.84,-3.77,-6.97,✓应验
S2缩量上涨,2025-04-24,5484.8,-,V/20d=0.82,0.74,2.18,3.27,✗未应验
S2缩量上涨,2025-04-25,5525.2,-,V/20d=0.74,0.06,2.92,2.44,✗未应验
S2缩量上涨,2025-04-28,5528.8,-,V/20d=0.75,0.58,2.2,5.71,✗未应验
S2缩量上涨,2025-04-29,5560.8,-,V/20d=0.84,0.15,0.83,5.86,✗未应验
S2缩量上涨,2025-05-19,5963.6,-,V/20d=0.84,-0.39,-0.71,0.11,✓应验
S2缩量上涨,2025-07-03,6279.4,-,V/20d=0.63,-0.79,-0.31,0.28,✓应验
S2缩量上涨,2025-07-25,6388.6,-,V/20d=0.84,0.02,-2.36,0.01,✓应验
S2缩量上涨,2025-10-20,6735.1,-,V/20d=0.84,0.0,2.08,1.73,✗未应验
S2缩量上涨,2025-11-26,6812.6,-,V/20d=0.81,0.54,0.65,1.3,✗未应验
S2缩量上涨,2025-11-28,6849.1,-,V/20d=0.48,-0.53,0.31,-0.32,✗未应验
S2缩量上涨,2025-12-23,6909.8,-,V/20d=0.78,0.32,-0.93,0.17,✓应验
S2缩量上涨,2025-12-24,6932.0,-,V/20d=0.38,-0.03,-1.06,0.49,✓应验
S2缩量上涨,2026-04-02,6582.7,-,V/20d=0.82,0.44,3.56,8.25,✗未应验
S2缩量上涨,2026-04-06,6611.8,-,V/20d=0.69,0.08,4.15,7.52,✗未应验
S2缩量上涨,2026-04-07,6616.8,-,V/20d=0.82,2.51,5.3,6.76,✗未应验
S4递减线,2000-03-03,1409.2,1418.0,高点1478→1473→1445,-1.27,-1.0,3.92,✓应验
S4递减线,2000-03-09,1401.7,1411.0,高点1478→1473→1445,-0.47,4.05,8.96,✗未应验
S4递减线,2000-03-15,1392.1,1404.0,高点1478→1473→1445,4.76,7.79,8.36,✗未应验
S4递减线,2000-05-12,1421.0,1435.0,高点1553→1527→1483,2.21,-0.99,-3.02,✓应验
S4递减线,2000-05-19,1407.0,1415.0,高点1553→1527→1483,-0.44,-2.06,4.31,✓应验
S4递减线,2000-05-22,1400.7,1411.0,高点1553→1527→1483,-1.92,1.55,4.08,✗未应验
S4递减线,2000-06-01,1448.8,1461.0,高点1527→1483→1470,1.96,0.89,2.07,✗未应验
S4递减线,2000-06-06,1457.8,1458.0,高点1527→1483→1470,0.93,0.8,1.24,✗未应验
S4递减线,2001-01-03,1347.6,1358.0,高点1462→1438→1389,-1.06,-2.54,0.03,✓应验
S4递减线,2001-01-11,1326.8,1338.0,高点1438→1389→1350,-0.62,1.18,2.12,✗未应验
S4递减线,2001-01-16,1326.6,1333.0,高点1438→1389→1350,0.21,2.54,3.55,✗未应验
S4递减线,2001-01-17,1329.5,1331.0,高点1438→1389→1350,1.39,2.62,2.75,✗未应验
S4递减线,2001-07-13,1215.7,1220.0,高点1316→1287→1240,-1.09,-0.4,-0.81,✓应验
S4递减线,2001-07-17,1214.4,1215.0,高点1316→1287→1240,-0.55,-3.52,-0.26,✓应验
S4递减线,2001-07-18,1207.7,1213.0,高点1316→1287→1240,0.61,-1.43,0.68,✓应验
S4递减线,2001-07-25,1190.5,1200.0,高点1316→1287→1240,1.04,2.14,-0.58,✗未应验
S4递减线,2001-07-27,1205.8,1218.0,高点1287→1240→1225,-0.11,0.71,-1.3,✗未应验
S4递减线,2001-07-30,1204.5,1216.0,高点1287→1240→1225,0.56,-0.34,-1.1,✓应验
S4递减线,2001-07-31,1211.2,1215.0,高点1287→1240→1225,0.39,-0.56,-2.02,✓应验
S4递减线,2001-08-06,1200.5,1210.0,高点1287→1240→1225,0.33,-0.77,-2.42,✓应验
S4递减线,2001-08-07,1204.4,1209.0,高点1287→1240→1225,-1.73,-1.47,-3.91,✓应验
S4递减线,2001-10-24,1085.2,1095.0,高点1226→1187→1107,1.37,-2.34,2.82,✓应验
S4递减线,2001-10-29,1078.3,1087.0,高点1226→1187→1107,-1.72,2.28,3.71,✗未应验
S4递减线,2004-08-17,1081.7,1093.0,高点1147→1146→1109,1.24,1.34,2.08,✗未应验
S4递减线,2005-05-16,1165.7,1176.0,高点1229→1192→1179,0.7,2.42,2.21,✗未应验
S4递减线,2005-05-17,1173.8,1175.0,高点1229→1192→1179,1.0,1.73,2.42,✗未应验
S4递减线,2005-11-02,1214.8,1220.0,高点1246→1243→1233,0.43,0.48,1.35,✗未应验
S4递减线,2006-07-11,1272.4,1278.0,高点1327→1291→1280,-1.09,-2.8,-0.28,✓应验
S4递减线,2006-07-24,1260.9,1274.0,高点1327→1291→1280,0.63,1.25,1.18,✗未应验
S4递减线,2006-07-25,1268.9,1273.0,高点1327→1291→1280,-0.04,0.16,0.2,✗未应验
S4递减线,2006-07-26,1268.4,1273.0,高点1327→1291→1280,-0.41,0.71,-0.19,✗未应验
S4递减线,2006-07-27,1263.2,1272.0,高点1327→1291→1280,1.22,1.35,0.68,✗未应验
S4递减线,2006-08-09,1266.0,1268.0,高点1327→1291→1280,0.46,2.33,2.14,✗未应验
S4递减线,2007-09-13,1484.0,1493.0,高点1556→1504→1496,0.02,2.35,3.2,✗未应验
S4递减线,2007-09-14,1484.2,1493.0,高点1556→1504→1496,-0.51,2.8,2.86,✗未应验
S4递减线,2008-02-14,1348.9,1359.0,高点1524→1499→1396,0.08,0.32,-1.35,✗未应验
S4递减线,2008-02-15,1350.0,1355.0,高点1524→1499→1396,-0.09,1.62,-1.38,✗未应验
S4递减线,2008-02-19,1348.8,1351.0,高点1524→1499→1396,0.83,2.41,-1.63,✗未应验
S4递减线,2008-02-21,1342.5,1352.0,高点1499→1396→1369,0.79,1.87,-2.84,✗未应验
S4递减线,2008-02-29,1330.6,1332.0,高点1499→1396→1369,0.05,-2.8,-3.19,✓应验
S4递减线,2008-12-02,848.8,855.0,高点1303→1265→1008,2.58,4.7,7.58,✗未应验
S4递减线,2009-04-09,856.6,860.0,高点944→878→875,0.25,1.52,1.13,✗未应验
S4递减线,2009-04-13,858.7,860.0,高点944→878→875,-2.01,-3.07,-0.14,✓应验
S4递减线,2009-04-15,852.1,859.0,高点944→878→875,1.55,-1.0,2.53,✓应验
S4递减线,2009-04-21,850.1,858.0,高点944→878→875,-0.77,0.6,6.32,✗未应验
S4递减线,2009-04-23,851.9,857.0,高点944→878→875,1.68,2.45,6.51,✗未应验
S4递减线,2011-08-25,1159.3,1165.0,高点1356→1347→1208,1.51,3.89,-0.43,✗未应验
S4递减线,2011-12-22,1254.0,1261.0,高点1293→1278→1267,0.9,0.29,2.13,✗未应验
S4递减线,2011-12-28,1249.6,1260.0,高点1293→1278→1267,1.07,2.51,3.67,✗未应验
S4递减线,2011-12-30,1257.6,1259.0,高点1293→1278→1267,1.55,1.84,2.87,✗未应验
S4递减线,2012-11-19,1386.9,1398.0,高点1471→1464→1434,0.07,0.87,1.45,✗未应验
S4递减线,2012-11-20,1387.8,1395.0,高点1471→1464→1434,0.23,1.59,1.55,✗未应验
S4递减线,2012-11-21,1391.0,1391.0,高点1471→1464→1434,1.3,1.79,1.65,✗未应验
S4递减线,2012-12-10,1418.6,1421.0,高点1464→1434→1424,0.65,0.83,0.57,✗未应验
S4递减线,2012-12-13,1419.4,1420.0,高点1464→1434→1424,-0.41,1.71,-1.2,✗未应验
S4递减线,2012-12-14,1413.6,1419.0,高点1464→1434→1424,1.19,1.17,0.89,✗未应验
S4递减线,2015-04-22,2108.0,2111.0,高点2120→2115→2112,0.24,-0.05,-1.32,✓应验
S4递减线,2015-04-27,2108.9,2110.0,高点2120→2115→2112,0.28,0.26,-0.17,✗未应验
S4递减线,2015-04-29,2106.8,2110.0,高点2120→2115→2112,-1.01,-1.27,-0.4,✓应验
S4递减线,2015-05-01,2108.3,2110.0,高点2120→2115→2112,0.29,0.37,0.68,✗未应验
S4递减线,2016-09-21,2163.1,2182.0,高点2194→2193→2188,0.65,0.38,-0.16,✗未应验
S4递减线,2016-09-22,2177.2,2182.0,高点2194→2193→2188,-0.57,-1.2,-0.75,✓应验
S4递减线,2016-09-23,2164.7,2181.0,高点2194→2193→2188,-0.86,0.17,-0.51,✗未应验
S4递减线,2016-09-27,2159.9,2180.0,高点2194→2193→2188,0.53,-0.44,-1.07,✓应验
S4递减线,2016-09-28,2171.4,2180.0,高点2194→2193→2188,-0.93,-0.54,-1.48,✓应验
S4递减线,2016-09-30,2168.3,2176.0,高点2193→2188→2180,-0.33,-0.67,-1.63,✓应验
