sleeve,entry_date,exit_date,bucket_key,bp_dollar,days_held,exit_pnl,dollar_per_bp_day,pool,shrunk_dpbp_is,shrunk_tail_is,shrunk_dpbp_oos,shrunk_tail_oos,return_pct_is,tail_pct_is,priority_is,return_pct_oos,tail_pct_oos,priority_oos,priority_diff
Bull_Put_Spread,2019-01-31,2019-02-13,"('NEUTRAL', 'ivp_sweet')",15000.0,13,3961.28,0.02031425641025641,SPX_PM,0.016247641025641024,0.9613349333333333,0.016244692307692307,0.5616540666666666,95.6769055745165,32.3094425483504,44.48236632536974,97.6470588235294,18.627450980392158,51.13725490196077,-6.654888576591034
Iron_Condor,2019-01-10,2019-02-14,"('NEUTRAL', 'ivp_extreme')",15000.0,35,1859.33,0.003541580952380952,SPX_PM,0.007193019707207206,0.49379639999999997,0.007315134803921567,0.5441468,57.90671217292378,10.580204778156997,30.511945392491466,74.31372549019608,11.176470588235295,40.11764705882353,-9.605701666332063
Bull_Put_Spread,2019-02-13,2019-02-27,"('NEUTRAL', 'ivp_sweet')",15000.0,14,3619.37,0.017235095238095237,SPX_PM,0.016247641025641024,0.9613349333333333,0.016244692307692307,0.5616540666666666,95.6769055745165,32.3094425483504,44.48236632536974,97.6470588235294,18.627450980392158,51.13725490196077,-6.654888576591034
Bull_Put_Spread,2019-03-06,2019-03-19,"('NEUTRAL', 'ivp_sweet')",15000.0,13,4983.81,0.025558,SPX_PM,0.016247641025641024,0.9613349333333333,0.016244692307692307,0.5616540666666666,95.6769055745165,32.3094425483504,44.48236632536974,97.6470588235294,18.627450980392158,51.13725490196077,-6.654888576591034
Bull_Call_Diagonal,2019-02-27,2019-04-02,"('NEUTRAL', 'ivp_mid_low')",15000.0,34,5980.55,0.011726568627450982,SPX_PM,0.0035925871148459387,0.6606398166666667,0.002168927536231884,0.6842242666666667,1.8202502844141069,25.02844141069397,-8.919226393629124,6.2745098039215685,29.215686274509807,-7.921568627450982,-0.9976577661781425
Bull_Call_Diagonal,2019-04-02,2019-05-07,"('LOW_VOL', 'ivp_low')",15000.0,35,4044.21,0.007703257142857143,SPX_PM,0.008264838095238095,0.6148260666666667,0.0023797070113591853,0.6300854333333333,69.6245733788396,21.160409556313994,33.31058020477816,8.431372549019608,22.745098039215687,-4.039215686274511,37.34979589105267
Iron_Condor,2019-05-22,2019-06-26,"('NEUTRAL', 'ivp_sweet')",15000.0,35,2646.37,0.0050407047619047615,SPX_PM,0.006078685854341737,1.3214819166666667,0.006028509803921568,1.6271217999999998,42.54835039817975,36.51877133105802,10.921501706484639,65.29411764705883,32.745098039215684,26.078431372549023,-15.156929666064384
Bull_Put_Spread,2019-06-18,2019-07-01,"('NEUTRAL', 'ivp_sweet')",15000.0,13,3943.68,0.020224,SPX_PM,0.016247641025641024,0.9613349333333333,0.016244692307692307,0.5616540666666666,95.6769055745165,32.3094425483504,44.48236632536974,97.6470588235294,18.627450980392158,51.13725490196077,-6.654888576591034
Bull_Call_Diagonal,2019-07-01,2019-08-05,"('NEUTRAL', 'ivp_mid_low')",15000.0,35,-2150.94,-0.004097028571428572,SPX_PM,0.0035925871148459387,0.6606398166666667,0.002168927536231884,0.6842242666666667,1.8202502844141069,25.02844141069397,-8.919226393629124,6.2745098039215685,29.215686274509807,-7.921568627450982,-0.9976577661781425
Iron_Condor,2019-08-15,2019-09-16,"('NEUTRAL', 'ivp_extreme')",15000.0,32,3500.62,0.007292958333333333,SPX_PM,0.007193019707207206,0.49379639999999997,0.007315134803921567,0.5441468,57.90671217292378,10.580204778156997,30.511945392491466,74.31372549019608,11.176470588235295,40.11764705882353,-9.605701666332063
Bull_Put_Spread,2019-09-05,2019-09-18,"('NEUTRAL', 'ivp_sweet')",15000.0,13,3673.97,0.018840871794871795,SPX_PM,0.016247641025641024,0.9613349333333333,0.016244692307692307,0.5616540666666666,95.6769055745165,32.3094425483504,44.48236632536974,97.6470588235294,18.627450980392158,51.13725490196077,-6.654888576591034
Bull_Call_Diagonal,2019-09-18,2019-10-02,"('LOW_VOL', 'ivp_low')",15000.0,14,-4157.8,-0.01979904761904762,SPX_PM,0.008264838095238095,0.6148260666666667,0.0023797070113591853,0.6300854333333333,69.6245733788396,21.160409556313994,33.31058020477816,8.431372549019608,22.745098039215687,-4.039215686274511,37.34979589105267
Bull_Call_Diagonal,2019-10-14,2019-11-15,"('NEUTRAL', 'ivp_low')",15000.0,32,10628.93,0.022143604166666667,SPX_PM,0.005063889915966386,0.5436535666666666,0.002168927536231884,0.6842242666666667,26.39362912400455,16.723549488054605,9.146757679180887,6.2745098039215685,29.215686274509807,-7.921568627450982,17.068326306631867
Bull_Call_Diagonal,2019-11-15,2019-12-20,"('LOW_VOL', 'ivp_low')",15000.0,35,8153.75,0.015530952380952381,SPX_PM,0.008264838095238095,0.6148260666666667,0.0023797070113591853,0.6300854333333333,69.6245733788396,21.160409556313994,33.31058020477816,8.431372549019608,22.745098039215687,-4.039215686274511,37.34979589105267
Bull_Call_Diagonal,2019-12-20,2020-01-28,"('LOW_VOL', 'ivp_low')",15000.0,39,5621.94,0.009610153846153845,SPX_PM,0.008264838095238095,0.6148260666666667,0.0023797070113591853,0.6300854333333333,69.6245733788396,21.160409556313994,33.31058020477816,8.431372549019608,22.745098039215687,-4.039215686274511,37.34979589105267
Bull_Call_Diagonal,2020-02-06,2020-02-24,"('NEUTRAL', 'ivp_high')",15000.0,18,-1534.2,-0.005682222222222222,SPX_PM,-0.0049021525676937435,0.655637,0.002168927536231884,0.6842242666666667,0.0,24.459613196814562,-9.783845278725826,6.2745098039215685,29.215686274509807,-7.921568627450982,-1.8622766512748443
Iron_Condor_High_Vol,2020-03-02,2020-04-03,"('in_aftermath', 'vix_30to40')",14000.000000000002,32,-2016.39,-0.004500870535714285,SPX_PM,0.005775131578947368,0.5027033928571428,0.004675335634253701,0.3448774285714285,39.59044368600683,14.448236632536974,17.974971558589306,40.588235294117645,5.294117647058823,22.235294117647058,-4.260322559057752
Iron_Condor_High_Vol,2020-03-04,2020-04-07,"('in_aftermath', 'vix_30to40')",14000.000000000002,34,-1297.46,-0.002725756302521008,SPX_PM,0.005775131578947368,0.5027033928571428,0.004675335634253701,0.3448774285714285,39.59044368600683,14.448236632536974,17.974971558589306,40.588235294117645,5.294117647058823,22.235294117647058,-4.260322559057752
Bull_Put_Spread_High_Vol,2020-04-27,2020-05-11,"('in_aftermath', 'vix_30to40')",14000.000000000002,14,2917.8,0.01488673469387755,SPX_PM,0.015229854437229434,0.3725739821428571,0.012353476190476189,0.554040357142857,95.10807736063708,5.005688282138794,55.06257110352673,94.31372549019608,16.470588235294116,50.0,5.062571103526729
Bull_Put_Spread_High_Vol,2020-05-11,2020-05-27,"('in_aftermath', 'vix_26to30')",14000.000000000002,16,2767.44,0.012354642857142856,SPX_PM,0.012354059523809522,0.5659896785714285,0.012353476190476189,0.554040357142857,93.51535836177474,17.974971558589306,48.919226393629124,94.31372549019608,16.470588235294116,50.0,-1.080773606370876
Bull_Put_Spread_High_Vol,2020-05-27,2020-06-05,"('in_aftermath', 'vix_26to30')",14000.000000000002,9,3428.46,0.027209999999999998,SPX_PM,0.012354059523809522,0.5659896785714285,0.012353476190476189,0.554040357142857,93.51535836177474,17.974971558589306,48.919226393629124,94.31372549019608,16.470588235294116,50.0,-1.080773606370876
Bull_Put_Spread_High_Vol,2020-06-05,2020-06-25,"('in_aftermath', 'vix_22to26')",14000.000000000002,20,-3162.67,-0.011295249999999998,SPX_PM,0.012053518557422968,0.48832341071428564,0.012353476190476189,0.554040357142857,92.83276450511946,9.897610921501707,51.74061433447099,94.31372549019608,16.470588235294116,50.0,1.7406143344709903
Bull_Put_Spread_High_Vol,2020-06-25,2020-07-06,"('in_aftermath', 'vix_30to40')",14000.000000000002,11,2788.27,0.018105649350649348,SPX_PM,0.015229854437229434,0.3725739821428571,0.012353476190476189,0.554040357142857,95.10807736063708,5.005688282138794,55.06257110352673,94.31372549019608,16.470588235294116,50.0,5.062571103526729
Bull_Put_Spread_High_Vol,2020-07-07,2020-07-20,"('in_aftermath', 'vix_26to30')",14000.000000000002,13,3332.91,0.018312692307692304,SPX_PM,0.012354059523809522,0.5659896785714285,0.012353476190476189,0.554040357142857,93.51535836177474,17.974971558589306,48.919226393629124,94.31372549019608,16.470588235294116,50.0,-1.080773606370876
Iron_Condor_High_Vol,2020-06-26,2020-07-24,"('not_aftermath', 'vix_30to40')",14000.000000000002,28,3312.18,0.008449438775510203,SPX_PM,0.0051152631578947364,0.7532975714285713,0.004851827731092436,0.5046299999999999,27.64505119453925,26.27986348122867,6.075085324232081,42.35294117647059,10.980392156862745,21.01960784313725,-14.94452251890517
Iron_Condor_High_Vol,2020-07-02,2020-08-06,"('in_aftermath', 'vix_26to30')",14000.000000000002,35,2634.65,0.005376836734693877,SPX_PM,0.005023970864661654,0.45451721428571423,0.0046251156087434965,0.32942766071428564,24.459613196814562,7.963594994311718,11.490329920364049,37.05882352941177,3.3333333333333335,20.90196078431373,-9.41163086394968
Bull_Put_Spread,2020-08-17,2020-08-27,"('NEUTRAL', 'ivp_sweet')",15000.0,10,3158.52,0.0210568,SPX_PM,0.016247641025641024,0.9613349333333333,0.016244692307692307,0.5616540666666666,95.6769055745165,32.3094425483504,44.48236632536974,97.6470588235294,18.627450980392158,51.13725490196077,-6.654888576591034
Iron_Condor_High_Vol,2020-08-19,2020-09-23,"('not_aftermath', 'vix_22to26')",14000.000000000002,35,-12.53,-2.5571428571428566e-05,SPX_PM,0.00737205357142857,0.8304628571428571,0.006280336134453781,0.6514259285714286,63.594994311717855,26.7349260523322,27.463026166097833,67.45098039215686,26.47058823529412,29.882352941176467,-2.419326775078634
Iron_Condor_High_Vol,2020-08-20,2020-09-24,"('not_aftermath', 'vix_22to26')",14000.000000000002,35,48.6,9.918367346938775e-05,SPX_PM,0.00737205357142857,0.8304628571428571,0.006280336134453781,0.6514259285714286,63.594994311717855,26.7349260523322,27.463026166097833,67.45098039215686,26.47058823529412,29.882352941176467,-2.419326775078634
Bull_Put_Spread_High_Vol,2020-11-06,2020-11-23,"('in_aftermath', 'vix_22to26')",14000.000000000002,17,2654.29,0.011152478991596637,SPX_PM,0.012053518557422968,0.48832341071428564,0.012353476190476189,0.554040357142857,92.83276450511946,9.897610921501707,51.74061433447099,94.31372549019608,16.470588235294116,50.0,1.7406143344709903
Iron_Condor_High_Vol,2020-11-05,2020-11-25,"('in_aftermath', 'vix_26to30')",14000.000000000002,20,3456.62,0.012345071428571426,SPX_PM,0.005023970864661654,0.45451721428571423,0.0046251156087434965,0.32942766071428564,24.459613196814562,7.963594994311718,11.490329920364049,37.05882352941177,3.3333333333333335,20.90196078431373,-9.41163086394968
Iron_Condor_High_Vol,2020-11-09,2020-11-27,"('in_aftermath', 'vix_22to26')",14000.000000000002,18,3237.13,0.012845753968253968,SPX_PM,0.004794947969453414,0.4202902142857142,0.004632529125286477,0.3469299821428571,22.639362912400454,5.5745164960182025,11.35381114903299,39.01960784313726,7.0588235294117645,20.58823529411765,-9.234424145084658
Bull_Put_Spread_High_Vol,2020-11-23,2020-12-08,"('not_aftermath', 'vix_22to26')",14000.000000000002,15,3176.24,0.015124952380952378,SPX_PM,0.011609971938775509,0.5961443035714284,0.012353476190476189,0.554040357142857,91.58134243458476,18.657565415244594,47.485779294653014,94.31372549019608,16.470588235294116,50.0,-2.514220705346986
Bull_Put_Spread_High_Vol,2020-12-09,2020-12-30,"('not_aftermath', 'vix_22to26')",14000.000000000002,21,2282.58,0.007763877551020406,SPX_PM,0.011609971938775509,0.5961443035714284,0.012353476190476189,0.554040357142857,91.58134243458476,18.657565415244594,47.485779294653014,94.31372549019608,16.470588235294116,50.0,-2.514220705346986
Bull_Put_Spread_High_Vol,2020-12-30,2021-01-20,"('not_aftermath', 'vix_22to26')",14000.000000000002,21,3194.57,0.010865884353741495,SPX_PM,0.011609971938775509,0.5961443035714284,0.012353476190476189,0.554040357142857,91.58134243458476,18.657565415244594,47.485779294653014,94.31372549019608,16.470588235294116,50.0,-2.514220705346986
Iron_Condor_High_Vol,2021-01-04,2021-02-03,"('not_aftermath', 'vix_26to30')",14000.000000000002,30,3627.12,0.008635999999999998,SPX_PM,0.0051152631578947364,0.7532975714285713,0.004851827731092436,0.5046299999999999,27.64505119453925,26.27986348122867,6.075085324232081,42.35294117647059,10.980392156862745,21.01960784313725,-14.94452251890517
Bull_Put_Spread_High_Vol,2021-01-25,2021-02-11,"('not_aftermath', 'vix_22to26')",14000.000000000002,17,2690.31,0.011303823529411764,SPX_PM,0.011609971938775509,0.5961443035714284,0.012353476190476189,0.554040357142857,91.58134243458476,18.657565415244594,47.485779294653014,94.31372549019608,16.470588235294116,50.0,-2.514220705346986
Iron_Condor_High_Vol,2021-01-29,2021-02-12,"('in_aftermath', 'vix_30to40')",14000.000000000002,14,1613.72,0.008233265306122449,SPX_PM,0.005775131578947368,0.5027033928571428,0.004675335634253701,0.3448774285714285,39.59044368600683,14.448236632536974,17.974971558589306,40.588235294117645,5.294117647058823,22.235294117647058,-4.260322559057752
Bull_Put_Spread_High_Vol,2021-02-18,2021-03-10,"('not_aftermath', 'vix_22to26')",14000.000000000002,20,1099.7,0.0039275,SPX_PM,0.011609971938775509,0.5961443035714284,0.012353476190476189,0.554040357142857,91.58134243458476,18.657565415244594,47.485779294653014,94.31372549019608,16.470588235294116,50.0,-2.514220705346986
Iron_Condor_High_Vol,2021-03-05,2021-03-22,"('in_aftermath', 'vix_22to26')",14000.000000000002,17,3339.76,0.014032605042016807,SPX_PM,0.004794947969453414,0.4202902142857142,0.004632529125286477,0.3469299821428571,22.639362912400454,5.5745164960182025,11.35381114903299,39.01960784313726,7.0588235294117645,20.58823529411765,-9.234424145084658
Iron_Condor_High_Vol,2021-03-08,2021-03-22,"('in_aftermath', 'vix_22to26')",14000.000000000002,14,3346.48,0.017073877551020404,SPX_PM,0.004794947969453414,0.4202902142857142,0.004632529125286477,0.3469299821428571,22.639362912400454,5.5745164960182025,11.35381114903299,39.01960784313726,7.0588235294117645,20.58823529411765,-9.234424145084658
