date,vix,is_aftermath,spx_close,dd_20d,dd_60d,ddath_max,main_active,main_bp,dd_overlay_active,dd_overlay_bp,hv_ladder_active,hv_ladder_bp,hv_ladder_contracts,aftermath_active,combined_bp_dollar,combined_bp_pct,stress_broad,stress_tight,episode_id_broad,episode_id_tight,episode_id
2016-08-19,11.3400,False,2183.8701,-0.0029,-0.0029,-0.0029,True,15.0000,False,0.0000,True,27.0951,5.0000,False,42095.1001,21.0476,True,False,2,-1,-1
2016-08-22,12.2700,False,2182.6399,-0.0034,-0.0034,-0.0034,True,15.0000,False,0.0000,True,21.7140,4.0000,False,36714.0253,18.3570,True,False,2,-1,-1
2016-08-23,12.3800,False,2186.8999,-0.0015,-0.0015,-0.0015,True,15.0000,False,0.0000,True,21.7140,4.0000,False,36714.0253,18.3570,True,False,2,-1,-1
2016-08-24,13.4500,False,2175.4399,-0.0067,-0.0067,-0.0067,True,15.0000,False,0.0000,True,21.7140,4.0000,False,36714.0253,18.3570,True,False,2,-1,-1
2016-08-25,13.6300,False,2172.4700,-0.0081,-0.0081,-0.0081,True,15.0000,False,0.0000,True,21.7140,4.0000,False,36714.0253,18.3570,True,False,2,-1,-1
2016-08-26,13.6500,False,2169.0400,-0.0096,-0.0096,-0.0096,True,15.0000,False,0.0000,True,21.7140,4.0000,False,36714.0253,18.3570,True,False,2,-1,-1
2016-08-29,12.9400,False,2180.3799,-0.0045,-0.0045,-0.0045,True,15.0000,False,0.0000,True,27.1650,5.0000,False,42164.9750,21.0825,True,False,2,-1,-1
2016-08-30,13.1200,False,2176.1201,-0.0064,-0.0064,-0.0064,True,15.0000,False,0.0000,True,21.7324,4.0000,False,36732.4249,18.3662,True,False,2,-1,-1
2016-08-31,13.4200,False,2170.9500,-0.0088,-0.0088,-0.0088,True,15.0000,False,0.0000,True,21.7324,4.0000,False,36732.4249,18.3662,True,False,2,-1,-1
2016-09-01,13.4800,False,2170.8601,-0.0088,-0.0088,-0.0088,True,15.0000,False,0.0000,True,21.7324,4.0000,False,36732.4249,18.3662,True,False,2,-1,-1
2016-09-02,11.9800,False,2179.9800,-0.0046,-0.0046,-0.0046,True,15.0000,False,0.0000,True,21.7324,4.0000,False,36732.4249,18.3662,True,False,2,-1,-1
2016-09-06,12.0200,False,2186.4800,-0.0017,-0.0017,-0.0017,True,15.0000,False,0.0000,True,27.1986,5.0000,False,42198.6249,21.0993,True,False,2,-1,-1
2016-09-07,11.9400,False,2186.1599,-0.0018,-0.0018,-0.0018,True,15.0000,False,0.0000,True,21.7822,4.0000,False,36782.1747,18.3911,True,False,2,-1,-1
2016-09-08,12.5100,False,2181.3000,-0.0040,-0.0040,-0.0040,True,15.0000,False,0.0000,True,21.7822,4.0000,False,36782.1747,18.3911,True,False,2,-1,-1
2016-09-09,17.5000,False,2127.8101,-0.0285,-0.0285,-0.0285,True,15.0000,False,0.0000,True,21.7822,4.0000,False,36782.1747,18.3911,True,False,2,-1,-1
2016-09-12,15.1600,False,2159.0400,-0.0142,-0.0142,-0.0142,False,0.0000,False,0.0000,True,21.7822,4.0000,False,21782.1747,10.8911,True,False,2,-1,-1
2016-09-13,17.8500,False,2127.0200,-0.0274,-0.0288,-0.0288,False,0.0000,False,0.0000,True,21.7822,4.0000,False,21782.1747,10.8911,True,False,2,-1,-1
2016-09-14,18.1400,False,2125.7700,-0.0280,-0.0294,-0.0294,False,0.0000,False,0.0000,True,16.3727,3.0000,False,16372.6996,8.1863,True,False,2,-1,-1
2016-09-15,16.3000,False,2147.2600,-0.0182,-0.0196,-0.0196,False,0.0000,False,0.0000,True,16.3727,3.0000,False,16372.6996,8.1863,True,False,2,-1,-1
2016-09-16,15.3700,False,2139.1599,-0.0218,-0.0233,-0.0233,False,0.0000,False,0.0000,True,16.3727,3.0000,False,16372.6996,8.1863,True,False,2,-1,-1
2016-09-19,15.5300,False,2139.1201,-0.0218,-0.0233,-0.0233,False,0.0000,False,0.0000,True,16.3727,3.0000,False,16372.6996,8.1863,True,False,2,-1,-1
2016-09-20,15.9200,False,2139.7600,-0.0216,-0.0230,-0.0230,False,0.0000,False,0.0000,True,16.3727,3.0000,False,16372.6996,8.1863,True,False,2,-1,-1
2016-09-21,13.3000,False,2163.1201,-0.0107,-0.0123,-0.0123,False,0.0000,False,0.0000,True,16.3727,3.0000,False,16372.6996,8.1863,True,False,2,-1,-1
2016-09-22,12.0200,False,2177.1799,-0.0043,-0.0059,-0.0059,False,0.0000,False,0.0000,True,16.3727,3.0000,False,16372.6996,8.1863,True,False,2,-1,-1
2016-09-23,12.2900,False,2164.6899,-0.0100,-0.0116,-0.0116,False,0.0000,False,0.0000,True,16.3727,3.0000,False,16372.6996,8.1863,True,False,2,-1,-1
2016-09-26,14.5000,False,2146.1001,-0.0185,-0.0201,-0.0201,False,0.0000,False,0.0000,True,16.3727,3.0000,False,16372.6996,8.1863,True,False,2,-1,-1
2016-09-27,13.1000,False,2159.9299,-0.0121,-0.0138,-0.0138,False,0.0000,False,0.0000,True,16.3727,3.0000,False,16372.6996,8.1863,True,False,2,-1,-1
2016-09-28,12.3900,False,2171.3701,-0.0069,-0.0086,-0.0086,False,0.0000,False,0.0000,True,10.9171,2.0000,False,10917.1497,5.4586,True,False,2,-1,-1
2016-09-29,14.0200,False,2151.1299,-0.0162,-0.0178,-0.0178,False,0.0000,False,0.0000,True,10.9171,2.0000,False,10917.1497,5.4586,True,False,2,-1,-1
2016-09-30,13.2900,False,2168.2700,-0.0083,-0.0100,-0.0100,False,0.0000,False,0.0000,True,10.9171,2.0000,False,10917.1497,5.4586,True,False,2,-1,-1
2016-10-03,13.5700,False,2161.2000,-0.0116,-0.0132,-0.0132,True,15.0000,False,0.0000,True,10.9171,2.0000,False,25917.1497,12.9586,True,False,2,-1,-1
2016-10-04,13.6300,False,2150.4900,-0.0163,-0.0181,-0.0181,True,15.0000,False,0.0000,True,10.9171,2.0000,False,25917.1497,12.9586,True,False,2,-1,-1
2016-10-05,12.9900,False,2159.7300,-0.0099,-0.0139,-0.0139,True,15.0000,False,0.0000,True,10.9171,2.0000,False,25917.1497,12.9586,True,False,2,-1,-1
2016-10-06,12.8400,False,2160.7700,-0.0075,-0.0134,-0.0134,True,15.0000,False,0.0000,True,10.9171,2.0000,False,25917.1497,12.9586,True,False,2,-1,-1
2016-10-07,13.4800,False,2153.7400,-0.0108,-0.0166,-0.0166,True,15.0000,False,0.0000,True,10.9171,2.0000,False,25917.1497,12.9586,True,False,2,-1,-1
2016-10-10,13.3800,False,2163.6599,-0.0062,-0.0121,-0.0121,True,15.0000,False,0.0000,True,5.4662,1.0000,False,20466.2000,10.2331,True,False,2,-1,-1
2016-10-11,15.3600,False,2136.7300,-0.0186,-0.0244,-0.0244,True,15.0000,False,0.0000,True,5.4662,1.0000,False,20466.2000,10.2331,True,False,2,-1,-1
2016-10-12,15.9100,False,2139.1799,-0.0175,-0.0233,-0.0233,True,15.0000,False,0.0000,True,5.4662,1.0000,False,20466.2000,10.2331,True,False,2,-1,-1
2016-10-13,16.6900,False,2132.5500,-0.0205,-0.0263,-0.0263,True,15.0000,False,0.0000,True,5.4662,1.0000,False,20466.2000,10.2331,True,False,2,-1,-1
2016-10-14,16.1200,False,2132.9800,-0.0203,-0.0261,-0.0261,True,15.0000,False,0.0000,True,5.4662,1.0000,False,20466.2000,10.2331,True,False,2,-1,-1
2016-10-17,16.2100,False,2126.5000,-0.0233,-0.0291,-0.0291,True,15.0000,False,0.0000,False,0.0000,0.0000,False,15000.0000,7.5000,False,False,2,-1,-1
2016-10-18,15.2800,False,2139.6001,-0.0173,-0.0231,-0.0231,True,15.0000,False,0.0000,False,0.0000,0.0000,False,15000.0000,7.5000,False,False,2,-1,-1
2016-10-19,14.4100,False,2144.2900,-0.0151,-0.0209,-0.0209,True,15.0000,False,0.0000,False,0.0000,0.0000,False,15000.0000,7.5000,False,False,-1,-1,-1
2016-10-20,13.7500,False,2141.3401,-0.0138,-0.0223,-0.0223,True,15.0000,False,0.0000,False,0.0000,0.0000,False,15000.0000,7.5000,False,False,-1,-1,-1
2016-10-21,13.3400,False,2141.1599,-0.0139,-0.0224,-0.0224,True,15.0000,False,0.0000,False,0.0000,0.0000,False,15000.0000,7.5000,False,False,-1,-1,-1
2016-10-24,13.0200,False,2151.3301,-0.0092,-0.0177,-0.0177,True,15.0000,False,0.0000,False,0.0000,0.0000,False,15000.0000,7.5000,False,False,-1,-1,-1
2016-10-25,13.4600,False,2143.1599,-0.0130,-0.0215,-0.0215,True,15.0000,False,0.0000,False,0.0000,0.0000,False,15000.0000,7.5000,False,False,-1,-1,-1
2016-10-26,14.2400,False,2139.4299,-0.0133,-0.0232,-0.0232,True,15.0000,False,0.0000,False,0.0000,0.0000,False,15000.0000,7.5000,False,False,-1,-1,-1
2016-10-27,15.3600,False,2133.0400,-0.0162,-0.0261,-0.0261,True,15.0000,False,0.0000,False,0.0000,0.0000,False,15000.0000,7.5000,False,False,-1,-1,-1
2016-10-28,16.1900,False,2126.4099,-0.0172,-0.0291,-0.0291,True,15.0000,False,0.0000,False,0.0000,0.0000,False,15000.0000,7.5000,False,False,-1,-1,-1
2016-10-31,17.0600,False,2126.1499,-0.0173,-0.0292,-0.0292,True,15.0000,False,0.0000,False,0.0000,0.0000,False,15000.0000,7.5000,False,False,-1,-1,-1
2016-11-01,18.5600,False,2111.7200,-0.0240,-0.0358,-0.0358,True,15.0000,False,0.0000,False,0.0000,0.0000,False,15000.0000,7.5000,False,False,-1,-1,-1
2016-11-02,19.3200,False,2097.9399,-0.0304,-0.0421,-0.0421,True,15.0000,False,0.0000,False,0.0000,0.0000,False,15000.0000,7.5000,True,True,3,39,39
2016-11-03,22.0800,False,2088.6599,-0.0347,-0.0463,-0.0463,True,15.0000,True,11.6300,False,0.0000,0.0000,False,26630.0000,13.3150,True,True,3,39,39
2016-11-04,22.5100,False,2085.1799,-0.0363,-0.0479,-0.0479,True,15.0000,True,11.6300,False,0.0000,0.0000,False,26630.0000,13.3150,True,True,3,39,39
2016-11-07,18.7100,False,2131.5200,-0.0092,-0.0268,-0.0268,False,0.0000,True,11.6300,False,0.0000,0.0000,False,11630.0000,5.8150,True,True,3,39,39
2016-11-08,18.7400,False,2139.5601,-0.0055,-0.0217,-0.0217,False,0.0000,True,11.6300,False,0.0000,0.0000,False,11630.0000,5.8150,True,True,3,39,39
2016-11-09,14.3800,False,2163.2600,0.0000,-0.0109,-0.0109,True,15.0000,True,11.6300,True,5.4082,1.0000,False,32038.1500,16.0191,True,True,3,39,39
2016-11-10,14.7400,False,2167.4800,0.0000,-0.0089,-0.0089,True,15.0000,True,11.6300,True,5.4082,1.0000,False,32038.1500,16.0191,True,True,3,39,39
2016-11-11,14.1700,False,2164.4500,-0.0014,-0.0103,-0.0103,True,15.0000,True,11.6300,True,5.4082,1.0000,False,32038.1500,16.0191,True,True,3,39,39
2016-11-14,14.4800,False,2164.2000,-0.0015,-0.0104,-0.0104,True,15.0000,True,11.6300,True,5.4082,1.0000,False,32038.1500,16.0191,True,True,3,39,39
2016-11-15,13.3700,False,2180.3899,0.0000,-0.0030,-0.0030,True,15.0000,True,11.6300,True,5.4082,1.0000,False,32038.1500,16.0191,True,True,3,39,39
2016-11-16,13.7200,False,2176.9399,-0.0016,-0.0044,-0.0044,True,15.0000,True,11.6300,True,10.8505,2.0000,False,37480.4999,18.7402,True,True,3,39,39
2016-11-17,13.3500,False,2187.1201,0.0000,0.0000,0.0000,True,15.0000,True,11.6300,True,10.8505,2.0000,False,37480.4999,18.7402,True,True,3,39,39
2016-11-18,12.8500,False,2181.8999,-0.0024,-0.0024,-0.0024,True,15.0000,True,11.6300,True,10.8505,2.0000,False,37480.4999,18.7402,True,True,3,39,39
2016-11-21,12.4200,False,2198.1799,0.0000,0.0000,0.0000,True,15.0000,True,11.6300,True,10.8505,2.0000,False,37480.4999,18.7402,True,True,3,39,39
2016-11-22,12.4100,False,2202.9399,0.0000,0.0000,0.0000,True,15.0000,True,11.6300,True,10.8505,2.0000,False,37480.4999,18.7402,True,True,3,39,39
2016-11-23,12.4300,False,2204.7200,0.0000,0.0000,0.0000,True,15.0000,True,11.6300,True,16.3623,3.0000,False,42992.2998,21.4961,True,True,3,39,39
2016-11-25,12.3400,False,2213.3501,0.0000,0.0000,0.0000,True,15.0000,True,11.6300,True,16.3623,3.0000,False,42992.2998,21.4961,True,True,3,39,39
2016-11-28,13.1500,False,2201.7200,-0.0053,-0.0053,-0.0053,True,15.0000,True,11.6300,True,16.3623,3.0000,False,42992.2998,21.4961,True,True,3,39,39
2016-11-29,12.9000,False,2204.6599,-0.0039,-0.0039,-0.0039,True,15.0000,True,11.6300,True,16.3623,3.0000,False,42992.2998,21.4961,True,True,3,39,39
2016-11-30,13.3300,False,2198.8101,-0.0066,-0.0066,-0.0066,True,15.0000,True,11.6300,True,16.3623,3.0000,False,42992.2998,21.4961,True,True,3,39,39
2016-12-01,14.0700,False,2191.0801,-0.0101,-0.0101,-0.0101,True,15.0000,True,11.6300,True,21.8400,4.0000,False,48470.0000,24.2350,True,True,3,39,39
2016-12-02,14.1200,False,2191.9500,-0.0097,-0.0097,-0.0097,True,15.0000,True,11.6300,True,21.8400,4.0000,False,48470.0000,24.2350,True,True,3,39,39
2016-12-05,12.1400,False,2204.7100,-0.0039,-0.0039,-0.0039,True,15.0000,True,11.6300,True,21.8400,4.0000,False,48470.0000,24.2350,True,True,3,39,39
2016-12-06,11.7900,False,2212.2300,-0.0005,-0.0005,-0.0005,True,15.0000,False,0.0000,True,21.8400,4.0000,False,36840.0000,18.4200,True,False,3,39,39
2016-12-07,12.2200,False,2241.3501,0.0000,0.0000,0.0000,True,15.0000,False,0.0000,True,21.8400,4.0000,False,36840.0000,18.4200,True,False,3,39,39
2016-12-08,12.6400,False,2246.1899,0.0000,0.0000,0.0000,True,15.0000,False,0.0000,True,22.0473,4.0000,False,37047.3248,18.5237,True,False,3,-1,-1
2016-12-09,11.7500,False,2259.5300,0.0000,0.0000,0.0000,True,15.0000,False,0.0000,True,22.0473,4.0000,False,37047.3248,18.5237,True,False,3,-1,-1
2016-12-12,12.6400,False,2256.9600,-0.0011,-0.0011,-0.0011,True,15.0000,False,0.0000,True,16.6050,3.0000,False,31604.9750,15.8025,True,False,3,-1,-1
