date,spx_pm_bp_pct,es_span_bp_pct,short_vol_bp_dollar,combined_bp_dollar,combined_bp_pct,short_vol_bp_pct,stress_episode,second_leg
2010-10-08,28.000,14.191,42191.075,42191.075,21.096,21.096,False,False
2010-10-11,28.000,11.430,39429.800,39429.800,19.715,19.715,False,False
2010-10-12,14.000,11.430,25429.800,25429.800,12.715,12.715,False,False
2010-10-13,14.000,8.625,22625.050,22625.050,11.313,11.313,False,False
2010-10-14,14.000,8.625,22625.050,22625.050,11.313,11.313,False,False
2010-10-15,14.000,11.566,25565.525,25565.525,12.783,12.783,False,False
2010-10-18,14.000,11.566,25565.525,25565.525,12.783,12.783,False,False
2010-10-19,14.000,11.566,25565.525,25565.525,12.783,12.783,False,False
2010-10-20,14.000,11.566,25565.525,25565.525,12.783,12.783,False,False
2010-10-21,14.000,11.566,25565.525,25565.525,12.783,12.783,False,False
2010-10-22,0.000,14.523,14523.225,14523.225,7.262,7.262,False,False
2010-10-25,0.000,8.811,8811.050,8811.050,4.406,4.406,False,False
2010-10-26,0.000,8.811,8811.050,8811.050,4.406,4.406,False,False
2010-10-27,0.000,8.811,8811.050,8811.050,4.406,4.406,False,False
2010-10-28,0.000,8.811,8811.050,8811.050,4.406,4.406,False,False
2010-10-29,0.000,11.769,11769.200,11769.200,5.885,5.885,False,False
2010-11-01,0.000,11.769,11769.200,11769.200,5.885,5.885,False,False
2010-11-02,0.000,11.769,11769.200,11769.200,5.885,5.885,False,False
2010-11-03,0.000,11.769,11769.200,11769.200,5.885,5.885,False,False
2010-11-04,0.000,11.769,11769.200,11769.200,5.885,5.885,False,False
2010-11-05,0.000,11.921,11920.950,11920.950,5.960,5.960,False,False
2010-11-08,0.000,11.921,11920.950,11920.950,5.960,5.960,False,False
2010-11-09,0.000,11.921,11920.950,11920.950,5.960,5.960,False,False
2010-11-10,0.000,11.921,11920.950,11920.950,5.960,5.960,False,False
2010-11-11,0.000,11.921,11920.950,11920.950,5.960,5.960,False,False
2010-11-12,0.000,11.921,11920.950,11920.950,5.960,5.960,False,False
2010-11-15,0.000,11.921,11920.950,11920.950,5.960,5.960,False,False
2010-11-16,0.000,11.921,11920.950,11920.950,5.960,5.960,True,False
2010-11-17,0.000,11.921,11920.950,11920.950,5.960,5.960,True,False
2010-11-18,0.000,11.921,11920.950,11920.950,5.960,5.960,True,False
2010-11-19,0.000,14.920,14920.275,14920.275,7.460,7.460,False,False
2010-11-22,0.000,14.920,14920.275,14920.275,7.460,7.460,False,False
2010-11-23,0.000,14.920,14920.275,14920.275,7.460,7.460,False,False
2010-11-24,0.000,14.920,14920.275,14920.275,7.460,7.460,False,False
2010-11-26,0.000,11.980,11979.800,11979.800,5.990,5.990,True,False
2010-11-29,15.000,11.980,11979.800,26979.800,13.490,5.990,True,False
2010-11-30,15.000,11.980,11979.800,26979.800,13.490,5.990,True,False
2010-12-01,15.000,11.980,11979.800,26979.800,13.490,5.990,True,False
2010-12-02,15.000,15.034,15033.625,30033.625,15.017,7.517,True,False
2010-12-03,15.000,12.076,12075.925,27075.925,13.538,6.038,False,False
2010-12-06,15.000,9.118,9117.775,24117.775,12.059,4.559,False,False
2010-12-07,15.000,9.118,9117.775,24117.775,12.059,4.559,False,False
2010-12-08,15.000,9.118,9117.775,24117.775,12.059,4.559,False,False
2010-12-09,15.000,12.200,12200.275,27200.275,13.600,6.100,False,False
2010-12-10,15.000,12.200,12200.275,27200.275,13.600,6.100,False,False
2010-12-13,0.000,12.200,12200.275,12200.275,6.100,6.100,False,False
2010-12-14,0.000,12.200,12200.275,12200.275,6.100,6.100,False,False
2010-12-15,0.000,12.200,12200.275,12200.275,6.100,6.100,False,False
2010-12-16,0.000,15.307,15307.450,15307.450,7.654,7.654,False,False
2010-12-17,0.000,12.243,12242.825,12242.825,6.121,6.121,False,False
2010-12-20,0.000,9.244,9243.500,9243.500,4.622,4.622,False,False
2010-12-21,0.000,9.244,9243.500,9243.500,4.622,4.622,False,False
2010-12-22,0.000,9.244,9243.500,9243.500,4.622,4.622,False,False
2010-12-23,0.000,12.385,12385.425,12385.425,6.193,6.193,False,False
2010-12-27,0.000,12.385,12385.425,12385.425,6.193,6.193,False,False
2010-12-28,0.000,12.385,12385.425,12385.425,6.193,6.193,False,False
2010-12-29,0.000,12.385,12385.425,12385.425,6.193,6.193,False,False
2010-12-30,0.000,12.385,12385.425,12385.425,6.193,6.193,False,False
2010-12-31,0.000,12.385,12385.425,12385.425,6.193,6.193,False,False
2011-01-03,0.000,15.565,15565.100,15565.100,7.783,7.783,False,False
2011-01-04,0.000,12.511,12511.275,12511.275,6.256,6.256,False,False
2011-01-05,0.000,12.511,12511.275,12511.275,6.256,6.256,False,False
2011-01-06,0.000,12.511,12511.275,12511.275,6.256,6.256,False,False
2011-01-07,0.000,12.511,12511.275,12511.275,6.256,6.256,False,False
2011-01-10,0.000,12.511,12511.275,12511.275,6.256,6.256,False,False
2011-01-11,0.000,12.511,12511.275,12511.275,6.256,6.256,False,False
2011-01-12,0.000,15.726,15726.175,15726.175,7.863,7.863,False,False
2011-01-13,0.000,12.644,12643.675,12643.675,6.322,6.322,False,False
2011-01-14,0.000,12.644,12643.675,12643.675,6.322,6.322,False,False
2011-01-18,0.000,9.536,9536.500,9536.500,4.768,4.768,False,False
2011-01-19,0.000,9.536,9536.500,9536.500,4.768,4.768,False,False
2011-01-20,0.000,12.737,12737.150,12737.150,6.369,6.369,False,False
2011-01-21,0.000,12.737,12737.150,12737.150,6.369,6.369,False,False
2011-01-24,0.000,12.737,12737.150,12737.150,6.369,6.369,False,False
2011-01-25,0.000,12.737,12737.150,12737.150,6.369,6.369,False,False
2011-01-26,0.000,12.737,12737.150,12737.150,6.369,6.369,False,False
2011-01-27,0.000,12.737,12737.150,12737.150,6.369,6.369,False,False
2011-01-28,0.000,12.737,12737.150,12737.150,6.369,6.369,False,False
2011-01-31,0.000,12.737,12737.150,12737.150,6.369,6.369,False,False
2011-02-01,0.000,12.737,12737.150,12737.150,6.369,6.369,False,False
2011-02-02,0.000,15.997,15997.225,15997.225,7.999,7.999,False,False
2011-02-03,0.000,12.855,12855.300,12855.300,6.428,6.428,False,False
2011-02-04,0.000,12.855,12855.300,12855.300,6.428,6.428,False,False
2011-02-07,0.000,9.676,9675.625,9675.625,4.838,4.838,False,False
2011-02-08,0.000,9.676,9675.625,9675.625,4.838,4.838,False,False
2011-02-09,0.000,12.978,12977.825,12977.825,6.489,6.489,False,False
2011-02-10,0.000,12.978,12977.825,12977.825,6.489,6.489,False,False
2011-02-11,0.000,12.978,12977.825,12977.825,6.489,6.489,False,False
2011-02-14,0.000,12.978,12977.825,12977.825,6.489,6.489,False,False
2011-02-15,0.000,9.777,9777.175,9777.175,4.889,4.889,False,False
2011-02-16,0.000,13.118,13117.975,13117.975,6.559,6.559,False,False
2011-02-17,0.000,13.118,13117.975,13117.975,6.559,6.559,False,False
2011-02-18,0.000,9.903,9903.075,9903.075,4.952,4.952,False,False
2011-02-22,0.000,9.903,9903.075,9903.075,4.952,4.952,False,False
2011-02-23,0.000,9.903,9903.075,9903.075,4.952,4.952,True,False
2011-02-24,0.000,13.168,13168.325,13168.325,6.584,6.584,True,False
2011-02-25,0.000,13.168,13168.325,13168.325,6.584,6.584,True,False
2011-02-28,0.000,13.168,13168.325,13168.325,6.584,6.584,False,False
2011-03-01,0.000,13.168,13168.325,13168.325,6.584,6.584,False,False
2011-03-02,0.000,13.168,13168.325,13168.325,6.584,6.584,False,False
2011-03-03,0.000,13.168,13168.325,13168.325,6.584,6.584,False,False
2011-03-04,0.000,13.168,13168.325,13168.325,6.584,6.584,False,False
2011-03-07,15.000,13.168,13168.325,28168.325,14.084,6.584,False,False
2011-03-08,15.000,13.168,13168.325,28168.325,14.084,6.584,False,False
2011-03-09,15.000,13.168,13168.325,28168.325,14.084,6.584,False,False
2011-03-10,15.000,13.168,13168.325,28168.325,14.084,6.584,False,False
2011-03-11,15.000,13.168,13168.325,28168.325,14.084,6.584,False,False
2011-03-14,15.000,13.168,13168.325,28168.325,14.084,6.584,False,False
2011-03-15,15.000,13.168,13168.325,28168.325,14.084,6.584,True,False
2011-03-16,15.000,9.908,9908.250,24908.250,12.454,4.954,True,False
2011-03-17,29.000,9.908,23908.250,38908.250,19.454,11.954,True,False
2011-03-18,43.000,9.908,37908.250,52908.250,26.454,18.954,True,False
2011-03-21,28.000,9.908,37908.250,37908.250,18.954,18.954,True,False
2011-03-22,28.000,9.908,37908.250,37908.250,18.954,18.954,True,False
2011-03-23,28.000,6.606,34606.050,34606.050,17.303,17.303,True,False
2011-03-24,28.000,6.606,34606.050,34606.050,17.303,17.303,True,False
2011-03-25,28.000,6.606,34606.050,34606.050,17.303,17.303,True,False
2011-03-28,28.000,6.606,34606.050,34606.050,17.303,17.303,True,False
2011-03-29,28.000,9.905,37904.650,37904.650,18.952,18.952,True,False
2011-03-30,28.000,6.564,34563.850,34563.850,17.282,17.282,True,False
2011-03-31,28.000,6.564,34563.850,34563.850,17.282,17.282,True,False
2011-04-01,14.000,6.564,20563.850,20563.850,10.282,10.282,False,False
2011-04-04,14.000,3.299,17298.600,17298.600,8.649,8.649,False,False
2011-04-05,0.000,6.630,6630.175,6630.175,3.315,3.315,False,False
2011-04-06,0.000,6.630,6630.175,6630.175,3.315,3.315,False,False
2011-04-07,0.000,6.630,6630.175,6630.175,3.315,3.315,False,False
2011-04-08,0.000,6.630,6630.175,6630.175,3.315,3.315,False,False
2011-04-11,0.000,6.630,6630.175,6630.175,3.315,3.315,False,False
2011-04-12,0.000,6.630,6630.175,6630.175,3.315,3.315,False,False
2011-04-13,0.000,6.630,6630.175,6630.175,3.315,3.315,False,False
2011-04-14,0.000,6.630,6630.175,6630.175,3.315,3.315,False,False
2011-04-15,0.000,9.929,9929.375,9929.375,4.965,4.965,False,False
2011-04-18,0.000,9.929,9929.375,9929.375,4.965,4.965,False,False
2011-04-19,0.000,9.929,9929.375,9929.375,4.965,4.965,False,False
2011-04-20,0.000,9.929,9929.375,9929.375,4.965,4.965,False,False
2011-04-21,15.000,9.929,9929.375,24929.375,12.465,4.965,False,False
2011-04-25,15.000,13.268,13267.500,28267.500,14.134,6.634,False,False
2011-04-26,15.000,13.268,13267.500,28267.500,14.134,6.634,False,False
2011-04-27,15.000,13.268,13267.500,28267.500,14.134,6.634,False,False
2011-04-28,15.000,13.268,13267.500,28267.500,14.134,6.634,False,False
2011-04-29,15.000,9.969,9968.900,24968.900,12.484,4.984,False,False
2011-05-02,15.000,13.372,13371.950,28371.950,14.186,6.686,False,False
2011-05-03,15.000,13.372,13371.950,28371.950,14.186,6.686,False,False
2011-05-04,15.000,13.372,13371.950,28371.950,14.186,6.686,False,False
2011-05-05,15.000,13.372,13371.950,28371.950,14.186,6.686,False,False
2011-05-06,15.000,13.372,13371.950,28371.950,14.186,6.686,False,False
2011-05-09,15.000,13.372,13371.950,28371.950,14.186,6.686,False,False
2011-05-10,15.000,13.372,13371.950,28371.950,14.186,6.686,False,False
2011-05-11,15.000,13.372,13371.950,28371.950,14.186,6.686,False,False
2011-05-12,15.000,13.372,13371.950,28371.950,14.186,6.686,False,False
2011-05-13,15.000,13.372,13371.950,28371.950,14.186,6.686,False,False
2011-05-16,15.000,13.372,13371.950,28371.950,14.186,6.686,False,False
2011-05-17,15.000,10.040,10040.375,25040.375,12.520,5.020,False,False
2011-05-18,15.000,13.392,13392.075,28392.075,14.196,6.696,False,False
2011-05-19,15.000,13.392,13392.075,28392.075,14.196,6.696,False,False
2011-05-20,15.000,13.392,13392.075,28392.075,14.196,6.696,False,False
2011-05-23,15.000,13.392,13392.075,28392.075,14.196,6.696,False,False
2011-05-24,15.000,13.392,13392.075,28392.075,14.196,6.696,False,False
2011-05-25,0.000,13.392,13392.075,13392.075,6.696,6.696,False,False
2011-05-26,0.000,13.392,13392.075,13392.075,6.696,6.696,False,False
2011-05-27,0.000,10.093,10092.875,10092.875,5.046,5.046,False,False
2011-05-31,0.000,13.456,13455.875,13455.875,6.728,6.728,False,False
2011-06-01,0.000,13.456,13455.875,13455.875,6.728,6.728,False,False
2011-06-02,0.000,13.456,13455.875,13455.875,6.728,6.728,False,False
2011-06-03,0.000,13.456,13455.875,13455.875,6.728,6.728,True,False
2011-06-06,15.000,10.118,10117.750,25117.750,12.559,5.059,True,False
2011-06-07,15.000,10.118,10117.750,25117.750,12.559,5.059,True,False
2011-06-08,15.000,10.118,10117.750,25117.750,12.559,5.059,True,False
2011-06-09,15.000,10.118,10117.750,25117.750,12.559,5.059,True,False
2011-06-10,15.000,10.118,10117.750,25117.750,12.559,5.059,True,False
2011-06-13,15.000,6.715,6714.700,21714.700,10.857,3.357,True,False
2011-06-14,15.000,6.715,6714.700,21714.700,10.857,3.357,True,False
2011-06-15,15.000,6.715,6714.700,21714.700,10.857,3.357,True,False
2011-06-16,15.000,6.715,6714.700,21714.700,10.857,3.357,True,False
2011-06-17,15.000,6.715,6714.700,21714.700,10.857,3.357,True,False
2011-06-20,15.000,6.715,6714.700,21714.700,10.857,3.357,True,False
2011-06-21,15.000,6.715,6714.700,21714.700,10.857,3.357,True,False
2011-06-22,15.000,6.715,6714.700,21714.700,10.857,3.357,True,False
2011-06-23,15.000,6.715,6714.700,21714.700,10.857,3.357,True,False
2011-06-24,15.000,6.715,6714.700,21714.700,10.857,3.357,True,False
2011-06-27,15.000,6.715,6714.700,21714.700,10.857,3.357,True,False
2011-06-28,15.000,6.715,6714.700,21714.700,10.857,3.357,True,False
2011-06-29,15.000,3.363,3363.000,18363.000,9.181,1.681,True,False
2011-06-30,15.000,3.363,3363.000,18363.000,9.181,1.681,True,False
2011-07-01,15.000,6.712,6712.175,21712.175,10.856,3.356,True,False
2011-07-05,15.000,6.712,6712.175,21712.175,10.856,3.356,False,False
2011-07-06,15.000,6.712,6712.175,21712.175,10.856,3.356,False,False
2011-07-07,15.000,6.712,6712.175,21712.175,10.856,3.356,False,False
2011-07-08,15.000,6.712,6712.175,21712.175,10.856,3.356,False,False
2011-07-11,30.000,6.712,6712.175,36712.175,18.356,3.356,False,False
2011-07-12,15.000,3.349,3349.175,18349.175,9.175,1.675,False,False
2011-07-13,15.000,3.349,3349.175,18349.175,9.175,1.675,False,False
2011-07-14,15.000,3.349,3349.175,18349.175,9.175,1.675,True,False
2011-07-15,15.000,3.349,3349.175,18349.175,9.175,1.675,True,False
2011-07-18,15.000,3.349,3349.175,18349.175,9.175,1.675,True,False
2011-07-19,15.000,6.666,6666.000,21666.000,10.833,3.333,True,False
2011-07-20,15.000,6.666,6666.000,21666.000,10.833,3.333,True,False
2011-07-21,15.000,6.666,6666.000,21666.000,10.833,3.333,False,False
2011-07-22,15.000,6.666,6666.000,21666.000,10.833,3.333,False,False
2011-07-25,15.000,6.666,6666.000,21666.000,10.833,3.333,False,False
2011-07-26,15.000,9.996,9995.850,24995.850,12.498,4.998,False,False
2011-07-27,15.000,9.996,9995.850,24995.850,12.498,4.998,True,False
2011-07-28,15.000,9.996,9995.850,24995.850,12.498,4.998,True,False
2011-07-29,15.000,9.996,9995.850,24995.850,12.498,4.998,True,False
2011-08-01,15.000,9.996,9995.850,24995.850,12.498,4.998,True,False
2011-08-02,15.000,9.996,9995.850,24995.850,12.498,4.998,True,False
2011-08-03,15.000,9.996,9995.850,24995.850,12.498,4.998,True,False
2011-08-04,15.000,9.996,9995.850,24995.850,12.498,4.998,True,False
2011-08-05,15.000,9.996,9995.850,24995.850,12.498,4.998,True,False
2011-08-08,15.000,9.996,9995.850,24995.850,12.498,4.998,True,False
2011-08-09,15.000,6.647,6646.675,21646.675,10.823,3.323,True,False
2011-08-10,15.000,6.647,6646.675,21646.675,10.823,3.323,True,False
2011-08-11,0.000,6.647,6646.675,6646.675,3.323,3.323,True,False
2011-08-12,0.000,6.647,6646.675,6646.675,3.323,3.323,True,False
2011-08-15,14.000,6.647,20646.675,20646.675,10.323,10.323,True,False
2011-08-16,28.000,6.647,34646.675,34646.675,17.323,17.323,True,False
2011-08-17,28.000,6.647,34646.675,34646.675,17.323,17.323,True,False
2011-08-18,28.000,6.647,34646.675,34646.675,17.323,17.323,True,False
2011-08-19,28.000,6.647,34646.675,34646.675,17.323,17.323,True,True
2011-08-22,28.000,6.647,34646.675,34646.675,17.323,17.323,True,True
2011-08-23,28.000,6.647,34646.675,34646.675,17.323,17.323,True,False
2011-08-24,28.000,6.647,34646.675,34646.675,17.323,17.323,True,False
2011-08-25,28.000,6.647,34646.675,34646.675,17.323,17.323,True,False
2011-08-26,28.000,6.647,34646.675,34646.675,17.323,17.323,True,False
2011-08-29,28.000,3.330,31329.850,31329.850,15.665,15.665,True,False
2011-08-30,28.000,3.330,31329.850,31329.850,15.665,15.665,True,False
2011-08-31,28.000,3.330,31329.850,31329.850,15.665,15.665,True,False
2011-09-01,28.000,3.330,31329.850,31329.850,15.665,15.665,True,False
2011-09-02,28.000,3.330,31329.850,31329.850,15.665,15.665,True,False
2011-09-06,28.000,0.000,28000.000,28000.000,14.000,14.000,True,False
2011-09-07,28.000,0.000,28000.000,28000.000,14.000,14.000,True,False
2011-09-08,28.000,0.000,28000.000,28000.000,14.000,14.000,True,False
2011-09-09,28.000,0.000,28000.000,28000.000,14.000,14.000,True,False
2011-09-12,28.000,0.000,28000.000,28000.000,14.000,14.000,True,False
2011-09-13,28.000,0.000,28000.000,28000.000,14.000,14.000,True,False
2011-09-14,28.000,0.000,28000.000,28000.000,14.000,14.000,True,False
2011-09-15,42.000,0.000,42000.000,42000.000,21.000,21.000,True,False
2011-09-16,28.000,0.000,28000.000,28000.000,14.000,14.000,True,False
2011-09-19,28.000,0.000,28000.000,28000.000,14.000,14.000,True,False
2011-09-20,28.000,0.000,28000.000,28000.000,14.000,14.000,True,False
2011-09-21,28.000,0.000,28000.000,28000.000,14.000,14.000,True,False
2011-09-22,28.000,0.000,28000.000,28000.000,14.000,14.000,True,True
2011-09-23,28.000,0.000,28000.000,28000.000,14.000,14.000,True,False
2011-09-26,28.000,0.000,28000.000,28000.000,14.000,14.000,True,False
2011-09-27,28.000,0.000,28000.000,28000.000,14.000,14.000,True,False
2011-09-28,28.000,0.000,28000.000,28000.000,14.000,14.000,True,False
2011-09-29,28.000,0.000,28000.000,28000.000,14.000,14.000,True,False
2011-09-30,28.000,0.000,28000.000,28000.000,14.000,14.000,True,True
2011-10-03,28.000,0.000,28000.000,28000.000,14.000,14.000,True,False
2011-10-04,28.000,0.000,28000.000,28000.000,14.000,14.000,True,False
2011-10-05,28.000,0.000,28000.000,28000.000,14.000,14.000,True,False
2011-10-06,28.000,0.000,28000.000,28000.000,14.000,14.000,True,False
2011-10-07,28.000,0.000,28000.000,28000.000,14.000,14.000,True,False
2011-10-10,28.000,0.000,28000.000,28000.000,14.000,14.000,True,False
2011-10-11,42.000,2.989,44988.850,44988.850,22.494,22.494,True,False
2011-10-12,42.000,2.989,44988.850,44988.850,22.494,22.494,True,False
2011-10-13,28.000,2.989,30988.850,30988.850,15.494,15.494,True,False
2011-10-14,14.000,2.989,16988.850,16988.850,8.494,8.494,True,False
2011-10-17,14.000,2.989,16988.850,16988.850,8.494,8.494,True,False
2011-10-18,14.000,6.052,20052.300,20052.300,10.026,10.026,True,False
2011-10-19,14.000,6.052,20052.300,20052.300,10.026,10.026,True,False
2011-10-20,14.000,6.052,20052.300,20052.300,10.026,10.026,True,False
2011-10-21,14.000,6.052,20052.300,20052.300,10.026,10.026,True,False
2011-10-24,14.000,6.052,20052.300,20052.300,10.026,10.026,True,False
2011-10-25,14.000,9.125,23124.925,23124.925,11.562,11.562,True,False
2011-10-26,14.000,9.125,23124.925,23124.925,11.562,11.562,True,False
2011-10-27,14.000,9.125,23124.925,23124.925,11.562,11.562,True,False
2011-10-28,14.000,6.136,20136.075,20136.075,10.068,10.068,True,False
2011-10-31,14.000,6.136,20136.075,20136.075,10.068,10.068,True,False
2011-11-01,14.000,9.182,23181.775,23181.775,11.591,11.591,True,False
2011-11-02,14.000,9.182,23181.775,23181.775,11.591,11.591,True,False
2011-11-03,14.000,9.182,23181.775,23181.775,11.591,11.591,True,False
2011-11-04,14.000,9.182,23181.775,23181.775,11.591,11.591,True,False
2011-11-07,14.000,9.182,23181.775,23181.775,11.591,11.591,True,False
2011-11-08,14.000,12.372,26371.575,26371.575,13.186,13.186,True,False
2011-11-09,14.000,12.372,26371.575,26371.575,13.186,13.186,True,False
2011-11-10,14.000,12.372,26371.575,26371.575,13.186,13.186,True,False
2011-11-11,28.000,12.372,40371.575,40371.575,20.186,20.186,True,False
2011-11-14,14.000,12.372,26371.575,26371.575,13.186,13.186,True,False
2011-11-15,14.000,12.372,26371.575,26371.575,13.186,13.186,True,False
2011-11-16,14.000,12.372,26371.575,26371.575,13.186,13.186,True,False
2011-11-17,28.000,12.372,40371.575,40371.575,20.186,20.186,True,False
2011-11-18,42.000,12.372,54371.575,54371.575,27.186,27.186,True,False
2011-11-21,42.000,12.372,54371.575,54371.575,27.186,27.186,True,False
2011-11-22,42.000,12.372,54371.575,54371.575,27.186,27.186,True,False
2011-11-23,42.000,12.372,54371.575,54371.575,27.186,27.186,True,False
2011-11-25,42.000,12.372,54371.575,54371.575,27.186,27.186,True,False
2011-11-28,42.000,12.372,54371.575,54371.575,27.186,27.186,True,False
2011-11-29,42.000,9.308,51308.125,51308.125,25.654,25.654,True,False
2011-11-30,42.000,12.426,54425.525,54425.525,27.213,27.213,True,False
2011-12-01,42.000,12.426,54425.525,54425.525,27.213,27.213,True,False
2011-12-02,42.000,12.426,54425.525,54425.525,27.213,27.213,True,False
2011-12-05,28.000,12.426,40425.525,40425.525,20.213,20.213,True,False
2011-12-06,28.000,9.353,37352.900,37352.900,18.676,18.676,True,False
2011-12-07,28.000,9.460,37459.725,37459.725,18.730,18.730,True,False
2011-12-08,42.000,9.460,51459.725,51459.725,25.730,25.730,True,False
2011-12-09,42.000,9.460,51459.725,51459.725,25.730,25.730,True,False
2011-12-12,14.000,9.460,23459.725,23459.725,11.730,11.730,True,False
2011-12-13,14.000,9.460,23459.725,23459.725,11.730,11.730,True,False
2011-12-14,14.000,9.460,23459.725,23459.725,11.730,11.730,True,False
2011-12-15,14.000,9.460,23459.725,23459.725,11.730,11.730,True,False
2011-12-16,14.000,9.460,23459.725,23459.725,11.730,11.730,True,False
2011-12-19,14.000,9.460,23459.725,23459.725,11.730,11.730,True,False
2011-12-20,14.000,6.270,20269.925,20269.925,10.135,10.135,True,False
2011-12-21,14.000,9.379,23379.225,23379.225,11.690,11.690,True,False
2011-12-22,29.000,9.379,23379.225,38379.225,19.190,11.690,True,False
2011-12-23,15.000,9.379,9379.225,24379.225,12.190,4.690,True,False
2011-12-27,15.000,9.379,9379.225,24379.225,12.190,4.690,False,False
2011-12-28,29.000,9.379,23379.225,38379.225,19.190,11.690,True,False
2011-12-29,43.000,12.537,40536.775,55536.775,27.768,20.268,True,False
2011-12-30,43.000,12.537,40536.775,55536.775,27.768,20.268,True,False
2012-01-03,43.000,12.537,40536.775,55536.775,27.768,20.268,True,False
2012-01-04,43.000,12.537,40536.775,55536.775,27.768,20.268,True,False
2012-01-05,43.000,12.537,40536.775,55536.775,27.768,20.268,True,False
2012-01-06,43.000,12.614,40613.900,55613.900,27.807,20.307,True,False
2012-01-09,28.000,12.614,40613.900,40613.900,20.307,20.307,False,False
2012-01-10,28.000,12.614,40613.900,40613.900,20.307,20.307,False,False
2012-01-11,28.000,9.461,37461.375,37461.375,18.731,18.731,False,False
2012-01-12,28.000,9.461,37461.375,37461.375,18.731,18.731,False,False
2012-01-13,28.000,12.684,40684.100,40684.100,20.342,20.342,False,False
2012-01-17,28.000,12.684,40684.100,40684.100,20.342,20.342,True,False
2012-01-18,28.000,12.684,40684.100,40684.100,20.342,20.342,True,False
2012-01-19,28.000,12.684,40684.100,40684.100,20.342,20.342,True,False
2012-01-20,28.000,9.575,37574.800,37574.800,18.787,18.787,False,False
2012-01-23,28.000,9.707,37707.250,37707.250,18.854,18.854,False,False
2012-01-24,28.000,9.707,37707.250,37707.250,18.854,18.854,False,False
2012-01-25,28.000,9.707,37707.250,37707.250,18.854,18.854,False,False
2012-01-26,28.000,9.707,37707.250,37707.250,18.854,18.854,False,False
2012-01-27,28.000,9.707,37707.250,37707.250,18.854,18.854,False,False
2012-01-30,28.000,12.990,40989.775,40989.775,20.495,20.495,False,False
2012-01-31,28.000,12.990,40989.775,40989.775,20.495,20.495,False,False
2012-02-01,28.000,12.990,40989.775,40989.775,20.495,20.495,False,False
2012-02-02,28.000,12.990,40989.775,40989.775,20.495,20.495,False,False
2012-02-03,0.000,12.990,12989.775,12989.775,6.495,6.495,False,False
2012-02-06,0.000,9.933,9933.350,9933.350,4.967,4.967,False,False
2012-02-07,0.000,9.933,9933.350,9933.350,4.967,4.967,False,False
2012-02-08,0.000,9.933,9933.350,9933.350,4.967,4.967,False,False
2012-02-09,0.000,9.933,9933.350,9933.350,4.967,4.967,False,False
2012-02-10,15.000,9.933,9933.350,24933.350,12.467,4.967,False,False
2012-02-13,15.000,13.313,13312.775,28312.775,14.156,6.656,False,False
2012-02-14,15.000,13.313,13312.775,28312.775,14.156,6.656,False,False
2012-02-15,15.000,13.313,13312.775,28312.775,14.156,6.656,False,False
2012-02-16,15.000,13.313,13312.775,28312.775,14.156,6.656,False,False
2012-02-17,15.000,13.313,13312.775,28312.775,14.156,6.656,False,False
2012-02-21,15.000,13.313,13312.775,28312.775,14.156,6.656,False,False
2012-02-22,15.000,13.313,13312.775,28312.775,14.156,6.656,False,False
2012-02-23,15.000,16.721,16721.425,31721.425,15.861,8.361,False,False
2012-02-24,15.000,13.431,13431.425,28431.425,14.216,6.716,False,False
2012-02-27,0.000,13.431,13431.425,13431.425,6.716,6.716,False,False
2012-02-28,0.000,13.431,13431.425,13431.425,6.716,6.716,False,False
2012-02-29,0.000,10.149,10148.900,10148.900,5.074,5.074,False,False
2012-03-01,0.000,13.584,13584.125,13584.125,6.792,6.792,False,False
2012-03-02,0.000,13.584,13584.125,13584.125,6.792,6.792,False,False
2012-03-05,0.000,13.584,13584.125,13584.125,6.792,6.792,False,False
2012-03-06,15.000,13.584,13584.125,28584.125,14.292,6.792,False,False
2012-03-07,15.000,13.584,13584.125,28584.125,14.292,6.792,False,False
2012-03-08,15.000,13.584,13584.125,28584.125,14.292,6.792,False,False
2012-03-09,15.000,13.584,13584.125,28584.125,14.292,6.792,False,False
2012-03-12,15.000,13.584,13584.125,28584.125,14.292,6.792,False,False
2012-03-13,15.000,17.074,17074.000,32074.000,16.037,8.537,False,False
2012-03-14,15.000,10.334,10333.750,25333.750,12.667,5.167,False,False
2012-03-15,15.000,10.334,10333.750,25333.750,12.667,5.167,False,False
2012-03-16,15.000,10.334,10333.750,25333.750,12.667,5.167,False,False
2012-03-19,15.000,10.334,10333.750,25333.750,12.667,5.167,False,False
2012-03-20,0.000,13.848,13847.550,13847.550,6.924,6.924,False,False
2012-03-21,0.000,13.848,13847.550,13847.550,6.924,6.924,False,False
2012-03-22,0.000,13.848,13847.550,13847.550,6.924,6.924,False,False
2012-03-23,15.000,13.848,13847.550,28847.550,14.424,6.924,False,False
2012-03-26,15.000,13.848,13847.550,28847.550,14.424,6.924,False,False
2012-03-27,15.000,10.535,10534.975,25534.975,12.767,5.267,False,False
2012-03-28,15.000,10.535,10534.975,25534.975,12.767,5.267,False,False
2012-03-29,15.000,10.535,10534.975,25534.975,12.767,5.267,False,False
2012-03-30,15.000,10.535,10534.975,25534.975,12.767,5.267,False,False
2012-04-02,15.000,10.535,10534.975,25534.975,12.767,5.267,False,False
2012-04-03,15.000,14.068,14068.425,29068.425,14.534,7.034,False,False
2012-04-04,15.000,14.068,14068.425,29068.425,14.534,7.034,False,False
