sleeve,entry_date,exit_date,bucket_key,bp_dollar,days_held,exit_pnl,dollar_per_bp_day,pool,shrunk_dpbp,shrunk_tail,return_pct,tail_pct,priority,tier
Iron_Condor,2021-12-17,2022-01-11,"('NEUTRAL', 'ivp_extreme')",15000.0,25,3572.64,0.00952704,SPX_PM,0.007193019707207206,0.49379639999999997,59.89761092150171,12.571103526734925,30.91012514220705,3
Iron_Condor_High_Vol,2021-12-20,2022-01-12,"('not_aftermath', 'vix_22to26')",14000.000000000002,23,3482.77,0.010816055900621116,SPX_PM,0.00737205357142857,0.8304628571428571,65.07394766780432,28.213879408418656,27.758816837315123,2
Iron_Condor_High_Vol,2022-01-28,2022-02-16,"('in_aftermath', 'vix_26to30')",14000.000000000002,19,1292.63,0.004859511278195488,SPX_PM,0.005023970864661654,0.45451721428571423,25.483503981797494,8.987485779294653,11.695108077360633,2
Iron_Condor_High_Vol,2022-01-31,2022-03-07,"('in_aftermath', 'vix_22to26')",14000.000000000002,35,-309.32,-0.0006312653061224489,SPX_PM,0.004794947969453414,0.4202902142857142,23.60637087599545,6.541524459613197,11.54721274175199,2
Iron_Condor_High_Vol,2022-02-16,2022-03-18,"('in_aftermath', 'vix_22to26')",14000.000000000002,30,1514.86,0.003606809523809523,SPX_PM,0.004794947969453414,0.4202902142857142,23.60637087599545,6.541524459613197,11.54721274175199,2
Iron_Condor_High_Vol,2022-03-09,2022-03-23,"('in_aftermath', 'vix_30to40')",14000.000000000002,14,1401.4,0.007149999999999999,SPX_PM,0.005775131578947368,0.5027033928571428,40.50056882821388,15.358361774744028,18.156996587030715,2
Iron_Condor_High_Vol,2022-03-18,2022-04-04,"('in_aftermath', 'vix_22to26')",14000.000000000002,17,1428.22,0.0060009243697478985,SPX_PM,0.004794947969453414,0.4202902142857142,23.60637087599545,6.541524459613197,11.54721274175199,2
Bull_Put_Spread_High_Vol,2022-03-22,2022-04-11,"('in_aftermath', 'vix_22to26')",14000.000000000002,20,-858.11,-0.0030646785714285706,SPX_PM,0.012053518557422968,0.48832341071428564,93.23094425483504,10.295790671217292,51.82025028441411,1
Bull_Put_Spread,2022-04-04,2022-04-18,"('NEUTRAL', 'ivp_sweet')",15000.0,14,-7381.95,-0.035152142857142854,SPX_PM,0.016247641025641024,0.9613349333333333,97.83845278725825,34.470989761092156,44.914675767918084,3
Iron_Condor_High_Vol,2022-04-21,2022-05-25,"('not_aftermath', 'vix_22to26')",14000.000000000002,34,-5040.79,-0.010589894957983192,SPX_PM,0.00737205357142857,0.8304628571428571,65.07394766780432,28.213879408418656,27.758816837315123,2
Iron_Condor_High_Vol,2022-04-22,2022-05-26,"('not_aftermath', 'vix_26to30')",14000.000000000002,34,1795.28,0.0037715966386554617,SPX_PM,0.0051152631578947364,0.7532975714285713,27.92946530147895,26.564277588168373,6.131968145620018,2
Bull_Put_Spread,2022-07-29,2022-08-11,"('NEUTRAL', 'ivp_sweet')",15000.0,13,3620.8,0.018568205128205128,SPX_PM,0.016247641025641024,0.9613349333333333,97.83845278725825,34.470989761092156,44.914675767918084,3
Iron_Condor_High_Vol,2022-08-01,2022-09-02,"('not_aftermath', 'vix_22to26')",14000.000000000002,32,460.48,0.0010278571428571429,SPX_PM,0.00737205357142857,0.8304628571428571,65.07394766780432,28.213879408418656,27.758816837315123,2
Iron_Condor_High_Vol,2022-08-02,2022-09-06,"('not_aftermath', 'vix_22to26')",14000.000000000002,35,762.23,0.0015555714285714285,SPX_PM,0.00737205357142857,0.8304628571428571,65.07394766780432,28.213879408418656,27.758816837315123,2
Bear_Call_Spread_High_Vol,2022-09-14,2022-09-28,"('not_aftermath', 'vix_26to30')",14000.000000000002,14,1807.28,0.009220816326530611,SPX_PM,0.0042352534562211976,0.33934714285714285,6.257110352673492,4.2093287827076225,2.0705346985210458,2
Iron_Condor_High_Vol,2022-09-07,2022-10-11,"('not_aftermath', 'vix_22to26')",14000.000000000002,34,-4491.58,-0.009436092436974788,SPX_PM,0.00737205357142857,0.8304628571428571,65.07394766780432,28.213879408418656,27.758816837315123,2
Iron_Condor_High_Vol,2022-09-08,2022-10-12,"('not_aftermath', 'vix_22to26')",14000.000000000002,34,-5707.59,-0.011990735294117646,SPX_PM,0.00737205357142857,0.8304628571428571,65.07394766780432,28.213879408418656,27.758816837315123,2
Bull_Put_Spread_High_Vol,2022-11-28,2022-12-16,"('not_aftermath', 'vix_22to26')",14000.000000000002,18,-1359.8,-0.005396031746031745,SPX_PM,0.011609971938775509,0.5961443035714284,92.26393629124004,19.340159271899886,47.62229806598407,1
Iron_Condor_High_Vol,2022-12-16,2023-01-18,"('not_aftermath', 'vix_22to26')",14000.000000000002,33,3445.78,0.007458398268398268,SPX_PM,0.00737205357142857,0.8304628571428571,65.07394766780432,28.213879408418656,27.758816837315123,2
Bear_Call_Spread_High_Vol,2022-12-19,2023-01-25,"('not_aftermath', 'vix_22to26')",14000.000000000002,37,-413.2,-0.0007976833976833976,SPX_PM,0.0013104800383536151,0.3475055357142857,1.5358361774744027,4.721274175199089,-0.9670079635949942,2
Iron_Condor_High_Vol,2023-02-21,2023-03-21,"('not_aftermath', 'vix_22to26')",14000.000000000002,28,3332.27,0.008500688775510202,SPX_PM,0.00737205357142857,0.8304628571428571,65.07394766780432,28.213879408418656,27.758816837315123,2
Iron_Condor_High_Vol,2023-02-22,2023-03-27,"('not_aftermath', 'vix_22to26')",14000.000000000002,33,3756.26,0.0081304329004329,SPX_PM,0.00737205357142857,0.8304628571428571,65.07394766780432,28.213879408418656,27.758816837315123,2
Bull_Call_Diagonal,2023-06-02,2023-07-10,"('NEUTRAL', 'ivp_low')",15000.0,38,6770.45,0.01187798245614035,SPX_PM,0.005063889915966386,0.5436535666666666,27.076222980659843,17.4061433447099,9.283276450511945,3
Bull_Call_Diagonal,2023-07-11,2023-08-14,"('NEUTRAL', 'ivp_low')",15000.0,34,2744.58,0.005381529411764706,SPX_PM,0.005063889915966386,0.5436535666666666,27.076222980659843,17.4061433447099,9.283276450511945,3
Bull_Call_Diagonal,2023-08-14,2023-08-17,"('NEUTRAL', 'ivp_low')",15000.0,3,-3586.47,-0.07969933333333333,SPX_PM,0.005063889915966386,0.5436535666666666,27.076222980659843,17.4061433447099,9.283276450511945,3
Bull_Call_Diagonal,2023-08-29,2023-09-15,"('NEUTRAL', 'ivp_low')",15000.0,17,-2620.04,-0.010274666666666666,SPX_PM,0.005063889915966386,0.5436535666666666,27.076222980659843,17.4061433447099,9.283276450511945,3
Iron_Condor,2023-10-04,2023-11-01,"('NEUTRAL', 'ivp_sweet')",15000.0,28,3764.25,0.0089625,SPX_PM,0.006078685854341737,1.3214819166666667,43.06029579067122,37.03071672354949,11.023890784982935,3
Iron_Condor,2023-11-03,2023-12-08,"('NEUTRAL', 'ivp_low')",15000.0,35,-318.15,-0.000606,SPX_PM,0.006070562184873949,1.3629987666666668,42.377701934015924,37.71331058020478,10.341296928327642,3
Bull_Call_Diagonal,2023-12-08,2024-01-16,"('LOW_VOL', 'ivp_low')",15000.0,39,8625.06,0.014743692307692307,SPX_PM,0.008264838095238095,0.6148260666666667,71.21729237770194,22.753128555176335,33.629124004550626,3
Bull_Call_Diagonal,2024-01-16,2024-02-20,"('LOW_VOL', 'ivp_low')",15000.0,35,9468.46,0.018035161904761902,SPX_PM,0.008264838095238095,0.6148260666666667,71.21729237770194,22.753128555176335,33.629124004550626,3
Bull_Put_Spread,2024-02-13,2024-02-27,"('NEUTRAL', 'ivp_sweet')",15000.0,14,5341.77,0.025437,SPX_PM,0.016247641025641024,0.9613349333333333,97.83845278725825,34.470989761092156,44.914675767918084,3
Bull_Call_Diagonal,2024-02-27,2024-04-02,"('LOW_VOL', 'ivp_low')",15000.0,35,6322.74,0.012043314285714285,SPX_PM,0.008264838095238095,0.6148260666666667,71.21729237770194,22.753128555176335,33.629124004550626,3
Bull_Call_Diagonal,2024-04-02,2024-04-15,"('NEUTRAL', 'ivp_high')",15000.0,13,-3102.34,-0.0159094358974359,SPX_PM,-0.0049021525676937435,0.655637,0.3412969283276451,24.800910125142206,-9.715585893060295,3
Iron_Condor,2024-04-12,2024-05-03,"('NEUTRAL', 'ivp_extreme')",15000.0,21,4384.35,0.01391857142857143,SPX_PM,0.007193019707207206,0.49379639999999997,59.89761092150171,12.571103526734925,30.91012514220705,3
Iron_Condor,2024-05-03,2024-06-07,"('LOW_VOL', 'ivp_low')",15000.0,35,1035.86,0.0019730666666666666,SPX_PM,0.004021814425770308,1.50001345,2.844141069397042,39.02161547212742,-13.902161547212744,3
Bull_Call_Diagonal,2024-06-07,2024-07-15,"('LOW_VOL', 'ivp_low')",15000.0,38,11241.52,0.019721964912280704,SPX_PM,0.008264838095238095,0.6148260666666667,71.21729237770194,22.753128555176335,33.629124004550626,3
Bull_Call_Diagonal,2024-07-15,2024-08-02,"('LOW_VOL', 'ivp_mid_low')",15000.0,18,-3887.13,-0.014396777777777777,SPX_PM,0.004428610924369749,0.5980962333333333,7.053469852104664,20.591581342434583,-4.004550625711036,3
Iron_Condor_High_Vol,2024-08-06,2024-08-20,"('in_aftermath', 'vix_26to30')",14000.000000000002,14,1437.39,0.007333622448979591,SPX_PM,0.005023970864661654,0.45451721428571423,25.483503981797494,8.987485779294653,11.695108077360633,2
Iron_Condor_High_Vol,2024-08-07,2024-08-27,"('in_aftermath', 'vix_26to30')",14000.000000000002,20,1381.15,0.0049326785714285705,SPX_PM,0.005023970864661654,0.45451721428571423,25.483503981797494,8.987485779294653,11.695108077360633,2
Iron_Condor,2024-08-01,2024-08-29,"('NEUTRAL', 'ivp_extreme')",15000.0,28,3874.05,0.009223928571428572,SPX_PM,0.007193019707207206,0.49379639999999997,59.89761092150171,12.571103526734925,30.91012514220705,3
Iron_Condor,2024-09-03,2024-09-24,"('NEUTRAL', 'ivp_extreme')",15000.0,21,3579.81,0.01136447619047619,SPX_PM,0.007193019707207206,0.49379639999999997,59.89761092150171,12.571103526734925,30.91012514220705,3
Bull_Call_Diagonal,2024-11-08,2024-12-13,"('NEUTRAL', 'ivp_high')",15000.0,35,1882.84,0.0035863619047619044,SPX_PM,-0.0049021525676937435,0.655637,0.3412969283276451,24.800910125142206,-9.715585893060295,3
Bull_Call_Diagonal,2024-12-13,2024-12-18,"('LOW_VOL', 'ivp_mid_low')",15000.0,5,992.87,0.013238266666666667,SPX_PM,0.004428610924369749,0.5980962333333333,7.053469852104664,20.591581342434583,-4.004550625711036,3
Bull_Call_Diagonal,2024-12-24,2024-12-31,"('NEUTRAL', 'ivp_sweet')",15000.0,7,-3654.77,-0.034807333333333336,SPX_PM,0.0047462504201680675,0.6413254666666667,22.582480091012513,24.40273037542662,3.788395904436859,3
Bull_Put_Spread,2025-01-21,2025-02-03,"('NEUTRAL', 'ivp_sweet')",15000.0,13,-2170.33,-0.011129897435897436,SPX_PM,0.016247641025641024,0.9613349333333333,97.83845278725825,34.470989761092156,44.914675767918084,3
Iron_Condor,2024-12-30,2025-02-05,"('NEUTRAL', 'ivp_extreme')",15000.0,37,3936.66,0.00709308108108108,SPX_PM,0.007193019707207206,0.49379639999999997,59.89761092150171,12.571103526734925,30.91012514220705,3
Bull_Put_Spread,2025-02-06,2025-02-20,"('NEUTRAL', 'ivp_sweet')",15000.0,14,1836.16,0.008743619047619049,SPX_PM,0.016247641025641024,0.9613349333333333,97.83845278725825,34.470989761092156,44.914675767918084,3
Bull_Put_Spread,2025-02-20,2025-03-05,"('NEUTRAL', 'ivp_sweet')",15000.0,13,-9379.85,-0.048101794871794876,SPX_PM,0.016247641025641024,0.9613349333333333,97.83845278725825,34.470989761092156,44.914675767918084,3
Iron_Condor,2025-02-21,2025-03-27,"('NEUTRAL', 'ivp_extreme')",15000.0,34,-1106.01,-0.0021686470588235295,SPX_PM,0.007193019707207206,0.49379639999999997,59.89761092150171,12.571103526734925,30.91012514220705,3
Iron_Condor_High_Vol,2025-04-09,2025-04-24,"('in_aftermath', 'vix_30to40')",14000.000000000002,15,1464.99,0.006976142857142856,SPX_PM,0.005775131578947368,0.5027033928571428,40.50056882821388,15.358361774744028,18.156996587030715,2
Iron_Condor_High_Vol,2025-04-14,2025-04-29,"('in_aftermath', 'vix_30to40')",14000.000000000002,15,1351.35,0.006434999999999999,SPX_PM,0.005775131578947368,0.5027033928571428,40.50056882821388,15.358361774744028,18.156996587030715,2
Iron_Condor,2025-03-27,2025-05-01,"('NEUTRAL', 'ivp_extreme')",15000.0,35,754.35,0.001436857142857143,SPX_PM,0.007193019707207206,0.49379639999999997,59.89761092150171,12.571103526734925,30.91012514220705,3
Bull_Put_Spread_High_Vol,2025-05-02,2025-05-13,"('in_aftermath', 'vix_22to26')",14000.000000000002,11,3455.94,0.022441168831168826,SPX_PM,0.012053518557422968,0.48832341071428564,93.23094425483504,10.295790671217292,51.82025028441411,1
Iron_Condor_High_Vol,2025-04-24,2025-05-29,"('in_aftermath', 'vix_26to30')",14000.000000000002,35,1206.54,0.0024623265306122446,SPX_PM,0.005023970864661654,0.45451721428571423,25.483503981797494,8.987485779294653,11.695108077360633,2
Bull_Put_Spread,2025-05-16,2025-05-30,"('NEUTRAL', 'ivp_sweet')",15000.0,14,-871.59,-0.004150428571428571,SPX_PM,0.016247641025641024,0.9613349333333333,97.83845278725825,34.470989761092156,44.914675767918084,3
Bull_Put_Spread,2025-06-03,2025-06-16,"('NEUTRAL', 'ivp_sweet')",15000.0,13,1965.89,0.01008148717948718,SPX_PM,0.016247641025641024,0.9613349333333333,97.83845278725825,34.470989761092156,44.914675767918084,3
Bull_Put_Spread,2025-07-07,2025-07-18,"('NEUTRAL', 'ivp_sweet')",15000.0,11,3130.72,0.018974060606060605,SPX_PM,0.016247641025641024,0.9613349333333333,97.83845278725825,34.470989761092156,44.914675767918084,3
Bull_Call_Diagonal,2025-07-25,2025-08-28,"('NEUTRAL', 'ivp_low')",15000.0,34,4056.19,0.007953313725490196,SPX_PM,0.005063889915966386,0.5436535666666666,27.076222980659843,17.4061433447099,9.283276450511945,3
Bull_Put_Spread,2025-09-02,2025-09-15,"('NEUTRAL', 'ivp_sweet')",15000.0,13,5283.38,0.02709425641025641,SPX_PM,0.016247641025641024,0.9613349333333333,97.83845278725825,34.470989761092156,44.914675767918084,3
Bull_Call_Diagonal,2025-08-28,2025-10-02,"('NEUTRAL', 'ivp_low')",15000.0,35,7591.78,0.014460533333333333,SPX_PM,0.005063889915966386,0.5436535666666666,27.076222980659843,17.4061433447099,9.283276450511945,3
Bull_Put_Spread,2025-09-25,2025-10-08,"('NEUTRAL', 'ivp_sweet')",15000.0,13,4214.15,0.021611025641025638,SPX_PM,0.016247641025641024,0.9613349333333333,97.83845278725825,34.470989761092156,44.914675767918084,3
Bull_Put_Spread,2025-10-23,2025-11-05,"('NEUTRAL', 'ivp_sweet')",15000.0,13,1995.76,0.010234666666666666,SPX_PM,0.016247641025641024,0.9613349333333333,97.83845278725825,34.470989761092156,44.914675767918084,3
Iron_Condor_High_Vol,2025-11-17,2025-12-02,"('not_aftermath', 'vix_22to26')",14000.000000000002,15,3504.67,0.01668890476190476,SPX_PM,0.00737205357142857,0.8304628571428571,65.07394766780432,28.213879408418656,27.758816837315123,2
Iron_Condor,2025-11-13,2025-12-03,"('NEUTRAL', 'ivp_extreme')",15000.0,20,3753.15,0.0125105,SPX_PM,0.007193019707207206,0.49379639999999997,59.89761092150171,12.571103526734925,30.91012514220705,3
Bull_Put_Spread,2025-12-09,2025-12-22,"('NEUTRAL', 'ivp_sweet')",15000.0,13,3168.29,0.016247641025641024,SPX_PM,0.016247641025641024,0.9613349333333333,97.83845278725825,34.470989761092156,44.914675767918084,3
Iron_Condor,2025-12-18,2026-01-22,"('NEUTRAL', 'ivp_sweet')",15000.0,35,3744.78,0.007132914285714286,SPX_PM,0.006078685854341737,1.3214819166666667,43.06029579067122,37.03071672354949,11.023890784982935,3
Bull_Put_Spread,2026-01-14,2026-01-28,"('NEUTRAL', 'ivp_sweet')",15000.0,14,2324.05,0.011066904761904762,SPX_PM,0.016247641025641024,0.9613349333333333,97.83845278725825,34.470989761092156,44.914675767918084,3
Bull_Put_Spread,2026-01-29,2026-02-11,"('NEUTRAL', 'ivp_sweet')",15000.0,13,-18.03,-9.246153846153847e-05,SPX_PM,0.016247641025641024,0.9613349333333333,97.83845278725825,34.470989761092156,44.914675767918084,3
Iron_Condor,2026-02-12,2026-03-19,"('NEUTRAL', 'ivp_extreme')",15000.0,35,1038.71,0.0019784952380952382,SPX_PM,0.007193019707207206,0.49379639999999997,59.89761092150171,12.571103526734925,30.91012514220705,3
Iron_Condor_High_Vol,2026-03-09,2026-04-06,"('in_aftermath', 'vix_22to26')",14000.000000000002,28,1362.74,0.003476377551020408,SPX_PM,0.004794947969453414,0.4202902142857142,23.60637087599545,6.541524459613197,11.54721274175199,2
Iron_Condor_High_Vol,2026-03-10,2026-04-08,"('in_aftermath', 'vix_22to26')",14000.000000000002,29,1824.83,0.004494655172413793,SPX_PM,0.004794947969453414,0.4202902142857142,23.60637087599545,6.541524459613197,11.54721274175199,2
Bull_Put_Spread,2026-04-17,2026-04-30,"('NEUTRAL', 'ivp_sweet')",15000.0,13,2938.44,0.015068923076923077,SPX_PM,0.016247641025641024,0.9613349333333333,97.83845278725825,34.470989761092156,44.914675767918084,3
Iron_Condor,2026-04-08,2026-05-08,"('NEUTRAL', 'ivp_extreme')",15000.0,30,-2410.4,-0.005356444444444445,SPX_PM,0.007193019707207206,0.49379639999999997,59.89761092150171,12.571103526734925,30.91012514220705,3
Bull_Put_Spread,2026-04-30,2026-05-08,"('NEUTRAL', 'ivp_mid_low')",15000.0,8,3890.11,0.03241758333333333,SPX_PM,0.016663846153846154,0.9515775333333333,100.0,32.3094425483504,47.07622298065984,3
DD_Overlay_A,2007-02-28,2007-03-30,"('dd_2to5', 'vix_15to18')",3220.0,30,508.1,0.005259834368530021,SPX_PM,0.007367539871545067,0.0,62.741751990898756,1.763367463026166,36.93970420932878,3
DD_Overlay_A,2007-07-27,2007-08-27,"('dd_5to10', 'vix_22to26')",-10000.0,31,-1616.3,0.0,SPX_PM,0.007367539871545067,0.0,62.741751990898756,1.763367463026166,36.93970420932878,3
DD_Overlay_A,2007-10-22,2007-11-21,"('dd_2to5', 'vix_18to22')",-10000.0,30,-1853.67,0.0,SPX_PM,0.009055728763890615,0.0,81.96814562002275,1.763367463026166,48.47554038680318,3
DD_Overlay_A,2013-06-21,2013-07-22,"('dd_2to5', 'vix_18to22')",11680.0,31,2155.33,0.005952634776844896,SPX_PM,0.009055728763890615,0.0,81.96814562002275,1.763367463026166,48.47554038680318,3
DD_Overlay_A,2013-08-28,2013-09-27,"('dd_2to5', 'vix_15to18')",12080.0,30,2188.67,0.00603937637969095,SPX_PM,0.007367539871545067,0.0,62.741751990898756,1.763367463026166,36.93970420932878,3
DD_Overlay_A,2013-10-09,2013-11-08,"('dd_2to5', 'vix_18to22')",10980.0,30,2093.26,0.006354766241651488,SPX_PM,0.009055728763890615,0.0,81.96814562002275,1.763367463026166,48.47554038680318,3
DD_Overlay_A,2014-01-30,2014-03-03,"('dd_2to5', 'vix_15to18')",11710.0,32,2426.99,0.006476809350982066,SPX_PM,0.007367539871545067,0.0,62.741751990898756,1.763367463026166,36.93970420932878,3
DD_Overlay_A,2014-10-10,2014-11-10,"('dd_5to10', 'vix_18to22')",12230.0,31,2475.48,0.006529369873130589,SPX_PM,0.007367539871545067,0.0,62.741751990898756,1.763367463026166,36.93970420932878,3
DD_Overlay_A,2014-12-16,2015-01-15,"('dd_2to5', 'vix_22to26')",-8830.0,30,-2013.02,0.0,SPX_PM,0.011541595087594397,0.023115907136715394,88.39590443686008,3.754266211604096,51.53583617747441,3
DD_Overlay_A,2015-01-16,2015-02-17,"('dd_2to5', 'vix_18to22')",11120.0,32,2369.8,0.006659734712230216,SPX_PM,0.009055728763890615,0.0,81.96814562002275,1.763367463026166,48.47554038680318,3
DD_Overlay_A,2015-08-21,2015-09-21,"('dd_5to10', 'vix_26to30')",-10000.0,31,-2299.05,0.0,SPX_PM,0.007367539871545067,0.0,62.741751990898756,1.763367463026166,36.93970420932878,3
DD_Overlay_A,2015-11-16,2015-12-16,"('dd_2to5', 'vix_18to22')",11030.0,30,2521.16,0.0076190994258084005,SPX_PM,0.009055728763890615,0.0,81.96814562002275,1.763367463026166,48.47554038680318,3
DD_Overlay_A,2016-05-20,2016-06-20,"('dd_2to5', 'vix_15to18')",8940.0,31,2041.84,0.007367539871545067,SPX_PM,0.007367539871545067,0.0,62.741751990898756,1.763367463026166,36.93970420932878,3
DD_Overlay_A,2016-06-27,2016-07-27,"('dd_5to10', 'vix_22to26')",11200.0,30,2906.05,0.008648958333333333,SPX_PM,0.007367539871545067,0.0,62.741751990898756,1.763367463026166,36.93970420932878,3
DD_Overlay_A,2016-11-03,2016-12-05,"('dd_2to5', 'vix_22to26')",11630.0,32,2688.38,0.00722372098022356,SPX_PM,0.011541595087594397,0.023115907136715394,88.39590443686008,3.754266211604096,51.53583617747441,3
DD_Overlay_A,2018-02-06,2018-03-08,"('dd_5to10', 'vix_26to30')",11360.0,30,3456.64,0.010142723004694836,SPX_PM,0.007367539871545067,0.0,62.741751990898756,1.763367463026166,36.93970420932878,3
DD_Overlay_A,2018-10-11,2018-11-12,"('dd_5to10', 'vix_22to26')",-10000.0,32,-3216.69,0.0,SPX_PM,0.007367539871545067,0.0,62.741751990898756,1.763367463026166,36.93970420932878,3
DD_Overlay_A,2019-05-14,2019-06-13,"('dd_2to5', 'vix_18to22')",10410.0,30,3569.81,0.011430707652897854,SPX_PM,0.009055728763890615,0.0,81.96814562002275,1.763367463026166,48.47554038680318,3
DD_Overlay_A,2019-08-06,2019-09-05,"('dd_2to5', 'vix_18to22')",9520.0,30,3414.02,0.011953851540616246,SPX_PM,0.009055728763890615,0.0,81.96814562002275,1.763367463026166,48.47554038680318,3
DD_Overlay_A,2019-10-03,2019-11-04,"('dd_2to5', 'vix_18to22')",11750.0,32,3781.48,0.010057127659574469,SPX_PM,0.009055728763890615,0.0,81.96814562002275,1.763367463026166,48.47554038680318,3
DD_Overlay_A,2020-02-25,2020-03-26,"('dd_5to10', 'vix_26to30')",-10000.0,30,-4045.98,0.0,SPX_PM,0.007367539871545067,0.0,62.741751990898756,1.763367463026166,36.93970420932878,3
DD_Overlay_A,2020-09-08,2020-10-08,"('dd_5to10', 'vix_30to40')",-4350.0,30,-1684.06,0.0,SPX_PM,0.007367539871545067,0.0,62.741751990898756,1.763367463026166,36.93970420932878,3
DD_Overlay_A,2020-10-20,2020-11-19,"('dd_2to5', 'vix_26to30')",9580.0,30,4403.46,0.015321711899791231,SPX_PM,0.007367539871545067,0.0,62.741751990898756,1.763367463026166,36.93970420932878,3
DD_Overlay_A,2021-03-05,2021-04-05,"('dd_2to5', 'vix_22to26')",9200.0,31,4551.54,0.015959116409537167,SPX_PM,0.011541595087594397,0.023115907136715394,88.39590443686008,3.754266211604096,51.53583617747441,3
DD_Overlay_A,2021-05-13,2021-06-14,"('dd_2to5', 'vix_22to26')",9880.0,32,4968.66,0.015715650303643726,SPX_PM,0.011541595087594397,0.023115907136715394,88.39590443686008,3.754266211604096,51.53583617747441,3
DD_Overlay_A,2021-09-22,2021-10-22,"('dd_2to5', 'vix_18to22')",10190.0,30,5550.68,0.018157278377494278,SPX_PM,0.009055728763890615,0.0,81.96814562002275,1.763367463026166,48.47554038680318,3
DD_Overlay_A,2021-12-02,2022-01-03,"('dd_2to5', 'vix_26to30')",10330.0,32,5588.13,0.016905039932236205,SPX_PM,0.007367539871545067,0.0,62.741751990898756,1.763367463026166,36.93970420932878,3
DD_Overlay_A,2022-01-19,2022-02-18,"('dd_5to10', 'vix_22to26')",-10000.0,30,-5650.93,0.0,SPX_PM,0.007367539871545067,0.0,62.741751990898756,1.763367463026166,36.93970420932878,3
DD_Overlay_A,2024-04-18,2024-05-20,"('dd_2to5', 'vix_18to22')",11270.0,32,6888.05,0.019099517524401064,SPX_PM,0.009055728763890615,0.0,81.96814562002275,1.763367463026166,48.47554038680318,3
DD_Overlay_A,2024-07-25,2024-08-26,"('dd_2to5', 'vix_18to22')",11820.0,32,7582.92,0.020047906091370558,SPX_PM,0.009055728763890615,0.0,81.96814562002275,1.763367463026166,48.47554038680318,3
DD_Overlay_A,2024-09-09,2024-10-09,"('dd_2to5', 'vix_18to22')",9680.0,30,6639.77,0.0228642217630854,SPX_PM,0.009055728763890615,0.0,81.96814562002275,1.763367463026166,48.47554038680318,3
DD_Overlay_A,2025-01-13,2025-02-12,"('dd_2to5', 'vix_18to22')",14280.000000000002,30,8821.47,0.02059166666666666,SPX_PM,0.009055728763890615,0.0,81.96814562002275,1.763367463026166,48.47554038680318,3
DD_Overlay_A,2025-02-28,2025-03-31,"('dd_2to5', 'vix_18to22')",-10000.0,31,-6966.66,0.0,SPX_PM,0.009055728763890615,0.0,81.96814562002275,1.763367463026166,48.47554038680318,3
DD_Overlay_A,2025-11-21,2025-12-22,"('dd_2to5', 'vix_22to26')",9980.0,31,7993.36,0.025836705669403322,SPX_PM,0.011541595087594397,0.023115907136715394,88.39590443686008,3.754266211604096,51.53583617747441,3
DD_Overlay_A,2026-03-13,2026-04-13,"('dd_2to5', 'vix_26to30')",10430.0,31,8422.7,0.026049856184084376,SPX_PM,0.007367539871545067,0.0,62.741751990898756,1.763367463026166,36.93970420932878,3
DD_Overlay_B,2008-01-29,2008-04-28,"('dd_gt10', 'vix_26to30')",2430.0,90,809.81,0.003702834933699131,SPX_PM,0.008559497057249867,0.715085242165242,78.72582480091013,26.052332195676907,36.814562002275316,1
DD_Overlay_B,2019-01-02,2019-04-02,"('dd_gt10', 'vix_22to26')",11700.0,90,6740.72,0.006401443494776829,SPX_PM,0.008559497057249867,0.715085242165242,78.72582480091013,26.052332195676907,36.814562002275316,1
DD_Overlay_B,2020-03-26,2020-06-24,"('dd_gt10', 'vix_gte40')",6230.0,90,4799.31,0.008559497057249867,SPX_PM,0.008559497057249867,0.715085242165242,78.72582480091013,26.052332195676907,36.814562002275316,1
DD_Overlay_B,2022-05-18,2022-08-16,"('dd_gt10', 'vix_30to40')",11260.0,90,10859.29,0.01071569962502467,SPX_PM,0.008559497057249867,0.715085242165242,78.72582480091013,26.052332195676907,36.814562002275316,1
DD_Overlay_B,2025-04-10,2025-07-09,"('dd_gt10', 'vix_gte40')",10900.0,90,14343.98,0.014621794087665646,SPX_PM,0.008559497057249867,0.715085242165242,78.72582480091013,26.052332195676907,36.814562002275316,1
HV_Ladder,2007-01-03,2007-02-02,"('vix_lt15', 'flat')",3541.4999389648438,30,808.380868554842,0.007608648712755366,ES_SPAN,0.0045292213404239355,2.0390807064682863,15.073947667804324,55.346985210466435,-13.094425483503981,2
HV_Ladder,2007-01-10,2007-02-07,"('vix_lt15', 'flat')",3537.124938964844,28,745.9985997780642,0.007532334196464093,ES_SPAN,0.0045292213404239355,2.0390807064682863,15.073947667804324,55.346985210466435,-13.094425483503981,2
HV_Ladder,2007-01-18,2007-02-22,"('vix_lt15', 'falling')",3565.9249877929688,35,708.5489312466514,0.005677139942028163,ES_SPAN,0.005659849983371415,6.870250275731268,33.90216154721274,83.39021615472127,-13.014789533560865,2
HV_Ladder,2007-01-25,2007-03-07,"('vix_lt15', 'flat')",3559.7500610351567,41,-832.9362920837411,-0.00570700722544773,ES_SPAN,0.0045292213404239355,2.0390807064682863,15.073947667804324,55.346985210466435,-13.094425483503981,2
HV_Ladder,2007-02-02,2007-03-15,"('vix_lt15', 'flat')",3620.975036621094,41,-2519.493996110265,-0.01697086349791659,ES_SPAN,0.0045292213404239355,2.0390807064682863,15.073947667804324,55.346985210466435,-13.094425483503981,2
