sleeve,entry_date,exit_date,bucket_key,bp_dollar,days_held,exit_pnl,dollar_per_bp_day,pool,shrunk_dpbp,shrunk_tail,return_pct,tail_pct,priority,tier
Bull_Put_Spread_High_Vol,2009-05-04,2009-05-22,"('not_aftermath', 'vix_30to40')",14000.000000000002,18,663.44,0.0026326984126984125,SPX_PM,0.012354059523809522,0.5659896785714285,93.91353811149033,18.37315130830489,48.998862343572235,1
Bull_Put_Spread_High_Vol,2009-05-22,2009-06-01,"('not_aftermath', 'vix_30to40')",14000.000000000002,10,3278.76,0.023419714285714283,SPX_PM,0.012354059523809522,0.5659896785714285,93.91353811149033,18.37315130830489,48.998862343572235,1
Bull_Put_Spread_High_Vol,2009-10-21,2009-11-10,"('not_aftermath', 'vix_22to26')",14000.000000000002,20,1954.7,0.006981071428571428,SPX_PM,0.011609971938775509,0.5961443035714284,92.26393629124004,19.340159271899886,47.62229806598407,1
Bull_Put_Spread_High_Vol,2009-11-10,2009-11-25,"('in_aftermath', 'vix_22to26')",14000.000000000002,15,2594.23,0.012353476190476189,SPX_PM,0.012053518557422968,0.48832341071428564,93.23094425483504,10.295790671217292,51.82025028441411,1
Bull_Put_Spread_High_Vol,2009-11-27,2009-12-14,"('not_aftermath', 'vix_22to26')",14000.000000000002,17,3004.64,0.012624537815126048,SPX_PM,0.011609971938775509,0.5961443035714284,92.26393629124004,19.340159271899886,47.62229806598407,1
Bull_Put_Spread_High_Vol,2009-12-17,2010-01-04,"('not_aftermath', 'vix_22to26')",14000.000000000002,18,3235.31,0.012838531746031744,SPX_PM,0.011609971938775509,0.5961443035714284,92.26393629124004,19.340159271899886,47.62229806598407,1
Iron_Condor_High_Vol,2010-01-21,2010-02-19,"('not_aftermath', 'vix_22to26')",14000.000000000002,29,3467.53,0.008540714285714285,SPX_PM,0.00737205357142857,0.8304628571428571,65.07394766780432,28.213879408418656,27.758816837315123,2
Bear_Call_Spread_High_Vol,2010-02-16,2010-03-22,"('not_aftermath', 'vix_22to26')",14000.000000000002,34,-1157.11,-0.0024309033613445375,SPX_PM,0.0013104800383536151,0.3475055357142857,1.5358361774744027,4.721274175199089,-0.9670079635949942,2
Iron_Condor_High_Vol,2010-05-10,2010-06-14,"('in_aftermath', 'vix_26to30')",14000.000000000002,35,1012.57,0.002066469387755102,SPX_PM,0.005023970864661654,0.45451721428571423,25.483503981797494,8.987485779294653,11.695108077360633,2
Iron_Condor_High_Vol,2010-05-11,2010-06-15,"('in_aftermath', 'vix_26to30')",14000.000000000002,35,1565.05,0.003193979591836734,SPX_PM,0.005023970864661654,0.45451721428571423,25.483503981797494,8.987485779294653,11.695108077360633,2
Bear_Call_Spread_High_Vol,2010-06-17,2010-07-01,"('in_aftermath', 'vix_22to26')",14000.000000000002,14,1869.22,0.009536836734693877,SPX_PM,0.0042352534562211976,0.33934714285714285,6.257110352673492,4.2093287827076225,2.0705346985210458,2
Iron_Condor_High_Vol,2010-06-14,2010-07-08,"('in_aftermath', 'vix_26to30')",14000.000000000002,24,1458.15,0.004339732142857143,SPX_PM,0.005023970864661654,0.45451721428571423,25.483503981797494,8.987485779294653,11.695108077360633,2
Iron_Condor_High_Vol,2010-06-15,2010-07-13,"('in_aftermath', 'vix_22to26')",14000.000000000002,28,1445.82,0.0036883163265306117,SPX_PM,0.004794947969453414,0.4202902142857142,23.60637087599545,6.541524459613197,11.54721274175199,2
Bull_Put_Spread_High_Vol,2010-08-09,2010-08-27,"('not_aftermath', 'vix_22to26')",14000.000000000002,18,-5392.19,-0.021397579365079362,SPX_PM,0.011609971938775509,0.5961443035714284,92.26393629124004,19.340159271899886,47.62229806598407,1
Iron_Condor_High_Vol,2010-08-11,2010-09-03,"('not_aftermath', 'vix_22to26')",14000.000000000002,23,3578.76,0.01111416149068323,SPX_PM,0.00737205357142857,0.8304628571428571,65.07394766780432,28.213879408418656,27.758816837315123,2
Iron_Condor_High_Vol,2010-08-10,2010-09-13,"('not_aftermath', 'vix_22to26')",14000.000000000002,34,3669.41,0.007708844537815125,SPX_PM,0.00737205357142857,0.8304628571428571,65.07394766780432,28.213879408418656,27.758816837315123,2
Bear_Call_Spread_High_Vol,2010-08-27,2010-10-01,"('not_aftermath', 'vix_22to26')",14000.000000000002,35,-2680.01,-0.005469408163265306,SPX_PM,0.0013104800383536151,0.3475055357142857,1.5358361774744027,4.721274175199089,-0.9670079635949942,2
Iron_Condor_High_Vol,2010-09-07,2010-10-11,"('not_aftermath', 'vix_22to26')",14000.000000000002,34,2309.47,0.004851827731092436,SPX_PM,0.00737205357142857,0.8304628571428571,65.07394766780432,28.213879408418656,27.758816837315123,2
Iron_Condor_High_Vol,2010-09-21,2010-10-21,"('not_aftermath', 'vix_22to26')",14000.000000000002,30,3496.8,0.008325714285714285,SPX_PM,0.00737205357142857,0.8304628571428571,65.07394766780432,28.213879408418656,27.758816837315123,2
Bull_Put_Spread,2010-11-29,2010-12-10,"('NEUTRAL', 'ivp_sweet')",15000.0,11,6222.57,0.03771254545454545,SPX_PM,0.016247641025641024,0.9613349333333333,97.83845278725825,34.470989761092156,44.914675767918084,3
Bull_Put_Spread,2011-03-07,2011-03-18,"('NEUTRAL', 'ivp_sweet')",15000.0,11,-3573.55,-0.02165787878787879,SPX_PM,0.016247641025641024,0.9613349333333333,97.83845278725825,34.470989761092156,44.914675767918084,3
Iron_Condor_High_Vol,2011-03-17,2011-03-31,"('in_aftermath', 'vix_26to30')",14000.000000000002,14,1521.21,0.007761275510204081,SPX_PM,0.005023970864661654,0.45451721428571423,25.483503981797494,8.987485779294653,11.695108077360633,2
Iron_Condor_High_Vol,2011-03-18,2011-04-04,"('in_aftermath', 'vix_22to26')",14000.000000000002,17,1319.96,0.005546050420168066,SPX_PM,0.004794947969453414,0.4202902142857142,23.60637087599545,6.541524459613197,11.54721274175199,2
Bull_Call_Diagonal,2011-04-21,2011-05-24,"('NEUTRAL', 'ivp_low')",15000.0,33,-1875.37,-0.0037886262626262626,SPX_PM,0.005063889915966386,0.5436535666666666,27.076222980659843,17.4061433447099,9.283276450511945,3
Iron_Condor,2011-06-06,2011-07-11,"('NEUTRAL', 'ivp_mid_low')",15000.0,35,3203.08,0.006101104761904762,SPX_PM,0.005924692857142857,1.3771592833333335,41.75199089874857,38.33902161547213,9.71558589306029,3
Iron_Condor,2011-07-11,2011-08-10,"('NEUTRAL', 'ivp_sweet')",15000.0,30,-12043.69,-0.026763755555555557,SPX_PM,0.006078685854341737,1.3214819166666667,43.06029579067122,37.03071672354949,11.023890784982935,3
Iron_Condor_High_Vol,2011-08-15,2011-09-15,"('in_aftermath', 'vix_30to40')",14000.000000000002,31,1386.73,0.0031952304147465434,SPX_PM,0.005775131578947368,0.5027033928571428,40.50056882821388,15.358361774744028,18.156996587030715,2
Iron_Condor_High_Vol,2011-08-16,2011-09-15,"('in_aftermath', 'vix_30to40')",14000.000000000002,30,1396.22,0.003324333333333333,SPX_PM,0.005775131578947368,0.5027033928571428,40.50056882821388,15.358361774744028,18.156996587030715,2
Iron_Condor_High_Vol,2011-09-15,2011-10-12,"('in_aftermath', 'vix_30to40')",14000.000000000002,27,1297.01,0.003431243386243386,SPX_PM,0.005775131578947368,0.5027033928571428,40.50056882821388,15.358361774744028,18.156996587030715,2
Iron_Condor_High_Vol,2011-09-16,2011-10-13,"('in_aftermath', 'vix_30to40')",14000.000000000002,27,1295.59,0.0034274867724867716,SPX_PM,0.005775131578947368,0.5027033928571428,40.50056882821388,15.358361774744028,18.156996587030715,2
Bull_Put_Spread_High_Vol,2011-10-11,2011-10-21,"('in_aftermath', 'vix_30to40')",14000.000000000002,10,2615.25,0.018680357142857137,SPX_PM,0.015229854437229434,0.3725739821428571,95.44937428896473,5.346985210466439,55.13083048919226,1
Bull_Put_Spread_High_Vol,2011-10-24,2011-11-11,"('in_aftermath', 'vix_26to30')",14000.000000000002,18,1754.17,0.006960992063492063,SPX_PM,0.012354059523809522,0.5659896785714285,93.91353811149033,18.37315130830489,48.998862343572235,1
Bull_Put_Spread_High_Vol,2011-11-11,2011-12-02,"('in_aftermath', 'vix_30to40')",14000.000000000002,21,1102.87,0.0037512585034013596,SPX_PM,0.015229854437229434,0.3725739821428571,95.44937428896473,5.346985210466439,55.13083048919226,1
Iron_Condor_High_Vol,2011-11-17,2011-12-09,"('not_aftermath', 'vix_30to40')",14000.000000000002,22,3577.45,0.0116150974025974,SPX_PM,0.0051152631578947364,0.7532975714285713,27.92946530147895,26.564277588168373,6.131968145620018,2
Iron_Condor_High_Vol,2011-11-18,2011-12-09,"('in_aftermath', 'vix_30to40')",14000.000000000002,21,1322.66,0.004498843537414966,SPX_PM,0.005775131578947368,0.5027033928571428,40.50056882821388,15.358361774744028,18.156996587030715,2
Bull_Put_Spread_High_Vol,2011-12-08,2011-12-22,"('in_aftermath', 'vix_30to40')",14000.000000000002,14,3576.73,0.01824862244897959,SPX_PM,0.015229854437229434,0.3725739821428571,95.44937428896473,5.346985210466439,55.13083048919226,1
Bull_Put_Spread,2011-12-22,2012-01-06,"('NEUTRAL', 'ivp_sweet')",15000.0,15,3467.1,0.015409333333333332,SPX_PM,0.016247641025641024,0.9613349333333333,97.83845278725825,34.470989761092156,44.914675767918084,3
Iron_Condor_High_Vol,2011-12-28,2012-02-02,"('not_aftermath', 'vix_22to26')",14000.000000000002,36,2966.05,0.005885019841269841,SPX_PM,0.00737205357142857,0.8304628571428571,65.07394766780432,28.213879408418656,27.758816837315123,2
Iron_Condor_High_Vol,2011-12-29,2012-02-02,"('not_aftermath', 'vix_22to26')",14000.000000000002,35,3405.4,0.0069497959183673465,SPX_PM,0.00737205357142857,0.8304628571428571,65.07394766780432,28.213879408418656,27.758816837315123,2
Bull_Put_Spread,2012-02-10,2012-02-24,"('NEUTRAL', 'ivp_sweet')",15000.0,14,4369.72,0.020808190476190477,SPX_PM,0.016247641025641024,0.9613349333333333,97.83845278725825,34.470989761092156,44.914675767918084,3
Bull_Put_Spread,2012-03-06,2012-03-19,"('NEUTRAL', 'ivp_sweet')",15000.0,13,6772.27,0.034729589743589744,SPX_PM,0.016247641025641024,0.9613349333333333,97.83845278725825,34.470989761092156,44.914675767918084,3
Bull_Call_Diagonal,2012-03-23,2012-04-10,"('NEUTRAL', 'ivp_low')",15000.0,18,-2591.22,-0.00959711111111111,SPX_PM,0.005063889915966386,0.5436535666666666,27.076222980659843,17.4061433447099,9.283276450511945,3
Iron_Condor,2012-05-04,2012-06-08,"('NEUTRAL', 'ivp_mid_low')",15000.0,35,1230.22,0.0023432761904761904,SPX_PM,0.005924692857142857,1.3771592833333335,41.75199089874857,38.33902161547213,9.71558589306029,3
Iron_Condor,2012-06-08,2012-06-29,"('NEUTRAL', 'ivp_sweet')",15000.0,21,3530.28,0.011207238095238096,SPX_PM,0.006078685854341737,1.3214819166666667,43.06029579067122,37.03071672354949,11.023890784982935,3
Iron_Condor,2012-07-24,2012-08-27,"('NEUTRAL', 'ivp_mid_low')",15000.0,34,2947.2,0.005778823529411764,SPX_PM,0.005924692857142857,1.3771592833333335,41.75199089874857,38.33902161547213,9.71558589306029,3
Bull_Call_Diagonal,2012-09-07,2012-10-11,"('NEUTRAL', 'ivp_low')",15000.0,34,-243.57,-0.0004775882352941176,SPX_PM,0.005063889915966386,0.5436535666666666,27.076222980659843,17.4061433447099,9.283276450511945,3
Iron_Condor,2012-11-02,2012-11-28,"('NEUTRAL', 'ivp_mid_low')",15000.0,26,3681.99,0.009441,SPX_PM,0.005924692857142857,1.3771592833333335,41.75199089874857,38.33902161547213,9.71558589306029,3
Bull_Put_Spread,2012-12-19,2013-01-03,"('NEUTRAL', 'ivp_sweet')",15000.0,15,4454.15,0.019796222222222222,SPX_PM,0.016247641025641024,0.9613349333333333,97.83845278725825,34.470989761092156,44.914675767918084,3
Iron_Condor,2012-12-04,2013-01-08,"('NEUTRAL', 'ivp_mid_low')",15000.0,35,3732.91,0.007110304761904762,SPX_PM,0.005924692857142857,1.3771592833333335,41.75199089874857,38.33902161547213,9.71558589306029,3
Bull_Call_Diagonal,2013-01-08,2013-02-12,"('LOW_VOL', 'ivp_low')",15000.0,35,9404.09,0.017912552380952382,SPX_PM,0.008264838095238095,0.6148260666666667,71.21729237770194,22.753128555176335,33.629124004550626,3
Bull_Call_Diagonal,2013-02-12,2013-03-19,"('LOW_VOL', 'ivp_low')",15000.0,35,5372.13,0.010232628571428572,SPX_PM,0.008264838095238095,0.6148260666666667,71.21729237770194,22.753128555176335,33.629124004550626,3
Bull_Call_Diagonal,2013-03-19,2013-04-23,"('NEUTRAL', 'ivp_low')",15000.0,35,4521.71,0.008612780952380952,SPX_PM,0.005063889915966386,0.5436535666666666,27.076222980659843,17.4061433447099,9.283276450511945,3
Bull_Call_Diagonal,2013-04-23,2013-05-28,"('LOW_VOL', 'ivp_low')",15000.0,35,10559.17,0.020112704761904764,SPX_PM,0.008264838095238095,0.6148260666666667,71.21729237770194,22.753128555176335,33.629124004550626,3
Bull_Call_Diagonal,2013-05-28,2013-06-20,"('NEUTRAL', 'ivp_mid_low')",15000.0,23,-5345.68,-0.015494724637681161,SPX_PM,0.0035925871148459387,0.6606398166666667,2.218430034129693,25.426621160409557,-8.839590443686008,3
Iron_Condor,2013-06-12,2013-07-05,"('NEUTRAL', 'ivp_extreme')",15000.0,23,4266.97,0.012368028985507247,SPX_PM,0.007193019707207206,0.49379639999999997,59.89761092150171,12.571103526734925,30.91012514220705,3
Iron_Condor,2013-07-05,2013-08-08,"('NEUTRAL', 'ivp_sweet')",15000.0,34,2475.72,0.00485435294117647,SPX_PM,0.006078685854341737,1.3214819166666667,43.06029579067122,37.03071672354949,11.023890784982935,3
Bull_Call_Diagonal,2013-08-08,2013-08-19,"('LOW_VOL', 'ivp_low')",15000.0,11,-5419.26,-0.032844,SPX_PM,0.008264838095238095,0.6148260666666667,71.21729237770194,22.753128555176335,33.629124004550626,3
Iron_Condor,2013-08-28,2013-10-02,"('NEUTRAL', 'ivp_extreme')",15000.0,35,2350.54,0.004477219047619048,SPX_PM,0.007193019707207206,0.49379639999999997,59.89761092150171,12.571103526734925,30.91012514220705,3
Bull_Call_Diagonal,2013-10-16,2013-11-19,"('NEUTRAL', 'ivp_sweet')",15000.0,34,8275.67,0.01622680392156863,SPX_PM,0.0047462504201680675,0.6413254666666667,22.582480091012513,24.40273037542662,3.788395904436859,3
Bull_Call_Diagonal,2013-11-19,2013-12-24,"('LOW_VOL', 'ivp_mid_low')",15000.0,35,6114.06,0.011645828571428572,SPX_PM,0.004428610924369749,0.5980962333333333,7.053469852104664,20.591581342434583,-4.004550625711036,3
Bull_Call_Diagonal,2013-12-24,2014-01-24,"('LOW_VOL', 'ivp_low')",15000.0,31,-2202.28,-0.004736086021505377,SPX_PM,0.008264838095238095,0.6148260666666667,71.21729237770194,22.753128555176335,33.629124004550626,3
Iron_Condor,2014-02-10,2014-03-17,"('NEUTRAL', 'ivp_extreme')",15000.0,35,2209.51,0.004208590476190477,SPX_PM,0.007193019707207206,0.49379639999999997,59.89761092150171,12.571103526734925,30.91012514220705,3
Bull_Call_Diagonal,2014-03-18,2014-04-11,"('NEUTRAL', 'ivp_high')",15000.0,24,-5238.2,-0.014550555555555554,SPX_PM,-0.0049021525676937435,0.655637,0.3412969283276451,24.800910125142206,-9.715585893060295,3
Iron_Condor,2014-04-07,2014-05-02,"('NEUTRAL', 'ivp_extreme')",15000.0,25,3937.73,0.010500613333333334,SPX_PM,0.007193019707207206,0.49379639999999997,59.89761092150171,12.571103526734925,30.91012514220705,3
Bull_Call_Diagonal,2014-05-02,2014-06-06,"('LOW_VOL', 'ivp_low')",15000.0,35,8702.4,0.016576,SPX_PM,0.008264838095238095,0.6148260666666667,71.21729237770194,22.753128555176335,33.629124004550626,3
Bull_Call_Diagonal,2014-06-06,2014-07-11,"('LOW_VOL', 'ivp_low')",15000.0,35,3245.72,0.006182323809523809,SPX_PM,0.008264838095238095,0.6148260666666667,71.21729237770194,22.753128555176335,33.629124004550626,3
Bull_Call_Diagonal,2014-07-11,2014-07-31,"('LOW_VOL', 'ivp_low')",15000.0,20,-1677.68,-0.005592266666666667,SPX_PM,0.008264838095238095,0.6148260666666667,71.21729237770194,22.753128555176335,33.629124004550626,3
Iron_Condor,2014-08-13,2014-09-17,"('LOW_VOL', 'ivp_low')",15000.0,35,2694.04,0.005131504761904762,SPX_PM,0.004021814425770308,1.50001345,2.844141069397042,39.02161547212742,-13.902161547212744,3
Bull_Call_Diagonal,2014-09-17,2014-10-01,"('LOW_VOL', 'ivp_mid_low')",15000.0,14,-3843.39,-0.01830185714285714,SPX_PM,0.004428610924369749,0.5980962333333333,7.053469852104664,20.591581342434583,-4.004550625711036,3
Iron_Condor,2014-10-08,2014-11-11,"('NEUTRAL', 'ivp_extreme')",15000.0,34,3080.41,0.006040019607843137,SPX_PM,0.007193019707207206,0.49379639999999997,59.89761092150171,12.571103526734925,30.91012514220705,3
Bull_Call_Diagonal,2014-11-11,2014-12-15,"('LOW_VOL', 'ivp_mid_low')",15000.0,34,-1164.63,-0.002283588235294118,SPX_PM,0.004428610924369749,0.5980962333333333,7.053469852104664,20.591581342434583,-4.004550625711036,3
Bull_Call_Diagonal,2014-12-24,2015-01-05,"('NEUTRAL', 'ivp_high')",15000.0,12,-2889.92,-0.01605511111111111,SPX_PM,-0.0049021525676937435,0.655637,0.3412969283276451,24.800910125142206,-9.715585893060295,3
Iron_Condor,2015-01-13,2015-02-05,"('NEUTRAL', 'ivp_extreme')",15000.0,23,3860.98,0.011191246376811594,SPX_PM,0.007193019707207206,0.49379639999999997,59.89761092150171,12.571103526734925,30.91012514220705,3
Iron_Condor,2015-02-05,2015-02-27,"('NEUTRAL', 'ivp_extreme')",15000.0,22,3935.2,0.011924848484848484,SPX_PM,0.007193019707207206,0.49379639999999997,59.89761092150171,12.571103526734925,30.91012514220705,3
Bull_Call_Diagonal,2015-02-27,2015-03-10,"('LOW_VOL', 'ivp_mid_low')",15000.0,11,-4252.96,-0.025775515151515153,SPX_PM,0.004428610924369749,0.5980962333333333,7.053469852104664,20.591581342434583,-4.004550625711036,3
Iron_Condor,2015-03-26,2015-04-21,"('NEUTRAL', 'ivp_extreme')",15000.0,26,3760.89,0.009643307692307692,SPX_PM,0.007193019707207206,0.49379639999999997,59.89761092150171,12.571103526734925,30.91012514220705,3
Bull_Call_Diagonal,2015-03-18,2015-04-22,"('LOW_VOL', 'ivp_sweet')",15000.0,35,464.16,0.0008841142857142858,SPX_PM,0.008170334733893558,0.44575173333333334,69.39704209328784,7.736063708759955,38.54379977246872,3
Bull_Call_Diagonal,2015-04-22,2015-05-27,"('LOW_VOL', 'ivp_mid_low')",15000.0,35,2158.26,0.004110971428571429,SPX_PM,0.004428610924369749,0.5980962333333333,7.053469852104664,20.591581342434583,-4.004550625711036,3
Bull_Call_Diagonal,2015-05-27,2015-06-08,"('LOW_VOL', 'ivp_mid_low')",15000.0,12,-3530.39,-0.019613277777777778,SPX_PM,0.004428610924369749,0.5980962333333333,7.053469852104664,20.591581342434583,-4.004550625711036,3
Iron_Condor,2015-06-10,2015-07-15,"('LOW_VOL', 'ivp_mid_low')",15000.0,35,4017.27,0.007651942857142857,SPX_PM,0.006070562184873949,1.3629987666666668,42.377701934015924,37.71331058020478,10.341296928327642,3
Iron_Condor,2015-07-15,2015-08-17,"('LOW_VOL', 'ivp_low')",15000.0,33,3815.58,0.007708242424242424,SPX_PM,0.004021814425770308,1.50001345,2.844141069397042,39.02161547212742,-13.902161547212744,3
Iron_Condor,2015-08-17,2015-08-24,"('LOW_VOL', 'ivp_low')",15000.0,7,-13234.99,-0.1260475238095238,SPX_PM,0.004021814425770308,1.50001345,2.844141069397042,39.02161547212742,-13.902161547212744,3
Iron_Condor_High_Vol,2015-08-26,2015-09-10,"('in_aftermath', 'vix_30to40')",14000.000000000002,15,1398.06,0.00665742857142857,SPX_PM,0.005775131578947368,0.5027033928571428,40.50056882821388,15.358361774744028,18.156996587030715,2
Iron_Condor_High_Vol,2015-08-27,2015-09-15,"('in_aftermath', 'vix_26to30')",14000.000000000002,19,1360.66,0.0051152631578947364,SPX_PM,0.005023970864661654,0.45451721428571423,25.483503981797494,8.987485779294653,11.695108077360633,2
Iron_Condor,2015-09-16,2015-10-08,"('NEUTRAL', 'ivp_extreme')",15000.0,22,4139.8,0.012544848484848485,SPX_PM,0.007193019707207206,0.49379639999999997,59.89761092150171,12.571103526734925,30.91012514220705,3
Iron_Condor_High_Vol,2015-09-23,2015-10-15,"('not_aftermath', 'vix_22to26')",14000.000000000002,22,3356.11,0.010896461038961037,SPX_PM,0.00737205357142857,0.8304628571428571,65.07394766780432,28.213879408418656,27.758816837315123,2
