entry,exit_days,exit_reason,entry_spx,entry_vix,exit_spx,exit_vix,short_strike,long_strike,width,credit_per_share,max_loss_per_share,pnl_per_share,pnl_usd,roe_on_max_loss,win,state_ivp,state_ivr,state_iv_signal,range_252d,year
2003-04-30,9,dte_roll,916.92,21.21,933.41,19.69,890,865,25,5.75,19.25,3.38,337.75,0.1754,True,9.6,12.8,LOW,27.38,2003
2003-05-01,11,profit_target,916.3,21.59,945.11,19.52,890,865,25,5.94,19.06,4.73,472.79,0.248,True,10.4,14.2,LOW,27.38,2003
2003-05-02,10,dte_roll,930.08,20.63,945.11,19.52,905,880,25,5.92,19.08,3.32,331.68,0.1739,True,6.4,10.7,LOW,27.38,2003
2003-05-05,9,dte_roll,926.55,21.13,939.28,20.0,900,875,25,5.83,19.17,2.9,289.74,0.1512,True,8.8,12.5,LOW,27.38,2003
2003-05-06,9,dte_roll,934.39,20.8,946.67,19.24,910,880,30,6.91,23.09,3.55,354.74,0.1536,True,7.6,11.3,LOW,27.38,2003
2003-05-07,9,dte_roll,929.62,21.0,944.3,18.4,905,875,30,6.91,23.09,4.2,419.5,0.1817,True,9.2,12.1,LOW,27.38,2003
2003-05-08,11,dte_roll,920.27,21.24,920.77,20.51,895,870,25,6.01,18.99,1.5,149.72,0.0788,True,10.0,12.9,LOW,27.38,2003
2003-05-09,10,dte_roll,933.41,19.69,920.77,20.51,910,885,25,5.92,19.08,-1.39,-139.06,-0.0729,False,3.2,7.3,LOW,27.38,2003
2003-05-12,9,dte_roll,945.11,19.52,923.42,21.21,920,895,25,5.68,19.32,-3.33,-333.12,-0.1724,False,2.8,6.6,LOW,27.38,2003
2003-05-13,9,dte_roll,942.3,19.91,931.87,19.78,920,890,30,7.02,22.98,-0.93,-92.97,-0.0405,False,4.0,8.1,LOW,27.38,2003
2003-05-14,9,dte_roll,939.28,20.0,933.22,19.17,915,890,25,5.91,19.09,0.19,19.2,0.0101,True,4.4,8.4,LOW,27.38,2003
2003-05-15,12,dte_roll,946.67,19.24,951.48,19.99,925,900,25,6.12,18.88,1.84,183.62,0.0973,True,1.6,5.6,LOW,27.38,2003
2003-05-16,11,dte_roll,944.3,18.4,951.48,19.99,925,900,25,6.23,18.77,1.79,179.5,0.0956,True,0.8,2.6,LOW,27.38,2003
2003-05-19,9,dte_roll,920.77,20.51,953.22,20.03,895,870,25,5.74,19.26,4.38,437.56,0.2271,True,6.0,8.5,LOW,27.38,2003
2003-05-20,9,dte_roll,919.73,21.29,949.64,20.43,895,865,30,6.92,23.08,5.08,507.92,0.22,True,10.8,11.4,LOW,26.85,2003
2003-05-21,9,dte_roll,923.42,21.21,963.59,19.47,900,870,30,7.14,22.86,6.07,607.45,0.2657,True,9.6,11.1,LOW,26.85,2003
2003-05-22,11,profit_target,931.87,19.78,967.0,20.85,910,885,25,6.17,18.83,4.7,469.6,0.2494,True,2.4,5.8,LOW,26.85,2003
2003-05-23,10,profit_target,933.22,19.17,967.0,20.85,910,885,25,5.79,19.21,4.2,420.27,0.2188,True,0.8,2.9,LOW,26.85,2003
2003-05-27,9,dte_roll,951.48,19.99,990.14,20.83,930,900,30,7.25,22.75,5.51,550.87,0.2421,True,3.2,6.0,LOW,26.68,2003
2003-05-28,9,dte_roll,953.22,20.03,987.76,21.25,930,900,30,6.97,23.03,4.95,494.6,0.2148,True,4.0,6.1,LOW,26.68,2003
2003-05-29,11,profit_target,949.64,20.43,975.93,22.15,925,900,25,6.04,18.96,3.74,374.02,0.1973,True,4.8,7.6,LOW,26.68,2003
2003-05-30,10,dte_roll,963.59,19.47,975.93,22.15,940,915,25,5.99,19.01,1.94,194.14,0.1021,True,1.2,4.0,LOW,26.68,2003
2003-06-02,9,dte_roll,967.0,20.85,997.48,20.21,940,915,25,5.92,19.08,4.26,426.21,0.2234,True,8.4,9.2,LOW,26.68,2003
2003-06-03,9,dte_roll,971.56,20.84,998.51,20.41,945,915,30,6.82,23.18,4.6,460.4,0.1986,True,8.0,9.1,LOW,26.68,2003
2003-06-04,9,dte_roll,986.24,20.62,988.61,20.66,960,930,30,6.89,23.11,1.5,149.8,0.0648,True,5.6,8.3,LOW,26.68,2003
2003-06-05,11,profit_target,990.14,20.83,1010.74,20.22,965,935,30,7.17,22.83,4.46,445.73,0.1952,True,8.4,9.1,LOW,26.68,2003
2003-06-06,10,profit_target,987.76,21.25,1010.74,20.22,960,930,30,6.88,23.12,4.53,452.61,0.1957,True,12.0,10.7,LOW,26.68,2003
2003-06-10,9,dte_roll,984.84,20.64,994.7,19.8,960,930,30,7.12,22.88,2.94,293.67,0.1283,True,6.4,8.4,LOW,26.68,2003
2003-06-11,9,dte_roll,997.48,20.21,995.69,19.14,970,945,25,5.84,19.16,1.01,101.11,0.0528,True,4.4,6.8,LOW,26.68,2003
2003-06-12,11,dte_roll,998.51,20.41,981.64,20.58,975,945,30,7.35,22.65,-2.05,-205.2,-0.0906,False,5.2,7.5,LOW,26.68,2003
2003-06-13,10,dte_roll,988.61,20.66,981.64,20.58,965,935,30,7.35,22.65,-0.01,-1.23,-0.0005,False,7.6,8.5,LOW,26.68,2003
2003-06-16,9,dte_roll,1010.74,20.22,975.32,20.81,985,955,30,7.0,23.0,-6.46,-646.14,-0.2809,False,4.8,6.8,LOW,26.68,2003
2003-06-17,9,dte_roll,1011.66,20.01,985.82,19.4,985,960,25,5.97,19.03,-3.45,-344.66,-0.1811,False,4.0,6.0,LOW,26.68,2003
2003-06-18,9,dte_roll,1010.09,19.76,976.22,19.16,985,955,30,6.94,23.06,-6.12,-611.74,-0.2652,False,2.4,5.1,LOW,26.68,2003
2003-06-19,11,dte_roll,994.7,19.8,974.5,19.52,970,940,30,6.92,23.08,-2.68,-267.72,-0.116,False,3.2,5.2,LOW,26.68,2003
2003-06-20,10,dte_roll,995.69,19.14,974.5,19.52,970,945,25,5.76,19.24,-2.81,-281.35,-0.1462,False,0.4,2.8,LOW,26.68,2003
2003-06-23,9,dte_roll,981.64,20.58,993.75,19.03,955,930,25,5.98,19.02,2.95,295.01,0.1551,True,8.4,8.2,LOW,26.68,2003
2003-06-24,9,dte_roll,983.45,20.75,985.7,19.39,960,930,30,7.38,22.62,1.97,196.77,0.087,True,10.8,8.8,LOW,26.68,2003
2003-06-25,12,profit_target,975.32,20.81,1004.42,20.06,950,920,30,7.04,22.96,5.37,537.38,0.234,True,12.7,9.0,LOW,26.68,2003
2003-06-26,11,dte_roll,985.82,19.4,1004.42,20.06,960,935,25,5.77,19.23,3.25,325.4,0.1692,True,1.6,3.7,LOW,26.68,2003
2003-06-27,10,profit_target,976.22,19.16,1004.42,20.06,955,925,30,7.16,22.84,4.77,477.16,0.209,True,0.8,2.8,LOW,26.68,2003
2003-06-30,9,dte_roll,974.5,19.52,1002.21,18.93,950,925,25,5.93,19.07,4.18,418.08,0.2193,True,2.8,4.2,LOW,26.68,2003
2003-07-01,9,dte_roll,982.32,19.46,988.7,19.19,960,930,30,7.12,22.88,2.27,227.49,0.0994,True,2.4,4.0,LOW,26.68,2003
2003-07-02,9,dte_roll,993.75,19.03,998.14,18.47,970,945,25,6.0,19.0,1.74,174.06,0.0916,True,0.4,2.4,LOW,26.68,2003
2003-07-03,11,dte_roll,985.7,19.39,1003.86,19.59,960,935,25,5.78,19.22,3.35,334.81,0.1742,True,2.4,3.7,LOW,26.68,2003
2003-07-07,9,dte_roll,1004.42,20.06,994.09,19.76,980,950,30,7.11,22.89,-0.72,-72.23,-0.0316,False,8.4,6.2,LOW,26.68,2003
2003-07-08,9,dte_roll,1007.84,19.48,981.73,20.22,985,955,30,7.2,22.8,-4.65,-464.81,-0.2038,False,4.0,4.0,LOW,26.68,2003
2003-07-09,9,dte_roll,1002.21,18.93,993.32,19.11,980,950,30,7.07,22.93,-0.71,-70.85,-0.0309,False,0.4,2.0,LOW,26.68,2003
2003-07-10,11,dte_roll,988.7,19.19,978.8,19.78,965,940,25,6.03,18.97,-0.68,-68.25,-0.036,False,2.4,3.0,LOW,26.68,2003
2003-07-11,10,dte_roll,998.14,18.47,978.8,19.78,975,950,25,5.94,19.06,-2.85,-284.59,-0.1493,False,0.4,0.3,LOW,26.68,2003
2003-07-14,9,dte_roll,1003.86,19.59,988.61,18.64,980,950,30,7.04,22.96,-1.61,-161.36,-0.0703,False,6.4,4.5,LOW,26.68,2003
2003-07-15,9,dte_roll,1000.42,19.55,981.6,18.6,975,950,25,5.95,19.05,-2.1,-209.78,-0.1101,False,6.4,4.3,LOW,26.68,2003
2003-07-16,9,dte_roll,994.09,19.76,998.68,17.75,970,940,30,7.0,23.0,2.65,264.81,0.1151,True,7.6,5.1,LOW,26.68,2003
2003-07-17,11,profit_target,981.73,20.22,996.52,18.36,955,930,25,5.86,19.14,3.59,358.94,0.1875,True,12.0,6.8,LOW,26.68,2003
2003-07-18,10,dte_roll,993.32,19.11,996.52,18.36,970,945,25,6.08,18.92,1.76,176.31,0.0932,True,1.6,2.7,LOW,26.68,2003
2003-07-22,9,dte_roll,988.11,19.17,990.31,19.49,965,935,30,6.91,23.09,1.37,136.81,0.0593,True,2.8,2.9,LOW,26.68,2003
2003-07-23,9,dte_roll,988.61,18.64,980.15,20.75,965,940,25,5.87,19.13,-1.08,-107.69,-0.0563,False,0.8,0.9,LOW,26.68,2003
2003-07-25,10,dte_roll,998.68,17.75,982.82,21.27,975,950,25,5.63,19.37,-2.68,-267.85,-0.1383,False,0.0,0.0,LOW,26.68,2003
2003-07-28,9,dte_roll,996.52,18.36,967.08,21.5,975,950,25,6.14,18.86,-5.26,-526.05,-0.279,False,0.4,2.2,LOW,27.33,2003
2003-08-18,9,dte_roll,999.74,18.18,996.79,19.13,975,950,25,5.62,19.38,0.17,16.54,0.0085,True,0.8,1.7,LOW,24.89,2003
2003-08-19,9,dte_roll,1002.35,17.86,1002.84,18.48,980,955,25,5.89,19.11,0.78,77.83,0.0407,True,0.4,0.4,LOW,24.89,2003
2003-08-20,9,dte_roll,1000.3,17.82,1008.01,18.63,980,955,25,6.18,18.82,1.8,179.55,0.0954,True,0.4,0.3,LOW,24.89,2003
2003-08-21,12,dte_roll,1003.27,17.84,1021.99,19.02,980,955,25,5.74,19.26,3.33,332.97,0.1729,True,0.8,0.4,LOW,24.89,2003
2003-08-26,9,dte_roll,996.73,19.49,1027.97,18.71,970,945,25,5.73,19.27,4.32,432.02,0.2241,True,12.4,7.0,LOW,24.89,2003
2003-08-27,9,dte_roll,996.79,19.13,1021.39,18.17,975,945,30,7.18,22.82,4.86,485.59,0.2128,True,8.0,5.5,LOW,24.89,2003
2003-08-28,11,profit_target,1002.84,18.48,1031.64,18.26,980,955,25,6.01,18.99,4.48,447.8,0.2358,True,4.4,2.9,LOW,24.89,2003
2003-08-29,10,profit_target,1008.01,18.63,1031.64,18.26,985,960,25,6.06,18.94,4.0,399.71,0.211,True,5.6,3.5,LOW,24.89,2003
2003-09-02,9,dte_roll,1021.99,19.02,1016.42,19.25,1000,970,30,7.26,22.74,-0.05,-5.47,-0.0024,False,8.0,5.1,LOW,24.89,2003
2003-09-03,9,dte_roll,1026.27,19.44,1018.63,18.68,1000,975,25,5.93,19.07,-0.03,-3.09,-0.0016,False,12.7,6.8,LOW,24.89,2003
2003-09-04,11,dte_roll,1027.97,18.71,1014.81,19.28,1005,975,30,7.02,22.98,-1.45,-144.79,-0.063,False,6.8,3.9,LOW,24.89,2003
2003-09-05,10,dte_roll,1021.39,18.17,1014.81,19.28,1000,970,30,7.05,22.95,-0.46,-46.1,-0.0201,False,2.0,1.7,LOW,24.89,2003
2003-09-08,9,dte_roll,1031.64,18.26,1025.97,18.15,1010,980,30,7.1,22.9,0.03,2.95,0.0013,True,2.8,2.0,LOW,24.89,2003
2003-09-09,9,dte_roll,1023.17,18.85,1039.58,17.57,1000,970,30,7.01,22.99,4.02,402.04,0.1749,True,8.4,4.4,LOW,24.89,2003
2003-09-10,9,dte_roll,1010.92,20.01,1036.3,17.54,985,955,30,6.89,23.11,5.14,514.26,0.2226,True,23.1,9.1,LOW,24.89,2003
2003-09-11,11,dte_roll,1016.42,19.25,1022.82,19.65,990,965,25,5.8,19.2,1.95,195.46,0.1018,True,13.5,6.0,LOW,24.89,2003
2003-09-12,10,dte_roll,1018.63,18.68,1022.82,19.65,995,970,25,6.04,18.96,1.35,134.69,0.071,True,7.6,3.7,LOW,24.89,2003
2003-09-15,9,dte_roll,1014.81,19.28,1009.38,21.22,990,965,25,6.03,18.97,-0.47,-47.32,-0.0249,False,14.3,6.1,LOW,24.89,2003
2003-09-16,9,dte_roll,1029.32,18.03,1003.27,22.26,1005,980,25,5.79,19.21,-4.57,-456.76,-0.2377,False,2.0,1.1,LOW,24.89,2003
2003-09-17,9,dte_roll,1025.97,18.15,996.85,22.23,1005,975,30,7.15,22.85,-6.13,-612.99,-0.2682,False,2.4,1.6,LOW,24.89,2003
2003-09-18,11,dte_roll,1039.58,17.57,1006.58,21.67,1015,990,25,5.65,19.35,-5.87,-586.58,-0.3031,False,0.0,0.0,LOW,24.89,2003
2003-09-19,10,dte_roll,1036.3,17.54,1006.58,21.67,1015,990,25,6.12,18.88,-5.41,-541.37,-0.2867,False,0.0,0.0,LOW,25.07,2003
2003-09-22,9,dte_roll,1022.82,19.65,1018.22,21.07,1000,970,30,7.35,22.65,-0.23,-22.81,-0.0101,False,21.9,8.4,LOW,25.1,2003
2003-09-23,9,dte_roll,1029.03,19.47,1020.24,20.8,1005,975,30,7.12,22.88,-0.96,-95.87,-0.0419,False,17.9,7.7,LOW,25.1,2003
2003-10-01,9,dte_roll,1018.22,21.07,1038.06,18.45,990,960,30,6.94,23.06,4.59,459.32,0.1992,True,38.6,14.1,LOW,25.1,2003
2003-10-02,11,profit_target,1020.24,20.8,1045.35,17.55,995,965,30,7.33,22.67,5.7,570.04,0.2515,True,35.1,13.0,LOW,25.1,2003
2003-10-03,10,profit_target,1029.85,19.5,1045.35,17.55,1005,975,30,7.01,22.99,4.23,423.14,0.184,True,19.9,7.8,LOW,25.1,2003
2003-10-06,9,dte_roll,1034.35,19.51,1046.76,17.69,1010,980,30,7.12,22.88,3.68,367.57,0.1606,True,20.3,7.8,LOW,25.1,2003
2003-10-07,9,dte_roll,1039.25,19.41,1050.07,17.19,1015,985,30,7.13,22.87,3.63,363.27,0.1588,True,17.1,7.6,LOW,25.1,2003
2003-10-08,9,dte_roll,1033.78,19.18,1039.32,17.62,1010,980,30,7.09,22.91,2.62,262.38,0.1145,True,14.7,6.7,LOW,24.59,2003
2003-10-09,11,dte_roll,1038.73,18.82,1044.68,17.04,1015,985,30,7.0,23.0,3.12,311.52,0.1354,True,10.4,6.4,LOW,24.59,2003
2003-10-10,10,dte_roll,1038.06,18.45,1044.68,17.04,1015,985,30,6.97,23.03,2.92,292.16,0.1269,True,6.0,4.9,LOW,20.01,2003
2003-10-13,9,dte_roll,1045.35,17.55,1030.36,17.67,1020,995,25,5.56,19.44,-1.69,-168.87,-0.0869,False,0.4,0.1,LOW,18.5,2003
2003-10-14,9,dte_roll,1049.48,17.37,1033.77,17.68,1025,1000,25,5.65,19.35,-1.93,-193.39,-0.0999,False,0.0,0.0,LOW,18.5,2003
2003-10-15,9,dte_roll,1046.76,17.69,1028.91,17.71,1025,995,30,6.95,23.05,-2.73,-273.22,-0.1186,False,1.6,1.7,LOW,18.63,2003
2003-10-16,11,dte_roll,1050.07,17.19,1031.13,18.05,1030,1000,30,7.08,22.92,-3.22,-321.87,-0.1404,False,0.0,0.0,LOW,18.63,2003
2003-10-17,10,dte_roll,1039.32,17.62,1031.13,18.05,1015,990,25,5.7,19.3,-0.46,-45.51,-0.0236,False,2.0,2.5,LOW,17.5,2003
2003-10-20,9,dte_roll,1044.68,17.04,1048.11,16.43,1020,995,25,5.48,19.52,1.65,164.94,0.0845,True,0.0,0.0,LOW,17.5,2003
2003-10-21,9,dte_roll,1046.03,16.55,1046.94,16.33,1025,1000,25,5.87,19.13,1.12,111.75,0.0584,True,0.0,0.0,LOW,17.65,2003
2003-10-22,9,dte_roll,1030.36,17.67,1050.71,16.1,1010,980,30,7.1,22.9,4.73,473.42,0.2067,True,3.2,6.2,LOW,18.14,2003
2003-10-23,11,profit_target,1033.77,17.68,1059.02,16.55,1010,985,25,5.78,19.22,4.38,437.82,0.2277,True,3.6,6.2,LOW,18.14,2003
2003-10-24,10,profit_target,1028.91,17.71,1059.02,16.55,1005,980,25,5.74,19.26,4.58,457.83,0.2377,True,4.4,6.4,LOW,18.14,2003
2003-10-27,9,dte_roll,1031.13,18.05,1051.81,16.86,1010,980,30,7.11,22.89,4.58,457.93,0.2001,True,7.2,8.3,LOW,18.14,2003
2003-10-28,9,dte_roll,1046.79,16.82,1058.05,16.74,1025,1000,25,5.85,19.15,2.54,253.55,0.1324,True,0.4,1.5,LOW,18.14,2003
2003-10-29,9,dte_roll,1048.11,16.43,1053.21,16.93,1025,1000,25,5.52,19.48,1.49,149.26,0.0766,True,0.0,0.0,LOW,18.14,2003
2003-10-30,11,dte_roll,1046.94,16.33,1047.11,17.62,1025,1000,25,5.66,19.34,0.74,73.76,0.0381,True,0.0,0.0,LOW,18.26,2003
2003-10-31,10,dte_roll,1050.71,16.1,1047.11,17.62,1030,1005,25,5.79,19.21,-0.13,-13.43,-0.007,False,0.0,0.0,LOW,18.36,2003
2003-11-03,9,dte_roll,1059.02,16.55,1058.53,16.75,1035,1010,25,5.48,19.52,0.77,76.95,0.0394,True,1.2,2.4,LOW,18.59,2003
2003-11-04,9,dte_roll,1053.25,16.55,1058.41,16.47,1030,1005,25,5.57,19.43,1.71,170.84,0.0879,True,1.2,2.4,LOW,18.59,2003
2003-11-05,9,dte_roll,1051.81,16.86,1050.35,16.94,1030,1005,25,5.89,19.11,0.62,62.46,0.0327,True,2.8,4.1,LOW,18.59,2003
2003-11-06,11,dte_roll,1058.05,16.74,1043.63,18.6,1035,1010,25,5.69,19.31,-2.01,-200.72,-0.1039,False,2.4,3.4,LOW,18.59,2003
2003-11-07,10,dte_roll,1053.21,16.93,1043.63,18.6,1030,1005,25,5.71,19.29,-1.13,-113.42,-0.0588,False,3.6,4.5,LOW,18.59,2003
2003-11-10,9,dte_roll,1047.11,17.62,1042.44,18.8,1025,1000,25,6.07,18.93,-0.25,-25.03,-0.0132,False,6.4,8.2,LOW,18.59,2003
2003-11-11,9,dte_roll,1046.57,17.54,1033.65,19.48,1025,995,30,6.93,23.07,-2.2,-219.98,-0.0953,False,5.2,7.7,LOW,18.59,2003
2003-11-12,9,dte_roll,1058.53,16.75,1035.28,18.98,1035,1010,25,5.62,19.38,-3.96,-396.23,-0.2045,False,2.8,3.5,LOW,18.59,2003
2003-11-13,11,dte_roll,1058.41,16.47,1052.08,17.44,1035,1010,25,5.54,19.46,-0.23,-23.01,-0.0118,False,1.2,2.0,LOW,18.59,2003
2003-11-14,10,dte_roll,1050.35,16.94,1052.08,17.44,1030,1005,25,6.14,18.86,1.11,110.89,0.0588,True,4.8,4.5,LOW,18.59,2003
2003-11-17,9,dte_roll,1043.63,18.6,1058.45,16.23,1020,990,30,6.96,23.04,4.24,424.11,0.1841,True,17.9,13.4,LOW,18.59,2003
2003-11-19,9,dte_roll,1042.44,18.8,1058.2,16.32,1020,990,30,7.23,22.77,4.44,444.43,0.1952,True,21.1,14.5,LOW,18.59,2003
2003-11-24,9,dte_roll,1052.08,17.44,1064.73,16.63,1030,1005,25,6.04,18.96,2.94,294.12,0.1551,True,6.4,7.2,LOW,18.59,2003
2003-11-25,9,dte_roll,1053.89,16.71,1069.72,16.3,1030,1005,25,5.53,19.47,3.09,309.23,0.1588,True,2.8,3.3,LOW,18.59,2003
2003-11-26,9,dte_roll,1058.45,16.23,1061.5,17.09,1035,1015,20,4.65,15.35,0.86,85.82,0.0559,True,0.4,0.7,LOW,18.59,2003
2003-11-28,10,dte_roll,1058.2,16.32,1069.3,16.54,1035,1010,25,5.52,19.48,2.5,250.07,0.1283,True,0.8,1.2,LOW,18.59,2003
2003-12-01,9,dte_roll,1070.12,16.77,1059.05,17.87,1050,1020,30,7.02,22.98,-1.65,-164.9,-0.0717,False,4.8,3.6,LOW,18.59,2003
2003-12-02,9,dte_roll,1066.62,16.27,1071.21,16.73,1045,1020,25,5.78,19.22,1.43,143.48,0.0747,True,0.8,0.9,LOW,18.59,2003
2003-12-03,9,dte_roll,1064.73,16.63,1074.14,16.41,1045,1015,30,7.0,23.0,2.79,278.72,0.1212,True,4.0,2.9,LOW,18.59,2003
2003-12-04,11,dte_roll,1069.72,16.3,1068.04,17.23,1050,1025,25,6.11,18.89,0.5,50.46,0.0267,True,1.2,1.1,LOW,18.59,2003
2003-12-05,10,dte_roll,1061.5,17.09,1068.04,17.23,1040,1015,25,6.06,18.94,1.95,195.45,0.1032,True,8.4,5.3,LOW,18.59,2003
2003-12-08,9,dte_roll,1069.3,16.54,1076.48,15.58,1045,1020,25,5.49,19.51,2.29,229.17,0.1174,True,3.2,2.4,LOW,18.59,2003
2003-12-09,9,dte_roll,1060.18,17.63,1089.18,16.16,1035,1010,25,5.69,19.31,4.43,442.53,0.2291,True,12.7,8.2,LOW,18.59,2003
2003-12-10,9,dte_roll,1059.05,17.87,1088.66,16.42,1035,1010,25,5.92,19.08,4.56,456.13,0.2391,True,16.3,9.5,LOW,18.59,2003
2003-12-11,11,profit_target,1071.21,16.73,1092.94,16.94,1050,1025,25,6.03,18.97,3.85,384.8,0.2028,True,5.6,3.4,LOW,18.59,2003
2003-12-12,10,dte_roll,1074.14,16.41,1092.94,16.94,1050,1025,25,5.49,19.51,3.18,317.62,0.1628,True,2.4,1.7,LOW,18.59,2003
2003-12-15,9,dte_roll,1068.04,17.23,1094.04,16.66,1045,1020,25,5.91,19.09,4.11,410.9,0.2152,True,10.4,6.1,LOW,18.59,2003
2003-12-16,10,dte_roll,1075.13,15.93,1095.89,17.45,1055,1030,25,5.94,19.06,3.24,323.58,0.1698,True,0.0,0.0,LOW,18.59,2003
2003-12-17,9,dte_roll,1076.48,15.58,1095.89,17.45,1055,1030,25,5.6,19.4,2.77,276.94,0.1428,True,0.0,0.0,LOW,18.76,2003
2003-12-18,11,profit_target,1089.18,16.16,1109.48,17.09,1065,1040,25,5.46,19.54,3.3,330.41,0.1691,True,1.2,3.0,LOW,19.11,2003
2003-12-19,10,dte_roll,1088.66,16.42,1109.48,17.09,1065,1040,25,5.63,19.37,3.34,334.49,0.1727,True,4.0,4.4,LOW,19.11,2003
2003-12-22,9,dte_roll,1092.94,16.94,1111.92,18.31,1070,1045,25,5.94,19.06,2.85,285.39,0.1498,True,10.4,7.1,LOW,19.11,2003
2003-12-23,10,dte_roll,1096.02,16.49,1108.48,18.22,1075,1050,25,6.09,18.91,2.18,218.24,0.1154,True,5.2,4.8,LOW,19.11,2003
2003-12-24,9,dte_roll,1094.04,16.66,1108.48,18.22,1070,1045,25,5.69,19.31,2.26,225.96,0.117,True,7.6,5.7,LOW,19.11,2003
2003-12-26,10,profit_target,1095.89,17.45,1122.22,17.49,1070,1045,25,5.7,19.3,3.9,390.41,0.2023,True,14.3,9.8,LOW,19.11,2003
2003-12-29,9,dte_roll,1109.48,17.09,1126.33,15.5,1085,1060,25,5.85,19.15,3.58,357.82,0.1868,True,12.4,7.9,LOW,19.11,2003
2003-12-30,9,dte_roll,1109.64,17.68,1131.92,15.61,1085,1055,30,6.83,23.17,4.86,485.65,0.2096,True,18.3,11.0,LOW,19.11,2003
2003-12-31,9,dte_roll,1111.92,18.31,1121.86,16.75,1085,1060,25,5.92,19.08,2.73,273.43,0.1433,True,25.1,14.3,LOW,19.11,2003
2004-01-02,10,profit_target,1108.48,18.22,1127.23,16.82,1085,1055,30,7.22,22.78,4.47,446.8,0.1962,True,24.3,13.8,LOW,19.11,2004
2004-01-05,9,dte_roll,1122.22,17.49,1130.52,16.75,1100,1070,30,7.23,22.77,2.74,274.04,0.1203,True,15.1,10.0,LOW,19.11,2004
2004-01-06,9,dte_roll,1123.67,16.73,1132.05,15.56,1100,1075,25,5.91,19.09,2.51,251.06,0.1315,True,8.4,6.0,LOW,19.11,2004
2004-01-07,9,dte_roll,1126.33,15.5,1139.83,15.0,1105,1080,25,5.83,19.17,2.97,296.52,0.1547,True,0.0,0.0,LOW,19.11,2004
2004-01-08,12,dte_roll,1131.92,15.61,1138.77,15.21,1110,1085,25,5.81,19.19,2.48,247.6,0.129,True,0.8,0.6,LOW,19.19,2004
2004-01-09,11,profit_target,1121.86,16.75,1138.77,15.21,1100,1070,30,6.99,23.01,4.56,455.87,0.1981,True,10.4,6.5,LOW,19.19,2004
2004-01-12,9,dte_roll,1127.23,16.82,1147.62,14.34,1105,1075,30,6.99,23.01,5.0,500.18,0.2173,True,11.6,6.9,LOW,19.19,2004
2004-01-13,9,dte_roll,1121.22,18.04,1143.94,14.71,1095,1065,30,6.78,23.22,5.25,524.64,0.226,True,25.1,13.2,LOW,19.19,2004
2004-01-14,9,dte_roll,1130.52,16.75,1141.55,14.84,1105,1080,25,5.68,19.32,3.07,306.79,0.1588,True,10.4,6.5,LOW,19.19,2004
2004-01-15,11,profit_target,1132.05,15.56,1155.37,14.55,1110,1085,25,5.77,19.23,4.29,428.75,0.2229,True,0.4,0.3,LOW,19.19,2004
2004-01-16,10,dte_roll,1139.83,15.0,1155.37,14.55,1120,1095,25,5.94,19.06,3.36,336.44,0.1765,True,0.0,0.0,LOW,19.19,2004
2004-01-20,9,dte_roll,1138.77,15.21,1134.11,17.14,1115,1095,20,4.61,15.39,-0.47,-47.16,-0.0307,False,0.4,1.1,LOW,19.69,2004
2004-01-27,9,dte_roll,1144.05,15.35,1128.59,17.71,1120,1095,25,5.44,19.56,-2.53,-253.21,-0.1295,False,2.4,5.1,LOW,20.35,2004
2004-01-28,9,dte_roll,1128.48,16.78,1142.76,16.0,1105,1080,25,5.97,19.03,3.06,306.25,0.161,True,15.1,12.2,LOW,19.99,2004
2004-01-29,11,dte_roll,1134.11,17.14,1139.81,16.39,1110,1080,30,6.84,23.16,2.66,266.1,0.1149,True,19.1,14.0,LOW,19.99,2004
2004-01-30,10,dte_roll,1131.13,16.63,1139.81,16.39,1110,1080,30,7.12,22.88,2.78,277.78,0.1214,True,11.2,11.5,LOW,19.99,2004
2004-02-02,9,dte_roll,1135.26,17.11,1157.76,15.39,1110,1085,25,5.86,19.14,4.08,407.95,0.2132,True,19.5,13.9,LOW,19.99,2004
2004-02-03,9,dte_roll,1136.03,17.34,1152.11,15.31,1110,1085,25,5.84,19.16,3.59,359.34,0.1875,True,21.1,15.0,LOW,19.99,2004
2004-02-04,9,dte_roll,1126.52,17.87,1145.81,15.58,1100,1075,25,5.9,19.1,3.94,393.85,0.2062,True,29.5,17.7,LOW,19.99,2004
2004-02-05,12,profit_target,1128.59,17.71,1156.99,15.4,1105,1075,30,7.12,22.88,5.88,588.3,0.2571,True,27.5,16.9,LOW,19.99,2004
2004-02-06,11,dte_roll,1142.76,16.0,1156.99,15.4,1120,1095,25,5.87,19.13,3.28,328.43,0.1717,True,4.8,8.3,LOW,19.99,2004
2004-02-09,9,dte_roll,1139.81,16.39,1151.82,15.59,1115,1090,25,5.7,19.3,2.78,278.42,0.1442,True,8.0,10.3,LOW,19.99,2004
2004-02-10,9,dte_roll,1145.54,15.94,1147.06,15.8,1125,1095,30,7.01,22.99,1.39,139.28,0.0606,True,4.8,8.0,LOW,19.99,2004
2004-02-11,9,dte_roll,1157.76,15.39,1144.11,16.04,1135,1110,25,5.71,19.29,-1.76,-175.97,-0.0912,False,2.8,5.3,LOW,19.99,2004
2004-02-12,11,dte_roll,1152.11,15.31,1140.99,16.29,1130,1105,25,5.76,19.24,-1.21,-120.91,-0.0628,False,2.4,5.0,LOW,19.99,2004
