entry,exit_days,exit_reason,entry_spx,entry_vix,exit_spx,exit_vix,short_strike,long_strike,width,credit_per_share,max_loss_per_share,pnl_per_share,pnl_usd,roe_on_max_loss,win,state_ivp,state_ivr,state_iv_signal,range_252d,year
2011-12-27,9,dte_roll,1265.43,21.91,1281.06,21.48,1230,1190,40,9.36,30.64,4.0,399.51,0.1304,True,56.6,21.8,NEUTRAL,33.38,2011
2012-01-19,11,dte_roll,1314.5,19.87,1313.01,19.4,1280,1245,35,8.14,26.86,1.66,166.14,0.0619,True,40.6,15.7,NEUTRAL,33.38,2012
2012-12-31,9,dte_roll,1426.19,18.02,1461.02,13.81,1395,1355,40,9.25,30.75,7.89,788.86,0.2565,True,58.6,34.6,NEUTRAL,13.21,2012
2013-02-25,9,dte_roll,1487.85,18.99,1541.46,13.53,1450,1410,40,9.03,30.97,8.6,860.05,0.2777,True,82.1,46.6,HIGH,14.35,2013
2013-02-26,9,dte_roll,1496.94,16.87,1544.26,13.06,1465,1430,35,8.15,26.85,7.48,747.93,0.2786,True,55.8,31.8,NEUTRAL,14.35,2013
2013-04-15,9,dte_roll,1552.36,17.27,1578.79,13.61,1520,1480,40,9.37,30.63,7.07,707.31,0.2309,True,65.7,38.9,NEUTRAL,15.36,2013
2013-05-31,10,dte_roll,1630.74,16.3,1642.81,15.44,1600,1560,40,9.51,30.49,4.06,405.99,0.1332,True,62.9,32.6,NEUTRAL,15.36,2013
2013-06-03,9,dte_roll,1640.42,16.28,1612.52,18.59,1605,1570,35,8.03,26.97,-4.35,-435.09,-0.1613,False,62.2,32.4,NEUTRAL,15.36,2013
2013-06-04,9,dte_roll,1631.38,16.27,1636.36,16.41,1600,1560,40,9.4,30.6,2.16,215.87,0.0705,True,61.8,32.4,NEUTRAL,15.36,2013
2013-06-06,11,dte_roll,1622.56,16.63,1639.04,16.8,1590,1550,40,9.36,30.64,4.24,423.52,0.1382,True,69.3,39.8,NEUTRAL,14.82,2013
2013-06-11,9,dte_roll,1626.13,17.07,1588.19,20.49,1590,1550,40,9.06,30.94,-6.94,-693.54,-0.2241,False,75.7,44.5,HIGH,12.97,2013
2013-06-13,11,dte_roll,1636.36,16.41,1573.09,20.11,1605,1565,40,9.5,30.5,-12.71,-1271.34,-0.4169,False,66.5,39.4,NEUTRAL,12.97,2013
2013-06-17,9,dte_roll,1639.04,16.8,1603.26,17.21,1605,1565,40,9.3,30.7,-5.87,-587.26,-0.1913,False,73.7,48.2,HIGH,12.97,2013
2013-06-18,9,dte_roll,1651.81,16.61,1613.2,16.86,1620,1580,40,9.62,30.38,-6.66,-665.9,-0.2192,False,70.1,46.5,HIGH,11.42,2013
2013-09-27,10,dte_roll,1691.75,15.46,1676.12,19.41,1660,1620,40,9.16,30.84,-3.2,-319.95,-0.1038,False,64.5,36.4,NEUTRAL,11.42,2013
2013-10-01,9,dte_roll,1695.0,15.54,1692.56,16.48,1660,1625,35,7.95,27.05,0.4,39.6,0.0146,True,65.7,37.1,NEUTRAL,11.42,2013
2013-10-02,9,dte_roll,1693.87,16.6,1703.2,15.72,1660,1620,40,9.49,30.51,3.38,338.48,0.1109,True,78.9,46.4,HIGH,11.42,2013
2013-10-04,10,dte_roll,1690.5,16.74,1710.14,16.07,1655,1615,40,9.3,30.7,4.78,477.83,0.1556,True,82.5,47.6,HIGH,11.42,2013
2013-10-10,11,profit_target,1692.56,16.48,1744.66,13.16,1660,1620,40,9.62,30.38,8.83,882.89,0.2907,True,74.9,45.4,HIGH,11.42,2013
2013-10-11,10,profit_target,1703.2,15.72,1744.66,13.16,1670,1630,40,9.14,30.86,7.76,775.62,0.2513,True,66.1,38.7,NEUTRAL,11.42,2013
2013-10-14,9,dte_roll,1710.14,16.07,1746.38,13.42,1675,1635,40,9.07,30.93,7.22,722.36,0.2336,True,70.1,41.8,HIGH,11.42,2013
2013-10-15,9,dte_roll,1698.06,18.66,1752.07,13.2,1660,1615,45,10.82,34.18,10.06,1006.18,0.2944,True,95.2,64.4,HIGH,11.42,2013
2013-12-05,11,dte_roll,1785.03,15.08,1786.54,16.03,1750,1715,35,8.08,26.92,1.31,130.72,0.0486,True,70.9,33.1,HIGH,11.42,2013
2013-12-11,9,dte_roll,1782.22,15.42,1818.32,13.79,1750,1710,40,9.49,30.51,6.95,694.54,0.2277,True,74.1,36.1,HIGH,11.42,2013
2013-12-12,11,profit_target,1775.5,15.54,1827.99,13.04,1740,1700,40,9.02,30.98,8.21,820.59,0.2649,True,75.7,37.1,HIGH,11.42,2013
2013-12-13,10,profit_target,1775.32,15.76,1827.99,13.04,1740,1700,40,9.18,30.82,8.27,826.7,0.2682,True,77.7,39.1,HIGH,11.42,2013
2013-12-16,10,profit_target,1786.54,16.03,1842.02,12.33,1750,1710,40,9.2,30.8,8.61,860.74,0.2795,True,79.7,41.4,HIGH,11.42,2013
2013-12-17,9,dte_roll,1781.0,16.21,1842.02,12.33,1745,1705,40,9.36,30.64,8.83,883.48,0.2883,True,80.9,43.0,HIGH,11.42,2013
2014-02-19,9,dte_roll,1828.75,15.5,1859.45,14.0,1795,1755,40,9.51,30.49,6.32,631.94,0.2073,True,74.5,41.4,HIGH,10.14,2014
2014-03-03,9,dte_roll,1845.73,16.0,1868.2,14.47,1810,1765,45,10.38,34.62,5.95,594.97,0.1719,True,79.7,46.4,HIGH,10.14,2014
2014-03-13,11,dte_roll,1846.34,16.22,1857.44,15.09,1810,1765,45,10.42,34.58,4.62,461.67,0.1335,True,81.3,48.5,HIGH,10.14,2014
2014-03-14,10,dte_roll,1841.13,17.82,1857.44,15.09,1800,1755,45,10.63,34.37,5.96,595.9,0.1734,True,94.4,64.3,HIGH,10.14,2014
2014-03-17,9,dte_roll,1858.83,15.64,1852.56,14.93,1825,1780,45,10.53,34.47,0.9,90.43,0.0262,True,75.7,39.6,HIGH,10.14,2014
2014-03-19,9,dte_roll,1860.77,15.12,1857.62,14.41,1825,1785,40,9.11,30.89,1.36,135.71,0.0439,True,71.3,34.2,HIGH,9.6,2014
2014-03-21,10,dte_roll,1866.52,15.0,1872.34,13.88,1830,1790,40,8.95,31.05,3.26,326.06,0.105,True,70.1,32.9,HIGH,9.6,2014
2014-03-24,9,dte_roll,1857.44,15.09,1890.9,13.09,1825,1785,40,9.6,30.4,6.94,694.48,0.2284,True,70.5,33.9,HIGH,9.6,2014
2014-12-09,9,dte_roll,2059.82,15.35,2061.23,16.81,2020,1975,45,10.32,34.68,0.84,83.92,0.0242,True,79.7,33.6,HIGH,14.95,2014
2014-12-10,9,dte_roll,2026.14,18.53,2070.65,16.49,1980,1925,55,12.92,42.08,9.18,917.53,0.218,True,95.6,54.9,HIGH,14.95,2014
2014-12-11,11,profit_target,2035.33,20.08,2078.54,15.25,1985,1925,60,14.17,45.83,11.74,1174.12,0.2562,True,97.2,65.3,HIGH,14.95,2014
2014-12-18,11,profit_target,2061.23,16.81,2090.57,15.06,2020,1970,50,11.91,38.09,7.66,765.94,0.2011,True,88.0,43.4,HIGH,14.95,2014
2014-12-19,10,dte_roll,2070.65,16.49,2090.57,15.06,2030,1980,50,11.82,38.18,6.1,609.87,0.1598,True,86.5,41.3,HIGH,14.95,2014
2014-12-22,9,dte_roll,2078.54,15.25,2058.9,19.2,2040,1995,45,10.54,34.46,-3.94,-394.21,-0.1144,False,77.3,33.0,HIGH,14.95,2014
2014-12-29,9,dte_roll,2090.57,15.06,2025.9,19.31,2050,2005,45,10.15,34.85,-12.18,-1217.67,-0.3494,False,74.9,31.7,HIGH,14.95,2014
2014-12-30,9,dte_roll,2080.35,15.92,2062.14,17.01,2040,1990,50,11.52,38.48,-2.32,-232.18,-0.0603,False,82.1,37.5,HIGH,14.95,2014
2014-12-31,9,dte_roll,2058.9,19.2,2044.81,17.55,2010,1955,55,13.12,41.88,0.72,72.21,0.0172,True,94.8,59.4,HIGH,14.95,2014
2015-01-02,10,dte_roll,2058.2,17.79,2028.26,19.6,2010,1960,50,11.48,38.52,-4.16,-415.98,-0.108,False,91.2,50.0,HIGH,14.95,2015
2015-01-08,12,dte_roll,2062.14,17.01,2022.55,19.89,2020,1970,50,11.9,38.1,-6.66,-666.38,-0.1749,False,86.9,44.7,HIGH,14.95,2015
2015-02-10,9,dte_roll,2068.59,17.23,2097.45,15.29,2025,1975,50,11.86,38.14,7.13,713.47,0.187,True,85.3,46.2,HIGH,14.95,2015
2015-02-11,9,dte_roll,2068.53,16.96,2110.3,14.3,2025,1975,50,11.68,38.32,8.82,881.68,0.2301,True,82.9,44.4,HIGH,14.95,2015
2015-02-12,11,dte_roll,2088.48,15.34,2109.66,14.56,2050,2005,45,10.65,34.35,5.62,561.78,0.1635,True,70.1,33.6,HIGH,14.95,2015
2015-02-17,9,dte_roll,2100.34,15.8,2110.74,13.91,2060,2010,50,11.53,38.47,4.96,495.94,0.1289,True,73.7,36.7,HIGH,14.95,2015
2015-02-18,9,dte_roll,2099.68,15.45,2104.5,13.34,2060,2015,45,10.59,34.41,3.91,391.47,0.1138,True,70.1,34.3,HIGH,14.95,2015
2015-02-19,11,profit_target,2097.45,15.29,2117.39,13.04,2060,2010,50,11.62,38.38,7.18,717.67,0.187,True,69.3,33.2,NEUTRAL,14.95,2015
2015-03-06,10,dte_roll,2071.26,15.2,2081.19,15.61,2030,1985,45,10.05,34.95,3.03,302.64,0.0866,True,68.9,32.6,NEUTRAL,14.95,2015
2015-03-09,9,dte_roll,2079.43,15.06,2099.5,13.97,2040,1995,45,10.27,34.73,5.23,523.12,0.1506,True,66.1,31.7,NEUTRAL,14.95,2015
2015-03-16,9,dte_roll,2081.19,15.61,2061.05,15.44,2040,1995,45,10.39,34.61,-1.81,-181.36,-0.0524,False,71.7,35.4,HIGH,14.95,2015
2015-03-17,9,dte_roll,2074.28,15.66,2056.15,15.8,2035,1990,45,10.68,34.32,-1.7,-169.78,-0.0495,False,72.9,35.7,HIGH,14.95,2015
2015-10-08,11,dte_roll,2013.43,17.42,2033.66,14.98,1970,1920,50,11.73,38.27,7.01,701.34,0.1832,True,71.3,19.2,HIGH,28.85,2015
2015-10-09,10,dte_roll,2014.89,17.08,2033.66,14.98,1970,1925,45,10.48,34.52,5.77,576.5,0.167,True,69.7,18.0,NEUTRAL,28.85,2015
2015-10-12,9,dte_roll,2017.46,16.17,2018.94,16.7,1975,1930,45,10.27,34.73,1.5,149.51,0.0431,True,64.5,14.8,NEUTRAL,28.85,2015
2015-10-15,11,profit_target,2023.86,16.05,2071.18,15.29,1985,1935,50,11.57,38.43,8.75,875.44,0.2278,True,62.9,14.4,NEUTRAL,28.85,2015
2015-10-20,9,dte_roll,2030.77,15.75,2089.41,14.61,1990,1945,45,10.31,34.69,8.43,843.41,0.2432,True,61.8,13.4,NEUTRAL,28.85,2015
2015-10-21,9,dte_roll,2018.94,16.7,2079.36,15.07,1975,1930,45,10.4,34.6,8.62,861.85,0.2491,True,68.1,16.7,NEUTRAL,28.85,2015
2015-10-26,9,dte_roll,2071.18,15.29,2102.31,15.51,2030,1985,45,10.13,34.87,5.47,547.31,0.1569,True,57.4,11.8,NEUTRAL,28.85,2015
2015-10-27,9,dte_roll,2065.89,15.43,2099.93,15.05,2025,1980,45,10.24,34.76,6.17,617.01,0.1775,True,60.6,12.3,NEUTRAL,28.85,2015
2015-11-04,9,dte_roll,2102.31,15.51,2023.04,20.08,2060,2015,45,10.25,34.75,-14.44,-1444.04,-0.4155,False,61.4,12.5,NEUTRAL,28.85,2015
2015-11-09,9,dte_roll,2078.58,16.52,2083.58,16.85,2035,1985,50,11.42,38.58,2.35,235.46,0.061,True,67.3,16.0,NEUTRAL,28.85,2015
2015-11-10,9,dte_roll,2081.72,15.29,2081.24,16.99,2040,1995,45,10.09,34.91,0.4,40.24,0.0115,True,56.2,11.8,NEUTRAL,28.85,2015
2015-11-11,9,dte_roll,2075.0,16.06,2089.17,15.47,2035,1985,50,11.65,38.35,4.45,444.93,0.116,True,64.9,14.5,NEUTRAL,28.85,2015
2015-11-12,11,profit_target,2045.97,18.37,2086.59,15.62,2000,1945,55,12.95,42.05,9.79,978.69,0.2327,True,76.5,22.5,HIGH,28.85,2015
2015-11-13,10,profit_target,2023.04,20.08,2086.59,15.62,1970,1915,55,12.86,42.14,11.45,1145.02,0.2717,True,83.7,28.4,HIGH,28.85,2015
2015-11-16,9,dte_roll,2053.19,18.16,2088.87,15.19,2005,1955,50,11.69,38.31,8.24,823.62,0.215,True,74.9,21.7,HIGH,28.85,2015
2015-11-17,10,profit_target,2050.44,18.84,2090.11,15.12,2000,1945,55,12.59,42.41,9.79,979.45,0.231,True,77.7,24.1,HIGH,28.85,2015
2015-11-18,9,dte_roll,2083.58,16.85,2090.11,15.12,2040,1990,50,11.68,38.32,4.13,412.6,0.1077,True,68.1,17.2,NEUTRAL,28.85,2015
2015-11-19,11,dte_roll,2081.24,16.99,2080.41,16.13,2035,1985,50,11.35,38.65,2.85,284.78,0.0737,True,69.3,17.7,NEUTRAL,28.85,2015
2015-11-20,10,dte_roll,2089.17,15.47,2080.41,16.13,2050,2005,45,10.64,34.36,-0.12,-11.92,-0.0035,False,57.8,12.4,NEUTRAL,28.85,2015
2015-11-23,9,dte_roll,2086.59,15.62,2079.51,15.91,2045,2000,45,10.36,34.64,0.26,25.7,0.0074,True,59.4,12.9,NEUTRAL,28.85,2015
2015-11-24,9,dte_roll,2089.14,15.93,2049.62,18.11,2050,2000,50,11.77,38.23,-7.25,-724.65,-0.1895,False,61.4,14.0,NEUTRAL,28.85,2015
2015-11-30,9,dte_roll,2080.41,16.13,2047.62,19.61,2040,1990,50,11.66,38.34,-6.27,-627.0,-0.1635,False,63.3,14.7,NEUTRAL,28.85,2015
2015-12-02,9,dte_roll,2079.51,15.91,2012.37,24.39,2040,1990,50,11.64,38.36,-13.58,-1357.68,-0.354,False,60.2,13.9,NEUTRAL,28.85,2015
2015-12-07,9,dte_roll,2077.07,15.84,2073.07,17.86,2035,1990,45,10.39,34.61,-0.29,-28.7,-0.0083,False,59.4,13.5,NEUTRAL,28.85,2015
2015-12-08,9,dte_roll,2063.59,17.6,2041.89,18.94,2020,1965,55,12.89,42.11,-2.98,-297.96,-0.0708,False,72.5,19.6,HIGH,28.79,2015
2016-03-01,9,dte_roll,1978.35,17.7,1989.57,18.05,1935,1885,50,11.74,38.26,3.29,329.15,0.086,True,62.9,20.0,NEUTRAL,28.79,2016
2016-03-02,9,dte_roll,1986.45,17.09,2022.19,16.5,1945,1895,50,11.68,38.32,7.03,703.05,0.1835,True,61.0,17.9,NEUTRAL,28.79,2016
2016-03-03,11,dte_roll,1993.4,16.7,2019.64,16.92,1950,1905,45,10.36,34.64,5.39,538.72,0.1555,True,57.0,16.5,NEUTRAL,28.79,2016
2016-03-04,10,dte_roll,1999.99,16.86,2019.64,16.92,1960,1910,50,11.83,38.17,4.99,499.43,0.1308,True,58.6,17.1,NEUTRAL,28.79,2016
2016-03-07,9,dte_roll,2001.76,17.35,2027.22,14.99,1960,1910,50,11.88,38.12,7.13,713.12,0.1871,True,61.4,18.8,NEUTRAL,28.79,2016
2016-03-08,9,dte_roll,1979.26,18.67,2040.59,14.44,1935,1880,55,13.05,41.95,11.6,1160.39,0.2766,True,66.1,23.3,NEUTRAL,28.79,2016
