strategy_key,cell,regime,iv_signal,trend,n,avg_pnl,win_rate,sharpe,max_consec_loss,avg_hold_days,low_n_flag
bull_put_spread,HIGH_VOL|HIGH|BEARISH,HIGH_VOL,HIGH,BEARISH,1,80.0,1.0,0.0,0,21.0,True
