bearish_streak,book_core_shock,date,hv_spell_age,iv_signal,ivp,ivp252,ivp63,ivr,local_spike,overlay_level,overlay_reason,regime,regime_decay,spx,strategy,strategy_key,trend,trend_gap,vix,vix_5d_avg
0,-0.00015,2023-08-08,0,LOW,17.9,17.9,71.0,14.9,True,0,overlay disabled,NORMAL,False,4499.38,Reduce / Wait,,BULLISH,1.75,15.99,16.17
0,-0.00015,2023-08-09,0,LOW,17.9,17.9,71.0,14.7,True,0,overlay disabled,NORMAL,False,4467.71,Reduce / Wait,,BULLISH,0.92,15.96,16.15
0,-0.00015,2023-08-10,0,LOW,17.5,17.5,69.4,14.2,True,0,overlay disabled,NORMAL,False,4468.83,Reduce / Wait,,BULLISH,0.82,15.85,16.13
0,-0.00015,2023-08-11,0,LOW,14.7,14.7,59.7,9.3,True,0,overlay disabled,LOW_VOL,False,4464.05,Bull Call Diagonal,bull_call_diagonal,BULLISH,0.59,14.84,15.68
0,0.0,2023-08-14,0,LOW,14.3,14.3,58.1,9.2,True,0,overlay disabled,LOW_VOL,False,4489.72,Bull Call Diagonal,bull_call_diagonal,BULLISH,1.04,14.82,15.49
0,-0.0002,2023-08-15,0,LOW,21.1,21.1,82.3,17.1,True,0,overlay disabled,NORMAL,False,4437.86,Reduce / Wait,,NEUTRAL,-0.2,16.46,15.59
1,-0.0002,2023-08-16,0,LOW,22.3,22.3,83.9,18.7,True,0,overlay disabled,NORMAL,False,4404.33,Reduce / Wait,,BEARISH,-1.01,16.78,15.75
2,0.0,2023-08-17,0,LOW,31.1,31.1,91.9,24.0,True,0,overlay disabled,NORMAL,False,4370.36,Reduce / Wait,,BEARISH,-1.81,17.89,16.16
3,0.0,2023-08-18,0,LOW,29.1,29.1,88.7,21.2,True,0,overlay disabled,NORMAL,False,4369.71,Reduce / Wait,,BEARISH,-1.87,17.3,16.65
4,0.0,2023-08-21,0,LOW,27.9,27.9,85.5,20.4,True,0,overlay disabled,NORMAL,False,4399.77,Reduce / Wait,,BEARISH,-1.24,17.13,17.11
5,0.0,2023-08-22,0,LOW,25.5,25.5,83.9,19.6,True,0,overlay disabled,NORMAL,False,4387.55,Reduce / Wait,,BEARISH,-1.55,16.97,17.21
0,0.0,2023-08-23,0,LOW,19.5,19.5,77.4,14.8,True,0,overlay disabled,NORMAL,False,4436.01,Reduce / Wait,,NEUTRAL,-0.51,15.98,17.05
1,0.0,2023-08-24,0,LOW,29.9,29.9,90.3,20.7,True,0,overlay disabled,NORMAL,False,4376.31,Reduce / Wait,,BEARISH,-1.85,17.2,16.92
2,0.0,2023-08-25,0,LOW,17.5,17.5,71.0,13.4,True,0,overlay disabled,NORMAL,False,4405.71,Reduce / Wait,,BEARISH,-1.21,15.68,16.59
0,0.0,2023-08-28,0,LOW,16.7,16.7,67.7,10.5,True,0,overlay disabled,NORMAL,False,4433.31,Reduce / Wait,,NEUTRAL,-0.59,15.08,16.18
0,0.0,2023-08-29,0,LOW,12.7,12.7,51.6,7.4,True,0,overlay disabled,LOW_VOL,False,4497.63,Bull Call Diagonal,bull_call_diagonal,BULLISH,0.81,14.45,15.68
0,-0.0002,2023-08-30,0,LOW,8.8,8.8,35.5,4.7,False,0,overlay disabled,LOW_VOL,False,4514.87,Bull Call Diagonal,bull_call_diagonal,BULLISH,1.14,13.88,15.26
0,-0.0002,2023-08-31,0,LOW,4.8,4.8,19.4,3.2,False,0,overlay disabled,LOW_VOL,False,4507.66,Bull Call Diagonal,bull_call_diagonal,BULLISH,0.91,13.57,14.53
0,-0.0002,2023-09-01,0,LOW,0.4,0.4,1.6,0.9,False,0,overlay disabled,LOW_VOL,False,4515.77,Bull Call Diagonal,bull_call_diagonal,BULLISH,1.03,13.09,14.01
0,-0.00019,2023-09-05,0,LOW,12.7,12.7,51.6,5.3,True,0,overlay disabled,LOW_VOL,False,4496.83,Reduce / Wait,,NEUTRAL,0.54,14.01,13.8
0,-0.00019,2023-09-06,0,LOW,14.3,14.3,56.5,7.4,True,0,overlay disabled,LOW_VOL,False,4465.48,Reduce / Wait,,NEUTRAL,-0.22,14.45,13.8
0,-0.00019,2023-09-07,0,LOW,13.9,13.9,53.2,7.2,True,0,overlay disabled,LOW_VOL,False,4451.14,Reduce / Wait,,NEUTRAL,-0.57,14.4,13.9
0,-0.00019,2023-09-08,0,LOW,9.2,9.2,35.5,4.5,False,0,overlay disabled,LOW_VOL,False,4457.49,Reduce / Wait,,NEUTRAL,-0.46,13.84,13.96
0,-0.00019,2023-09-11,0,LOW,8.8,8.8,33.9,4.3,False,0,overlay disabled,LOW_VOL,False,4487.46,Reduce / Wait,,NEUTRAL,0.16,13.8,14.1
0,-0.00018,2023-09-12,0,LOW,14.3,14.3,51.6,6.4,True,0,overlay disabled,LOW_VOL,False,4461.9,Reduce / Wait,,NEUTRAL,-0.41,14.23,14.14
0,-0.00018,2023-09-13,0,LOW,3.6,3.6,14.5,2.8,False,0,overlay disabled,LOW_VOL,False,4467.44,Reduce / Wait,,NEUTRAL,-0.29,13.48,13.95
0,-0.00018,2023-09-14,0,LOW,0.0,0.0,0.0,0.0,False,0,overlay disabled,LOW_VOL,False,4505.1,Bull Call Diagonal,bull_call_diagonal,BULLISH,0.52,12.82,13.63
1,0.0,2023-09-15,0,LOW,9.6,9.6,37.1,4.7,False,0,overlay disabled,LOW_VOL,False,4450.32,Reduce / Wait,,BEARISH,-0.72,13.79,13.62
2,0.0,2023-09-18,0,LOW,14.7,14.7,50.0,5.7,True,0,overlay disabled,LOW_VOL,False,4453.53,Reduce / Wait,,BEARISH,-0.67,14.0,13.66
3,0.0,2023-09-19,0,LOW,15.5,15.5,51.6,6.2,True,0,overlay disabled,LOW_VOL,False,4443.95,Reduce / Wait,,BEARISH,-0.9,14.11,13.64
4,0.0,2023-09-20,0,LOW,23.1,23.1,72.6,11.1,True,0,overlay disabled,NORMAL,False,4402.2,Reduce / Wait,,BEARISH,-1.81,15.14,13.97
5,0.0,2023-09-21,0,LOW,38.6,38.6,98.4,22.7,True,0,overlay disabled,NORMAL,False,4330.0,Reduce / Wait,,BEARISH,-3.36,17.54,14.92
6,0.0,2023-09-22,0,LOW,37.1,37.1,93.5,21.0,True,0,overlay disabled,NORMAL,False,4320.06,Reduce / Wait,,BEARISH,-3.5,17.2,15.6
7,0.0,2023-09-25,0,LOW,31.9,31.9,87.1,19.6,True,0,overlay disabled,NORMAL,False,4337.44,Reduce / Wait,,BEARISH,-3.04,16.9,16.18
8,0.0,2023-09-26,0,NEUTRAL,50.2,50.2,100.0,29.4,False,0,overlay disabled,NORMAL,False,4273.53,Reduce / Wait,,BEARISH,-4.36,18.94,17.14
9,0.0,2023-09-27,0,NEUTRAL,43.0,43.0,98.4,25.9,True,0,overlay disabled,NORMAL,False,4274.51,Reduce / Wait,,BEARISH,-4.22,18.22,17.76
10,0.0,2023-09-28,0,LOW,39.0,39.0,93.5,21.7,True,0,overlay disabled,NORMAL,False,4299.7,Reduce / Wait,,BEARISH,-3.54,17.34,17.72
11,0.0,2023-09-29,0,LOW,39.8,39.8,93.5,22.6,True,0,overlay disabled,NORMAL,False,4288.05,Reduce / Wait,,BEARISH,-3.7,17.52,17.78
12,0.0,2023-10-02,0,NEUTRAL,40.6,40.6,95.2,23.0,True,0,overlay disabled,NORMAL,False,4288.39,Reduce / Wait,,BEARISH,-3.58,17.61,17.93
13,0.0,2023-10-03,0,NEUTRAL,59.4,59.4,100.0,33.4,False,0,overlay disabled,NORMAL,False,4229.45,Reduce / Wait,,BEARISH,-4.77,19.78,18.09
14,0.0,2023-10-04,0,NEUTRAL,48.2,48.2,96.8,27.7,True,0,overlay disabled,NORMAL,False,4263.75,Iron Condor,iron_condor,BEARISH,-3.86,18.58,18.17
15,0.0,2023-10-05,0,NEUTRAL,46.6,46.6,95.2,27.2,True,0,overlay disabled,NORMAL,False,4258.19,Iron Condor,iron_condor,BEARISH,-3.86,18.49,18.4
16,0.0,2023-10-06,0,LOW,39.4,39.4,85.5,22.2,True,0,overlay disabled,NORMAL,False,4308.5,Reduce / Wait,,BEARISH,-2.62,17.45,18.38
17,0.0,2023-10-09,0,NEUTRAL,41.4,41.4,90.3,23.5,True,0,overlay disabled,NORMAL,False,4335.66,Iron Condor,iron_condor,BEARISH,-1.9,17.7,18.4
18,0.0,2023-10-10,0,LOW,34.3,34.3,72.6,20.2,True,0,overlay disabled,NORMAL,False,4358.24,Reduce / Wait,,BEARISH,-1.28,17.03,17.85
19,0.0,2023-10-11,0,LOW,28.3,28.3,62.9,15.7,True,0,overlay disabled,NORMAL,False,4376.95,Reduce / Wait,,BEARISH,-0.77,16.09,17.35
20,0.0,2023-10-12,0,LOW,29.9,29.9,66.1,18.7,True,0,overlay disabled,NORMAL,False,4349.61,Reduce / Wait,,BEARISH,-1.32,16.69,16.99
21,0.0,2023-10-13,0,NEUTRAL,59.8,59.8,98.4,33.9,False,0,overlay disabled,NORMAL,False,4327.78,Reduce / Wait,,BEARISH,-1.73,19.32,17.37
22,0.0,2023-10-16,0,LOW,39.4,39.4,77.4,22.9,True,0,overlay disabled,NORMAL,False,4373.63,Reduce / Wait,,BEARISH,-0.65,17.21,17.27
23,0.0,2023-10-17,0,NEUTRAL,45.0,45.0,88.7,27.3,True,0,overlay disabled,NORMAL,False,4373.2,Iron Condor,iron_condor,BEARISH,-0.59,17.88,17.44
24,0.0,2023-10-18,0,NEUTRAL,60.6,60.6,96.8,35.7,False,0,overlay disabled,NORMAL,False,4314.6,Reduce / Wait,,BEARISH,-1.84,19.22,18.06
25,0.0,2023-10-19,0,HIGH,76.5,76.5,100.0,47.8,False,0,overlay disabled,NORMAL,False,4278.0,Reduce / Wait,,BEARISH,-2.59,21.4,19.01
26,0.0,2023-10-20,0,HIGH,78.9,78.9,100.0,51.8,False,0,overlay disabled,NORMAL,False,4224.16,Reduce / Wait,,BEARISH,-3.71,21.71,19.48
27,0.0,2023-10-23,0,NEUTRAL,69.3,69.3,96.8,44.3,False,0,overlay disabled,NORMAL,False,4217.04,Reduce / Wait,,BEARISH,-3.76,20.37,20.12
28,0.0,2023-10-24,0,NEUTRAL,55.8,55.8,90.3,36.1,False,0,overlay disabled,NORMAL,False,4247.68,Reduce / Wait,,BEARISH,-2.95,18.97,20.33
29,0.0,2023-10-25,0,NEUTRAL,68.5,68.5,95.2,47.1,False,0,overlay disabled,NORMAL,False,4186.77,Reduce / Wait,,BEARISH,-4.24,20.19,20.53
30,0.0,2023-10-26,0,HIGH,73.3,73.3,96.8,53.9,False,0,overlay disabled,NORMAL,False,4137.23,Reduce / Wait,,BEARISH,-5.25,20.68,20.38
31,0.0,2023-10-27,0,HIGH,77.3,77.3,96.8,58.0,False,0,overlay disabled,NORMAL,False,4117.37,Iron Condor,iron_condor,BEARISH,-5.6,21.27,20.3
32,0.0,2023-10-30,0,NEUTRAL,64.1,64.1,88.7,50.6,False,0,overlay disabled,NORMAL,False,4166.82,Reduce / Wait,,BEARISH,-4.38,19.75,20.17
33,0.0,2023-10-31,0,NEUTRAL,47.0,47.0,75.8,38.8,True,0,overlay disabled,NORMAL,False,4193.8,Iron Condor,iron_condor,BEARISH,-3.67,18.14,20.01
34,0.0,2023-11-01,0,LOW,31.9,31.9,46.8,29.6,False,0,overlay disabled,NORMAL,False,4237.86,Reduce / Wait,,BEARISH,-2.59,16.87,19.34
0,0.0,2023-11-02,0,LOW,24.3,24.3,30.6,20.7,False,0,overlay disabled,NORMAL,False,4317.78,Reduce / Wait,,NEUTRAL,-0.69,15.66,18.34
0,0.0,2023-11-03,0,LOW,21.9,21.9,27.4,15.3,False,0,overlay disabled,LOW_VOL,False,4358.34,Iron Condor,iron_condor,NEUTRAL,0.25,14.91,17.07
0,0.0,2023-11-06,0,LOW,21.9,21.9,27.4,15.1,False,0,overlay disabled,LOW_VOL,False,4365.98,Iron Condor,iron_condor,NEUTRAL,0.44,14.89,16.09
0,0.0,2023-11-07,0,LOW,20.3,20.3,24.2,14.5,False,0,overlay disabled,LOW_VOL,False,4378.38,Iron Condor,iron_condor,NEUTRAL,0.75,14.81,15.43
0,0.0,2023-11-08,0,LOW,17.9,17.9,21.0,11.9,False,0,overlay disabled,LOW_VOL,False,4382.78,Bull Call Diagonal,bull_call_diagonal,BULLISH,0.91,14.45,14.94
0,-0.0002,2023-11-09,0,LOW,25.1,25.1,35.5,18.0,False,0,overlay disabled,NORMAL,False,4347.35,Reduce / Wait,,NEUTRAL,0.17,15.29,14.87
0,-0.0002,2023-11-10,0,LOW,15.9,15.9,17.7,9.9,False,0,overlay disabled,LOW_VOL,False,4415.24,Bull Call Diagonal,bull_call_diagonal,BULLISH,1.77,14.17,14.72
0,-0.0002,2023-11-13,0,LOW,21.1,21.1,27.4,14.2,False,0,overlay disabled,LOW_VOL,False,4411.55,Bull Call Diagonal,bull_call_diagonal,BULLISH,1.74,14.76,14.7
0,-0.00019,2023-11-14,0,LOW,15.9,15.9,17.7,9.8,False,0,overlay disabled,LOW_VOL,False,4495.7,Bull Call Diagonal,bull_call_diagonal,BULLISH,3.68,14.16,14.57
0,-0.00019,2023-11-15,0,LOW,16.7,16.7,21.0,9.9,False,0,overlay disabled,LOW_VOL,False,4502.88,Bull Call Diagonal,bull_call_diagonal,BULLISH,3.83,14.18,14.51
0,-0.00019,2023-11-16,0,LOW,18.3,18.3,24.2,10.9,False,0,overlay disabled,LOW_VOL,False,4508.24,Bull Call Diagonal,bull_call_diagonal,BULLISH,3.92,14.32,14.32
0,-0.00019,2023-11-17,0,LOW,10.0,10.0,8.1,7.2,False,0,overlay disabled,LOW_VOL,False,4514.02,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.03,13.8,14.24
0,-0.00019,2023-11-20,0,LOW,3.2,3.2,3.2,4.3,False,0,overlay disabled,LOW_VOL,False,4547.38,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.77,13.41,13.97
0,-0.00018,2023-11-21,0,LOW,3.2,3.2,3.2,3.9,False,0,overlay disabled,LOW_VOL,False,4538.19,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.52,13.35,13.81
0,-0.00018,2023-11-22,0,LOW,0.4,0.4,1.6,0.2,False,0,overlay disabled,LOW_VOL,False,4556.62,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.9,12.85,13.55
0,-0.00018,2023-11-24,0,LOW,0.0,0.0,0.0,0.0,False,0,overlay disabled,LOW_VOL,False,4559.34,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.94,12.46,13.17
0,-0.00018,2023-11-27,0,LOW,0.4,0.4,1.6,1.6,False,0,overlay disabled,LOW_VOL,False,4550.43,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.69,12.69,12.95
0,-0.00017,2023-11-28,0,LOW,0.4,0.4,1.6,1.6,False,0,overlay disabled,LOW_VOL,False,4554.89,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.74,12.69,12.81
0,-0.00017,2023-11-29,0,LOW,2.4,2.4,8.1,3.7,False,0,overlay disabled,LOW_VOL,False,4550.58,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.59,12.98,12.73
0,-0.00017,2023-11-30,0,LOW,2.4,2.4,8.1,3.3,False,0,overlay disabled,LOW_VOL,False,4567.8,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.9,12.92,12.75
0,-0.0001,2023-12-01,0,LOW,0.4,0.4,1.6,1.2,False,0,overlay disabled,LOW_VOL,False,4594.63,Bull Call Diagonal,bull_call_diagonal,BULLISH,5.39,12.63,12.78
0,-0.00015,2023-12-04,0,LOW,3.6,3.6,12.9,4.4,False,0,overlay disabled,LOW_VOL,False,4569.78,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.7,13.08,12.86
0,-0.00016,2023-12-05,0,LOW,2.0,2.0,8.1,2.8,False,0,overlay disabled,LOW_VOL,False,4567.18,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.53,12.85,12.89
0,-0.00016,2023-12-06,0,LOW,3.6,3.6,12.9,3.6,False,0,overlay disabled,LOW_VOL,False,4549.34,Bull Call Diagonal,bull_call_diagonal,BULLISH,3.99,12.97,12.89
0,-0.0001,2023-12-07,0,LOW,4.4,4.4,16.1,4.3,False,0,overlay disabled,LOW_VOL,False,4585.59,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.67,13.06,12.92
0,-0.0001,2023-12-08,0,LOW,0.0,0.0,0.0,0.0,False,0,overlay disabled,LOW_VOL,False,4604.37,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.96,12.35,12.86
0,-0.0001,2023-12-11,0,LOW,0.8,0.8,3.2,2.0,False,0,overlay disabled,LOW_VOL,False,4622.44,Bull Call Diagonal,bull_call_diagonal,BULLISH,5.21,12.63,12.77
0,0.0,2023-12-12,0,LOW,0.0,0.0,0.0,0.0,False,0,overlay disabled,LOW_VOL,False,4643.7,Bull Call Diagonal,bull_call_diagonal,BULLISH,5.52,12.07,12.62
0,-0.00024,2023-12-13,0,LOW,0.4,0.4,1.6,0.8,False,0,overlay disabled,LOW_VOL,False,4707.09,Bull Call Diagonal,bull_call_diagonal,BULLISH,6.73,12.19,12.46
0,-0.00024,2023-12-14,0,LOW,1.6,1.6,6.5,2.8,False,0,overlay disabled,LOW_VOL,False,4719.55,Bull Call Diagonal,bull_call_diagonal,BULLISH,6.79,12.48,12.34
0,-0.00023,2023-12-15,0,LOW,0.8,0.8,3.2,1.5,False,0,overlay disabled,LOW_VOL,False,4719.19,Bull Call Diagonal,bull_call_diagonal,BULLISH,6.56,12.28,12.33
0,-0.00023,2023-12-18,0,LOW,2.4,2.4,9.7,3.4,False,0,overlay disabled,LOW_VOL,False,4740.56,Bull Call Diagonal,bull_call_diagonal,BULLISH,6.84,12.56,12.32
0,-0.00023,2023-12-19,0,LOW,2.4,2.4,9.7,3.2,False,0,overlay disabled,LOW_VOL,False,4768.37,Bull Call Diagonal,bull_call_diagonal,BULLISH,7.25,12.53,12.41
0,-0.00023,2023-12-20,0,LOW,17.1,17.1,33.9,11.1,False,0,overlay disabled,LOW_VOL,False,4698.35,Bull Call Diagonal,bull_call_diagonal,BULLISH,5.52,13.67,12.7
0,-0.00022,2023-12-21,0,LOW,16.7,16.7,33.9,10.9,False,0,overlay disabled,LOW_VOL,False,4746.75,Bull Call Diagonal,bull_call_diagonal,BULLISH,6.43,13.65,12.94
0,-0.00022,2023-12-22,0,LOW,7.6,7.6,27.4,6.6,False,0,overlay disabled,LOW_VOL,False,4754.63,Bull Call Diagonal,bull_call_diagonal,BULLISH,6.41,13.03,13.09
0,-0.00022,2023-12-26,0,LOW,7.6,7.6,27.4,6.4,False,0,overlay disabled,LOW_VOL,False,4774.75,Bull Call Diagonal,bull_call_diagonal,BULLISH,6.65,12.99,13.17
0,-0.00022,2023-12-27,0,LOW,1.6,1.6,6.5,2.5,False,0,overlay disabled,LOW_VOL,False,4781.58,Bull Call Diagonal,bull_call_diagonal,BULLISH,6.61,12.43,13.15
0,-0.00021,2023-12-28,0,LOW,2.4,2.4,9.7,2.8,False,0,overlay disabled,LOW_VOL,False,4783.35,Bull Call Diagonal,bull_call_diagonal,BULLISH,6.45,12.47,12.91
0,-0.00021,2023-12-29,0,LOW,2.0,2.0,8.1,2.6,False,0,overlay disabled,LOW_VOL,False,4769.83,Bull Call Diagonal,bull_call_diagonal,BULLISH,5.93,12.45,12.67
0,-0.00021,2024-01-02,0,LOW,11.2,11.2,38.7,7.8,False,0,overlay disabled,LOW_VOL,False,4742.83,Bull Call Diagonal,bull_call_diagonal,BULLISH,5.12,13.2,12.71
0,-0.00021,2024-01-03,0,LOW,27.5,27.5,48.4,13.6,False,0,overlay disabled,LOW_VOL,False,4704.81,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.05,14.04,12.92
0,-0.0002,2024-01-04,0,LOW,28.3,28.3,50.0,14.3,True,0,overlay disabled,LOW_VOL,False,4688.68,Bull Call Diagonal,bull_call_diagonal,BULLISH,3.48,14.13,13.26
0,-0.0002,2024-01-05,0,LOW,13.1,13.1,40.3,8.9,False,0,overlay disabled,LOW_VOL,False,4697.24,Bull Call Diagonal,bull_call_diagonal,BULLISH,3.46,13.35,13.43
0,-0.0002,2024-01-08,0,LOW,10.0,10.0,37.1,7.0,False,0,overlay disabled,LOW_VOL,False,4763.54,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.66,13.08,13.56
0,-0.00019,2024-01-09,0,LOW,6.0,6.0,24.2,4.8,False,0,overlay disabled,LOW_VOL,False,4756.5,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.22,12.76,13.47
0,-0.00019,2024-01-10,0,LOW,5.2,5.2,21.0,4.3,False,0,overlay disabled,LOW_VOL,False,4783.45,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.51,12.69,13.2
0,-0.00019,2024-01-11,0,LOW,2.0,2.0,8.1,2.6,False,0,overlay disabled,LOW_VOL,False,4780.24,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.16,12.44,12.86
0,-0.00019,2024-01-12,0,LOW,6.8,6.8,27.4,4.4,False,0,overlay disabled,LOW_VOL,False,4783.83,Bull Call Diagonal,bull_call_diagonal,BULLISH,3.97,12.7,12.73
0,-0.00018,2024-01-16,0,LOW,25.1,25.1,58.1,12.2,True,0,overlay disabled,LOW_VOL,False,4765.98,Bull Call Diagonal,bull_call_diagonal,BULLISH,3.34,13.84,12.89
0,-0.00018,2024-01-17,0,LOW,38.2,38.2,72.6,18.8,True,0,overlay disabled,LOW_VOL,False,4739.21,Bull Call Diagonal,bull_call_diagonal,BULLISH,2.57,14.79,13.29
0,0.0,2024-01-18,0,LOW,31.1,31.1,61.3,14.3,True,0,overlay disabled,LOW_VOL,False,4780.94,Bull Call Diagonal,bull_call_diagonal,BULLISH,3.29,14.13,13.58
0,-0.00021,2024-01-19,0,LOW,13.9,13.9,48.4,8.5,False,0,overlay disabled,LOW_VOL,False,4839.81,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.35,13.3,13.75
0,-0.0002,2024-01-22,0,LOW,12.7,12.7,46.8,7.8,False,0,overlay disabled,LOW_VOL,False,4850.43,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.36,13.19,13.85
0,-0.0002,2024-01-23,0,LOW,4.4,4.4,17.7,3.3,False,0,overlay disabled,LOW_VOL,False,4864.6,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.45,12.55,13.59
0,-0.0002,2024-01-24,0,LOW,13.1,13.1,48.4,7.4,False,0,overlay disabled,LOW_VOL,False,4868.55,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.3,13.14,13.26
0,-0.0002,2024-01-25,0,LOW,18.7,18.7,59.7,9.6,True,0,overlay disabled,LOW_VOL,False,4894.16,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.64,13.45,13.13
0,-0.00019,2024-01-26,0,LOW,15.1,15.1,53.2,8.2,True,0,overlay disabled,LOW_VOL,False,4890.97,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.36,13.26,13.12
0,-0.00019,2024-01-29,0,LOW,22.7,22.7,62.9,10.6,True,0,overlay disabled,LOW_VOL,False,4927.93,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.95,13.6,13.2
0,-0.00019,2024-01-30,0,LOW,16.3,16.3,56.5,8.6,True,0,overlay disabled,LOW_VOL,False,4924.97,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.7,13.31,13.35
0,-0.00019,2024-01-31,0,LOW,37.8,37.8,83.9,15.8,True,0,overlay disabled,LOW_VOL,False,4845.65,Bull Call Diagonal,bull_call_diagonal,BULLISH,2.86,14.35,13.59
0,-0.00019,2024-02-01,0,LOW,29.5,29.5,72.6,12.5,True,0,overlay disabled,LOW_VOL,False,4906.19,Bull Call Diagonal,bull_call_diagonal,BULLISH,3.98,13.88,13.68
0,-0.00018,2024-02-02,0,LOW,29.1,29.1,72.6,12.3,True,0,overlay disabled,LOW_VOL,False,4958.61,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.91,13.85,13.8
0,-0.00018,2024-02-05,0,LOW,25.5,25.5,67.7,11.1,True,0,overlay disabled,LOW_VOL,False,4942.81,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.39,13.67,13.81
0,-0.00018,2024-02-06,0,LOW,11.6,11.6,43.5,6.9,False,0,overlay disabled,LOW_VOL,False,4954.23,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.46,13.06,13.76
0,-0.0001,2024-02-07,0,LOW,8.4,8.4,32.3,5.3,False,0,overlay disabled,LOW_VOL,False,4995.06,Bull Call Diagonal,bull_call_diagonal,BULLISH,5.13,12.83,13.46
0,-0.0001,2024-02-08,0,LOW,8.0,8.0,32.3,5.0,False,0,overlay disabled,LOW_VOL,False,4997.91,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.99,12.79,13.24
0,-0.0001,2024-02-09,0,LOW,10.8,10.8,40.3,6.0,False,0,overlay disabled,LOW_VOL,False,5026.61,Bull Call Diagonal,bull_call_diagonal,BULLISH,5.38,12.93,13.06
0,-0.0001,2024-02-12,0,LOW,33.9,33.9,83.9,12.9,True,0,overlay disabled,LOW_VOL,False,5021.84,Bull Call Diagonal,bull_call_diagonal,BULLISH,5.07,13.93,13.11
0,-0.00017,2024-02-13,0,NEUTRAL,53.0,53.0,100.0,26.2,False,0,overlay disabled,NORMAL,False,4953.17,Bull Put Spread,bull_put_spread,BULLISH,3.47,15.85,13.67
0,-0.0001,2024-02-14,0,NEUTRAL,41.4,41.4,96.8,16.0,True,0,overlay disabled,LOW_VOL,False,5000.62,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.28,14.38,13.98
0,-0.0001,2024-02-15,0,LOW,36.3,36.3,85.5,13.4,True,0,overlay disabled,LOW_VOL,False,5029.73,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.69,14.01,14.22
0,-0.0001,2024-02-16,0,NEUTRAL,40.6,40.6,91.9,15.0,True,0,overlay disabled,LOW_VOL,False,5005.57,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.0,14.24,14.48
0,-0.00016,2024-02-20,0,NEUTRAL,51.8,51.8,98.4,23.2,False,0,overlay disabled,NORMAL,False,4975.51,Reduce / Wait,,BULLISH,3.19,15.42,14.78
0,-0.00013,2024-02-21,0,NEUTRAL,51.8,51.8,96.8,22.6,False,0,overlay disabled,NORMAL,False,4981.8,Reduce / Wait,,BULLISH,3.15,15.34,14.68
0,0.0,2024-02-22,0,NEUTRAL,45.0,45.0,93.5,17.1,True,0,overlay disabled,LOW_VOL,False,5087.03,Bull Call Diagonal,bull_call_diagonal,BULLISH,5.12,14.54,14.71
0,-0.0002,2024-02-23,0,LOW,28.3,28.3,74.2,11.6,True,0,overlay disabled,LOW_VOL,False,5088.8,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.96,13.75,14.66
0,-0.0002,2024-02-26,0,LOW,27.9,27.9,72.6,11.6,True,0,overlay disabled,LOW_VOL,False,5069.53,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.37,13.74,14.56
0,-0.0002,2024-02-27,0,LOW,20.3,20.3,62.9,9.4,True,0,overlay disabled,LOW_VOL,False,5078.18,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.39,13.43,14.16
0,-0.00019,2024-02-28,0,LOW,31.5,31.5,74.2,12.2,True,0,overlay disabled,LOW_VOL,False,5069.76,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.07,13.84,13.86
0,-0.00019,2024-02-29,0,LOW,19.9,19.9,59.7,9.2,True,0,overlay disabled,LOW_VOL,False,5096.27,Bull Call Diagonal,bull_call_diagonal,BULLISH,4.45,13.4,13.63
