policy,entry,exit,pnl
MA10/20,2004-08-05,2004-08-26,12189.948699489945
MA10/20,2004-08-26,2004-09-30,1513.9296567887232
MA10/20,2004-10-08,2004-10-21,-3021.515107320579
MA10/20,2004-10-20,2004-11-23,-9465.979463331818
MA10/20,2004-11-23,2004-12-29,7457.491392852287
MA10/20,2004-12-29,2005-01-11,-5271.988064820589
MA10/20,2005-02-07,2005-03-14,1362.247443664601
MA10/20,2005-03-14,2005-03-21,-3700.770026112542
MA10/20,2005-03-18,2005-04-12,12681.172948826492
MA10/20,2005-04-12,2005-04-20,-5704.661728427995
MA10/20,2005-04-15,2005-05-10,12227.474634614398
MA10/20,2005-05-10,2005-06-14,6916.112221516427
MA10/20,2005-06-14,2005-07-06,-1794.463637047533
MA10/20,2005-07-14,2005-08-17,-212.77724409493172
MA10/20,2005-08-15,2005-09-16,14977.1545243264
MA10/20,2005-09-16,2005-09-27,-3645.6961278801473
MA10/20,2005-10-18,2005-11-21,-3723.76991176004
MA10/20,2005-11-21,2005-12-27,561.606729214178
MA10/20,2005-12-27,2006-01-31,5309.683537477007
MA10/20,2005-12-29,2006-02-03,10086.567497993732
MA10/20,2006-02-16,2006-03-22,12795.805025888656
MA10/20,2006-03-22,2006-04-26,151.89022481525961
MA10/20,2006-04-07,2006-05-12,8119.215374865729
MA10/20,2006-05-30,2006-06-21,12651.43082446951
MA10/20,2006-06-21,2006-07-24,12850.280413720864
MA10/20,2006-08-15,2006-09-19,5818.548775857336
MA10/20,2006-09-19,2006-10-23,10283.493600604192
MA10/20,2006-10-23,2006-11-27,1485.4411030355789
MA10/20,2006-11-27,2007-01-03,6332.930576912669
MA10/20,2007-01-03,2007-02-07,5951.79920191109
MA10/20,2007-01-10,2007-02-14,9608.004764497284
MA10/20,2007-02-14,2007-03-02,-4794.513722356178
MA10/20,2007-03-13,2007-04-17,3472.9699487398193
MA10/20,2007-04-17,2007-05-21,8714.389679792794
MA10/20,2007-05-21,2007-06-19,1187.4707232734222
MA10/20,2007-06-22,2007-07-27,-6700.267086649451
MA10/20,2007-08-08,2007-09-12,6473.3858456612215
MA10/20,2007-08-20,2007-09-18,4814.038205060953
MA10/20,2007-08-21,2007-09-20,4602.786308677896
MA10/20,2007-10-26,2007-11-30,2059.6551150734326
MA10/20,2007-11-01,2007-12-06,13538.268086360726
MA10/20,2007-11-02,2007-12-06,12848.990177695365
MA10/20,2007-12-11,2007-12-26,9873.22405392364
MA10/20,2007-12-28,2008-02-04,-9618.241640881008
MA10/20,2007-12-31,2008-02-05,-15010.881166489733
MA10/20,2008-01-02,2008-02-06,-10933.230504336645
MA10/20,2008-02-28,2008-04-01,11262.24701254401
MA10/20,2008-03-28,2008-04-01,9832.638351606785
MA10/20,2008-02-27,2008-04-02,10443.68271708573
MA10/20,2008-04-10,2008-04-23,11102.02557960247
MA10/20,2008-04-11,2008-05-13,11008.943376780888
MA10/20,2008-04-14,2008-05-16,8766.321141358298
MA10/20,2008-05-13,2008-06-02,-1346.3315539939174
MA10/20,2008-06-18,2008-07-02,6677.379990641165
MA10/20,2008-06-04,2008-07-09,-21729.81218380232
MA10/20,2008-07-16,2008-08-06,4508.952565694193
MA10/20,2008-07-25,2008-08-20,11329.83971093574
MA10/20,2008-07-21,2008-08-21,6126.999075168583
MA10/20,2008-09-02,2008-10-06,-37086.49281967826
MA10/20,2008-09-19,2008-10-23,-10567.026507047032
MA10/20,2009-04-17,2009-05-18,10338.137483502951
MA10/20,2009-05-04,2009-05-22,2211.4504455881042
MA10/20,2009-05-22,2009-06-01,10929.20020497578
MA10/20,2009-05-27,2009-06-19,10197.831273167405
MA10/20,2009-06-02,2009-06-22,-10624.779992266578
MA10/20,2009-05-26,2009-06-25,13075.090854117307
MA10/20,2009-10-21,2009-11-10,6515.679921666666
MA10/20,2009-11-12,2009-12-10,11001.88887277607
MA10/20,2009-11-13,2009-12-14,11368.43365077368
MA10/20,2009-11-10,2009-12-15,5357.303132603757
MA10/20,2009-12-17,2010-01-04,10784.364221005566
MA10/20,2009-12-10,2010-01-08,10822.62665107542
MA10/20,2010-01-11,2010-01-27,-4521.1399243681135
MA10/20,2010-01-21,2010-02-10,-12715.68321943748
MA10/20,2010-02-16,2010-03-22,-3857.030200411724
MA10/20,2010-03-05,2010-04-09,8807.208764772178
MA10/20,2010-04-09,2010-05-06,-959.8475129975012
MA10/20,2010-05-10,2010-06-14,3375.2283765585894
MA10/20,2010-05-11,2010-06-15,5216.816871761698
MA10/20,2010-06-14,2010-07-08,4860.497301326881
MA10/20,2010-06-15,2010-07-13,4819.4081162465745
MA10/20,2010-06-22,2010-07-13,6766.318831205828
MA10/20,2010-07-08,2010-08-10,4531.451580109353
MA10/20,2010-08-09,2010-08-27,-17973.98061668697
MA10/20,2010-08-10,2010-09-13,12231.36249441645
MA10/20,2010-08-20,2010-09-24,6406.516274290615
MA10/20,2010-08-27,2010-10-01,-8933.371959012364
MA10/20,2010-09-21,2010-10-21,11656.011620626343
MA10/20,2010-09-27,2010-10-22,10780.533393878422
MA10/20,2010-11-29,2011-01-03,4180.027098887177
MA10/20,2010-12-07,2011-01-11,7541.674936093164
MA10/20,2011-01-11,2011-02-15,7941.730497042601
MA10/20,2011-02-15,2011-03-07,-684.8911192198608
MA10/20,2011-03-17,2011-03-31,5070.697585000866
MA10/20,2011-03-04,2011-04-01,12675.187150705928
MA10/20,2011-03-18,2011-04-04,4399.878340567035
MA10/20,2011-04-01,2011-04-21,31.319243924219307
MA10/20,2011-04-28,2011-05-18,-2268.9960453543686
MA10/20,2011-06-06,2011-07-11,10676.94638907658
MA10/20,2011-07-11,2011-07-22,12929.129623841114
MA10/20,2011-06-30,2011-08-02,-4800.350612641
MA10/20,2011-08-15,2011-09-15,4622.435840405553
MA10/20,2011-08-16,2011-09-15,4654.054383943202
MA10/20,2011-09-01,2011-09-22,-15133.170231571048
MA10/20,2011-09-20,2011-10-13,4371.944592524648
MA10/20,2011-10-14,2011-10-27,11317.455979071832
MA10/20,2011-10-10,2011-11-10,4199.6354299856475
MA10/20,2011-10-13,2011-11-16,3658.640868400473
MA10/20,2011-10-27,2011-11-16,-11034.379608258734
MA10/20,2011-11-16,2011-12-05,10077.172402612141
MA10/20,2011-11-17,2011-12-09,11924.824492387777
MA10/20,2011-11-18,2011-12-09,4408.855263848436
MA10/20,2011-12-05,2011-12-19,7341.377895750677
MA10/20,2011-12-09,2011-12-23,11246.852073898897
MA10/20,2011-12-28,2012-02-02,9886.831698786616
MA10/20,2011-12-29,2012-02-02,11351.34759024335
MA10/20,2012-02-10,2012-02-24,14565.726648826345
MA10/20,2012-02-02,2012-03-08,5847.793324927157
MA10/20,2012-03-06,2012-03-19,22574.237756654788
MA10/20,2012-03-08,2012-04-12,3118.457833038103
MA10/20,2012-05-01,2012-05-14,-5561.1606687387375
MA10/20,2012-05-29,2012-06-20,12970.96510867697
MA10/20,2012-06-13,2012-06-29,12071.185696782577
MA10/20,2012-06-20,2012-07-25,-1554.4546187480098
MA10/20,2012-07-26,2012-08-29,7009.324777346566
MA10/20,2012-08-29,2012-10-03,5590.220022777608
MA10/20,2012-11-02,2012-11-28,12273.30076531909
MA10/20,2012-12-19,2013-01-03,14847.166986767686
MA10/20,2012-11-30,2013-01-07,6564.394817972205
MA10/20,2013-01-07,2013-02-11,8296.361274516375
MA10/20,2013-02-11,2013-03-18,5787.3345292257845
MA10/20,2013-03-18,2013-04-22,2092.7281438359582
MA10/20,2013-04-22,2013-05-24,10629.851984158031
MA10/20,2013-04-29,2013-06-03,3444.9741716817057
MA10/20,2013-06-11,2013-07-05,13010.830975165794
MA10/20,2013-07-09,2013-08-12,13717.231244145205
MA10/20,2013-08-12,2013-08-19,-4308.994036882775
MA10/20,2013-08-28,2013-10-02,7835.131441818099
MA10/20,2013-10-14,2013-11-15,6751.745528865349
MA10/20,2013-11-15,2013-12-16,352.5237657079357
MA10/20,2013-12-12,2014-01-13,12599.71276763505
MA10/20,2014-01-13,2014-01-29,-3090.337726118987
MA10/20,2014-02-10,2014-03-17,7365.030667762285
MA10/20,2014-03-18,2014-04-16,-1401.4500984468104
MA10/20,2014-03-24,2014-04-17,12945.304056182375
MA10/20,2014-04-23,2014-05-21,13749.918401427245
MA10/20,2014-05-21,2014-06-25,9088.299234051277
MA10/20,2014-06-25,2014-07-30,2213.1335186228353
MA10/20,2014-07-30,2014-08-05,-3335.6199153978914
MA10/20,2014-08-21,2014-09-25,-1249.6629536206958
MA10/20,2014-09-16,2014-10-20,-16934.361117358167
MA10/20,2014-10-21,2014-11-24,-3546.8026233673
MA10/20,2014-11-24,2014-12-15,-3442.5061998905257
MA10/20,2014-12-22,2015-01-28,-5711.060108841179
MA10/20,2015-01-28,2015-02-27,12677.01781527361
MA10/20,2015-02-27,2015-03-11,-4433.637853594572
MA10/20,2015-03-24,2015-04-22,12431.778491636018
MA10/20,2015-04-22,2015-05-27,2110.2943437319923
MA10/20,2015-05-12,2015-06-11,13463.555326092577
MA10/20,2015-06-15,2015-07-13,12858.64242000208
MA10/20,2015-07-20,2015-08-05,-3244.9488661146906
MA10/20,2015-08-04,2015-08-24,-42280.67959451792
MA10/20,2015-08-26,2015-09-10,4660.18761835836
MA10/20,2015-08-27,2015-09-15,4535.519783928954
MA10/20,2015-09-10,2015-10-02,5294.56101481806
MA10/20,2015-09-18,2015-10-05,8887.005860990585
MA10/20,2015-09-16,2015-10-08,13799.327654105178
MA10/20,2015-10-16,2015-10-29,16430.269856166724
MA10/20,2015-10-08,2015-11-11,11999.103408840532
MA10/20,2015-10-30,2015-11-12,-11655.709210561154
MA10/20,2015-11-27,2016-01-04,-5794.419510355454
MA10/20,2016-01-04,2016-02-08,-14158.60659210796
MA10/20,2016-02-05,2016-02-22,11597.345157017027
MA10/20,2016-02-16,2016-03-10,4603.373282142813
MA10/20,2016-02-17,2016-03-10,4573.406359385228
MA10/20,2016-03-11,2016-03-24,9586.646395811751
MA10/20,2016-03-28,2016-04-08,5982.637552101934
MA10/20,2016-03-24,2016-04-28,4607.103292788711
MA10/20,2016-05-02,2016-05-06,-2262.4160444949284
MA10/20,2016-05-17,2016-06-21,6405.83255534473
MA10/20,2016-06-22,2016-07-07,15050.222915034812
MA10/20,2016-07-07,2016-08-10,10751.249571429913
MA10/20,2016-08-10,2016-09-01,74.19845099855632
MA10/20,2016-10-11,2016-10-24,10965.484778343423
MA10/20,2016-09-29,2016-11-02,-2835.962701340989
MA10/20,2016-11-11,2016-12-16,5609.600452489076
MA10/20,2016-12-16,2017-01-24,2144.5615277308625
MA10/20,2017-01-24,2017-02-28,9232.618227326206
MA10/20,2017-02-28,2017-03-24,-2139.5571631294492
MA10/20,2017-03-21,2017-04-24,15663.318253553482
MA10/20,2017-04-27,2017-06-01,4957.134992623235
MA10/20,2017-06-01,2017-07-06,-1115.5659920601317
MA10/20,2017-06-29,2017-08-03,12980.117400737603
MA10/20,2017-08-03,2017-08-16,97.3667768444858
MA10/20,2017-09-06,2017-10-10,8678.128245679263
MA10/20,2017-10-10,2017-11-13,4493.290249027699
MA10/20,2017-11-13,2017-12-18,9988.13537376674
MA10/20,2017-12-18,2018-01-24,12074.592371731123
MA10/20,2018-01-26,2018-02-08,-2848.6418133673446
MA10/20,2018-02-08,2018-02-23,6343.4321178198215
MA10/20,2018-02-09,2018-02-26,5879.04382463337
MA10/20,2018-02-23,2018-03-29,-2542.2959580920806
MA10/20,2018-04-03,2018-04-20,12259.899959391169
MA10/20,2018-05-02,2018-06-06,7097.1238881081745
MA10/20,2018-06-06,2018-06-28,-1784.449798347742
MA10/20,2018-07-13,2018-08-16,4102.82259157239
MA10/20,2018-08-16,2018-09-20,7297.1364879487555
MA10/20,2018-09-20,2018-10-10,-3093.843343637899
MA10/20,2018-10-18,2018-11-07,12181.33583724321
MA10/20,2018-11-07,2018-12-13,-13209.907802603902
MA10/20,2018-12-26,2019-01-10,5180.102480167163
MA10/20,2018-12-27,2019-01-11,5922.4152551516345
MA10/20,2019-01-31,2019-02-13,13204.261231076947
MA10/20,2019-01-10,2019-02-14,6197.753483059535
MA10/20,2019-02-13,2019-02-27,12064.56668893269
MA10/20,2019-03-06,2019-03-19,16612.700707586577
MA10/20,2019-02-27,2019-04-02,5847.647836033783
MA10/20,2019-04-02,2019-05-07,3954.336609148848
MA10/20,2019-06-13,2019-06-26,6844.716534466707
MA10/20,2019-06-28,2019-07-12,18302.301769481182
MA10/20,2019-07-12,2019-08-06,-4594.651873856432
MA10/20,2019-08-15,2019-09-16,11668.731437902037
MA10/20,2019-09-05,2019-09-18,12246.557068362215
MA10/20,2019-09-18,2019-10-02,-4065.405825637761
MA10/20,2019-10-18,2019-11-21,6498.4758737552
MA10/20,2019-11-21,2019-12-27,9498.531203125702
MA10/20,2019-12-27,2020-02-03,2725.1231222783026
MA10/20,2020-02-12,2020-02-27,-3693.5067264131335
MA10/20,2020-03-02,2020-04-03,-6721.301139477648
MA10/20,2020-03-04,2020-04-07,-4324.87196192342
MA10/20,2020-04-27,2020-05-11,9726.012630395902
MA10/20,2020-05-11,2020-05-27,9224.798332472961
MA10/20,2020-05-27,2020-06-05,11428.192168830714
MA10/20,2020-06-05,2020-06-25,-10542.229507964088
MA10/20,2020-06-23,2020-07-17,5180.474111829753
MA10/20,2020-06-24,2020-07-17,4568.3563183563365
MA10/20,2020-07-02,2020-08-06,-2193.6436642346807
MA10/20,2020-07-17,2020-08-20,10265.08018867307
MA10/20,2020-08-17,2020-08-27,10528.398699451149
MA10/20,2020-08-19,2020-09-23,-41.77440940516382
MA10/20,2020-08-20,2020-09-24,162.01572596092367
MA10/20,2020-09-16,2020-10-20,2350.426924222449
MA10/20,2020-11-05,2020-12-10,3097.2874042475937
MA10/20,2020-11-10,2020-12-15,10593.55714014053
MA10/20,2020-11-12,2020-12-17,10337.847822165038
MA10/20,2020-12-10,2020-12-31,9033.7944620137
