policy,entry,exit,pnl
现任 MA20/50,2002-01-29,2002-02-21,6202.046892636796
现任 MA20/50,2002-02-21,2002-03-27,-167.47246696466692
现任 MA20/50,2002-03-22,2002-04-09,-3840.0962819368665
现任 MA20/50,2002-05-07,2002-06-11,4639.401454101363
现任 MA20/50,2002-06-28,2002-08-02,-5521.002242350105
现任 MA20/50,2002-07-29,2002-08-30,4556.3070177559875
现任 MA20/50,2002-08-19,2002-09-09,-12946.43690803172
现任 MA20/50,2002-08-14,2002-09-18,2735.985691014465
现任 MA20/50,2002-09-11,2002-10-15,4856.266052753997
现任 MA20/50,2002-09-26,2002-10-25,4569.671828948481
现任 MA20/50,2002-10-21,2002-11-06,9389.468458177505
现任 MA20/50,2002-10-15,2002-11-08,5154.312144155985
现任 MA20/50,2002-10-28,2002-11-15,4196.938774851758
现任 MA20/50,2002-11-06,2002-11-21,10187.07629755646
现任 MA20/50,2002-11-08,2002-12-11,11190.72846382318
现任 MA20/50,2002-11-15,2002-12-20,10215.81933413734
现任 MA20/50,2003-06-09,2003-06-26,8714.861154910037
现任 MA20/50,2003-07-25,2003-08-05,-3263.987126812493
现任 MA20/50,2003-08-19,2003-09-23,5498.043537577465
现任 MA20/50,2003-10-13,2003-11-14,980.3465592871665
现任 MA20/50,2003-11-14,2003-12-19,7065.091252430845
现任 MA20/50,2003-12-19,2004-01-27,9385.776752343805
现任 MA20/50,2004-01-27,2004-03-02,888.3368732468767
现任 MA20/50,2004-03-02,2004-03-10,-2404.7673929562197
现任 MA20/50,2004-03-22,2004-04-14,14290.357741861242
现任 MA20/50,2004-04-02,2004-04-20,-3511.7861358695086
现任 MA20/50,2004-04-23,2004-04-28,-2140.9495620364596
现任 MA20/50,2004-06-01,2004-07-07,-667.0853377045124
现任 MA20/50,2004-08-05,2004-08-26,12189.948699489945
现任 MA20/50,2004-09-02,2004-10-07,2728.476561715566
现任 MA20/50,2004-10-07,2004-10-19,-4633.834848412417
现任 MA20/50,2004-11-02,2004-11-15,21690.806435523697
现任 MA20/50,2004-10-28,2004-12-02,10594.067234931574
现任 MA20/50,2004-12-02,2005-01-06,-333.5916608241237
现任 MA20/50,2005-01-06,2005-01-13,-2207.862918565841
现任 MA20/50,2005-01-18,2005-01-21,-4132.502770728254
现任 MA20/50,2005-02-04,2005-02-22,-2967.692487206984
现任 MA20/50,2005-02-24,2005-03-21,-2502.184902151957
现任 MA20/50,2005-03-15,2005-04-12,12829.267330482815
现任 MA20/50,2005-04-15,2005-05-10,12227.474634614398
现任 MA20/50,2005-05-12,2005-06-10,12819.837435457226
现任 MA20/50,2005-06-10,2005-07-15,6326.564482478944
现任 MA20/50,2005-07-15,2005-08-18,-388.6637690554527
现任 MA20/50,2005-08-31,2005-09-30,12710.31492245082
现任 MA20/50,2005-09-30,2005-11-03,9260.677830516186
现任 MA20/50,2005-11-03,2005-12-08,7003.375467779834
现任 MA20/50,2005-12-08,2006-01-13,6336.045175759375
现任 MA20/50,2006-01-13,2006-02-07,-5255.571304150399
现任 MA20/50,2006-02-14,2006-03-21,13334.215174887768
现任 MA20/50,2006-03-21,2006-04-25,895.6146557484576
现任 MA20/50,2006-04-25,2006-05-12,-783.7940794342448
现任 MA20/50,2006-05-30,2006-06-21,12651.43082446951
现任 MA20/50,2006-06-21,2006-07-24,12850.280413720864
现任 MA20/50,2006-08-15,2006-09-19,5818.548775857336
现任 MA20/50,2006-09-19,2006-10-23,10283.493600604192
现任 MA20/50,2006-10-23,2006-11-27,1485.4411030355789
现任 MA20/50,2006-11-27,2007-01-03,6332.930576912669
现任 MA20/50,2007-01-03,2007-02-07,5951.79920191109
现任 MA20/50,2007-02-07,2007-02-27,-2909.447704141002
现任 MA20/50,2007-03-13,2007-04-17,3472.9699487398193
现任 MA20/50,2007-04-17,2007-05-21,8714.389679792794
现任 MA20/50,2007-05-21,2007-06-25,-2492.116101258164
现任 MA20/50,2007-06-22,2007-07-27,-6700.267086649451
现任 MA20/50,2007-08-08,2007-09-12,6473.3858456612215
现任 MA20/50,2007-08-20,2007-09-18,4814.038205060953
现任 MA20/50,2007-08-21,2007-09-20,4602.786308677896
现任 MA20/50,2007-11-02,2007-12-06,12848.990177695365
现任 MA20/50,2007-11-13,2007-12-06,4936.211896200384
现任 MA20/50,2007-12-11,2007-12-26,10712.873065171869
现任 MA20/50,2007-12-06,2008-01-11,-9014.026341635326
现任 MA20/50,2007-12-12,2008-01-17,-20174.180583813664
现任 MA20/50,2007-12-31,2008-02-05,-15010.881166489733
现任 MA20/50,2008-01-24,2008-02-14,4367.94297284886
现任 MA20/50,2008-02-27,2008-03-17,6222.121475609228
现任 MA20/50,2008-03-11,2008-04-08,4921.700863692641
现任 MA20/50,2008-03-18,2008-04-09,4488.416969772631
现任 MA20/50,2008-04-10,2008-04-23,11102.02557960247
现任 MA20/50,2008-04-11,2008-05-13,11008.943376780888
现任 MA20/50,2008-04-14,2008-05-16,-3681.499667740626
现任 MA20/50,2008-05-13,2008-06-06,-2644.5006893771497
现任 MA20/50,2008-06-18,2008-07-02,6677.379990641165
现任 MA20/50,2008-06-04,2008-07-09,-21729.81218380232
现任 MA20/50,2008-07-16,2008-08-06,4508.952565694193
现任 MA20/50,2008-07-21,2008-08-21,6126.999075168583
现任 MA20/50,2008-09-02,2008-10-06,-37086.49281967826
现任 MA20/50,2009-04-17,2009-05-18,10338.137483502951
现任 MA20/50,2009-05-04,2009-05-22,2211.4504455881042
现任 MA20/50,2009-05-22,2009-06-01,10929.20020497578
现任 MA20/50,2009-06-01,2009-06-19,1549.5351823315389
现任 MA20/50,2009-10-21,2009-11-10,6515.679921666666
现任 MA20/50,2009-11-10,2009-11-25,8647.421261699123
现任 MA20/50,2009-11-27,2009-12-14,10015.456075531527
现任 MA20/50,2009-12-17,2010-01-04,10784.364221005566
现任 MA20/50,2010-01-11,2010-01-22,-3191.117274742697
现任 MA20/50,2010-01-21,2010-02-19,11558.427744906072
现任 MA20/50,2010-02-16,2010-03-22,-3857.030200411724
现任 MA20/50,2010-03-05,2010-04-09,8807.208764772178
现任 MA20/50,2010-04-09,2010-05-06,-959.8475129975012
现任 MA20/50,2010-05-10,2010-06-14,3375.2283765585894
现任 MA20/50,2010-05-11,2010-06-15,5216.816871761698
现任 MA20/50,2010-06-17,2010-07-01,6230.746011386572
现任 MA20/50,2010-06-14,2010-07-08,4860.497301326881
现任 MA20/50,2010-06-15,2010-07-13,4819.4081162465745
现任 MA20/50,2010-07-08,2010-08-10,4531.451580109353
现任 MA20/50,2010-08-09,2010-08-27,-17973.98061668697
现任 MA20/50,2010-08-11,2010-09-03,11929.214481117102
现任 MA20/50,2010-08-10,2010-09-13,12231.36249441645
现任 MA20/50,2010-08-27,2010-10-01,-8933.371959012364
现任 MA20/50,2010-09-07,2010-10-11,7698.229393468768
现任 MA20/50,2010-09-21,2010-10-21,11656.011620626343
现任 MA20/50,2010-11-29,2010-12-10,20741.90330721572
现任 MA20/50,2010-12-07,2011-01-11,7541.674936093164
现任 MA20/50,2011-01-11,2011-02-15,7941.730497042601
现任 MA20/50,2011-02-15,2011-03-15,-2417.159080521306
现任 MA20/50,2011-03-07,2011-03-18,-11911.824346224852
现任 MA20/50,2011-03-17,2011-03-31,5070.697585000866
现任 MA20/50,2011-03-18,2011-04-04,4399.878340567035
现任 MA20/50,2011-03-31,2011-04-18,-3008.621467403839
现任 MA20/50,2011-04-20,2011-05-24,-921.6475382837292
现任 MA20/50,2011-05-31,2011-06-03,-4831.780767855478
现任 MA20/50,2011-06-06,2011-07-11,10676.94638907658
现任 MA20/50,2011-07-01,2011-07-29,-1793.5678506387787
现任 MA20/50,2011-07-11,2011-08-10,-40145.62970696146
现任 MA20/50,2011-08-15,2011-09-15,4622.435840405553
现任 MA20/50,2011-08-16,2011-09-15,4654.054383943202
现任 MA20/50,2011-09-15,2011-10-12,4323.360396066504
现任 MA20/50,2011-09-16,2011-10-13,4318.618616081739
现任 MA20/50,2011-10-11,2011-10-21,8717.504429326114
现任 MA20/50,2011-10-24,2011-11-11,5847.232242695156
现任 MA20/50,2011-11-11,2011-12-02,3676.2238639853967
现任 MA20/50,2011-11-17,2011-12-09,11924.824492387777
现任 MA20/50,2011-11-18,2011-12-09,4408.855263848436
现任 MA20/50,2011-12-08,2011-12-22,11922.43504923117
现任 MA20/50,2011-12-09,2011-12-23,11246.852073898897
现任 MA20/50,2011-12-22,2012-01-06,11556.994551219981
现任 MA20/50,2011-12-28,2012-02-02,9886.831698786616
现任 MA20/50,2011-12-29,2012-02-02,11351.34759024335
现任 MA20/50,2012-02-10,2012-02-24,14565.726648826345
现任 MA20/50,2012-02-02,2012-03-08,5847.793324927157
现任 MA20/50,2012-03-06,2012-03-19,22574.237756654788
现任 MA20/50,2012-03-08,2012-04-10,122.87451984934856
现任 MA20/50,2012-04-12,2012-04-23,-1838.0622787440182
现任 MA20/50,2012-04-26,2012-05-04,-2640.4045290225067
现任 MA20/50,2012-05-04,2012-06-08,4100.747120078542
现任 MA20/50,2012-06-08,2012-06-29,11767.607417824318
现任 MA20/50,2012-06-29,2012-08-03,4138.962338057852
现任 MA20/50,2012-07-24,2012-08-27,9824.008972973696
现任 MA20/50,2012-08-03,2012-09-07,6936.259520270932
现任 MA20/50,2012-09-07,2012-10-11,-238.15389204524826
现任 MA20/50,2012-10-15,2012-10-23,-1934.089580978164
现任 MA20/50,2012-11-02,2012-11-28,12273.30076531909
现任 MA20/50,2012-12-11,2012-12-28,-185.8413413628207
现任 MA20/50,2012-12-19,2013-01-03,14847.166986767686
现任 MA20/50,2012-12-04,2013-01-08,12443.017397159769
现任 MA20/50,2013-01-08,2013-02-12,9195.111074212458
现任 MA20/50,2013-02-12,2013-03-19,5252.744597923929
现任 MA20/50,2013-03-19,2013-04-23,4421.224671356374
现任 MA20/50,2013-04-23,2013-05-28,10324.521731394443
现任 MA20/50,2013-05-28,2013-06-20,-5226.885552777723
现任 MA20/50,2013-06-12,2013-07-05,14223.24315217985
现任 MA20/50,2013-07-05,2013-08-08,8252.396713143236
现任 MA20/50,2013-08-08,2013-08-19,-5298.833844512761
现任 MA20/50,2013-08-28,2013-10-02,7835.131441818099
现任 MA20/50,2013-10-16,2013-11-19,8091.767131655572
现任 MA20/50,2013-11-19,2013-12-24,5978.190581728768
现任 MA20/50,2013-12-24,2014-01-24,-2153.336455900568
现任 MA20/50,2014-02-10,2014-03-17,7365.030667762285
现任 MA20/50,2014-03-18,2014-04-11,-5121.795308441936
现任 MA20/50,2014-04-07,2014-05-02,13125.770511479863
现任 MA20/50,2014-05-02,2014-06-06,8509.009572862244
现任 MA20/50,2014-05-06,2014-06-10,6175.866755027381
现任 MA20/50,2014-06-10,2014-07-15,3592.3206420246715
现任 MA20/50,2014-07-15,2014-07-31,-2101.458383943838
现任 MA20/50,2014-08-13,2014-09-17,8980.116856160881
现任 MA20/50,2014-09-17,2014-10-01,-3757.9769000305064
现任 MA20/50,2014-10-08,2014-11-11,10268.032828975034
现任 MA20/50,2014-11-11,2014-12-15,-1138.7507621048417
现任 MA20/50,2014-12-24,2015-01-05,-2825.701082560321
现任 MA20/50,2015-01-13,2015-02-05,12869.94442959431
现任 MA20/50,2015-02-05,2015-02-27,13117.318393746655
现任 MA20/50,2015-02-27,2015-03-10,-4158.446132426275
现任 MA20/50,2015-03-26,2015-04-21,12536.307541431655
现任 MA20/50,2015-03-18,2015-04-22,453.8433784527439
现任 MA20/50,2015-04-22,2015-05-27,2110.2943437319923
现任 MA20/50,2015-05-12,2015-06-11,13463.555326092577
现任 MA20/50,2015-06-11,2015-07-16,14588.93898965683
现任 MA20/50,2015-07-16,2015-07-24,-3985.414710418873
现任 MA20/50,2015-08-04,2015-08-24,-42280.67959451792
现任 MA20/50,2015-08-26,2015-09-10,4660.18761835836
现任 MA20/50,2015-08-27,2015-09-15,4535.519783928954
现任 MA20/50,2015-09-10,2015-10-02,5294.56101481806
现任 MA20/50,2015-09-16,2015-10-08,13799.327654105178
现任 MA20/50,2015-09-23,2015-10-15,11187.04390952294
现任 MA20/50,2015-10-16,2015-10-29,16430.269856166724
现任 MA20/50,2015-10-30,2015-11-12,-11655.709210561154
现任 MA20/50,2015-10-13,2015-11-16,10228.905383010413
现任 MA20/50,2015-11-25,2015-12-09,-14849.111297983927
现任 MA20/50,2015-12-03,2016-01-08,-14207.246741671337
现任 MA20/50,2016-01-29,2016-03-01,13744.39422087457
现任 MA20/50,2016-02-16,2016-03-10,4603.373282142813
现任 MA20/50,2016-02-17,2016-03-10,4573.406359385228
现任 MA20/50,2016-03-11,2016-03-24,9586.646395811751
现任 MA20/50,2016-03-28,2016-04-08,5982.637552101934
现任 MA20/50,2016-03-24,2016-04-28,4607.103292788711
现任 MA20/50,2016-05-02,2016-05-19,-3302.4360383376284
现任 MA20/50,2016-05-16,2016-06-20,6027.713250539698
现任 MA20/50,2016-06-22,2016-07-07,15050.222915034812
现任 MA20/50,2016-07-07,2016-08-10,10751.249571429913
现任 MA20/50,2016-08-10,2016-09-09,-2043.0501217759102
现任 MA20/50,2016-10-03,2016-11-04,-12207.325889307904
现任 MA20/50,2016-11-09,2016-12-14,8725.30912836377
现任 MA20/50,2016-12-14,2017-01-20,1405.770311266175
现任 MA20/50,2017-01-20,2017-02-24,9946.856498344769
现任 MA20/50,2017-02-24,2017-03-30,-117.38866719429126
现任 MA20/50,2017-03-30,2017-04-12,-202.6598322765263
现任 MA20/50,2017-04-24,2017-05-17,731.6507831238412
现任 MA20/50,2017-05-19,2017-06-23,5987.831020138388
现任 MA20/50,2017-06-23,2017-07-28,4242.621502583173
现任 MA20/50,2017-07-28,2017-08-10,-94.38744059728089
现任 MA20/50,2017-08-14,2017-08-17,-1594.938909021872
现任 MA20/50,2017-08-22,2017-09-21,12850.133060325848
现任 MA20/50,2017-09-21,2017-10-25,7045.80964234554
现任 MA20/50,2017-10-25,2017-11-29,7170.4719696759075
现任 MA20/50,2017-11-29,2018-01-04,9685.848011336904
现任 MA20/50,2018-01-04,2018-02-05,13595.953096249348
现任 MA20/50,2018-02-07,2018-02-22,6228.309090273208
现任 MA20/50,2018-02-08,2018-02-23,6343.4321178198215
现任 MA20/50,2018-02-22,2018-03-16,12032.140692820649
现任 MA20/50,2018-03-16,2018-04-20,3648.9862458377834
现任 MA20/50,2018-04-20,2018-05-09,13273.225596346007
现任 MA20/50,2018-05-09,2018-06-13,6734.7142741731805
现任 MA20/50,2018-06-13,2018-06-27,-3073.8804729618487
现任 MA20/50,2018-07-06,2018-08-09,7817.633658119965
现任 MA20/50,2018-08-09,2018-09-13,5179.288276050687
现任 MA20/50,2018-09-13,2018-10-10,-2088.917512913115
现任 MA20/50,2018-10-18,2018-11-07,12181.33583724321
现任 MA20/50,2018-11-07,2018-12-13,-13209.907802603902
现任 MA20/50,2018-12-26,2019-01-10,5180.102480167163
现任 MA20/50,2018-12-27,2019-01-11,5922.4152551516345
现任 MA20/50,2019-01-31,2019-02-13,13204.261231076947
现任 MA20/50,2019-01-10,2019-02-14,6197.753483059535
现任 MA20/50,2019-02-13,2019-02-27,12064.56668893269
现任 MA20/50,2019-03-06,2019-03-19,16612.700707586577
现任 MA20/50,2019-02-27,2019-04-02,5847.647836033783
现任 MA20/50,2019-04-02,2019-05-07,3954.336609148848
现任 MA20/50,2019-05-22,2019-06-26,8821.230020566416
现任 MA20/50,2019-06-18,2019-07-01,13145.598633544063
现任 MA20/50,2019-07-01,2019-08-05,-2103.1394616351204
现任 MA20/50,2019-08-15,2019-09-16,11668.731437902037
现任 MA20/50,2019-09-05,2019-09-18,12246.557068362215
现任 MA20/50,2019-09-18,2019-10-02,-4065.405825637761
现任 MA20/50,2019-10-11,2019-11-14,8571.07710754387
现任 MA20/50,2019-11-14,2019-12-19,8099.505036112729
现任 MA20/50,2019-12-19,2020-01-27,5200.783285582604
现任 MA20/50,2020-02-06,2020-02-24,-1500.103642913675
现任 MA20/50,2020-03-02,2020-04-03,-6721.301139477648
现任 MA20/50,2020-03-04,2020-04-07,-4324.87196192342
现任 MA20/50,2020-04-27,2020-05-11,9726.012630395902
现任 MA20/50,2020-05-11,2020-05-27,9224.798332472961
现任 MA20/50,2020-05-27,2020-06-05,11428.192168830714
现任 MA20/50,2020-06-05,2020-06-25,-10542.229507964088
现任 MA20/50,2020-06-25,2020-07-06,9294.22982310695
现任 MA20/50,2020-07-07,2020-07-20,11109.699499695967
现任 MA20/50,2020-06-26,2020-07-24,11040.584925059897
现任 MA20/50,2020-07-02,2020-08-06,8782.171969662024
现任 MA20/50,2020-08-17,2020-08-27,10528.398699451149
现任 MA20/50,2020-08-19,2020-09-23,-41.77440940516382
现任 MA20/50,2020-08-20,2020-09-24,162.01572596092367
现任 MA20/50,2020-11-06,2020-11-23,8847.625528277162
现任 MA20/50,2020-11-05,2020-11-25,11522.061284659578
现任 MA20/50,2020-11-09,2020-11-27,10790.432006240368
现任 MA20/50,2020-11-23,2020-12-08,10587.463044700135
现任 MA20/50,2020-12-09,2020-12-30,7608.59534940392
现任 MA20/50,2020-12-30,2021-01-20,10648.568620793714
现任 MA20/50,2021-01-04,2021-02-03,12090.406340878653
现任 MA20/50,2021-01-25,2021-02-11,8967.716326203983
现任 MA20/50,2021-01-29,2021-02-12,5379.0593391949715
现任 MA20/50,2021-02-18,2021-03-10,3665.6580960890224
现任 MA20/50,2021-03-05,2021-03-22,11132.542317702902
现任 MA20/50,2021-03-08,2021-03-22,11154.938836581656
现任 MA20/50,2021-03-10,2021-03-26,10432.295181860056
现任 MA20/50,2021-04-01,2021-05-06,8310.392208131656
现任 MA20/50,2021-05-19,2021-06-03,10286.948802395009
现任 MA20/50,2021-05-07,2021-06-11,512.689661622105
现任 MA20/50,2021-06-11,2021-06-18,-1322.2603350470986
现任 MA20/50,2021-06-21,2021-07-26,8324.846216112204
现任 MA20/50,2021-07-26,2021-08-27,3814.618004433133
现任 MA20/50,2021-08-18,2021-08-31,18951.71375692652
现任 MA20/50,2021-08-27,2021-09-20,-1529.0741669981767
现任 MA20/50,2021-09-17,2021-10-14,14983.742549481696
现任 MA20/50,2021-10-18,2021-11-19,8891.38070370697
现任 MA20/50,2021-11-22,2021-12-06,-13362.883186619143
现任 MA20/50,2021-12-02,2021-12-16,5368.221666932471
现任 MA20/50,2021-12-10,2021-12-23,5770.555011033715
现任 MA20/50,2021-11-19,2021-12-27,3988.003240977029
现任 MA20/50,2021-12-17,2022-01-11,11908.810894130223
现任 MA20/50,2021-12-20,2022-01-12,11609.219804128112
现任 MA20/50,2022-01-12,2022-01-18,-2916.3592569116977
现任 MA20/50,2022-01-28,2022-02-16,4308.756662681636
现任 MA20/50,2022-01-31,2022-03-07,-1031.0519362949042
现任 MA20/50,2022-02-16,2022-03-18,5049.522084889259
现任 MA20/50,2022-03-09,2022-03-23,4671.34985923024
现任 MA20/50,2022-03-18,2022-04-04,4760.729259130485
现任 MA20/50,2022-03-22,2022-04-11,-2860.3586538374843
现任 MA20/50,2022-03-23,2022-04-18,4588.928847561212
现任 MA20/50,2022-04-21,2022-05-25,-16802.64939463503
现任 MA20/50,2022-04-22,2022-05-26,5984.262444175864
现任 MA20/50,2022-07-29,2022-08-11,12069.348068375706
现任 MA20/50,2022-08-01,2022-09-02,1534.9390068919495
现任 MA20/50,2022-08-02,2022-09-06,2540.766458744678
现任 MA20/50,2022-09-14,2022-09-28,6024.275582262995
现任 MA20/50,2022-09-07,2022-10-11,-14971.934322382393
现任 MA20/50,2022-09-08,2022-10-12,-19025.296374074263
现任 MA20/50,2022-11-28,2022-12-16,-4532.654566028397
现任 MA20/50,2022-12-16,2023-01-18,11485.934467891617
现任 MA20/50,2022-12-19,2023-01-25,-1377.3478058793135
现任 MA20/50,2023-02-01,2023-03-01,-5951.10870203738
现任 MA20/50,2023-02-21,2023-03-21,11107.56341491135
现任 MA20/50,2023-02-22,2023-03-27,12520.868984224195
现任 MA20/50,2023-04-13,2023-05-17,476.98218203539477
现任 MA20/50,2023-05-17,2023-06-22,9972.324984082776
现任 MA20/50,2023-06-22,2023-07-27,8291.180473301423
现任 MA20/50,2023-07-27,2023-08-16,-4863.6439931784835
现任 MA20/50,2023-08-29,2023-09-15,-2561.8188606126378
现任 MA20/50,2023-10-04,2023-11-01,12547.505284106466
现任 MA20/50,2023-11-03,2023-12-08,-1060.4996356028612
现任 MA20/50,2023-12-08,2024-01-16,8433.394385781408
现任 MA20/50,2024-01-16,2024-02-20,9258.050720232332
现任 MA20/50,2024-02-13,2024-02-27,17805.883637899427
现任 MA20/50,2024-02-27,2024-04-02,6182.230305799172
现任 MA20/50,2024-04-02,2024-04-15,-3033.3999180649407
现任 MA20/50,2024-04-12,2024-05-03,14614.486372192056
现任 MA20/50,2024-05-03,2024-06-07,3452.8826191423514
现任 MA20/50,2024-06-07,2024-07-15,10991.707715811835
现任 MA20/50,2024-07-15,2024-08-02,-3800.753216916054
现任 MA20/50,2024-08-06,2024-08-20,4791.287074557288
现任 MA20/50,2024-08-07,2024-08-27,4603.828499264187
现任 MA20/50,2024-08-01,2024-08-29,12913.502141183455
现任 MA20/50,2024-09-03,2024-09-24,11932.696826343774
现任 MA20/50,2024-11-08,2024-12-13,1841.0022347155934
现任 MA20/50,2024-12-13,2024-12-18,970.8047418276898
现任 MA20/50,2024-12-24,2024-12-31,-3573.5527172006696
现任 MA20/50,2025-01-21,2025-02-03,-7234.435943826364
现任 MA20/50,2024-12-30,2025-02-05,13122.198116181755
现任 MA20/50,2025-02-06,2025-02-20,6120.520704637537
现任 MA20/50,2025-02-20,2025-03-05,-31266.15936322497
现任 MA20/50,2025-02-21,2025-03-27,-3686.7139422266746
现任 MA20/50,2025-04-09,2025-04-24,4883.309239084326
现任 MA20/50,2025-04-14,2025-04-29,4504.510039527016
现任 MA20/50,2025-03-27,2025-05-01,2514.5010207593477
现任 MA20/50,2025-05-02,2025-05-13,11519.803332217663
现任 MA20/50,2025-04-24,2025-05-29,4021.784745582383
现任 MA20/50,2025-04-29,2025-06-03,3665.658873612599
现任 MA20/50,2025-06-03,2025-06-16,6552.971856523121
现任 MA20/50,2025-07-07,2025-07-18,10435.746604064294
现任 MA20/50,2025-06-25,2025-07-30,8363.859795370257
现任 MA20/50,2025-07-30,2025-09-03,3320.800656077996
现任 MA20/50,2025-09-02,2025-09-15,17611.266166606823
现任 MA20/50,2025-09-03,2025-10-07,8043.131813071119
现任 MA20/50,2025-09-25,2025-10-08,14047.164671794346
现任 MA20/50,2025-10-23,2025-11-05,6652.522278686835
现任 MA20/50,2025-10-08,2025-11-11,3324.9222023115303
现任 MA20/50,2025-11-17,2025-12-02,11682.232930601105
现任 MA20/50,2025-11-13,2025-12-03,12510.503195030778
现任 MA20/50,2025-12-02,2025-12-17,-2426.2029504040283
现任 MA20/50,2025-12-09,2025-12-22,10560.957008777268
现任 MA20/50,2026-01-07,2026-01-20,-1287.8688702131767
现任 MA20/50,2025-12-18,2026-01-22,12482.583900469843
现任 MA20/50,2026-01-14,2026-01-28,7746.825274244654
现任 MA20/50,2026-01-22,2026-02-05,-472.639650874121
现任 MA20/50,2026-01-29,2026-02-11,-60.11609754546162
现任 MA20/50,2026-02-12,2026-03-19,3462.3715182737237
现任 MA20/50,2026-03-09,2026-04-06,4542.463053483563
现任 MA20/50,2026-03-10,2026-04-08,6082.771518043519
现任 MA20/50,2026-04-17,2026-04-30,9794.791461516932
现任 MA20/50,2026-04-08,2026-05-12,-7994.041805759629
现任 MA20/50,2026-04-30,2026-05-13,15294.019039089915
现任 MA20/50,2026-05-14,2026-05-28,9703.128021627048
现任 MA20/50,2026-05-22,2026-06-29,-381.1079047512431
现任 MA20/50,2026-06-22,2026-07-06,10140.217640884703
现任 MA20/50,2026-06-23,2026-07-10,10889.59720464701
现任 MA20/50,2026-07-06,2026-07-10,801.6425290892714
现任 MA20/50,2026-07-08,2026-07-10,9366.571880739453
MA10/20,2000-01-11,2000-02-01,-2073.9298111326902
MA10/20,2000-01-12,2000-02-16,7039.600100190802
MA10/20,2000-02-03,2000-02-18,6682.093036417534
MA10/20,2000-01-24,2000-02-28,6061.288962221597
MA10/20,2000-02-29,2000-03-22,-20706.30454975033
MA10/20,2000-02-18,2000-03-24,-16998.585910067675
MA10/20,2000-03-08,2000-04-11,-9344.228938011653
MA10/20,2000-03-23,2000-04-12,-13289.993203059947
MA10/20,2000-03-24,2000-04-28,1190.2676564280937
MA10/20,2000-04-12,2000-05-15,12733.181727244762
MA10/20,2000-06-07,2000-06-27,1473.0147572335686
MA10/20,2000-06-06,2000-06-29,11157.876781863353
MA10/20,2000-06-05,2000-06-30,12226.752046951371
MA10/20,2000-08-15,2000-09-15,-2026.2903968436242
MA10/20,2000-10-03,2000-11-06,9338.982181823243
MA10/20,2000-10-16,2000-11-14,4667.262126004263
MA10/20,2000-10-19,2000-11-16,4600.845012495782
MA10/20,2001-01-24,2001-02-13,-5782.205313900239
MA10/20,2001-01-25,2001-03-01,-13253.032036234223
MA10/20,2001-01-26,2001-03-02,-13632.71426320208
MA10/20,2001-02-16,2001-03-09,7130.542939832513
MA10/20,2001-03-09,2001-03-23,6963.758153639103
MA10/20,2001-03-06,2001-04-09,-10687.542161499476
MA10/20,2001-05-23,2001-06-13,-7257.509424741794
MA10/20,2001-05-30,2001-06-21,11127.590979076347
MA10/20,2001-05-29,2001-07-02,12159.386238770074
MA10/20,2001-06-14,2001-07-06,7207.003993450212
MA10/20,2001-07-09,2001-08-08,7185.943664578713
MA10/20,2001-07-24,2001-08-10,11059.478408921523
MA10/20,2001-07-25,2001-08-24,14571.472998954034
MA10/20,2001-08-08,2001-08-28,-331.77803218825363
MA10/20,2001-08-28,2001-09-19,6189.897513577915
MA10/20,2001-10-09,2001-10-11,8121.885948453814
MA10/20,2001-09-27,2001-10-31,4341.843403104717
MA10/20,2001-10-11,2001-10-31,-3912.2187789223317
MA10/20,2001-09-28,2001-11-01,3984.558366022756
MA10/20,2001-11-06,2001-11-20,9994.238843854691
MA10/20,2001-11-01,2001-11-21,10977.336728848777
MA10/20,2001-10-31,2001-11-28,10658.885546277555
MA10/20,2002-01-02,2002-01-23,-1223.1307507050792
MA10/20,2001-12-31,2002-01-31,11564.178929826332
MA10/20,2002-01-14,2002-02-13,11159.304539232031
MA10/20,2002-01-29,2002-02-21,6202.046892636796
MA10/20,2002-02-21,2002-03-27,-167.47246696466692
MA10/20,2002-03-22,2002-04-01,4.979189764719427
MA10/20,2002-05-07,2002-06-11,4639.401454101363
MA10/20,2002-06-28,2002-08-02,-5521.002242350105
MA10/20,2002-08-14,2002-08-19,8404.102332027112
MA10/20,2002-07-29,2002-08-30,4556.3070177559875
MA10/20,2002-08-19,2002-09-09,-12946.43690803172
MA10/20,2002-08-21,2002-09-25,-15236.232822176938
MA10/20,2002-09-11,2002-10-15,4856.266052753997
MA10/20,2002-09-26,2002-10-25,4569.671828948481
MA10/20,2002-10-18,2002-11-04,9327.231335883494
MA10/20,2002-10-15,2002-11-08,5154.312144155985
MA10/20,2002-11-04,2002-11-20,8994.691065164634
MA10/20,2002-11-01,2002-11-22,11276.399913924639
MA10/20,2002-11-08,2002-12-11,11190.72846382318
MA10/20,2003-06-09,2003-06-26,8714.861154910037
MA10/20,2003-08-20,2003-09-24,3038.5591492086996
MA10/20,2003-10-13,2003-11-14,980.3465592871665
MA10/20,2003-11-14,2003-11-28,1234.2287143534902
MA10/20,2003-12-03,2004-01-08,10711.954204667862
MA10/20,2004-01-08,2004-02-12,3915.5758905751545
MA10/20,2004-02-17,2004-03-15,-5670.734732244398
MA10/20,2004-03-22,2004-04-14,14290.357741861242
MA10/20,2004-04-06,2004-04-29,-5475.097565971987
MA10/20,2004-06-01,2004-07-07,-667.0853377045124
