id,entry_date,expiry_dte,strike,entry_spx,entry_vix,entry_premium,contracts,bp_per,bp_used,stop_premium,profit_premium,prev_val,ivp252_entry,vix5_avg_prior,n_active_at_entry,exit_date,exit_spx,exit_premium,exit_reason,pnl,ivp_bucket,vix_bucket,vix_trend_bucket,slots_bucket,hold_days,pnl_pct_premium,pnl_pct_nlv,dollar_per_bp_day,is_stop,is_win
28,2001-05-24,21,1214,1293.1700439453125,20.56999969482422,13.763066296838133,1.0,13516.306629683813,13516.306629683813,206.445994452572,1.3763066296838133,16.475528197713288,23.107569721115535,21.37799987792969,3,2001-07-05,1219.239990234375,23.470536620133885,ladder_exit,-970.7470323295752,1_<30,3_20-25,1_falling,3,42,-0.7053275857230961,-0.0019414940646591504,-0.0017100103758016238,0,0
29,2001-06-08,21,1190,1264.9599609375,19.920000076293945,13.00352057860465,1.0,13200.352057860466,13200.352057860466,195.05280867906976,1.300352057860465,23.279945161996466,18.326693227091635,20.521999740600585,4,2001-07-19,1215.02001953125,18.567674605073876,ladder_exit,-556.4154026469225,1_<30,2_15-20,2_flat,4,41,-0.4278959680829982,-0.001112830805293845,-0.0010280867754243733,0,0
30,2001-10-26,29,1011,1104.6099853515625,28.420000076293945,16.500311243847335,1.0,11760.031124384734,11760.031124384734,247.50466865771003,1.6500311243847336,1.6702115064277265,74.5019920318725,31.754000091552733,0,2001-11-26,1157.4200439453125,1.4423517854143526,profit_target,1505.7959458432983,5_>70,4_25-30,1_falling,0,31,0.9125863891838901,0.0030115918916865966,0.00413043658263957,0,1
31,2001-11-05,29,1003,1102.8399658203125,30.5,17.799857589887722,1.0,11809.985758988774,11809.985758988774,266.99786384831583,1.7799857589887722,3.458287131236304,82.47011952191235,32.33600006103516,1,2001-12-04,1144.800048828125,1.6662470209821834,profit_target,1613.3610568905538,5_>70,5_>30,1_falling,1,29,0.9063898678645161,0.0032267221137811074,0.00471068645027234,0,1
32,2001-11-12,33,1020,1118.3299560546875,29.350000381469727,17.151586997344452,1.0,11915.158699734446,11915.158699734446,257.2738049601668,1.7151586997344452,3.699297786022143,77.29083665338645,28.897999954223632,2,2001-12-05,1170.3499755859375,1.574187770533058,profit_target,1557.7399226811394,5_>70,4_25-30,2_flat,2,23,0.9082191186869888,0.003115479845362279,0.0056841729457431725,0,1
33,2001-11-19,21,1067,1151.06005859375,24.459999084472656,14.696145592573885,1.0,12139.614559257388,12139.614559257388,220.44218388860827,1.4696145592573886,2.5876986001759263,44.6215139442231,26.60199966430664,3,2001-12-31,1148.0799560546875,4.9976944603051265,ladder_exit,969.8451132268758,3_43-55,3_20-25,1_falling,3,42,0.6599316175235421,0.0019396902264537516,0.0019021650318639261,0,1
34,2001-11-27,21,1066,1149.5,24.0,14.12634124772299,1.0,12072.6341247723,12072.6341247723,211.89511871584486,1.412634124772299,2.4778570460530034,39.8406374501992,23.9620002746582,3,2002-01-08,1160.7099609375,2.507488145680753,ladder_exit,1161.8853102042237,2_30-43,3_20-25,2_flat,3,42,0.8224955703880557,0.0023237706204084474,0.0022914581582886484,0,1
35,2001-12-04,21,1062,1144.800048828125,24.079999923706055,14.262980951348737,1.0,12046.298095134873,12046.298095134873,213.94471427023106,1.4262980951348738,5.743443314306376,42.23107569721115,24.938000106811522,3,2002-01-15,1146.18994140625,3.8723224848369426,ladder_exit,1039.0658466511795,2_30-43,3_20-25,1_falling,3,42,0.728505387615289,0.002078131693302359,0.0020537149936125073,0,1
36,2001-12-11,21,1050,1136.760009765625,25.299999237060547,14.830921476244725,1.0,11983.092147624473,11983.092147624473,222.46382214367088,1.4830921476244727,6.620640838605368,53.78486055776892,23.98400001525879,3,2002-01-23,1128.1800537109375,3.8769384125164947,ladder_exit,1095.398306372823,3_43-55,4_25-30,3_rising,3,43,0.7385908610785689,0.002190796612745646,0.0021258602457649186,0,1
37,2001-12-26,21,1072,1149.3699951171875,22.290000915527344,13.093791828107726,1.0,12029.379182810773,12029.379182810773,196.4068774216159,1.3093791828107726,22.453013741705774,25.49800796812749,22.932000350952148,4,2002-02-06,1083.510009765625,25.14456957754004,ladder_exit,-1205.0777749432314,1_<30,3_20-25,2_flat,4,42,-0.9203428546621284,-0.0024101555498864625,-0.002385187758969172,0,0
38,2002-01-08,21,1085,1160.7099609375,21.829999923706055,13.112039522416552,1.0,12161.203952241656,12161.203952241656,196.68059283624828,1.3112039522416552,18.587466491826092,20.717131474103585,22.047999954223634,3,2002-02-19,1083.3399658203125,29.2539138157141,ladder_exit,-1614.1874293297547,1_<30,3_20-25,2_flat,3,42,-1.2310727301958737,-0.0032283748586595094,-0.0031602984525702757,0,0
39,2002-03-04,21,1083,1153.8399658203125,20.5,12.135482634570366,1.0,12043.548263457038,12043.548263457038,182.03223951855549,1.2135482634570367,15.51104832835,7.171314741035857,21.311999893188478,0,2002-04-12,1111.010009765625,11.719825231045888,ladder_exit,41.56574035244773,1_<30,3_20-25,1_falling,0,39,0.03425141101025463,8.313148070489547e-05,8.849453590011999e-05,0,1
40,2002-03-11,21,1099,1168.260009765625,19.84000015258789,11.887197163726597,1.0,12178.71971637266,12178.71971637266,178.30795745589896,1.1887197163726597,13.082273209784603,3.187250996015936,20.010000228881836,1,2002-04-19,1125.1700439453125,11.300644673885074,ladder_exit,58.65524898415231,1_<30,2_15-20,2_flat,1,39,0.04934321200891404,0.00011731049796830461,0.00012349251630789168,0,1
41,2002-03-18,21,1100,1165.550048828125,18.93000030517578,11.341080394656672,1.0,12134.108039465667,12134.108039465667,170.11620591985007,1.1341080394656673,29.15714146729738,1.1952191235059761,19.302000045776367,2,2002-04-26,1076.3199462890625,38.561477266276256,ladder_exit,-2722.0396871619587,1_<30,2_15-20,2_flat,2,39,-2.4001590610753825,-0.0054440793743239175,-0.005752041203803448,0,0
42,2002-03-26,21,1077,1138.489990234375,18.1299991607666,10.516184486303047,1.0,11979.96927870843,11979.96927870843,157.7427672945457,1.0516184486303046,25.209848960511067,0.398406374501992,18.203999710083007,3,2002-05-06,1052.6700439453125,38.93618988495689,ladder_exit,-2842.0005398653843,1_<30,2_15-20,2_flat,3,41,-2.70250159985971,-0.005684001079730769,-0.0057860821447493094,0,0
43,2002-08-19,21,869,950.7000122070312,28.610000610351562,14.158048901901111,1.0,10105.804890190111,10105.804890190111,212.37073352851667,1.4158048901901112,40.64826648288334,70.91633466135458,32.6939998626709,0,2002-09-27,827.3699951171875,58.414540352917925,ladder_exit,-4425.649145101681,5_>70,4_25-30,1_falling,0,39,-3.1258891502397725,-0.008851298290203362,-0.011229009904781631,0,0
44,2002-08-26,21,864,947.9500122070312,29.889999389648438,15.029068893660963,1.0,10142.906889366097,10142.906889366097,225.43603340491444,1.5029068893660964,61.418354649771686,74.9003984063745,28.7,1,2002-10-04,800.5800170898438,75.20074801055591,ladder_exit,-6017.167911689495,5_>70,4_25-30,3_rising,1,39,-4.003686425462756,-0.01203433582337899,-0.015211256338332563,0,0
45,2002-10-21,26,811,899.719970703125,33.11000061035156,15.68032611727233,1.0,9678.032611727234,9678.032611727234,235.20489175908494,1.568032611727233,2.0719305259431735,76.49402390438247,34.737999725341794,0,2002-11-21,933.760009765625,0.7265677752719206,profit_target,1495.3758342000408,5_>70,5_>30,1_falling,0,31,0.9536637331495557,0.0029907516684000816,0.004984270261399355,0,1
46,2002-10-30,33,808,890.7100219726562,31.229999542236328,14.684912732628817,1.0,9548.491273262884,9548.491273262884,220.27369098943225,1.4684912732628819,2.9686919405372834,72.11155378486056,32.113999938964845,1,2002-11-21,933.760009765625,1.2141674409677066,profit_target,1347.074529166111,5_>70,5_>30,2_flat,1,22,0.9173187159451132,0.002694149058332222,0.006412600552727723,0,1
47,2002-11-06,21,839,923.760009765625,30.729999542236328,14.902381724885288,1.0,9880.238172488529,9880.238172488529,223.53572587327932,1.490238172488529,4.600750350275362,70.91633466135458,30.743999481201172,2,2002-12-17,902.989990234375,5.528161679305299,ladder_exit,937.4220045579989,5_>70,5_>30,2_flat,2,41,0.6290417343105702,0.0018748440091159977,0.002314109329302147,0,1
48,2002-11-13,21,801,882.530029296875,31.239999771118164,14.661773792371122,1.0,9476.177379237113,9476.177379237113,219.92660688556683,1.4661773792371122,1.839403016102942,72.11155378486056,30.687999725341797,3,2002-12-24,892.469970703125,2.055182680326375,ladder_exit,1260.6591112044746,5_>70,5_>30,2_flat,3,41,0.8598271457853388,0.002521318222408949,0.003244745425247043,0,1
