vix_bucket,entry_count,win_rate,avg_pnl_pct,median_pnl_pct,worst_pnl_pct,worst_pnl_pct_nlv,stop_hit_rate,dollar_per_bp_day,avg_hold_days,total_pnl
1_<15,328,0.7560975609756098,0.09728420529879474,0.8093625459210672,-21.23003447297533,-0.10593410334355823,0.003048780487804878,0.00022889944089716369,36.521341463414636,28179.711804092905
2_15-20,222,0.7252252252252253,-0.18912135480442097,0.873949482817084,-18.827501995084223,-0.09766242840578218,0.013513513513513514,9.720911142399295e-05,34.752252252252255,-35954.09723138749
3_20-25,108,0.7685185185185185,0.0804316761456492,0.8246282558542786,-5.687492327421855,-0.043371096095139,0.0,0.0008041386006038649,35.76851851851852,28913.19252624283
4_25-30,43,0.9069767441860465,0.5373563868523975,0.906589747112374,-4.003686425462756,-0.01203433582337899,0.0,0.002942429800288918,32.46511627906977,78729.00837605192
5_>30,24,0.9166666666666666,0.7201830336669133,0.9139486364733602,-1.4341024902708295,-0.006027578646405482,0.0,0.004520228476399596,31.5,43334.42229899479
