slots_bucket,entry_count,win_rate,avg_pnl_pct,median_pnl_pct,worst_pnl_pct,worst_pnl_pct_nlv,stop_hit_rate,dollar_per_bp_day,avg_hold_days,total_pnl
0,39,0.8205128205128205,-0.0943987902387138,0.9157697606488775,-17.012243174540288,-0.04387693059697218,0.02564102564102564,0.0007435104096982494,30.71794871794872,16032.903849166723
1,70,0.8,-0.28265469974135143,0.8513212610382375,-14.654707520559539,-0.07271229078345502,0.014285714285714285,0.0003749561209615853,32.98571428571429,-10859.981673817074
2,173,0.7514450867052023,0.14596018568218036,0.8554936508542962,-7.911979856894064,-0.06873323882002894,0.0,0.000544804030402419,36.30635838150289,28865.082909712713
3,399,0.7593984962406015,0.08434527037985907,0.8350152510646289,-21.23003447297533,-0.10593410334355823,0.005012531328320802,0.0005620061632213669,36.25062656641604,92246.87326175573
4,44,0.7272727272727273,0.08100281441899558,0.8676946994207857,-6.125733924196599,-0.03154296656426009,0.0,0.0010177495961622895,33.11363636363637,16917.35942717688
