date,n_bcd_open,total_debit,cash_baseline,consumed_pct,cash_remaining,crowdout,max_entry_vix,opp_cost_today,cum_opp_cost
2024-02-08,1,21893.0,37046.0,59.1,15153.0,False,14.13,6.0,742.88
2024-02-09,1,21893.0,37046.0,59.1,15153.0,False,14.13,6.0,748.88
2024-02-12,1,21893.0,37046.0,59.1,15153.0,False,14.13,6.0,754.88
2024-02-13,1,21893.0,37046.0,59.1,15153.0,False,14.13,6.0,760.88
2024-02-14,1,21893.0,37046.0,59.1,15153.0,False,14.13,6.0,766.88
2024-02-15,1,21893.0,37046.0,59.1,15153.0,False,14.13,6.0,772.87
2024-02-16,1,21893.0,37046.0,59.1,15153.0,False,14.13,6.0,778.87
2024-02-19,1,21893.0,37046.0,59.1,15153.0,False,14.13,6.0,784.87
2024-02-20,1,21893.0,37046.0,59.1,15153.0,False,14.13,6.0,790.87
2024-02-21,1,21893.0,37046.0,59.1,15153.0,False,14.13,6.0,796.87
2024-02-22,1,23864.0,37046.0,64.4,13182.0,False,14.54,6.54,803.4
2024-02-23,1,23864.0,37046.0,64.4,13182.0,False,14.54,6.54,809.94
2024-02-26,1,23864.0,37046.0,64.4,13182.0,False,14.54,6.54,816.48
2024-02-27,1,23864.0,37046.0,64.4,13182.0,False,14.54,6.54,823.02
2024-02-28,1,23864.0,37046.0,64.4,13182.0,False,14.54,6.54,829.56
2024-02-29,1,23864.0,37046.0,64.4,13182.0,False,14.54,6.54,836.09
2024-03-01,1,23864.0,37046.0,64.4,13182.0,False,14.54,6.54,842.63
2024-03-04,1,23864.0,37046.0,64.4,13182.0,False,14.54,6.54,849.17
2024-03-05,1,23864.0,37046.0,64.4,13182.0,False,14.54,6.54,855.71
2024-03-06,1,23864.0,37046.0,64.4,13182.0,False,14.54,6.54,862.25
2024-03-07,1,23864.0,37046.0,64.4,13182.0,False,14.54,6.54,868.79
2024-03-08,1,23864.0,37046.0,64.4,13182.0,False,14.54,6.54,875.32
2024-03-11,1,23864.0,37046.0,64.4,13182.0,False,14.54,6.54,881.86
2024-03-12,1,23864.0,37046.0,64.4,13182.0,False,14.54,6.54,888.4
2024-03-13,1,23864.0,37046.0,64.4,13182.0,False,14.54,6.54,894.94
2024-03-14,1,23864.0,37046.0,64.4,13182.0,False,14.54,6.54,901.48
2024-03-15,1,23864.0,37046.0,64.4,13182.0,False,14.54,6.54,908.01
2024-03-18,1,23864.0,37046.0,64.4,13182.0,False,14.54,6.54,914.55
2024-03-19,1,23864.0,37046.0,64.4,13182.0,False,14.54,6.54,921.09
2024-03-20,1,23864.0,37046.0,64.4,13182.0,False,14.54,6.54,927.63
2024-03-21,1,23864.0,37046.0,64.4,13182.0,False,14.54,6.54,934.17
2024-03-22,1,23864.0,37046.0,64.4,13182.0,False,14.54,6.54,940.7
2024-03-25,1,23864.0,37046.0,64.4,13182.0,False,14.54,6.54,947.24
2024-03-26,1,23864.0,37046.0,64.4,13182.0,False,14.54,6.54,953.78
2024-03-27,1,21914.0,37046.0,59.2,15132.0,False,12.78,6.0,959.78
2024-03-28,1,21914.0,37046.0,59.2,15132.0,False,12.78,6.0,965.79
2024-03-29,1,21914.0,37046.0,59.2,15132.0,False,12.78,6.0,971.79
2024-04-01,1,21914.0,37046.0,59.2,15132.0,False,12.78,6.0,977.8
2024-04-02,1,21914.0,37046.0,59.2,15132.0,False,12.78,6.0,983.8
2024-04-03,1,21914.0,37046.0,59.2,15132.0,False,12.78,6.0,989.8
2024-04-04,1,21914.0,37046.0,59.2,15132.0,False,12.78,6.0,995.81
2024-04-05,1,21914.0,37046.0,59.2,15132.0,False,12.78,6.0,1001.81
2024-04-08,1,21914.0,37046.0,59.2,15132.0,False,12.78,6.0,1007.82
2024-04-09,1,21914.0,37046.0,59.2,15132.0,False,12.78,6.0,1013.82
2024-04-10,1,21914.0,37046.0,59.2,15132.0,False,12.78,6.0,1019.82
2024-04-11,1,21914.0,37046.0,59.2,15132.0,False,12.78,6.0,1025.83
2024-04-12,1,21914.0,37046.0,59.2,15132.0,False,12.78,6.0,1031.83
2024-05-06,1,22662.0,37046.0,61.2,14384.0,False,13.49,6.21,1038.04
2024-05-07,1,22662.0,37046.0,61.2,14384.0,False,13.49,6.21,1044.25
2024-05-08,1,22662.0,37046.0,61.2,14384.0,False,13.49,6.21,1050.46
2024-05-09,1,22662.0,37046.0,61.2,14384.0,False,13.49,6.21,1056.67
2024-05-10,1,22662.0,37046.0,61.2,14384.0,False,13.49,6.21,1062.87
2024-05-13,1,22662.0,37046.0,61.2,14384.0,False,13.49,6.21,1069.08
2024-05-14,1,22662.0,37046.0,61.2,14384.0,False,13.49,6.21,1075.29
2024-05-15,1,22662.0,37046.0,61.2,14384.0,False,13.49,6.21,1081.5
2024-05-16,1,22662.0,37046.0,61.2,14384.0,False,13.49,6.21,1087.71
2024-05-17,1,22662.0,37046.0,61.2,14384.0,False,13.49,6.21,1093.92
2024-05-20,1,22662.0,37046.0,61.2,14384.0,False,13.49,6.21,1100.13
2024-05-21,1,22662.0,37046.0,61.2,14384.0,False,13.49,6.21,1106.34
2024-05-22,1,22662.0,37046.0,61.2,14384.0,False,13.49,6.21,1112.54
2024-05-23,1,22662.0,37046.0,61.2,14384.0,False,13.49,6.21,1118.75
2024-05-24,1,22662.0,37046.0,61.2,14384.0,False,13.49,6.21,1124.96
2024-05-27,1,22662.0,37046.0,61.2,14384.0,False,13.49,6.21,1131.17
2024-05-28,1,22662.0,37046.0,61.2,14384.0,False,13.49,6.21,1137.38
2024-05-29,1,22662.0,37046.0,61.2,14384.0,False,13.49,6.21,1143.59
2024-05-30,1,22662.0,37046.0,61.2,14384.0,False,13.49,6.21,1149.8
2024-05-31,1,22662.0,37046.0,61.2,14384.0,False,13.49,6.21,1156.01
2024-06-03,1,22662.0,37046.0,61.2,14384.0,False,13.49,6.21,1162.21
2024-06-04,1,22662.0,37046.0,61.2,14384.0,False,13.49,6.21,1168.42
2024-06-05,1,22662.0,37046.0,61.2,14384.0,False,13.49,6.21,1174.63
2024-06-06,1,22662.0,37046.0,61.2,14384.0,False,13.49,6.21,1180.84
2024-06-07,1,22662.0,37046.0,61.2,14384.0,False,13.49,6.21,1187.05
2024-06-10,1,22243.0,37046.0,60.0,14803.0,False,12.74,6.09,1193.14
2024-06-11,1,22243.0,37046.0,60.0,14803.0,False,12.74,6.09,1199.24
2024-06-12,1,22243.0,37046.0,60.0,14803.0,False,12.74,6.09,1205.33
2024-06-13,1,22243.0,37046.0,60.0,14803.0,False,12.74,6.09,1211.43
2024-06-14,1,22243.0,37046.0,60.0,14803.0,False,12.74,6.09,1217.52
2024-06-17,1,22243.0,37046.0,60.0,14803.0,False,12.74,6.09,1223.61
2024-06-18,1,22243.0,37046.0,60.0,14803.0,False,12.74,6.09,1229.71
2024-06-19,1,22243.0,37046.0,60.0,14803.0,False,12.74,6.09,1235.8
2024-06-20,1,22243.0,37046.0,60.0,14803.0,False,12.74,6.09,1241.9
2024-06-21,1,22243.0,37046.0,60.0,14803.0,False,12.74,6.09,1247.99
2024-06-24,1,22243.0,37046.0,60.0,14803.0,False,12.74,6.09,1254.08
2024-06-25,1,22243.0,37046.0,60.0,14803.0,False,12.74,6.09,1260.18
2024-06-26,1,22243.0,37046.0,60.0,14803.0,False,12.74,6.09,1266.27
2024-06-27,1,22243.0,37046.0,60.0,14803.0,False,12.74,6.09,1272.37
2024-06-28,1,22243.0,37046.0,60.0,14803.0,False,12.74,6.09,1278.46
2024-07-01,1,22243.0,37046.0,60.0,14803.0,False,12.74,6.09,1284.56
2024-07-02,1,22243.0,37046.0,60.0,14803.0,False,12.74,6.09,1290.65
2024-07-03,1,22243.0,37046.0,60.0,14803.0,False,12.74,6.09,1296.74
2024-07-04,1,22243.0,37046.0,60.0,14803.0,False,12.74,6.09,1302.84
2024-07-05,1,22243.0,37046.0,60.0,14803.0,False,12.74,6.09,1308.93
2024-07-08,1,22243.0,37046.0,60.0,14803.0,False,12.74,6.09,1315.03
2024-07-09,1,22243.0,37046.0,60.0,14803.0,False,12.74,6.09,1321.12
2024-07-10,1,22243.0,37046.0,60.0,14803.0,False,12.74,6.09,1327.21
2024-07-11,1,22243.0,37046.0,60.0,14803.0,False,12.74,6.09,1333.31
2024-07-12,1,22243.0,37046.0,60.0,14803.0,False,12.74,6.09,1339.4
2024-07-15,1,22243.0,37046.0,60.0,14803.0,False,12.74,6.09,1345.5
2024-07-16,1,24271.0,37046.0,65.5,12775.0,False,13.19,6.65,1352.15
2024-07-17,1,24271.0,37046.0,65.5,12775.0,False,13.19,6.65,1358.8
2024-07-18,1,24271.0,37046.0,65.5,12775.0,False,13.19,6.65,1365.44
2024-07-19,1,24271.0,37046.0,65.5,12775.0,False,13.19,6.65,1372.09
2024-07-22,1,24271.0,37046.0,65.5,12775.0,False,13.19,6.65,1378.74
2024-07-23,1,24271.0,37046.0,65.5,12775.0,False,13.19,6.65,1385.39
2024-07-24,1,24271.0,37046.0,65.5,12775.0,False,13.19,6.65,1392.04
2024-07-25,1,24271.0,37046.0,65.5,12775.0,False,13.19,6.65,1398.69
2024-07-26,1,24271.0,37046.0,65.5,12775.0,False,13.19,6.65,1405.34
2024-07-29,1,24271.0,37046.0,65.5,12775.0,False,13.19,6.65,1411.99
2024-07-30,1,24271.0,37046.0,65.5,12775.0,False,13.19,6.65,1418.64
2024-07-31,1,24271.0,37046.0,65.5,12775.0,False,13.19,6.65,1425.29
2024-08-01,1,24271.0,37046.0,65.5,12775.0,False,13.19,6.65,1431.94
2024-08-16,1,26401.0,37046.0,71.3,10645.0,False,14.8,7.23,1439.17
2024-08-19,1,26401.0,37046.0,71.3,10645.0,False,14.8,7.23,1446.41
2024-08-20,1,26401.0,37046.0,71.3,10645.0,False,14.8,7.23,1453.64
2024-08-21,1,26401.0,37046.0,71.3,10645.0,False,14.8,7.23,1460.87
2024-08-22,1,26401.0,37046.0,71.3,10645.0,False,14.8,7.23,1468.11
2024-08-23,1,26401.0,37046.0,71.3,10645.0,False,14.8,7.23,1475.34
2024-08-26,1,26401.0,37046.0,71.3,10645.0,False,14.8,7.23,1482.57
2024-08-27,1,26401.0,37046.0,71.3,10645.0,False,14.8,7.23,1489.81
2024-08-28,1,26401.0,37046.0,71.3,10645.0,False,14.8,7.23,1497.04
2024-08-29,1,26401.0,37046.0,71.3,10645.0,False,14.8,7.23,1504.27
2024-08-30,1,26401.0,37046.0,71.3,10645.0,False,14.8,7.23,1511.51
2024-09-02,1,26401.0,37046.0,71.3,10645.0,False,14.8,7.23,1518.74
2024-09-03,1,26401.0,37046.0,71.3,10645.0,False,14.8,7.23,1525.97
2024-09-04,1,26401.0,37046.0,71.3,10645.0,False,14.8,7.23,1533.21
2024-09-05,1,26401.0,37046.0,71.3,10645.0,False,14.8,7.23,1540.44
2024-11-08,1,28846.0,37046.0,77.9,8200.0,False,14.94,7.9,1548.34
2024-11-11,1,28846.0,37046.0,77.9,8200.0,False,14.94,7.9,1556.24
2024-11-12,1,28846.0,37046.0,77.9,8200.0,False,14.94,7.9,1564.15
2024-11-13,1,28846.0,37046.0,77.9,8200.0,False,14.94,7.9,1572.05
2024-11-14,1,28846.0,37046.0,77.9,8200.0,False,14.94,7.9,1579.95
2024-11-15,1,28846.0,37046.0,77.9,8200.0,False,14.94,7.9,1587.86
2024-11-18,1,28846.0,37046.0,77.9,8200.0,False,14.94,7.9,1595.76
2024-11-19,1,28846.0,37046.0,77.9,8200.0,False,14.94,7.9,1603.66
2024-11-20,1,28846.0,37046.0,77.9,8200.0,False,14.94,7.9,1611.57
2024-11-21,1,28846.0,37046.0,77.9,8200.0,False,14.94,7.9,1619.47
2024-11-22,1,28846.0,37046.0,77.9,8200.0,False,14.94,7.9,1627.37
2024-11-25,1,28846.0,37046.0,77.9,8200.0,False,14.94,7.9,1635.28
2024-11-26,1,28846.0,37046.0,77.9,8200.0,False,14.94,7.9,1643.18
2024-11-27,1,28846.0,37046.0,77.9,8200.0,False,14.94,7.9,1651.08
2024-11-28,1,28846.0,37046.0,77.9,8200.0,False,14.94,7.9,1658.99
2024-11-29,1,28846.0,37046.0,77.9,8200.0,False,14.94,7.9,1666.89
2024-12-02,1,28846.0,37046.0,77.9,8200.0,False,14.94,7.9,1674.79
2024-12-03,1,28846.0,37046.0,77.9,8200.0,False,14.94,7.9,1682.69
2024-12-04,1,28846.0,37046.0,77.9,8200.0,False,14.94,7.9,1690.6
2024-12-05,1,28846.0,37046.0,77.9,8200.0,False,14.94,7.9,1698.5
2024-12-06,1,28846.0,37046.0,77.9,8200.0,False,14.94,7.9,1706.4
2024-12-09,1,28846.0,37046.0,77.9,8200.0,False,14.94,7.9,1714.31
2024-12-10,1,28846.0,37046.0,77.9,8200.0,False,14.94,7.9,1722.21
2024-12-11,1,28846.0,37046.0,77.9,8200.0,False,14.94,7.9,1730.11
2024-12-12,1,28846.0,37046.0,77.9,8200.0,False,14.94,7.9,1738.02
2024-12-13,1,27018.0,37046.0,72.9,10028.0,False,13.81,7.4,1745.42
2024-12-16,1,27018.0,37046.0,72.9,10028.0,False,13.81,7.4,1752.82
2024-12-17,1,27018.0,37046.0,72.9,10028.0,False,13.81,7.4,1760.22
2024-12-24,1,27943.0,37046.0,75.4,9103.0,False,14.27,7.66,1767.88
2024-12-25,1,27943.0,37046.0,75.4,9103.0,False,14.27,7.66,1775.53
2024-12-26,1,27943.0,37046.0,75.4,9103.0,False,14.27,7.66,1783.19
2024-12-27,1,27943.0,37046.0,75.4,9103.0,False,14.27,7.66,1790.85
2024-12-30,1,27943.0,37046.0,75.4,9103.0,False,14.27,7.66,1798.5
2025-02-14,1,29063.0,37046.0,78.5,7983.0,False,14.77,7.96,1806.46
2025-02-17,1,29063.0,37046.0,78.5,7983.0,False,14.77,7.96,1814.43
2025-02-18,1,29063.0,37046.0,78.5,7983.0,False,14.77,7.96,1822.39
2025-02-19,1,29063.0,37046.0,78.5,7983.0,False,14.77,7.96,1830.35
2025-02-20,1,29063.0,37046.0,78.5,7983.0,False,14.77,7.96,1838.31
2025-02-21,1,29063.0,37046.0,78.5,7983.0,False,14.77,7.96,1846.28
2025-02-24,1,29063.0,37046.0,78.5,7983.0,False,14.77,7.96,1854.24
2025-07-25,1,30704.0,37046.0,82.9,6342.0,False,14.93,8.41,1862.65
2025-07-28,1,30704.0,37046.0,82.9,6342.0,False,14.93,8.41,1871.06
2025-07-29,1,30704.0,37046.0,82.9,6342.0,False,14.93,8.41,1879.47
2025-07-30,1,30704.0,37046.0,82.9,6342.0,False,14.93,8.41,1887.89
2025-07-31,1,30704.0,37046.0,82.9,6342.0,False,14.93,8.41,1896.3
2025-08-01,1,30704.0,37046.0,82.9,6342.0,False,14.93,8.41,1904.71
2025-08-04,1,30704.0,37046.0,82.9,6342.0,False,14.93,8.41,1913.12
2025-08-05,1,30704.0,37046.0,82.9,6342.0,False,14.93,8.41,1921.54
2025-08-06,1,30704.0,37046.0,82.9,6342.0,False,14.93,8.41,1929.95
2025-08-07,1,30704.0,37046.0,82.9,6342.0,False,14.93,8.41,1938.36
2025-08-08,1,30704.0,37046.0,82.9,6342.0,False,14.93,8.41,1946.77
2025-08-11,1,30704.0,37046.0,82.9,6342.0,False,14.93,8.41,1955.18
2025-08-12,1,30704.0,37046.0,82.9,6342.0,False,14.93,8.41,1963.6
2025-08-13,1,30704.0,37046.0,82.9,6342.0,False,14.93,8.41,1972.01
2025-08-14,1,30704.0,37046.0,82.9,6342.0,False,14.93,8.41,1980.42
2025-08-15,1,30704.0,37046.0,82.9,6342.0,False,14.93,8.41,1988.83
2025-08-18,1,30704.0,37046.0,82.9,6342.0,False,14.93,8.41,1997.24
2025-08-19,1,30704.0,37046.0,82.9,6342.0,False,14.93,8.41,2005.66
2025-08-20,1,30704.0,37046.0,82.9,6342.0,False,14.93,8.41,2014.07
2025-08-21,1,30704.0,37046.0,82.9,6342.0,False,14.93,8.41,2022.48
2025-08-22,1,30704.0,37046.0,82.9,6342.0,False,14.93,8.41,2030.89
2025-08-25,1,30704.0,37046.0,82.9,6342.0,False,14.93,8.41,2039.3
2025-08-26,1,30704.0,37046.0,82.9,6342.0,False,14.93,8.41,2047.72
2025-08-27,1,30704.0,37046.0,82.9,6342.0,False,14.93,8.41,2056.13
2025-08-28,1,30209.0,37046.0,81.5,6837.0,False,14.43,8.28,2064.4
2025-08-29,1,30209.0,37046.0,81.5,6837.0,False,14.43,8.28,2072.68
2025-09-01,1,30209.0,37046.0,81.5,6837.0,False,14.43,8.28,2080.96
2025-09-02,1,30209.0,37046.0,81.5,6837.0,False,14.43,8.28,2089.23
