,j0_bp_pct,j0_n_open,j3_bp_pct,j3_n_open
2025-10-09,0.0,0,0.0,0
2025-10-10,0.0,0,0.0,0
2025-10-13,0.0,0,0.0,0
2025-10-14,0.0,0,0.0,0
2025-10-15,0.0,0,0.0,0
2025-10-16,0.0,0,0.0,0
2025-10-17,0.0,0,0.0,0
2025-10-20,0.0,0,0.0,0
2025-10-21,0.0,0,0.0,0
2025-10-22,0.0,0,0.0,0
2025-10-23,10.0,1,15.0,1
2025-10-24,10.0,1,15.0,1
2025-10-27,10.0,1,15.0,1
2025-10-28,10.0,1,15.0,1
2025-10-29,10.0,1,15.0,1
2025-10-30,10.0,1,15.0,1
2025-10-31,10.0,1,15.0,1
2025-11-03,10.0,1,15.0,1
2025-11-04,10.0,1,15.0,1
2025-11-05,10.0,1,15.0,1
2025-11-06,0.0,0,0.0,0
2025-11-07,0.0,0,0.0,0
2025-11-10,0.0,0,0.0,0
2025-11-11,0.0,0,0.0,0
2025-11-12,0.0,0,0.0,0
2025-11-13,10.0,1,15.0,1
2025-11-14,10.0,1,15.0,1
2025-11-17,17.0,2,29.0,2
2025-11-18,17.0,2,29.0,2
2025-11-19,17.0,2,29.0,2
2025-11-20,17.0,2,29.0,2
2025-11-21,17.0,2,29.0,2
2025-11-24,17.0,2,29.0,2
2025-11-25,17.0,2,29.0,2
2025-11-26,27.0,3,29.0,2
2025-11-27,27.0,3,29.0,2
2025-11-28,27.0,3,29.0,2
2025-12-01,27.0,3,29.0,2
2025-12-02,27.0,3,29.0,2
2025-12-03,20.0,2,15.0,1
2025-12-04,10.0,1,0.0,0
2025-12-05,10.0,1,0.0,0
2025-12-08,10.0,1,0.0,0
2025-12-09,10.0,1,15.0,1
2025-12-10,10.0,1,15.0,1
2025-12-11,10.0,1,15.0,1
2025-12-12,10.0,1,15.0,1
2025-12-15,10.0,1,15.0,1
2025-12-16,10.0,1,15.0,1
2025-12-17,10.0,1,15.0,1
2025-12-18,10.0,1,30.0,2
2025-12-19,20.0,2,30.0,2
2025-12-22,20.0,2,30.0,2
2025-12-23,20.0,2,15.0,1
2025-12-24,20.0,2,15.0,1
2025-12-25,20.0,2,15.0,1
2025-12-26,20.0,2,15.0,1
2025-12-29,20.0,2,15.0,1
2025-12-30,20.0,2,15.0,1
2025-12-31,20.0,2,15.0,1
2026-01-01,20.0,2,15.0,1
2026-01-02,20.0,2,15.0,1
2026-01-05,20.0,2,15.0,1
2026-01-06,20.0,2,15.0,1
2026-01-07,20.0,2,15.0,1
2026-01-08,20.0,2,15.0,1
2026-01-09,20.0,2,15.0,1
2026-01-12,20.0,2,15.0,1
2026-01-13,20.0,2,15.0,1
2026-01-14,30.0,3,30.0,2
2026-01-15,30.0,3,30.0,2
2026-01-16,30.0,3,30.0,2
2026-01-19,30.0,3,30.0,2
2026-01-20,30.0,3,30.0,2
2026-01-21,20.0,2,30.0,2
2026-01-22,20.0,2,30.0,2
2026-01-23,10.0,1,15.0,1
2026-01-26,10.0,1,15.0,1
2026-01-27,10.0,1,15.0,1
2026-01-28,10.0,1,15.0,1
2026-01-29,10.0,1,15.0,1
2026-01-30,10.0,1,15.0,1
2026-02-02,10.0,1,15.0,1
2026-02-03,10.0,1,15.0,1
2026-02-04,10.0,1,15.0,1
2026-02-05,10.0,1,15.0,1
2026-02-06,10.0,1,15.0,1
2026-02-09,10.0,1,15.0,1
2026-02-10,10.0,1,15.0,1
2026-02-11,10.0,1,15.0,1
2026-02-12,10.0,1,15.0,1
2026-02-13,10.0,1,15.0,1
2026-02-16,10.0,1,15.0,1
2026-02-17,10.0,1,15.0,1
2026-02-18,10.0,1,15.0,1
2026-02-19,10.0,1,15.0,1
2026-02-20,10.0,1,15.0,1
2026-02-23,10.0,1,15.0,1
2026-02-24,10.0,1,15.0,1
2026-02-25,10.0,1,15.0,1
2026-02-26,10.0,1,15.0,1
2026-02-27,10.0,1,15.0,1
2026-03-02,10.0,1,15.0,1
2026-03-03,10.0,1,15.0,1
2026-03-04,10.0,1,15.0,1
2026-03-05,10.0,1,15.0,1
2026-03-06,10.0,1,15.0,1
2026-03-09,17.0,2,29.0,2
2026-03-10,24.0,3,43.0,3
2026-03-11,24.0,3,43.0,3
2026-03-12,24.0,3,43.0,3
2026-03-13,24.0,3,43.0,3
2026-03-16,24.0,3,43.0,3
2026-03-17,24.0,3,43.0,3
2026-03-18,24.0,3,43.0,3
2026-03-19,24.0,3,43.0,3
2026-03-20,14.0,2,28.0,2
2026-03-23,14.0,2,28.0,2
2026-03-24,14.0,2,28.0,2
2026-03-25,14.0,2,28.0,2
2026-03-26,14.0,2,28.0,2
2026-03-27,14.0,2,28.0,2
2026-03-30,14.0,2,28.0,2
2026-03-31,14.0,2,28.0,2
2026-04-01,14.0,2,28.0,2
2026-04-02,14.0,2,28.0,2
2026-04-03,14.0,2,28.0,2
2026-04-06,14.0,2,28.0,2
2026-04-07,7.0,1,14.0,1
2026-04-08,17.0,2,29.0,2
2026-04-09,10.0,1,15.0,1
2026-04-10,10.0,1,15.0,1
2026-04-13,10.0,1,15.0,1
2026-04-14,10.0,1,15.0,1
2026-04-15,10.0,1,15.0,1
2026-04-16,10.0,1,15.0,1
2026-04-17,20.0,2,30.0,2
2026-04-20,20.0,2,30.0,2
2026-04-21,20.0,2,30.0,2
2026-04-22,20.0,2,30.0,2
2026-04-23,20.0,2,30.0,2
2026-04-24,20.0,2,30.0,2
2026-04-27,20.0,2,30.0,2
2026-04-28,20.0,2,30.0,2
2026-04-29,20.0,2,30.0,2
2026-04-30,30.0,3,45.0,3
2026-05-01,20.0,2,30.0,2
2026-05-04,20.0,2,30.0,2
2026-05-05,20.0,2,30.0,2
2026-05-06,20.0,2,30.0,2
