entry_date,exit_date,strategy,exit_pnl,contracts,total_bp,entry_spx,entry_vix,dte_at_entry,hold_days,exit_reason,spread_width
2001-01-25,2001-03-01,Iron Condor (High Vol),-3975.909610870268,4.4226,21000.0,1357.510009765625,22.639999389648438,45,24,roll_21dte,60.0
2001-01-26,2001-03-02,Iron Condor (High Vol),-4089.8142789606245,4.3316,21000.0,1354.949951171875,22.56999969482422,45,24,roll_21dte,61.0
2001-02-16,2001-03-09,Bear Call Spread (High Vol),2139.162881949754,3.9953,21000.0,1301.530029296875,22.1200008392334,45,14,50pct_profit,60.0
2001-03-09,2001-03-23,Bear Call Spread (High Vol),2089.1274460917316,3.5677,21000.0,1233.4200439453125,25.6200008392334,45,10,50pct_profit,67.0
2001-03-06,2001-04-09,Iron Condor (High Vol),-3206.2626484498433,4.0466,21000.0,1253.800048828125,25.889999389648438,45,24,roll_21dte,65.0
2001-05-23,2001-06-13,Bull Put Spread (High Vol),-2177.2528274225388,5.7184,21000.0,1289.050048828125,22.079999923706055,35,14,roll_21dte,44.0
2001-05-30,2001-06-21,Iron Condor (High Vol),3338.2772937229042,4.7293,21000.0,1248.0799560546875,22.760000228881836,45,16,50pct_profit,56.0
2001-05-29,2001-07-02,Iron Condor (High Vol),3647.8158716310227,4.816,21000.0,1267.9300537109375,22.139999389648438,45,24,50pct_profit,55.0
2001-06-14,2001-07-06,Bear Call Spread (High Vol),2162.1011980350636,3.9942,21000.0,1219.8699951171875,23.1200008392334,45,15,50pct_profit,60.0
2001-07-09,2001-08-08,Bear Call Spread (High Vol),2155.7830993736143,4.2824,21000.0,1198.780029296875,22.479999542236328,45,22,50pct_profit,56.0
2001-08-08,2001-08-28,Bear Call Spread (High Vol),1816.209187883712,4.364,21000.0,1183.530029296875,22.31999969482422,45,14,50pct_profit,55.0
2001-08-28,2001-09-19,Bear Call Spread (High Vol),1856.9692540733747,4.5242,21000.0,1161.510009765625,22.0,45,11,50pct_profit,53.0
2001-09-27,2001-10-31,Iron Condor (High Vol),1302.5530209314156,2.1965,21000.0,1018.6099853515625,34.0,45,24,50pct_profit,105.0
2001-09-28,2001-11-01,Iron Condor (High Vol),1195.3675098068268,2.2642,21000.0,1040.93994140625,31.93000030517578,45,24,roll_21dte,102.0
2001-10-26,2001-11-13,Bull Put Spread (High Vol),3035.5297936216984,5.3943,21000.0,1104.6099853515625,28.420000076293945,35,12,50pct_profit,47.0
2001-11-01,2001-11-21,Iron Condor (High Vol),3293.2010186546336,3.6338,21000.0,1084.0999755859375,32.310001373291016,45,14,50pct_profit,72.0
2001-11-09,2001-12-07,Iron Condor (High Vol),3271.8932051196994,4.1594,21000.0,1120.31005859375,27.440000534057617,45,19,50pct_profit,63.0
2002-01-02,2002-01-23,Bull Put Spread (High Vol),-366.93922521152376,6.2904,21000.0,1154.6700439453125,22.709999084472656,35,14,roll_21dte,40.0
2001-12-31,2002-01-31,Iron Condor (High Vol),3469.2536789479,4.8992,21000.0,1148.0799560546875,23.799999237060547,45,21,50pct_profit,54.0
2002-01-14,2002-02-13,Iron Condor (High Vol),3347.7913617696104,4.8674,21000.0,1138.4100341796875,23.579999923706055,45,21,50pct_profit,54.0
2002-01-29,2002-02-21,Bear Call Spread (High Vol),1860.614067791039,4.2703,21000.0,1100.6400146484375,24.350000381469727,45,16,50pct_profit,56.0
2002-02-21,2002-03-27,Bear Call Spread (High Vol),-50.241740089400075,4.4343,21000.0,1080.949951171875,23.799999237060547,45,24,roll_21dte,54.0
2002-05-07,2002-06-11,Iron Condor,1391.820436230409,6.3077,22500.0,1049.489990234375,21.940000534057617,45,24,roll_21dte,45.0
2002-06-28,2002-08-02,Iron Condor (High Vol),-1656.3006727050317,3.2671,21000.0,989.8200073242188,25.399999618530273,45,24,roll_21dte,71.0
2002-07-29,2002-08-30,Iron Condor (High Vol),1366.8921053267968,2.7531,21000.0,898.9600219726562,31.329999923706055,45,24,50pct_profit,84.0
2002-08-19,2002-09-09,Bull Put Spread (High Vol),-3883.931072409517,6.3254,21000.0,950.7000122070312,28.610000610351562,35,14,roll_21dte,40.0
2002-08-14,2002-09-18,Iron Condor (High Vol),820.7957073043395,2.5662,21000.0,919.6199951171875,32.36000061035156,45,24,roll_21dte,90.0
2002-09-11,2002-10-15,Iron Condor (High Vol),1456.8798158261995,2.3049,21000.0,909.4500122070312,34.810001373291016,45,24,50pct_profit,100.0
2002-09-26,2002-10-25,Iron Condor (High Vol),1370.9015486845444,2.5333,21000.0,854.9500122070312,34.599998474121094,45,21,50pct_profit,91.0
2002-10-21,2002-11-06,Bull Put Spread (High Vol),2816.8405374532517,5.7781,21000.0,899.719970703125,33.11000061035156,35,12,50pct_profit,44.0
2002-10-15,2002-11-08,Iron Condor (High Vol),1546.2936432467957,2.566,21000.0,881.27001953125,34.02000045776367,45,18,50pct_profit,90.0
2002-10-28,2002-11-15,Iron Condor (High Vol),1259.0816324555276,2.7095,21000.0,890.22998046875,31.06999969482422,45,14,50pct_profit,85.0
2002-11-06,2002-11-21,Bull Put Spread (High Vol),3056.1228892669387,6.0506,21000.0,923.760009765625,30.729999542236328,35,11,50pct_profit,42.0
2002-11-08,2002-12-11,Iron Condor (High Vol),3357.218539146954,4.841,21000.0,894.739990234375,29.40999984741211,45,22,50pct_profit,54.0
2002-11-15,2002-12-20,Iron Condor (High Vol),3064.745800241203,5.3624,21000.0,909.8300170898438,26.649999618530273,45,24,roll_21dte,49.0
2003-06-09,2003-06-26,Bull Put Spread (High Vol),2614.4583464730113,7.6103,21000.0,975.9299926757812,22.149999618530273,35,13,50pct_profit,33.0
2004-01-21,2004-02-25,Bull Call Diagonal,-535.217388474704,4.2379,22500.0,1147.6199951171875,14.34000015258789,45,24,roll_21dte,0.0
2004-02-25,2004-03-10,Bull Call Diagonal,-1685.4380622016001,4.1161,22500.0,1143.6700439453125,14.930000305175781,45,10,trend_flip,0.0
2004-03-22,2004-04-14,Iron Condor,4287.107322558373,6.1787,22500.0,1095.4000244140625,21.579999923706055,45,16,50pct_profit,46.0
2004-04-23,2004-04-28,Bull Call Diagonal,-2189.607506628197,4.3443,22500.0,1140.5999755859375,14.010000228881836,45,3,trend_flip,0.0
2004-06-16,2004-07-08,Bull Call Diagonal,-3901.3414296197643,4.162,22500.0,1133.56005859375,14.789999961853027,45,15,trend_flip,0.0
2004-08-05,2004-08-26,Iron Condor,3656.984609846984,7.5223,22500.0,1080.699951171875,18.31999969482422,45,15,50pct_profit,38.0
2004-09-02,2004-10-07,Bull Call Diagonal,2790.4873926636465,4.3165,22500.0,1118.31005859375,14.279999732971191,45,24,roll_21dte,0.0
2004-10-07,2004-10-19,Bull Call Diagonal,-4739.149276785427,4.2528,22500.0,1130.6500244140625,14.5,45,8,trend_flip,0.0
2004-11-02,2004-11-15,Bull Put Spread,6507.241930657109,9.204,22500.0,1130.56005859375,16.18000030517578,30,9,roll_21dte,32.0
2004-11-15,2004-12-20,Bull Call Diagonal,1802.594443173107,4.3663,22500.0,1183.81005859375,13.380000114440918,45,24,roll_21dte,0.0
2004-12-20,2005-01-13,Bull Call Diagonal,-3421.4601867072843,4.8806,22500.0,1194.6500244140625,11.829999923706055,45,17,trend_flip,0.0
2005-01-18,2005-01-21,Bull Call Diagonal,-4226.423288244805,4.6294,22500.0,1195.97998046875,12.470000267028809,45,3,trend_flip,0.0
2005-02-04,2005-02-22,Bull Call Diagonal,-3035.1400437344155,5.0769,22500.0,1203.030029296875,11.210000038146973,45,11,trend_flip,0.0
2005-02-24,2005-03-21,Bull Call Diagonal,-2559.0527408372286,4.9399,22500.0,1200.199951171875,11.569999694824219,45,17,trend_flip,0.0
2005-04-15,2005-05-10,Iron Condor,3668.2423903843196,7.3075,22500.0,1142.6199951171875,17.739999771118164,45,17,50pct_profit,39.0
2005-05-12,2005-06-10,Iron Condor,3845.951230637168,7.7098,22500.0,1159.3599853515625,16.1200008392334,45,20,50pct_profit,37.0
2005-06-10,2005-07-15,Bull Call Diagonal,6470.35003889892,4.8171,22500.0,1198.1099853515625,11.960000038146973,45,24,roll_21dte,0.0
2005-07-15,2005-08-18,Bull Call Diagonal,-397.49703653398564,5.428,22500.0,1227.9200439453125,10.329999923706055,45,24,roll_21dte,0.0
2005-08-31,2005-09-30,Iron Condor,3813.094476735246,9.8647,22500.0,1220.3299560546875,12.600000381469727,45,21,50pct_profit,29.0
2005-09-30,2005-11-03,Iron Condor,2778.203349154856,10.6798,22500.0,1228.81005859375,11.920000076293945,45,24,roll_21dte,27.0
2005-11-03,2005-12-08,Bull Call Diagonal,7162.5430920475565,4.365,22500.0,1219.93994140625,13.0,45,24,roll_21dte,0.0
2005-12-08,2006-01-13,Bull Call Diagonal,6480.04620248118,4.4732,22500.0,1255.8399658203125,12.210000038146973,45,24,roll_21dte,0.0
2006-01-13,2006-02-07,Bull Call Diagonal,-5375.0161065174525,4.7453,22500.0,1287.6099853515625,11.229999542236328,45,16,trend_flip,0.0
2006-02-14,2006-03-21,Iron Condor,4000.26455246633,9.9216,22500.0,1275.530029296875,12.25,45,24,50pct_profit,29.0
2006-03-21,2006-04-25,Bull Call Diagonal,915.9695342881953,4.56,22500.0,1297.22998046875,11.619999885559082,45,24,roll_21dte,0.0
2006-04-25,2006-05-12,Bull Call Diagonal,-801.6075812395686,4.5005,22500.0,1301.739990234375,11.75,45,13,trend_flip,0.0
2006-05-30,2006-06-21,Iron Condor,3795.4292473408523,6.1703,22500.0,1259.8699951171875,18.65999984741211,45,16,50pct_profit,46.0
2006-06-21,2006-07-24,Iron Condor,3855.0841241162593,7.7436,22500.0,1252.199951171875,15.520000457763672,45,22,50pct_profit,37.0
2006-08-15,2006-09-19,Bull Call Diagonal,5950.788520763183,4.0404,22500.0,1285.5799560546875,13.420000076293945,45,24,roll_21dte,0.0
2006-09-19,2006-10-23,Bull Call Diagonal,10517.209364254286,4.3583,22500.0,1317.6400146484375,11.979999542236328,45,24,roll_21dte,0.0
2006-10-23,2006-11-27,Bull Call Diagonal,1519.2011281045693,4.4657,22500.0,1377.02001953125,11.079999923706055,45,24,roll_21dte,0.0
2006-11-27,2007-01-03,Bull Call Diagonal,6476.860817297047,4.0522,22500.0,1381.9599609375,12.300000190734863,45,24,roll_21dte,0.0
2007-01-03,2007-02-07,Bull Call Diagonal,6087.067365590888,4.0569,22500.0,1416.5999755859375,12.039999961853027,45,24,roll_21dte,0.0
2007-02-07,2007-02-27,Bull Call Diagonal,-2975.5715155987514,4.5423,22500.0,1450.02001953125,10.319999694824219,45,13,trend_flip,0.0
2007-03-13,2007-04-17,Iron Condor,1041.8909846219458,5.8046,22500.0,1377.949951171875,18.1299991607666,45,24,roll_21dte,49.0
2007-04-17,2007-05-21,Bull Call Diagonal,8912.443990697177,3.8409,22500.0,1471.47998046875,12.140000343322754,45,24,roll_21dte,0.0
2007-05-21,2007-06-25,Bull Call Diagonal,-2548.7551035594856,3.4064,22500.0,1525.0999755859375,13.300000190734863,45,24,roll_21dte,0.0
2007-06-22,2007-07-27,Iron Condor,-2010.0801259948355,6.3691,22500.0,1502.56005859375,15.75,45,24,roll_21dte,45.0
2007-08-08,2007-09-12,Iron Condor,1942.0157536983663,4.3405,22500.0,1497.489990234375,21.450000762939453,45,24,roll_21dte,65.0
2007-08-20,2007-09-18,Iron Condor (High Vol),1444.2114615182863,2.0869,21000.0,1445.550048828125,26.329999923706055,45,20,50pct_profit,111.0
2007-08-21,2007-09-20,Iron Condor (High Vol),1380.835892603369,2.1874,21000.0,1447.1199951171875,25.25,45,21,50pct_profit,106.0
2007-11-02,2007-12-06,Iron Condor (High Vol),3854.6970533086096,3.8256,21000.0,1509.6500244140625,23.010000228881836,45,23,50pct_profit,69.0
2007-11-13,2007-12-06,Iron Condor (High Vol),1480.8635688601153,2.3041,21000.0,1481.050048828125,24.100000381469727,45,16,50pct_profit,101.0
2007-12-11,2007-12-26,Iron Condor (High Vol),3213.8619195515607,3.7637,21000.0,1477.6500244140625,23.59000015258789,45,10,50pct_profit,70.0
2007-12-06,2008-01-11,Iron Condor,-2704.207902490598,4.5787,22500.0,1507.3399658203125,20.959999084472656,45,24,roll_21dte,62.0
2007-12-12,2008-01-17,Iron Condor (High Vol),-6052.254175144101,4.0818,21000.0,1486.5899658203125,22.469999313354492,45,24,roll_21dte,65.0
2007-12-31,2008-02-05,Iron Condor (High Vol),-4503.264349946921,4.1449,21000.0,1468.3599853515625,22.5,45,24,roll_21dte,64.0
2008-01-24,2008-02-14,Iron Condor (High Vol),1310.3828918546583,2.1051,21000.0,1352.0699462890625,27.780000686645508,45,15,50pct_profit,110.0
2008-02-27,2008-03-17,Bear Call Spread (High Vol),1866.6364426827683,3.7497,21000.0,1380.02001953125,22.690000534057617,45,13,50pct_profit,64.0
2008-03-11,2008-04-08,Iron Condor (High Vol),1476.5102591077928,2.2962,21000.0,1320.6500244140625,26.360000610351562,45,19,50pct_profit,101.0
2008-03-18,2008-04-09,Iron Condor (High Vol),1346.5250909317892,2.3476,21000.0,1330.739990234375,25.790000915527344,45,15,50pct_profit,99.0
2008-04-10,2008-04-23,Bull Put Spread,3330.6076738807415,5.9324,22500.0,1360.550048828125,21.979999542236328,30,9,roll_21dte,50.0
2008-04-11,2008-05-13,Iron Condor (High Vol),3302.683013034267,4.3407,21000.0,1332.8299560546875,23.459999084472656,45,22,50pct_profit,61.0
2008-04-14,2008-05-16,Bear Call Spread (High Vol),-1104.4499003221881,3.6285,21000.0,1328.3199462890625,23.81999969482422,45,24,roll_21dte,66.0
2008-06-18,2008-07-02,Bear Call Spread (High Vol),2003.2139971923502,3.8046,21000.0,1337.81005859375,22.239999771118164,45,10,50pct_profit,63.0
2008-06-04,2008-07-09,Iron Condor,-6518.943655140697,5.1766,22500.0,1377.199951171875,20.799999237060547,45,24,roll_21dte,55.0
2008-07-16,2008-08-06,Iron Condor (High Vol),1352.6857697082582,2.5786,21000.0,1245.3599853515625,25.100000381469727,45,15,50pct_profit,90.0
2008-07-21,2008-08-21,Bear Call Spread (High Vol),1838.0997225505753,3.9914,21000.0,1260.0,23.049999237060547,45,23,50pct_profit,60.0
2008-09-02,2008-10-06,Iron Condor,-11125.947845903474,5.0443,22500.0,1277.5799560546875,21.989999771118164,45,24,roll_21dte,56.0
2009-04-17,2009-05-18,Iron Condor (High Vol),3101.4412450508858,4.1991,21000.0,869.5999755859375,33.939998626708984,45,21,50pct_profit,62.0
2009-05-04,2009-05-22,Bull Put Spread (High Vol),663.4351336764314,5.6721,21000.0,907.239990234375,34.529998779296875,35,14,roll_21dte,45.0
2009-05-22,2009-06-01,Bull Put Spread (High Vol),3278.760061492735,5.9184,21000.0,887.0,32.630001068115234,35,5,roll_up,43.0
2009-06-01,2009-06-19,Bull Put Spread (High Vol),464.8605546994618,6.0418,21000.0,942.8699951171875,30.040000915527344,35,14,roll_21dte,42.0
2009-10-21,2009-11-10,Bull Put Spread (High Vol),1954.7039765000002,6.8058,21000.0,1081.4000244140625,22.219999313354492,35,14,roll_21dte,37.0
2009-11-10,2009-11-25,Bull Put Spread (High Vol),2594.226378509737,6.6088,21000.0,1093.010009765625,22.84000015258789,35,11,50pct_profit,38.0
2009-11-27,2009-12-14,Bull Put Spread (High Vol),3004.6368226594586,6.1549,21000.0,1091.489990234375,24.739999771118164,35,11,50pct_profit,41.0
2009-12-17,2010-01-04,Bull Put Spread (High Vol),3235.3092663016705,6.795,21000.0,1096.0799560546875,22.510000228881836,35,10,50pct_profit,37.0
2010-01-21,2010-02-19,Iron Condor (High Vol),3467.528323471822,5.3861,21000.0,1116.47998046875,22.270000457763672,45,20,50pct_profit,49.0
2010-02-16,2010-03-22,Bear Call Spread (High Vol),-1157.1090601235176,4.7007,21000.0,1094.8699951171875,22.25,45,24,roll_21dte,51.0
2010-05-10,2010-06-14,Iron Condor (High Vol),1012.5685129675769,2.3116,21000.0,1159.72998046875,28.84000015258789,45,24,roll_21dte,100.0
2010-05-11,2010-06-15,Iron Condor (High Vol),1565.04506152851,2.3846,21000.0,1155.7900390625,28.31999969482422,45,24,50pct_profit,97.0
2010-06-17,2010-07-01,Bear Call Spread (High Vol),1869.2238034159723,4.0526,21000.0,1116.0400390625,25.049999237060547,45,10,50pct_profit,59.0
2010-06-14,2010-07-08,Iron Condor (High Vol),1458.1491903980645,2.5448,21000.0,1089.6300048828125,28.579999923706055,45,17,50pct_profit,91.0
2010-06-15,2010-07-13,Iron Condor (High Vol),1445.8224348739725,2.8324,21000.0,1115.22998046875,25.8700008392334,45,19,50pct_profit,82.0
2010-07-08,2010-08-10,Iron Condor (High Vol),1359.4354740328063,2.8963,21000.0,1070.25,25.709999084472656,45,23,50pct_profit,80.0
2010-08-09,2010-08-27,Bull Put Spread (High Vol),-5392.194185006093,6.6094,21000.0,1127.7900390625,22.139999389648438,35,14,roll_21dte,38.0
2010-08-11,2010-09-03,Iron Condor (High Vol),3578.764344335131,4.6992,21000.0,1089.469970703125,25.389999389648438,45,17,50pct_profit,56.0
2010-08-10,2010-09-13,Iron Condor (High Vol),3669.4087483249355,5.3985,21000.0,1121.06005859375,22.3700008392334,45,23,50pct_profit,49.0
2010-08-27,2010-10-01,Bear Call Spread (High Vol),-2680.0115877037097,4.3502,21000.0,1064.5899658203125,24.450000762939453,45,24,roll_21dte,55.0
2010-09-07,2010-10-11,Iron Condor (High Vol),2309.468818040631,5.1781,21000.0,1091.8399658203125,23.799999237060547,45,24,roll_21dte,51.0
2010-09-21,2010-10-21,Iron Condor (High Vol),3496.803486187903,5.2962,21000.0,1139.780029296875,22.350000381469727,45,22,50pct_profit,50.0
2010-11-29,2010-12-10,Bull Put Spread,6222.570992164717,6.9099,22500.0,1187.760009765625,21.530000686645508,30,9,roll_21dte,43.0
2011-03-07,2011-03-18,Bull Put Spread,-3573.5473038674554,6.4342,22500.0,1310.1300048828125,20.65999984741211,30,9,roll_21dte,46.0
2011-03-17,2011-03-31,Iron Condor (High Vol),1521.2092755002602,2.3371,21000.0,1273.719970703125,26.3700008392334,45,10,50pct_profit,99.0
2011-03-18,2011-04-04,Iron Condor (High Vol),1319.9635021701104,2.5754,21000.0,1279.2099609375,24.440000534057617,45,11,50pct_profit,90.0
2011-04-21,2011-05-24,Bull Call Diagonal,-1875.3727663483087,3.5614,22500.0,1337.3800048828125,14.6899995803833,45,22,trend_flip,0.0
2011-06-06,2011-07-11,Iron Condor,3203.083916722974,6.0249,22500.0,1286.1700439453125,18.489999771118164,45,24,roll_21dte,47.0
2011-07-11,2011-08-10,Iron Condor,-12043.688912088439,6.0668,22500.0,1319.489990234375,18.389999389648438,45,22,stop_loss,47.0
2011-08-15,2011-09-15,Iron Condor (High Vol),1386.7307521216662,1.9553,21000.0,1204.489990234375,31.8700008392334,45,22,50pct_profit,118.0
2011-08-16,2011-09-15,Iron Condor (High Vol),1396.216315182961,1.9587,21000.0,1192.760009765625,32.849998474121094,45,21,50pct_profit,118.0
2011-09-15,2011-10-12,Iron Condor (High Vol),1297.0081188199515,1.9732,21000.0,1209.1099853515625,31.969999313354492,45,19,50pct_profit,117.0
2011-09-16,2011-10-13,Iron Condor (High Vol),1295.5855848245217,2.0854,21000.0,1216.010009765625,30.979999542236328,45,19,50pct_profit,111.0
2011-10-11,2011-10-21,Bull Put Spread (High Vol),2615.251328797835,4.5491,21000.0,1195.5400390625,32.86000061035156,35,8,roll_up,56.0
2011-10-24,2011-11-11,Bull Put Spread (High Vol),1754.1696728085474,4.6143,21000.0,1254.18994140625,29.260000228881836,35,14,roll_21dte,55.0
2011-11-11,2011-12-02,Bull Put Spread (High Vol),1102.8671591956193,4.4502,21000.0,1263.8499755859375,30.040000915527344,35,14,roll_21dte,57.0
2011-11-17,2011-12-09,Iron Condor (High Vol),3577.4473477163347,2.957,21000.0,1216.1300048828125,34.5099983215332,45,15,50pct_profit,88.0
2011-11-18,2011-12-09,Iron Condor (High Vol),1322.6565791545313,1.9732,21000.0,1215.6500244140625,32.0,45,14,50pct_profit,117.0
2011-12-08,2011-12-22,Bull Put Spread (High Vol),3576.730514769352,4.5342,21000.0,1234.3499755859375,30.59000015258789,35,10,50pct_profit,56.0
2011-12-09,2011-12-23,Iron Condor (High Vol),3374.0556221696693,4.0059,21000.0,1255.18994140625,26.3799991607666,45,10,50pct_profit,66.0
2011-12-22,2012-01-06,Bull Put Spread,3467.0983653659946,6.5962,22500.0,1254.0,21.15999984741211,30,9,roll_21dte,45.0
2011-12-28,2012-02-02,Iron Condor (High Vol),2966.0495096359855,4.4726,21000.0,1249.6400146484375,23.520000457763672,45,24,roll_21dte,59.0
2011-12-29,2012-02-02,Iron Condor (High Vol),3405.404277073005,4.7392,21000.0,1263.02001953125,22.649999618530273,45,23,50pct_profit,56.0
2012-02-10,2012-02-24,Bull Put Spread,4369.717994647904,6.2958,22500.0,1342.6400146484375,20.790000915527344,30,9,roll_21dte,47.0
2012-03-06,2012-03-19,Bull Put Spread,6772.271326996436,6.3119,22500.0,1343.3599853515625,20.8700008392334,30,9,roll_21dte,47.0
2012-03-23,2012-04-10,Bull Call Diagonal,-2591.2184127781175,3.373,22500.0,1397.1099853515625,14.819999694824219,45,11,trend_flip,0.0
2012-05-04,2012-06-08,Iron Condor,1230.2241360235626,5.7292,22500.0,1369.0999755859375,19.15999984741211,45,24,roll_21dte,50.0
2012-06-08,2012-06-29,Iron Condor,3530.2822253472955,5.1558,22500.0,1325.6600341796875,21.229999542236328,45,15,50pct_profit,55.0
2012-07-24,2012-08-27,Iron Condor,2947.202691892109,5.368,22500.0,1338.31005859375,20.469999313354492,45,24,roll_21dte,53.0
2012-09-07,2012-10-11,Bull Call Diagonal,-243.5664805008221,3.372,22500.0,1437.9200439453125,14.380000114440918,45,24,roll_21dte,0.0
2012-11-02,2012-11-28,Iron Condor,3681.990229595727,5.9606,22500.0,1414.199951171875,17.59000015258789,45,17,50pct_profit,48.0
2012-12-19,2013-01-03,Bull Put Spread,4454.1500960303065,7.0142,22500.0,1435.81005859375,17.360000610351562,30,9,roll_21dte,42.0
2012-12-04,2013-01-08,Iron Condor,3732.9052191479304,6.0399,22500.0,1407.050048828125,17.1200008392334,45,23,50pct_profit,47.0
2013-01-08,2013-02-12,Bull Call Diagonal,9404.090871353652,3.5182,22500.0,1457.1500244140625,13.619999885559082,45,24,roll_21dte,0.0
2013-02-12,2013-03-19,Bull Call Diagonal,5372.125156967654,3.5915,22500.0,1519.4300537109375,12.640000343322754,45,24,roll_21dte,0.0
2013-03-19,2013-04-23,Bull Call Diagonal,4521.707050250837,3.1422,22500.0,1548.3399658203125,14.390000343322754,45,24,roll_21dte,0.0
2013-04-23,2013-05-28,Bull Call Diagonal,10559.1699525625,3.2648,22500.0,1578.780029296875,13.479999542236328,45,24,roll_21dte,0.0
2013-05-28,2013-06-20,Bull Call Diagonal,-5345.6784062499455,2.8979,22500.0,1660.06005859375,14.479999542236328,45,17,trend_flip,0.0
2013-06-12,2013-07-05,Iron Condor,4266.972945653955,5.0133,22500.0,1612.52001953125,18.59000015258789,45,16,50pct_profit,57.0
2013-07-05,2013-08-08,Iron Condor,2475.719013942971,6.2099,22500.0,1631.8900146484375,14.890000343322754,45,24,roll_21dte,46.0
2013-08-08,2013-08-19,Bull Call Diagonal,-5419.261886433505,3.2143,22500.0,1697.47998046875,12.729999542236328,45,7,trend_flip,0.0
2013-08-28,2013-10-02,Iron Condor,2350.5394325454295,5.621,22500.0,1634.9599609375,16.489999771118164,45,24,roll_21dte,51.0
2013-10-16,2013-11-19,Bull Call Diagonal,8275.670930102287,2.7569,22500.0,1721.5400390625,14.710000038146973,45,24,roll_21dte,0.0
2013-11-19,2013-12-24,Bull Call Diagonal,6114.05854949533,2.9074,22500.0,1787.8699951171875,13.390000343322754,45,24,roll_21dte,0.0
2013-12-24,2014-01-24,Bull Call Diagonal,-2202.2759208073994,3.0238,22500.0,1833.3199462890625,12.479999542236328,45,20,trend_flip,0.0
2014-02-10,2014-03-17,Iron Condor,2209.509200328686,5.4926,22500.0,1799.8399658203125,15.260000228881836,45,24,roll_21dte,52.0
2014-03-18,2014-04-11,Bull Call Diagonal,-5238.199747270162,2.5657,22500.0,1872.25,14.520000457763672,45,18,trend_flip,0.0
2014-04-07,2014-05-02,Iron Condor,3937.7311534439586,5.2004,22500.0,1845.0400390625,15.569999694824219,45,18,50pct_profit,55.0
2014-05-02,2014-06-06,Bull Call Diagonal,8702.396154063657,2.8675,22500.0,1881.1400146484375,12.90999984741211,45,24,roll_21dte,0.0
2014-06-06,2014-07-11,Bull Call Diagonal,3245.7161536651815,3.2509,22500.0,1949.43994140625,10.729999542236328,45,24,roll_21dte,0.0
2014-07-11,2014-07-31,Bull Call Diagonal,-1677.6772932991803,2.8926,22500.0,1967.5699462890625,12.079999923706055,45,14,trend_flip,0.0
2014-08-13,2014-09-17,Iron Condor,2694.0350568482645,6.1259,22500.0,1946.719970703125,12.899999618530273,45,24,roll_21dte,47.0
