date,bp_used,max_conc_pct,eff_expiry_count,variant
2013-09-02,33307.19119723673,37.36337354835005,4.1315888264234735,V3_daily_cluster
2013-09-09,26307.22230820957,47.30522333254154,3.152802020806124,V3_daily_cluster
2013-09-16,60312.470348090166,50.90845772757837,3.0181497608864865,V3_daily_cluster
2013-09-23,56784.32125720913,54.07152501222797,2.8538215090663113,V3_daily_cluster
2013-09-30,47782.03028244326,64.25877738999607,2.09680663653833,V3_daily_cluster
2013-10-07,47782.03028244326,64.25877738999607,2.09680663653833,V3_daily_cluster
2013-10-14,47782.03028244326,64.25877738999607,2.09680663653833,V3_daily_cluster
2013-10-21,64477.41226135427,47.6200073711997,3.3846422762937003,V3_daily_cluster
2013-10-28,64893.38178066766,47.314760964981446,3.409129347017721,V3_daily_cluster
2013-11-04,47645.36631545107,28.242270019100275,4.793449517088342,V3_daily_cluster
2013-11-11,43682.26282659929,30.804569488111184,4.558258410112673,V3_daily_cluster
2013-11-18,51421.13604665845,26.16848642587229,5.525858356774922,V3_daily_cluster
2013-11-25,59466.044513477675,22.6282630978581,6.509692324667417,V3_daily_cluster
2013-12-02,72409.6658883242,29.146608746431845,5.686512629115287,V3_daily_cluster
2013-12-09,73511.59884970357,28.709703422745626,5.736339053620183,V3_daily_cluster
2013-12-16,64934.28869416833,32.502030029881254,4.854955529708442,V3_daily_cluster
2013-12-23,66697.59320304163,31.64276400022471,5.537927650067504,V3_daily_cluster
2013-12-30,66898.79469254543,31.547596796120033,5.557319790178064,V3_daily_cluster
2014-01-06,64113.35915824019,32.91819721842769,5.3385394986479,V3_daily_cluster
2014-01-13,80094.07802724585,29.996758721227813,5.002068775644046,V3_daily_cluster
2014-01-20,58989.116016177475,40.72891570240851,4.157057573260999,V3_daily_cluster
2014-01-27,59203.8487739714,40.58119165115427,4.166549426582921,V3_daily_cluster
2014-02-03,51425.37957670941,46.71939718011552,3.3872514458613727,V3_daily_cluster
2014-02-10,48080.831897376454,49.96924218596111,3.1149386553708887,V3_daily_cluster
2014-02-17,42926.19272211872,55.969620905711295,2.5750393770067075,V3_daily_cluster
2014-02-24,52491.90913478651,45.77015340427586,3.4566086038536334,V3_daily_cluster
2014-03-03,28466.281798961623,34.60482521543003,3.68483707310924,V3_daily_cluster
2014-03-10,37085.98068414723,26.561808209303262,4.67481688346571,V3_daily_cluster
2014-03-17,32989.56004546974,29.860074060657798,3.9228645368060633,V3_daily_cluster
2014-03-24,41759.096624181206,23.58936820524572,4.921429894036726,V3_daily_cluster
2014-03-31,55966.82218633164,17.60097621599142,6.833582442748536,V3_daily_cluster
2014-04-07,53620.81458385048,18.371050753916144,6.646884612285354,V3_daily_cluster
2014-04-14,45774.258350197466,21.520189331084914,5.64775574037118,V3_daily_cluster
2014-04-21,41558.552418623134,23.70320063758564,5.46399544440453,V3_daily_cluster
2014-04-28,55797.75431043851,29.233147387374924,5.706138905383943,V3_daily_cluster
2014-05-05,52058.17391521985,31.333100125601952,5.485752559946937,V3_daily_cluster
2014-05-12,44536.49929681366,36.624880747155686,4.589843549228188,V3_daily_cluster
2014-05-19,42808.545655117516,38.1032326765483,4.0609359867803025,V3_daily_cluster
2014-05-26,42808.545655117516,38.1032326765483,4.0609359867803025,V3_daily_cluster
2014-06-02,44404.54057392122,20.757238068322618,5.7039780908418765,V3_daily_cluster
2014-06-09,44067.03969466969,20.91621371423467,5.702332692193386,V3_daily_cluster
2014-06-16,66171.37214382974,33.40467596941193,5.280909406232825,V3_daily_cluster
2014-06-23,70783.99760086148,31.227866747230753,5.586785438509881,V3_daily_cluster
2014-06-30,69774.53160172755,31.679657235581864,5.485999614134013,V3_daily_cluster
2014-07-07,65911.35032007095,33.53645820002105,5.193896680671696,V3_daily_cluster
2014-07-14,85164.4399522277,32.81107481359255,4.704425026192469,V3_daily_cluster
2014-07-21,80092.45692827775,34.88888864069388,4.352079046171423,V3_daily_cluster
