variant,layer,n_trades_avg,ann_pnl_pct_mean,ann_pnl_pct_p5,ann_pnl_pct_p95,max_dd_pct_mean,max_dd_pct_p5,max_dd_pct_p95,w20d_pct_mean,w20d_pct_p5,w20d_pct_p95,w63d_pct_mean,w63d_pct_p5,w63d_pct_p95,eff_count_mean,eff_count_p5,eff_count_p95,worst_pct_nlv_mean,worst_pct_nlv_p5
V1b_weekly_catchup,Layer1_shadow,816.0,25.065466539158994,22.924750020948647,27.563891944179424,-4.390769647414997,-10.260012512321785,-3.116036536661925,-3.0641962371947935,-3.95205760435761,-2.8341654515320207,-2.7938801537960827,-4.958330231300711,-1.396940135207977,1.1421055006021241,1.141117452824375,1.143153530755784,-4.287098662774804,-4.287098662774803
V1b_weekly_catchup,Layer2_production,524.3,15.213879540782168,13.252187177698083,16.627161024064296,-4.901287399692672,-8.200774184681157,-3.116036536661925,-2.983685282110001,-3.7576781222901996,-2.8341654515320207,-3.4642351846330293,-6.285696311820275,-2.186997950075082,1.0455936813764446,1.0443934244158548,1.0468729435467616,-4.287098662774804,-4.287098662774803
V3_daily_cluster,Layer1_shadow,917.0,27.668185064420822,25.455215134390738,30.552692463032635,-4.215576715499577,-6.762231476741474,-3.070082094109066,-2.7836849473406073,-3.4333297667119775,-2.4952972239719844,-2.9453753164655274,-4.721156967142941,-1.3925462448861654,1.154373329385262,1.1532455360837672,1.155912210890359,-4.287098662774804,-4.287098662774803
V3_daily_cluster,Layer2_production,558.7,17.027146221909,15.297250569905808,18.963167766840016,-4.953775142782788,-7.843257794410334,-3.1822655060221616,-2.780282785208525,-2.7802827852085255,-2.761979052494213,-3.768965381038484,-5.810176597522575,-2.3170095059486195,1.0543139227983689,1.052501386238648,1.0556499610215035,-4.287098662774804,-4.287098662774803
BaselineB_cluster,Layer1_shadow,254.0,7.20947139737832,5.438048039937056,8.385115280219104,-6.1650345283247825,-10.210221017032596,-3.4322342024192363,-2.8554708951169414,-3.0764168769638767,-2.590278406777406,-3.705229049320726,-4.608780567582712,-2.6747089526375722,1.0,1.0,1.0,-4.287098662774804,-4.287098662774803
BaselineB_cluster,Layer2_production,254.0,7.20947139737832,5.438048039937056,8.385115280219104,-6.1650345283247825,-10.210221017032596,-3.4322342024192363,-2.8554708951169414,-3.0764168769638767,-2.590278406777406,-3.705229049320726,-4.608780567582712,-2.6747089526375722,1.0,1.0,1.0,-4.287098662774804,-4.287098662774803
