date,baseline_pnl
2000-05-03,-8729.883438730703
2000-05-04,1687.1456447321018
2000-05-05,5611.780202381502
2000-05-08,-396.46985971794345
2000-05-09,-724.6566768769525
2000-05-10,-2074.5437637174978
2000-05-11,5059.467144817285
2000-05-12,10935.754572625274
2000-05-15,4001.3249650764155
2000-05-16,36.1265873015873
2000-05-17,36.1265873015873
2000-05-18,36.1265873015873
2000-05-19,36.1265873015873
2000-05-22,53.45079365079364
2000-05-23,53.45079365079364
2000-05-24,36.1265873015873
2000-05-25,36.1265873015873
2000-05-26,36.1265873015873
2000-05-30,36.1265873015873
2000-05-31,36.1265873015873
2000-06-01,36.1265873015873
2000-06-02,36.1265873015873
2000-06-05,36.1265873015873
2000-06-06,-1530.8048644552334
2000-06-07,3833.4777672436685
2000-06-08,-1331.0780090008936
2000-06-09,2523.5516695410247
2000-06-12,-1910.6679223468323
2000-06-13,7560.36617467162
2000-06-14,1878.142696757756
2000-06-15,7380.436142338052
2000-06-16,220.95723779668944
2000-06-19,2389.6118869289485
2000-06-20,-249.1079699156702
2000-06-21,3519.9738224457546
2000-06-22,-7320.852963066525
2000-06-23,-724.0241219458346
2000-06-26,1523.8887213920832
2000-06-27,2248.4186211549804
2000-06-28,6845.181147247196
2000-06-29,9293.012718093898
2000-06-30,12402.841600682385
2000-07-03,2039.6186200949471
2000-07-05,-4224.2959301276605
2000-07-06,3359.1730081805763
2000-07-07,7027.710845385357
2000-07-10,-1489.4179235554552
2000-07-11,12428.411875143365
2000-07-12,-15.846031746031757
2000-07-13,-15.846031746031757
2000-07-14,-15.846031746031757
2000-07-17,-15.846031746031757
2000-07-18,-15.846031746031757
2000-07-19,-15.846031746031757
2000-07-20,-15.846031746031757
2000-07-21,-15.846031746031757
2000-07-24,-15.846031746031757
2000-07-25,-15.846031746031757
2000-07-26,-15.846031746031757
2000-07-27,36.1265873015873
2000-07-28,36.1265873015873
2000-07-31,36.1265873015873
2000-08-01,36.1265873015873
2000-08-02,36.1265873015873
2000-08-03,36.1265873015873
2000-08-04,36.1265873015873
2000-08-07,-15.846031746031757
2000-08-08,-15.846031746031757
2000-08-09,-15.846031746031757
2000-08-10,-15.846031746031757
2000-08-11,-15.846031746031757
2000-08-14,-15.846031746031757
2000-08-15,-15.846031746031757
2000-08-16,-15.846031746031757
2000-08-17,-15.846031746031757
2000-08-18,-15.846031746031757
2000-08-21,-15.846031746031757
2000-08-22,-15.846031746031757
2000-08-23,-15.846031746031757
2000-08-24,-15.846031746031757
2000-08-25,-15.846031746031757
2000-08-28,-15.846031746031757
2000-08-29,-15.846031746031757
2000-08-30,-15.846031746031757
2000-08-31,-15.846031746031757
2000-09-01,-15.846031746031757
2000-09-05,-15.846031746031757
2000-09-06,-15.846031746031757
2000-09-07,-15.846031746031757
2000-09-08,-15.846031746031757
2000-09-11,-15.846031746031757
2000-09-12,-15.846031746031757
2000-09-13,-15.846031746031757
2000-09-14,-15.846031746031757
2000-09-15,-15.846031746031757
2000-09-18,36.1265873015873
2000-09-19,36.1265873015873
2000-09-20,36.1265873015873
2000-09-21,36.1265873015873
2000-09-22,36.1265873015873
2000-09-25,36.1265873015873
2000-09-26,36.1265873015873
2000-09-27,36.1265873015873
2000-09-28,36.1265873015873
2000-09-29,36.1265873015873
2000-10-02,36.1265873015873
2000-10-03,36.1265873015873
2000-10-04,859.1072696264317
2000-10-05,1210.907528646957
2000-10-06,-2446.8808382603092
2000-10-09,-1753.8221839412186
2000-10-10,-1587.0519976238454
2000-10-11,-2796.253106437761
2000-10-12,-5480.351701944913
2000-10-13,5948.720985711023
2000-10-16,1122.8644857776578
2000-10-17,-2598.797692622282
2000-10-18,-1267.4072472888386
2000-10-19,8623.1821367178
2000-10-20,3199.2411806251093
2000-10-23,-268.027402541857
2000-10-24,1977.9662212750372
2000-10-25,-5383.343582810074
2000-10-26,-2618.583799099842
2000-10-27,5497.5206025708885
2000-10-30,3390.4874596497402
2000-10-31,4375.57684353999
2000-11-01,112.06313359066372
2000-11-02,1431.3256340150506
2000-11-03,1800.2973585110158
2000-11-06,7301.537261120623
2000-11-07,105.39014531314785
2000-11-08,1647.0648785606734
2000-11-09,-512.969803058833
2000-11-10,204.37722663173727
2000-11-13,-41.48726941621938
2000-11-14,4447.021767673802
2000-11-15,430.47955338414573
2000-11-16,3343.975146587778
2000-11-17,36.1265873015873
2000-11-20,53.45079365079364
2000-11-21,53.45079365079364
2000-11-22,53.45079365079364
2000-11-24,53.45079365079364
2000-11-27,53.45079365079364
2000-11-28,53.45079365079364
2000-11-29,53.45079365079364
2000-11-30,53.45079365079364
2000-12-01,53.45079365079364
2000-12-04,53.45079365079364
2000-12-05,36.1265873015873
2000-12-06,53.45079365079364
2000-12-07,53.45079365079364
2000-12-08,36.1265873015873
2000-12-11,36.1265873015873
2000-12-12,36.1265873015873
2000-12-13,36.1265873015873
2000-12-14,36.1265873015873
2000-12-15,53.45079365079364
2000-12-18,53.45079365079364
2000-12-19,53.45079365079364
2000-12-20,53.45079365079364
2000-12-21,53.45079365079364
2000-12-22,53.45079365079364
2000-12-26,53.45079365079364
2000-12-27,36.1265873015873
2000-12-28,36.1265873015873
2000-12-29,53.45079365079364
2001-01-02,53.45079365079364
2001-01-03,36.1265873015873
2001-01-04,36.1265873015873
2001-01-05,53.45079365079364
2001-01-08,53.45079365079364
2001-01-09,53.45079365079364
2001-01-10,53.45079365079364
2001-01-11,36.1265873015873
2001-01-12,36.1265873015873
2001-01-16,36.1265873015873
2001-01-17,36.1265873015873
2001-01-18,36.1265873015873
2001-01-19,36.1265873015873
2001-01-22,36.1265873015873
2001-01-23,36.1265873015873
2001-01-24,36.1265873015873
2001-01-25,-1409.9051596834568
2001-01-26,327.55644656361903
2001-01-29,2364.844572661488
2001-01-30,2266.040179737647
2001-01-31,2251.1836618043026
2001-02-01,3192.5063027488814
2001-02-02,-3789.5762640957487
2001-02-05,1300.012752008958
2001-02-06,1438.4672007718739
2001-02-07,-768.2893266651573
2001-02-08,-987.0878741862884
2001-02-09,-8432.715912832873
2001-02-12,8296.594659902656
2001-02-13,-5163.331048599333
2001-02-14,-234.3077806734982
2001-02-15,5780.753521937849
2001-02-16,-9388.062514480664
2001-02-20,-10293.006116992792
2001-02-21,-6528.849538834798
2001-02-22,-1367.7728556316445
2001-02-23,-1876.2034703394224
2001-02-26,8624.663917006337
2001-02-27,-3418.460827298861
2001-02-28,-6653.6192647565385
2001-03-01,-8835.672996166191
2001-03-02,-8932.466249406662
2001-03-05,-68.91647447254351
2001-03-06,-26.977226324143714
2001-03-07,2965.722853258546
2001-03-08,37.34482326583022
2001-03-09,3881.2760091628043
2001-03-12,-4404.6613291285585
2001-03-13,3622.603703990592
2001-03-14,-2603.4348601390525
2001-03-15,1659.7630274866167
2001-03-16,-2176.8355743054594
2001-03-19,1708.281815329912
2001-03-20,-2403.5307190837825
2001-03-21,-2076.940521733251
2001-03-22,-609.4196356209877
2001-03-23,8684.226543133536
2001-03-26,2458.203758476273
2001-03-27,5065.096259200169
2001-03-28,-4359.548240880822
2001-03-29,-799.0993915430495
2001-03-30,2264.1186116933986
2001-04-02,-2847.794418832343
2001-04-03,-6403.760106565245
2001-04-04,-363.49866174820954
2001-04-05,8733.591762882037
2001-04-06,-4115.367877292201
2001-04-09,-7590.279360253631
2001-04-10,53.45079365079364
2001-04-11,53.45079365079364
2001-04-12,53.45079365079364
2001-04-16,53.45079365079364
2001-04-17,53.45079365079364
2001-04-18,36.1265873015873
2001-04-19,36.1265873015873
2001-04-20,53.45079365079364
2001-04-23,53.45079365079364
2001-04-24,53.45079365079364
2001-04-25,53.45079365079364
2001-04-26,53.45079365079364
2001-04-27,36.1265873015873
2001-04-30,36.1265873015873
2001-05-01,36.1265873015873
2001-05-02,36.1265873015873
2001-05-03,36.1265873015873
2001-05-04,36.1265873015873
2001-05-07,36.1265873015873
2001-05-08,36.1265873015873
2001-05-09,36.1265873015873
2001-05-10,36.1265873015873
2001-05-11,36.1265873015873
2001-05-14,36.1265873015873
2001-05-15,36.1265873015873
2001-05-16,36.1265873015873
2001-05-17,36.1265873015873
2001-05-18,-15.846031746031757
2001-05-21,-15.846031746031757
2001-05-22,-15.846031746031757
2001-05-23,36.1265873015873
2001-05-24,2317.7145230690735
2001-05-25,-2502.9518475406044
2001-05-29,-3132.6233963449604
2001-05-30,-5812.128721741994
2001-05-31,3514.046990302076
2001-06-01,6019.358393804759
2001-06-04,3172.0379843761207
2001-06-05,15740.998289412917
2001-06-06,-5689.439010137873
2001-06-07,7519.375508281553
2001-06-08,-2950.4725033084087
2001-06-11,-4513.007645409863
2001-06-12,1583.0059375036294
2001-06-13,-8756.186956581076
2001-06-14,-6952.398720472227
2001-06-15,1156.2163753943848
2001-06-18,-1028.669214319638
2001-06-19,3884.470432991928
2001-06-20,4294.0579208590525
2001-06-21,14836.83965286787
2001-06-22,-740.4702167241581
2001-06-25,-892.5016992958261
2001-06-26,-397.78734091066934
2001-06-27,521.3774485700848
2001-06-28,3202.844520787964
2001-06-29,1967.827109826162
2001-07-02,9986.223467125012
2001-07-03,412.051797206046
2001-07-05,1053.0681941382622
2001-07-06,6479.188157446077
2001-07-09,36.1265873015873
2001-07-10,1757.7621757357456
2001-07-11,-98.66968858091087
2001-07-12,-1914.8642981383778
2001-07-13,-141.64920939308402
2001-07-16,841.6997393861312
2001-07-17,-1178.6184135628093
2001-07-18,546.8788229247313
2001-07-19,-27.080766213855618
2001-07-20,974.1936944735409
2001-07-23,1826.7638942222873
2001-07-24,1124.3638118437673
2001-07-25,-934.515768477603
2001-07-26,-554.1083819954462
2001-07-27,580.6839531985685
2001-07-30,12.858573318693914
2001-07-31,159.70383388691138
2001-08-01,414.76813094276434
2001-08-02,7.2029897708209205
2001-08-03,1240.8666335106516
2001-08-06,593.0014311224539
2001-08-07,397.5820363147629
2001-08-08,6460.3602234349555
2001-08-09,636.4225649477087
2001-08-10,201.93667091558262
2001-08-13,182.79349296341815
2001-08-14,799.7562962782785
2001-08-15,997.3967682298878
2001-08-16,-615.1484578956887
2001-08-17,987.140301551383
2001-08-20,-169.51497909267647
2001-08-21,795.7438828942884
2001-08-22,576.2806295057022
2001-08-23,653.390943731203
2001-08-24,-488.6051991166868
2001-08-27,317.6632649459695
2001-08-28,5448.429967195048
2001-08-29,1180.2428616256086
2001-08-30,775.0177727889438
2001-08-31,35.09322998622757
2001-09-04,-160.48233699258418
2001-09-05,90.60465828849544
2001-09-06,1182.3346271807065
2001-09-07,644.6032591441012
2001-09-10,-483.0563079494328
2001-09-17,316.2310921475788
2001-09-18,1162.3578997242626
2001-09-19,4480.465495361719
2001-09-20,53.45079365079364
2001-09-21,53.45079365079364
2001-09-24,53.45079365079364
2001-09-25,53.45079365079364
2001-09-26,53.45079365079364
2001-09-27,53.45079365079364
2001-09-28,392.87843674830344
2001-10-01,167.31589357088106
2001-10-02,511.23641285438504
2001-10-03,-1390.5424816479315
2001-10-04,108.83697123162146
2001-10-05,-900.1460906931188
2001-10-08,-167.88013051118907
2001-10-09,1077.3568971189864
2001-10-10,808.525867698078
2001-10-11,-1335.2992810707995
2001-10-12,-1797.4049163766613
2001-10-15,630.1790236552083
2001-10-16,1411.897129816333
2001-10-17,1051.139136202413
2001-10-18,1305.289527854245
2001-10-19,638.5245942004826
2001-10-22,188.74286831858555
2001-10-23,1135.1207587563547
2001-10-24,1079.23780633393
2001-10-25,-79.46163769936248
2001-10-26,604.1219951060139
2001-10-29,-4307.677246021458
2001-10-30,-2960.3872319930824
2001-10-31,3442.1485184848884
2001-11-01,7517.924959638651
2001-11-02,3000.00224221842
2001-11-05,2905.238651927115
2001-11-06,5294.646928628068
2001-11-07,-129.72465249185157
2001-11-08,1762.5346385153066
2001-11-09,2677.7632572607067
2001-11-12,-4118.751073279169
2001-11-13,13748.24298197007
2001-11-14,271.6707293130882
2001-11-15,2528.198574138957
2001-11-16,2107.533255124557
2001-11-19,42.88877308861025
2001-11-20,2603.820745031165
2001-11-21,10332.602055161959
2001-11-23,770.2342374760384
2001-11-26,-652.7043586305921
2001-11-27,719.842239816228
2001-11-28,-809.3505921134653
2001-11-29,896.3820653850547
2001-11-30,1729.7936794329994
2001-12-03,-1199.6931989235586
2001-12-04,1592.2237479238827
2001-12-05,-573.0333387510926
2001-12-06,159.60443520509216
2001-12-07,9786.36833855829
2001-12-10,36.1265873015873
2001-12-11,36.1265873015873
2001-12-12,36.1265873015873
2001-12-13,36.1265873015873
2001-12-14,36.1265873015873
2001-12-17,36.1265873015873
2001-12-18,36.1265873015873
2001-12-19,36.1265873015873
2001-12-20,36.1265873015873
2001-12-21,36.1265873015873
2001-12-24,36.1265873015873
2001-12-26,36.1265873015873
2001-12-27,36.1265873015873
2001-12-28,36.1265873015873
2001-12-31,36.1265873015873
2002-01-02,1839.076028737383
2002-01-03,5286.35622029033
2002-01-04,3325.134738801054
2002-01-07,-5557.674106342115
2002-01-08,455.3975299569306
2002-01-09,-882.1564532441106
2002-01-10,443.3214328852774
2002-01-11,-1998.918288584454
2002-01-14,-3114.1984453522805
2002-01-15,5919.9329564321015
2002-01-16,-6715.754415544205
2002-01-17,8690.423155326282
2002-01-18,-3495.526213436935
2002-01-22,-5744.549005106834
2002-01-23,4919.082154035404
2002-01-24,2884.3879282216994
2002-01-25,1805.8720899562563
2002-01-28,629.3202132958006
2002-01-29,-12259.152464059152
2002-01-30,5435.430955602381
2002-01-31,13327.074199989127
2002-02-01,1373.495988727284
2002-02-04,-4884.288165554129
2002-02-05,-378.7070597334245
2002-02-06,-587.990606768132
2002-02-07,1661.0862343889003
2002-02-08,4170.947299078865
2002-02-11,3081.7455579770417
2002-02-12,894.6425530783231
2002-02-13,9363.186898266094
2002-02-14,-71.19827269653229
2002-02-15,1379.7301651768178
2002-02-19,1186.0158381911137
2002-02-20,-187.43921137443445
2002-02-21,5580.756509318882
2002-02-22,-381.2267372508688
2002-02-25,-2123.3493377768464
2002-02-26,368.5396040837892
2002-02-27,300.2480916782539
2002-02-28,717.9763032220717
2002-03-01,-3249.5494467586814
2002-03-04,-5213.111720307824
2002-03-05,3550.7586958417187
2002-03-06,-6072.846415113142
2002-03-07,2477.422406934864
2002-03-08,-1844.3637016011132
2002-03-11,-1994.6298010848022
2002-03-12,1823.0567082481696
2002-03-13,5669.021542932654
2002-03-14,1194.718106316327
2002-03-15,-4721.838173416301
2002-03-18,181.33072350579684
2002-03-19,-1109.2617820831176
2002-03-20,9058.474011649427
2002-03-21,180.223020430032
2002-03-22,3227.487131427214
2002-03-25,5876.639973597862
2002-03-26,-1202.2546120329355
2002-03-27,-255.3986484922914
2002-03-28,-15.846031746031757
2002-04-01,-15.846031746031757
2002-04-02,-15.846031746031757
2002-04-03,-15.846031746031757
2002-04-04,-15.846031746031757
2002-04-05,36.1265873015873
2002-04-08,36.1265873015873
2002-04-09,36.1265873015873
2002-04-10,36.1265873015873
2002-04-11,36.1265873015873
2002-04-12,36.1265873015873
2002-04-15,36.1265873015873
2002-04-16,36.1265873015873
2002-04-17,36.1265873015873
2002-04-18,-15.846031746031757
2002-04-19,-15.846031746031757
2002-04-22,36.1265873015873
2002-04-23,36.1265873015873
2002-04-24,36.1265873015873
2002-04-25,36.1265873015873
2002-04-26,36.1265873015873
2002-04-29,36.1265873015873
2002-04-30,36.1265873015873
2002-05-01,36.1265873015873
2002-05-02,36.1265873015873
2002-05-03,36.1265873015873
2002-05-06,36.1265873015873
2002-05-07,36.1265873015873
2002-05-08,-68.91755829995918
2002-05-09,513.3437671852313
2002-05-10,67.93510222596099
2002-05-13,1955.197350827364
2002-05-14,-861.2243842676957
2002-05-15,1784.0348071465899
2002-05-16,15.24571988609032
2002-05-17,-447.8320616747385
2002-05-20,1504.8309592481774
2002-05-21,1131.3015781832019
2002-05-22,270.6873015647178
2002-05-23,247.73981728801803
2002-05-24,1917.5050876167795
2002-05-28,-280.26734293776525
2002-05-29,957.4686979492589
2002-05-30,387.34813767706936
2002-05-31,1168.1374218470016
2002-06-03,-3829.147537688598
2002-06-04,-68.98759225584021
2002-06-05,2561.248845558486
2002-06-06,-2779.087530360743
2002-06-07,1080.2348170433327
2002-06-10,765.6221522751489
2002-06-11,4183.751487268206
2002-06-12,36.1265873015873
2002-06-13,53.45079365079364
2002-06-14,53.45079365079364
2002-06-17,36.1265873015873
2002-06-18,36.1265873015873
2002-06-19,53.45079365079364
2002-06-20,53.45079365079364
2002-06-21,53.45079365079364
2002-06-24,53.45079365079364
2002-06-25,53.45079365079364
2002-06-26,53.45079365079364
2002-06-27,53.45079365079364
2002-06-28,53.45079365079364
2002-07-01,-213.69694717296852
2002-07-02,-554.1501713884634
2002-07-03,16.637916088578883
2002-07-05,756.6051073239105
2002-07-08,-36.61197807047243
2002-07-09,-441.15859118307566
2002-07-10,-1446.3459751639782
2002-07-11,364.3246157383406
2002-07-12,337.8731702203048
2002-07-15,-464.7287926740491
2002-07-16,-616.0710329152548
2002-07-17,566.2376022648441
2002-07-18,-713.9052686243663
2002-07-19,-1704.8668491755955
2002-07-22,-1244.3264415328733
2002-07-23,-807.5473069929185
2002-07-24,1997.687364334024
2002-07-25,-158.77375485019013
2002-07-26,876.175426009185
2002-07-29,3278.616325959875
2002-07-30,88.87339816156347
2002-07-31,473.5274084503192
2002-08-01,-3078.3610294470554
2002-08-02,-4902.97964881717
2002-08-05,-718.420452834087
2002-08-06,966.9629980680065
2002-08-07,1099.3639433104795
2002-08-08,447.32003923861
2002-08-09,519.7867587233497
2002-08-12,-240.19955796088504
2002-08-13,1079.1843534007007
2002-08-14,624.472873157649
2002-08-15,1908.855352386046
2002-08-16,921.6802740832038
2002-08-19,-1373.8336193214693
2002-08-20,-1542.8739034375817
2002-08-21,3167.265584841941
2002-08-22,1592.9139044508233
2002-08-23,-2339.632387450426
2002-08-26,435.50100083884587
2002-08-27,-724.2376237059627
2002-08-28,-5127.5526004222265
2002-08-29,271.30368885798623
2002-08-30,4135.152580139816
2002-09-03,-11938.300149419045
2002-09-04,4953.272309800076
2002-09-05,-3596.4790822984055
2002-09-06,5112.156135559781
2002-09-09,-9051.71768082786
2002-09-10,580.8281206444574
2002-09-11,295.1903139800669
2002-09-12,-975.8371630250701
2002-09-13,1274.049856713028
2002-09-16,-131.70478770947236
2002-09-17,-555.2885772570537
2002-09-18,2271.6158819728844
2002-09-19,-847.7332506285611
2002-09-20,574.9177379256098
2002-09-23,-219.32941715436948
2002-09-24,-374.84957567812313
2002-09-25,1287.808380359792
2002-09-26,1092.7777517133952
2002-09-27,-1362.7128772558067
2002-09-30,-1336.0685182831514
2002-10-01,3771.57585893997
2002-10-02,-1545.352980072155
2002-10-03,-304.842040664829
2002-10-04,-1529.9323476394961
2002-10-07,-1692.0745633286979
2002-10-08,1531.4799679938617
2002-10-09,-1593.0250570328583
2002-10-10,3518.5407943752675
2002-10-11,2806.880236054211
2002-10-14,404.8027699888588
2002-10-15,3468.1001038325935
2002-10-16,5.461808303921799
2002-10-17,805.2867435622288
2002-10-18,457.78673141211027
2002-10-21,-573.2437463643838
2002-10-22,-1496.8671452698866
2002-10-23,2559.11967441211
2002-10-24,-1545.746169313275
2002-10-25,11253.805485974981
2002-10-28,-1773.8013408480576
2002-10-29,-1829.6351211380727
2002-10-30,3538.6529480782133
2002-10-31,122.34326072513039
2002-11-01,5325.662472481027
2002-11-04,-937.4875055652379
2002-11-05,454.7155857166551
2002-11-06,8327.978384823742
2002-11-07,-2483.386868444261
2002-11-08,5691.854686274418
2002-11-11,-6159.1352688678
2002-11-12,3276.034932790818
2002-11-13,-437.7698722449703
2002-11-14,10954.937835781466
2002-11-15,8978.453626053533
2002-11-18,-3862.070499503679
2002-11-19,776.4376440936934
2002-11-20,10714.261930341307
2002-11-21,10529.49684271594
2002-11-22,2638.0998851937784
2002-11-25,-1564.7128469042036
2002-11-26,-782.3474872716527
2002-11-27,-5194.605145439978
2002-11-29,882.9760938610087
2002-12-02,1281.4150763063603
2002-12-03,1181.3816182636735
2002-12-04,77.93821288722182
2002-12-05,-788.0099418568623
2002-12-06,3066.195267621947
2002-12-09,-2932.573013987482
2002-12-10,5140.445494521912
2002-12-11,11485.376523874229
2002-12-12,794.6928115023018
2002-12-13,-1185.3650989305365
2002-12-16,3423.682081575988
2002-12-17,-129.63070489112394
2002-12-18,-1720.074633739281
2002-12-19,-1732.4701113132794
2002-12-20,9169.069072020371
2002-12-23,36.1265873015873
2002-12-24,36.1265873015873
2002-12-26,36.1265873015873
2002-12-27,36.1265873015873
2002-12-30,36.1265873015873
2002-12-31,36.1265873015873
2003-01-02,36.1265873015873
2003-01-03,36.1265873015873
2003-01-06,36.1265873015873
2003-01-07,36.1265873015873
2003-01-08,36.1265873015873
2003-01-09,36.1265873015873
2003-01-10,36.1265873015873
2003-01-13,36.1265873015873
2003-01-14,36.1265873015873
2003-01-15,36.1265873015873
2003-01-16,36.1265873015873
2003-01-17,36.1265873015873
2003-01-21,36.1265873015873
2003-01-22,36.1265873015873
2003-01-23,36.1265873015873
2003-01-24,53.45079365079364
2003-01-27,53.45079365079364
2003-01-28,53.45079365079364
2003-01-29,36.1265873015873
2003-01-30,53.45079365079364
2003-01-31,53.45079365079364
2003-02-03,53.45079365079364
2003-02-04,53.45079365079364
2003-02-05,53.45079365079364
2003-02-06,53.45079365079364
2003-02-07,53.45079365079364
2003-02-10,53.45079365079364
2003-02-11,53.45079365079364
2003-02-12,53.45079365079364
2003-02-13,53.45079365079364
2003-02-14,53.45079365079364
2003-02-18,53.45079365079364
2003-02-19,53.45079365079364
2003-02-20,53.45079365079364
2003-02-21,53.45079365079364
2003-02-24,53.45079365079364
2003-02-25,53.45079365079364
2003-02-26,53.45079365079364
2003-02-27,53.45079365079364
2003-02-28,53.45079365079364
2003-03-03,53.45079365079364
2003-03-04,53.45079365079364
2003-03-05,53.45079365079364
2003-03-06,53.45079365079364
2003-03-07,53.45079365079364
2003-03-10,53.45079365079364
2003-03-11,53.45079365079364
2003-03-12,53.45079365079364
2003-03-13,53.45079365079364
2003-03-14,53.45079365079364
2003-03-17,36.1265873015873
2003-03-18,36.1265873015873
2003-03-19,36.1265873015873
2003-03-20,36.1265873015873
2003-03-21,36.1265873015873
2003-03-24,36.1265873015873
2003-03-25,36.1265873015873
2003-03-26,36.1265873015873
2003-03-27,36.1265873015873
2003-03-28,36.1265873015873
2003-03-31,53.45079365079364
2003-04-01,36.1265873015873
2003-04-02,36.1265873015873
2003-04-03,36.1265873015873
2003-04-04,36.1265873015873
2003-04-07,36.1265873015873
2003-04-08,36.1265873015873
2003-04-09,36.1265873015873
2003-04-10,36.1265873015873
2003-04-11,36.1265873015873
2003-04-14,36.1265873015873
2003-04-15,36.1265873015873
2003-04-16,36.1265873015873
2003-04-17,36.1265873015873
2003-04-21,36.1265873015873
2003-04-22,-15.846031746031757
2003-04-23,-15.846031746031757
2003-04-24,-15.846031746031757
2003-04-25,-15.846031746031757
2003-04-28,-15.846031746031757
2003-04-29,-15.846031746031757
2003-04-30,-15.846031746031757
2003-05-01,-15.846031746031757
2003-05-02,-15.846031746031757
2003-05-05,-15.846031746031757
2003-05-06,-15.846031746031757
2003-05-07,-15.846031746031757
2003-05-08,-15.846031746031757
2003-05-09,-15.846031746031757
2003-05-12,-15.846031746031757
2003-05-13,-15.846031746031757
2003-05-14,-15.846031746031757
2003-05-15,-15.846031746031757
2003-05-16,-15.846031746031757
2003-05-19,-15.846031746031757
2003-05-20,-15.846031746031757
2003-05-21,-15.846031746031757
2003-05-22,-15.846031746031757
2003-05-23,-15.846031746031757
2003-05-27,-15.846031746031757
2003-05-28,-15.846031746031757
2003-05-29,-15.846031746031757
2003-05-30,-15.846031746031757
2003-06-02,-15.846031746031757
2003-06-03,-15.846031746031757
2003-06-04,-15.846031746031757
2003-06-05,-15.846031746031757
2003-06-06,-15.846031746031757
2003-06-09,36.1265873015873
2003-06-10,3489.9886108073006
2003-06-11,2816.819790722156
2003-06-12,328.2072110245291
2003-06-13,-2556.0416432909497
2003-06-16,5898.548243777605
2003-06-17,650.7745803983197
2003-06-18,275.4895611258663
2003-06-19,-2654.4626656877326
2003-06-20,1320.5185079478588
2003-06-23,-4951.876018007162
2003-06-24,801.2683638830615
2003-06-25,-2197.3170425441353
2003-06-26,12449.891364237288
2003-06-27,-15.846031746031757
2003-06-30,-15.846031746031757
2003-07-01,-15.846031746031757
2003-07-02,-15.846031746031757
2003-07-03,-15.846031746031757
2003-07-07,-15.846031746031757
2003-07-08,-15.846031746031757
2003-07-09,-15.846031746031757
2003-07-10,-15.846031746031757
2003-07-11,-15.846031746031757
2003-07-14,-15.846031746031757
2003-07-15,-15.846031746031757
2003-07-16,-15.846031746031757
2003-07-17,-15.846031746031757
2003-07-18,-15.846031746031757
2003-07-21,-15.846031746031757
2003-07-22,-15.846031746031757
2003-07-23,-15.846031746031757
2003-07-24,-15.846031746031757
2003-07-25,-15.846031746031757
2003-07-28,-15.846031746031757
2003-07-29,-15.846031746031757
2003-07-30,-15.846031746031757
2003-07-31,-15.846031746031757
2003-08-01,-15.846031746031757
2003-08-04,-15.846031746031757
