variant,entry_date,strategy,n_contracts,pnl_per_contract,total_pnl,total_bp,pnl_pct,source,expiry_proxy,sizing
V1b_weekly_catchup,2024-03-25,Bull Call Diagonal,1,12903.181069604509,12903.181069604509,35081.33376957669,0.36780759689343495,bootstrap,2024-05-09,S1_1contract
V1b_weekly_catchup,2024-04-01,Bull Call Diagonal,1,-4793.93664944284,-4793.93664944284,34768.44766153402,-0.1378818144574973,engine_exact_d+1,2024-05-16,S1_1contract
V1b_weekly_catchup,2024-04-09,Bull Call Diagonal,1,14757.891926007682,14757.891926007682,29538.050934989675,0.49962307799144706,bootstrap,2024-05-24,S1_1contract
V1b_weekly_catchup,2024-04-24,Iron Condor,1,-8255.819874390096,-8255.819874390096,14035.215056642452,-0.5882218292396496,bootstrap,2024-05-24,S1_1contract
V1b_weekly_catchup,2024-05-06,Bull Call Diagonal,1,11415.573794882725,11415.573794882725,29779.54213914662,0.38333610844460947,bootstrap,2024-06-20,S1_1contract
V1b_weekly_catchup,2024-05-13,Bull Call Diagonal,1,-3677.353473977453,-3677.353473977453,27260.83540537043,-0.1348951130548629,bootstrap,2024-06-27,S1_1contract
V1b_weekly_catchup,2024-05-20,Bull Call Diagonal,1,-5648.798629092685,-5648.798629092685,30072.229042483825,-0.18784103503310243,bootstrap,2024-07-04,S1_1contract
V1b_weekly_catchup,2024-05-28,Bull Call Diagonal,1,-2422.190535815742,-2422.190535815742,35523.006720018246,-0.06818652922334886,bootstrap,2024-07-12,S1_1contract
V1b_weekly_catchup,2024-06-03,Bull Call Diagonal,1,-3194.0314941226316,-3194.0314941226316,28082.933763314068,-0.11373567737054349,bootstrap,2024-07-18,S1_1contract
V1b_weekly_catchup,2024-06-10,Bull Call Diagonal,1,4277.773719431266,4277.773719431266,34492.14962957728,0.12402166189616208,bootstrap,2024-07-25,S1_1contract
V1b_weekly_catchup,2024-06-17,Bull Call Diagonal,1,-2939.761675214719,-2939.761675214719,30034.673252060627,-0.0978789298136622,bootstrap,2024-08-01,S1_1contract
V1b_weekly_catchup,2024-06-24,Bull Call Diagonal,1,-4793.93664944284,-4793.93664944284,34768.44766153402,-0.1378818144574973,bootstrap,2024-08-08,S1_1contract
V1b_weekly_catchup,2024-07-01,Bull Call Diagonal,1,11435.030478965167,11435.030478965167,25973.01446840588,0.440265818697132,bootstrap,2024-08-15,S1_1contract
V1b_weekly_catchup,2024-07-08,Bull Call Diagonal,1,-3677.353473977453,-3677.353473977453,27260.83540537043,-0.1348951130548629,bootstrap,2024-08-22,S1_1contract
V1b_weekly_catchup,2024-07-15,Bull Call Diagonal,1,-5454.44963378408,-5454.44963378408,31572.13454669296,-0.17276150985982067,engine_exact_d+0,2024-08-29,S1_1contract
V1b_weekly_catchup,2024-07-22,Bull Call Diagonal,1,-2422.190535815742,-2422.190535815742,35523.006720018246,-0.06818652922334886,bootstrap,2024-09-05,S1_1contract
V1b_weekly_catchup,2024-08-06,Iron Condor (High Vol),1,3768.1174941506197,3768.1174941506197,55051.64280203674,0.06844695820796126,engine_exact_d+0,2024-09-10,S1_1contract
V1b_weekly_catchup,2024-08-13,Iron Condor,1,3768.0186789263043,3768.0186789263043,19337.073758349597,0.19485981829589408,bootstrap,2024-09-12,S1_1contract
V1b_weekly_catchup,2024-08-19,Bull Call Diagonal,1,16404.10056453823,16404.10056453823,34725.254185181555,0.47239684631418527,bootstrap,2024-10-03,S1_1contract
V1b_weekly_catchup,2024-09-03,Iron Condor,1,3774.435270093739,3774.435270093739,23723.27474473916,0.15910262435125033,engine_exact_d+0,2024-10-03,S1_1contract
V1b_weekly_catchup,2024-11-11,Bull Call Diagonal,1,13945.557706416896,13945.557706416896,33138.97048227367,0.4208204872832878,bootstrap,2024-12-26,S1_1contract
V1b_weekly_catchup,2024-11-25,Bull Call Diagonal,1,7837.874316639751,7837.874316639751,28971.614988406727,0.270536327359595,bootstrap,2025-01-09,S1_1contract
V1b_weekly_catchup,2024-12-02,Bull Call Diagonal,1,6411.445834252268,6411.445834252268,35564.79842776891,0.1802750505467852,bootstrap,2025-01-16,S1_1contract
V1b_weekly_catchup,2024-12-09,Bull Call Diagonal,1,7284.860818221878,7284.860818221878,30511.08520757405,0.23876111808745132,bootstrap,2025-01-23,S1_1contract
V1b_weekly_catchup,2024-12-16,Bull Call Diagonal,1,16404.10056453823,16404.10056453823,34725.254185181555,0.47239684631418527,bootstrap,2025-01-30,S1_1contract
V1b_weekly_catchup,2024-12-24,Bull Call Diagonal,1,-5560.939452126068,-5560.939452126068,34235.025373463264,-0.16243421441821224,engine_exact_d+0,2025-02-07,S1_1contract
V1b_weekly_catchup,2024-12-30,Iron Condor,1,3441.28398677813,3441.28398677813,19668.678732268643,0.17496264154909008,engine_exact_d+0,2025-01-29,S1_1contract
V1b_weekly_catchup,2025-01-21,Bull Put Spread,1,-1397.8586227488254,-1397.8586227488254,14491.716772422113,-0.09645914591768484,engine_exact_d+0,2025-02-20,S1_1contract
V1b_weekly_catchup,2025-01-27,Iron Condor,1,-3883.668638145213,-3883.668638145213,20501.871555911715,-0.18942995655561784,bootstrap,2025-02-26,S1_1contract
V1b_weekly_catchup,2025-02-18,Bull Put Spread,1,-6278.702800957543,-6278.702800957543,15061.098633869567,-0.4168821248429995,engine_exact_d+2,2025-03-20,S1_1contract
V1b_weekly_catchup,2025-03-17,Iron Condor,1,3827.24891921874,3827.24891921874,24599.38944254373,0.15558308583869385,bootstrap,2025-04-16,S1_1contract
V1b_weekly_catchup,2025-03-26,Iron Condor,1,710.8037868218688,710.8037868218688,21201.13834574667,0.03352668027679131,engine_exact_d+1,2025-04-25,S1_1contract
V1b_weekly_catchup,2025-04-09,Iron Condor (High Vol),1,4780.195682346913,4780.195682346913,68521.91441945781,0.06976156055834754,engine_exact_d+0,2025-05-14,S1_1contract
V1b_weekly_catchup,2025-04-14,Iron Condor (High Vol),1,3966.9933243884943,3966.9933243884943,61647.0005107043,0.06435014342181451,engine_exact_d+0,2025-05-19,S1_1contract
V1b_weekly_catchup,2025-04-21,Iron Condor (High Vol),1,4851.865476778869,4851.865476778869,54530.142684300015,0.08897584414676012,bootstrap,2025-05-26,S1_1contract
V1b_weekly_catchup,2025-04-28,Iron Condor (High Vol),1,2394.319217687511,2394.319217687511,45722.29741414793,0.05236655533732286,engine_exact_d+1,2025-06-02,S1_1contract
V1b_weekly_catchup,2025-05-05,Bull Put Spread (High Vol),1,3316.2441630179587,3316.2441630179587,25164.462467877747,0.13178283332104235,bootstrap,2025-06-09,S1_1contract
V1b_weekly_catchup,2025-06-03,Bull Put Spread,1,1494.683132459287,1494.683132459287,17106.930624592253,0.08737295808697496,engine_exact_d+0,2025-07-03,S1_1contract
V1b_weekly_catchup,2025-06-09,Bull Put Spread,1,3689.2374119884294,3689.2374119884294,15539.403240297366,0.23741178183865902,bootstrap,2025-07-09,S1_1contract
V1b_weekly_catchup,2025-07-07,Bull Put Spread,1,2356.2849510202072,2356.2849510202072,16934.233652021587,0.13914328805419057,engine_exact_d+0,2025-08-06,S1_1contract
V1b_weekly_catchup,2025-07-15,Bull Put Spread,1,3863.144628792109,3863.144628792109,16451.732908834445,0.23481688222142436,bootstrap,2025-08-14,S1_1contract
V1b_weekly_catchup,2025-08-12,Bull Call Diagonal,1,6424.863067609038,6424.863067609038,27290.812936788065,0.2354221943659403,bootstrap,2025-09-26,S1_1contract
V1b_weekly_catchup,2025-08-18,Bull Call Diagonal,1,-441.3221114300446,-441.3221114300446,24980.68311089665,-0.017666534957066028,bootstrap,2025-10-02,S1_1contract
V1b_weekly_catchup,2025-08-25,Bull Call Diagonal,1,7512.704897136752,7512.704897136752,30067.18117978975,0.24986395805492287,bootstrap,2025-10-09,S1_1contract
V1b_weekly_catchup,2025-09-02,Bull Put Spread,1,3863.144628792109,3863.144628792109,16451.732908834445,0.23481688222142436,engine_exact_d+0,2025-10-02,S1_1contract
V1b_weekly_catchup,2025-10-07,Bull Put Spread,1,-3235.8502698199736,-3235.8502698199736,18161.407747656824,-0.17817177582158858,bootstrap,2025-11-06,S1_1contract
V1b_weekly_catchup,2025-10-29,Bull Put Spread,1,1175.3155591199877,1175.3155591199877,14734.081108261194,0.07976850069469243,bootstrap,2025-11-28,S1_1contract
V1b_weekly_catchup,2025-11-03,Bull Put Spread,1,5117.982157324333,5117.982157324333,20254.034369795972,0.2526895167590203,bootstrap,2025-12-03,S1_1contract
V1b_weekly_catchup,2025-11-17,Iron Condor (High Vol),1,4300.071873513508,4300.071873513508,25766.05285428575,0.16688904186573006,engine_exact_d+0,2025-12-22,S1_1contract
V1b_weekly_catchup,2025-11-26,Bull Put Spread,1,3288.710480771413,3288.710480771413,16127.434222975397,0.2039202538545322,bootstrap,2025-12-26,S1_1contract
V1b_weekly_catchup,2025-12-01,Bull Put Spread,1,2293.6649890202125,2293.6649890202125,16288.758114775503,0.14081276011703023,bootstrap,2025-12-31,S1_1contract
V1b_weekly_catchup,2025-12-09,Bull Put Spread,1,2293.6649890202125,2293.6649890202125,16288.758114775503,0.14081276011703023,engine_exact_d+0,2026-01-08,S1_1contract
V1b_weekly_catchup,2025-12-22,Bull Call Diagonal,1,-2422.190535815742,-2422.190535815742,35523.006720018246,-0.06818652922334886,bootstrap,2026-02-05,S1_1contract
V1b_weekly_catchup,2025-12-29,Bull Call Diagonal,1,-1602.619464353566,-1602.619464353566,30961.672553008026,-0.0517613982774928,bootstrap,2026-02-12,S1_1contract
V1b_weekly_catchup,2026-01-05,Bull Call Diagonal,1,-3211.225631835179,-3211.225631835179,33591.19316103189,-0.09559724825614181,bootstrap,2026-02-19,S1_1contract
V1b_weekly_catchup,2026-01-14,Bull Put Spread,1,1658.2415616662995,1658.2415616662995,16054.075407954628,0.10329100365659538,engine_exact_d+0,2026-02-13,S1_1contract
V1b_weekly_catchup,2026-02-17,Iron Condor,1,1892.6859323320468,1892.6859323320468,18117.302304243727,0.10446841922424131,bootstrap,2026-03-19,S1_1contract
V1b_weekly_catchup,2026-03-02,Iron Condor,1,842.5381635093296,842.5381635093296,17317.237721922855,0.048653149944503774,bootstrap,2026-04-01,S1_1contract
V1b_weekly_catchup,2026-03-09,Iron Condor (High Vol),1,3220.1726829937315,3220.1726829937315,49623.31782460955,0.06489232933547946,engine_exact_d+0,2026-04-13,S1_1contract
V1b_weekly_catchup,2026-03-16,Iron Condor (High Vol),1,6239.921378782173,6239.921378782173,68857.75529743893,0.09062045882599748,bootstrap,2026-04-20,S1_1contract
V1b_weekly_catchup,2026-03-31,Iron Condor (High Vol),1,3862.728970614284,3862.728970614284,64425.77374804579,0.059956268212167985,bootstrap,2026-05-05,S1_1contract
V1b_weekly_catchup,2026-04-06,Iron Condor (High Vol),1,4648.434448291343,4648.434448291343,31851.621562361062,0.14594027620196204,bootstrap,2026-05-11,S1_1contract
V1b_weekly_catchup,2026-05-05,Bull Put Spread,1,5610.494208739775,5610.494208739775,20286.810685743538,0.2765587107628763,bootstrap,2026-06-04,S1_1contract
V1b_weekly_catchup,2026-05-20,Bull Put Spread,1,3825.3803291020695,3825.3803291020695,19697.16524274969,0.19420968865101795,bootstrap,2026-06-19,S1_1contract
V1b_weekly_catchup,2026-05-26,Bull Put Spread,1,2587.0269225025136,2587.0269225025136,14759.846591739333,0.17527464844725413,bootstrap,2026-06-25,S1_1contract
V1b_weekly_catchup,2000-01-11,Bull Put Spread (High Vol),4,-622.7882540256791,-2491.1530161027163,84082.26266440084,-0.02962756873046701,engine_exact_d+0,2000-02-15,S2_4contracts_10pct_bp
V1b_weekly_catchup,2000-02-07,Iron Condor (High Vol),4,4503.151421068328,18012.605684273312,107801.04210499136,0.16709120183393197,engine_exact_d+0,2000-03-13,S2_4contracts_10pct_bp
V1b_weekly_catchup,2000-02-29,Bear Call Spread (High Vol),4,-9406.70241329276,-37626.80965317104,127201.67760469511,-0.29580435071071903,engine_exact_d+0,2000-04-04,S2_4contracts_10pct_bp
V1b_weekly_catchup,2000-03-15,Iron Condor (High Vol),4,1904.730717193177,7618.922868772708,104833.4927086964,0.0726764192617679,engine_exact_d+0,2000-04-19,S2_4contracts_10pct_bp
V1b_weekly_catchup,2000-03-20,Iron Condor (High Vol),4,3165.206201552406,12660.824806209625,192629.33961644422,0.06572635732136833,bootstrap,2000-04-24,S2_4contracts_10pct_bp
V1b_weekly_catchup,2000-03-27,Bull Put Spread (High Vol),4,3187.3823945851427,12749.52957834057,84294.70466303923,0.15124947206714479,bootstrap,2000-05-01,S2_4contracts_10pct_bp
V1b_weekly_catchup,2000-04-12,Bull Put Spread (High Vol),4,-2105.7290772377064,-8422.916308950826,107090.83775629979,-0.0786520722540088,engine_exact_d+0,2000-05-17,S2_4contracts_10pct_bp
V1b_weekly_catchup,2000-04-17,Iron Condor (High Vol),4,3244.1279531557925,12976.51181262317,204799.364840271,0.0633620705940369,engine_exact_d+1,2000-05-22,S2_4contracts_10pct_bp
V1b_weekly_catchup,2000-04-24,Iron Condor (High Vol),4,5120.3913148988295,20481.565259595318,242081.9051694416,0.08460593221645192,bootstrap,2000-05-29,S2_4contracts_10pct_bp
V1b_weekly_catchup,2000-05-01,Bull Put Spread (High Vol),4,3309.65668790609,13238.62675162436,92527.3762497655,0.14307794393616466,bootstrap,2000-06-05,S2_4contracts_10pct_bp
V1b_weekly_catchup,2000-05-08,Iron Condor (High Vol),4,3245.349974737285,12981.39989894914,200531.32574893598,0.06473502257299078,bootstrap,2000-06-12,S2_4contracts_10pct_bp
V1b_weekly_catchup,2000-05-15,Iron Condor (High Vol),4,580.02939151786,2320.11756607144,105807.61117919347,0.02192770009845643,bootstrap,2000-06-19,S2_4contracts_10pct_bp
V1b_weekly_catchup,2000-05-22,Iron Condor (High Vol),4,3165.206201552406,12660.824806209625,192629.33961644422,0.06572635732136833,bootstrap,2000-06-26,S2_4contracts_10pct_bp
V1b_weekly_catchup,2000-05-30,Bear Call Spread (High Vol),4,2704.6121277560756,10818.448511024302,123599.07133670725,0.08752855821669406,bootstrap,2000-07-04,S2_4contracts_10pct_bp
V1b_weekly_catchup,2000-06-05,Bull Put Spread (High Vol),4,20.310335821953927,81.24134328781571,84154.26327582501,0.0009653859486778242,engine_exact_d+0,2000-07-10,S2_4contracts_10pct_bp
V1b_weekly_catchup,2000-06-12,Iron Condor (High Vol),4,4086.9901405860137,16347.960562344055,251158.939664186,0.065090100253657,bootstrap,2000-07-17,S2_4contracts_10pct_bp
V1b_weekly_catchup,2000-06-26,Bull Put Spread (High Vol),4,2636.672130720749,10546.688522882996,84859.92787360949,0.12428349619376594,engine_exact_d+0,2000-07-31,S2_4contracts_10pct_bp
V1b_weekly_catchup,2000-10-03,Iron Condor,4,3170.3043613838067,12681.217445535227,101841.00257373668,0.12451976242430993,engine_exact_d+0,2000-11-02,S2_4contracts_10pct_bp
V1b_weekly_catchup,2000-10-16,Iron Condor (High Vol),4,3540.7694444096687,14163.077777638675,212419.06232583467,0.06667517322863233,engine_exact_d+0,2000-11-20,S2_4contracts_10pct_bp
V1b_weekly_catchup,2000-10-23,Iron Condor (High Vol),4,-4900.580415013353,-19602.32166005341,103535.7427984933,-0.18932902908906035,bootstrap,2000-11-27,S2_4contracts_10pct_bp
V1b_weekly_catchup,2000-10-30,Iron Condor (High Vol),4,3780.692082988182,15122.768331952728,245123.23901320735,0.06169455165831056,bootstrap,2000-12-04,S2_4contracts_10pct_bp
V1b_weekly_catchup,2000-11-06,Iron Condor (High Vol),4,4300.071873513508,17200.28749405403,103064.211417143,0.16688904186573006,bootstrap,2000-12-11,S2_4contracts_10pct_bp
V1b_weekly_catchup,2000-11-15,Iron Condor (High Vol),4,5565.080814535621,22260.323258142485,128880.91468038553,0.17272009058398077,bootstrap,2000-12-20,S2_4contracts_10pct_bp
V1b_weekly_catchup,2000-12-05,Iron Condor (High Vol),4,4762.915462612854,19051.661850451415,119553.8899019437,0.15935626909402364,bootstrap,2001-01-09,S2_4contracts_10pct_bp
V1b_weekly_catchup,2000-12-11,Iron Condor (High Vol),4,5395.027022317018,21580.108089268073,131105.67015122384,0.16460087549513683,bootstrap,2001-01-15,S2_4contracts_10pct_bp
V1b_weekly_catchup,2000-12-27,Iron Condor (High Vol),4,3393.616512340607,13574.466049362429,220530.5840743364,0.061553666609737684,bootstrap,2001-01-31,S2_4contracts_10pct_bp
V1b_weekly_catchup,2001-01-03,Iron Condor (High Vol),4,4022.8839067778445,16091.535627111378,260539.8094784392,0.06176229137237864,bootstrap,2001-02-07,S2_4contracts_10pct_bp
V1b_weekly_catchup,2001-01-10,Iron Condor (High Vol),4,4420.616639471653,17682.46655788661,101795.65273660258,0.17370551769671536,bootstrap,2001-02-14,S2_4contracts_10pct_bp
V1b_weekly_catchup,2001-01-16,Bear Call Spread (High Vol),4,-4282.297141988138,-17129.18856795255,134220.67336477945,-0.12761959941446235,bootstrap,2001-02-20,S2_4contracts_10pct_bp
V1b_weekly_catchup,2001-01-22,Iron Condor (High Vol),4,4486.687547581623,17946.750190326493,102709.12287133472,0.17473374992023502,bootstrap,2001-02-26,S2_4contracts_10pct_bp
V1b_weekly_catchup,2001-01-29,Iron Condor (High Vol),4,4422.455127916913,17689.82051166765,266066.38721045235,0.0664864911991886,bootstrap,2001-03-05,S2_4contracts_10pct_bp
V1b_weekly_catchup,2001-02-05,Bull Put Spread (High Vol),4,603.8599900997143,2415.4399603988572,109117.10760481682,0.02213621689045056,bootstrap,2001-03-12,S2_4contracts_10pct_bp
V1b_weekly_catchup,2001-02-20,Bear Call Spread (High Vol),4,3283.7068628928146,13134.827451571258,127575.60873361262,0.10295719990643161,bootstrap,2001-03-27,S2_4contracts_10pct_bp
V1b_weekly_catchup,2001-03-06,Iron Condor (High Vol),4,-4676.406503752646,-18705.626015010585,122515.89759969947,-0.15267917373570683,engine_exact_d+0,2001-04-10,S2_4contracts_10pct_bp
V1b_weekly_catchup,2001-03-26,Iron Condor (High Vol),4,3768.1174941506197,15072.469976602479,220206.57120814695,0.06844695820796126,bootstrap,2001-04-30,S2_4contracts_10pct_bp
V1b_weekly_catchup,2001-04-10,Iron Condor (High Vol),4,4394.37192179752,17577.48768719008,105986.80693992718,0.16584599720183021,bootstrap,2001-05-15,S2_4contracts_10pct_bp
V1b_weekly_catchup,2001-04-16,Bear Call Spread (High Vol),4,2912.4307335659355,11649.722934263742,122125.83476474561,0.09539114272344526,bootstrap,2001-05-21,S2_4contracts_10pct_bp
V1b_weekly_catchup,2001-04-23,Iron Condor (High Vol),4,4202.077706785683,16808.310827142734,225536.33505303858,0.07452595531088142,bootstrap,2001-05-28,S2_4contracts_10pct_bp
V1b_weekly_catchup,2001-04-30,Iron Condor (High Vol),4,3103.989677265354,12415.958709061417,182559.65889415803,0.06801041798757837,bootstrap,2001-06-04,S2_4contracts_10pct_bp
V1b_weekly_catchup,2001-05-07,Iron Condor (High Vol),4,4965.630540353246,19862.522161412984,123623.61860574495,0.16066931534141282,bootstrap,2001-06-11,S2_4contracts_10pct_bp
V1b_weekly_catchup,2001-05-14,Iron Condor (High Vol),4,5172.799295528579,20691.197182114316,121414.85133331,0.17041734973024436,bootstrap,2001-06-18,S2_4contracts_10pct_bp
V1b_weekly_catchup,2001-05-23,Bull Put Spread (High Vol),4,-2185.728788526446,-8742.915154105784,84327.00875330636,-0.10367870606773993,engine_exact_d+0,2001-06-27,S2_4contracts_10pct_bp
V1b_weekly_catchup,2001-05-29,Iron Condor (High Vol),4,4420.616639471653,17682.46655788661,101795.65273660258,0.17370551769671536,engine_exact_d+0,2001-07-03,S2_4contracts_10pct_bp
V1b_weekly_catchup,2001-07-09,Bear Call Spread (High Vol),4,3107.4922406666437,12429.968962666575,121083.30763509693,0.10265633806541019,engine_exact_d+0,2001-08-13,S2_4contracts_10pct_bp
V1b_weekly_catchup,2001-07-18,Bear Call Spread (High Vol),4,-77.56498882603002,-310.25995530412007,129682.1935265961,-0.002392463813780956,bootstrap,2001-08-22,S2_4contracts_10pct_bp
V1b_weekly_catchup,2001-07-30,Bear Call Spread (High Vol),4,3107.4922406666437,12429.968962666575,121083.30763509693,0.10265633806541019,bootstrap,2001-09-03,S2_4contracts_10pct_bp
V1b_weekly_catchup,2001-08-08,Bear Call Spread (High Vol),4,2602.157410963793,10408.629643855173,120350.24598441462,0.08648615180398628,engine_exact_d+0,2001-09-12,S2_4contracts_10pct_bp
V1b_weekly_catchup,2001-08-28,Bear Call Spread (High Vol),4,2614.999924314117,10459.999697256468,118289.5156505948,0.08842710733682736,engine_exact_d+0,2001-10-02,S2_4contracts_10pct_bp
V1b_weekly_catchup,2001-10-01,Iron Condor (High Vol),4,-4900.580415013353,-19602.32166005341,103535.7427984933,-0.18932902908906035,bootstrap,2001-11-05,S2_4contracts_10pct_bp
V1b_weekly_catchup,2001-10-10,Iron Condor (High Vol),4,3927.038264938308,15708.153059753233,111215.68037996169,0.14124045283980885,bootstrap,2001-11-14,S2_4contracts_10pct_bp
V1b_weekly_catchup,2001-10-22,Iron Condor (High Vol),4,-7511.2219416564185,-30044.887766625674,110544.51412014502,-0.271789948201061,bootstrap,2001-11-26,S2_4contracts_10pct_bp
V1b_weekly_catchup,2001-10-29,Iron Condor (High Vol),4,4180.015139925446,16720.060559701786,104426.62222354439,0.16011300761897115,bootstrap,2001-12-03,S2_4contracts_10pct_bp
V1b_weekly_catchup,2001-11-06,Bull Put Spread (High Vol),4,1090.3339156384218,4361.335662553687,83284.7713496474,0.05236654422984319,bootstrap,2001-12-11,S2_4contracts_10pct_bp
V1b_weekly_catchup,2001-11-12,Bull Put Spread (High Vol),4,3217.9890173565473,12871.956069426189,84615.77860336618,0.15212240886848163,bootstrap,2001-12-17,S2_4contracts_10pct_bp
V1b_weekly_catchup,2001-11-19,Iron Condor (High Vol),4,3542.645818787593,14170.583275150371,206051.71521441345,0.06877197435801363,bootstrap,2001-12-24,S2_4contracts_10pct_bp
V1b_weekly_catchup,2001-11-26,Bull Put Spread (High Vol),4,3316.2441630179587,13264.976652071835,100657.84987151099,0.13178283332104235,bootstrap,2001-12-31,S2_4contracts_10pct_bp
V1b_weekly_catchup,2001-12-03,Iron Condor (High Vol),4,5195.913552067883,20783.65420827153,133395.7776160774,0.15580443833903332,bootstrap,2002-01-07,S2_4contracts_10pct_bp
V1b_weekly_catchup,2001-12-10,Iron Condor (High Vol),4,4681.769465824034,18727.077863296137,117753.46664042333,0.15903631882432717,bootstrap,2002-01-14,S2_4contracts_10pct_bp
V1b_weekly_catchup,2001-12-17,Iron Condor (High Vol),4,-15.841066871756974,-63.364267487027895,106177.41309213269,-0.0005967772772166261,bootstrap,2002-01-21,S2_4contracts_10pct_bp
V1b_weekly_catchup,2001-12-24,Bull Put Spread (High Vol),4,4621.82420014913,18487.29680059652,118408.5524805906,0.15613143149965403,bootstrap,2002-01-28,S2_4contracts_10pct_bp
V1b_weekly_catchup,2001-12-31,Iron Condor (High Vol),4,4564.261026452859,18257.044105811437,110513.08485988578,0.16520255614037618,engine_exact_d+0,2002-02-04,S2_4contracts_10pct_bp
V1b_weekly_catchup,2002-01-09,Bull Put Spread (High Vol),4,-2105.7290772377064,-8422.916308950826,107090.83775629979,-0.0786520722540088,bootstrap,2002-02-13,S2_4contracts_10pct_bp
V1b_weekly_catchup,2002-01-14,Iron Condor (High Vol),4,4470.893773463599,17883.575093854397,112179.95280698362,0.15941863627474334,engine_exact_d+0,2002-02-18,S2_4contracts_10pct_bp
V1b_weekly_catchup,2002-01-22,Bear Call Spread (High Vol),4,-598.0726158989911,-2392.2904635959644,121581.73246938817,-0.019676397226847338,bootstrap,2002-02-26,S2_4contracts_10pct_bp
V1b_weekly_catchup,2002-01-29,Bear Call Spread (High Vol),4,2929.438167497626,11717.752669990505,132253.54485357812,0.08860066989481137,engine_exact_d+0,2002-03-05,S2_4contracts_10pct_bp
V1b_weekly_catchup,2002-02-20,Bear Call Spread (High Vol),4,-77.56498882603002,-310.25995530412007,129682.1935265961,-0.002392463813780956,engine_exact_d+1,2002-03-27,S2_4contracts_10pct_bp
V1b_weekly_catchup,2002-05-07,Iron Condor,4,1555.8423839215973,6223.369535686389,100606.23547976355,0.06185868605468485,engine_exact_d+0,2002-06-06,S2_4contracts_10pct_bp
V1b_weekly_catchup,2002-07-29,Iron Condor (High Vol),4,4086.9901405860137,16347.960562344055,251158.939664186,0.065090100253657,engine_exact_d+0,2002-09-02,S2_4contracts_10pct_bp
V1b_weekly_catchup,2002-08-14,Iron Condor (High Vol),4,2573.7590697891474,10295.03627915659,263397.7735730604,0.03908550987163522,engine_exact_d+0,2002-09-18,S2_4contracts_10pct_bp
V1b_weekly_catchup,2002-08-19,Bull Put Spread (High Vol),4,-4779.3819596081985,-19117.527838432794,103366.42878629293,-0.18494909868616746,engine_exact_d+0,2002-09-23,S2_4contracts_10pct_bp
V1b_weekly_catchup,2002-08-26,Bull Put Spread (High Vol),4,3309.65668790609,13238.62675162436,92527.3762497655,0.14307794393616466,bootstrap,2002-09-30,S2_4contracts_10pct_bp
V1b_weekly_catchup,2002-09-11,Iron Condor (High Vol),4,5143.094748409822,20572.37899363929,296537.816073336,0.06937522932505712,engine_exact_d+0,2002-10-16,S2_4contracts_10pct_bp
V1b_weekly_catchup,2002-10-01,Iron Condor (High Vol),4,4332.657439521746,17330.629758086983,105619.97253748705,0.16408477811273744,bootstrap,2002-11-05,S2_4contracts_10pct_bp
V1b_weekly_catchup,2002-10-15,Iron Condor (High Vol),4,5060.087681344861,20240.350725379445,274881.40243562317,0.0736330306307998,engine_exact_d+0,2002-11-19,S2_4contracts_10pct_bp
V1b_weekly_catchup,2002-10-21,Bull Put Spread (High Vol),4,4009.604784959163,16038.419139836653,119568.99847837388,0.13413526368825007,engine_exact_d+0,2002-11-25,S2_4contracts_10pct_bp
V1b_weekly_catchup,2002-10-28,Iron Condor (High Vol),4,3862.728970614284,15450.915882457137,257703.09499218315,0.059956268212167985,engine_exact_d+0,2002-12-02,S2_4contracts_10pct_bp
V1b_weekly_catchup,2002-11-04,Bull Put Spread (High Vol),4,4046.177520140047,16184.710080560188,111212.44923933328,0.14552966139366375,engine_exact_d+2,2002-12-09,S2_4contracts_10pct_bp
V1b_weekly_catchup,2002-11-11,Iron Condor (High Vol),4,-4026.4680475158125,-16105.87219006325,260680.7931495453,-0.06178388517033459,bootstrap,2002-12-16,S2_4contracts_10pct_bp
V1b_weekly_catchup,2002-11-18,Iron Condor (High Vol),4,4394.37192179752,17577.48768719008,105986.80693992718,0.16584599720183021,bootstrap,2002-12-23,S2_4contracts_10pct_bp
V1b_weekly_catchup,2002-11-25,Iron Condor (High Vol),4,4762.915462612854,19051.661850451415,119553.8899019437,0.15935626909402364,bootstrap,2002-12-30,S2_4contracts_10pct_bp
V1b_weekly_catchup,2002-12-02,Iron Condor (High Vol),4,-3790.113732540543,-15160.454930162172,192217.2458056495,-0.0788714606050015,bootstrap,2003-01-06,S2_4contracts_10pct_bp
V1b_weekly_catchup,2002-12-11,Iron Condor (High Vol),4,4224.390875616671,16897.563502466684,107442.59505116445,0.15727061966829842,bootstrap,2003-01-15,S2_4contracts_10pct_bp
V1b_weekly_catchup,2002-12-16,Iron Condor (High Vol),4,4286.645071770094,17146.580287080375,102973.52637944002,0.16651445172323348,bootstrap,2003-01-20,S2_4contracts_10pct_bp
V1b_weekly_catchup,2002-12-23,Iron Condor (High Vol),4,4357.197751305591,17428.791005222363,263933.43520340265,0.06603479772007935,bootstrap,2003-01-27,S2_4contracts_10pct_bp
V1b_weekly_catchup,2002-12-30,Bear Call Spread (High Vol),4,-9406.70241329276,-37626.80965317104,127201.67760469511,-0.29580435071071903,bootstrap,2003-02-03,S2_4contracts_10pct_bp
