variant,entry_date,strategy,pnl,bp_per_contract,pnl_source,expiry_proxy
V1b_weekly_catchup,2007-02-20,Bull Call Diagonal,1343.2044256708227,4670.860061032571,bootstrap,2007-04-06
V1b_weekly_catchup,2007-02-26,Bull Call Diagonal,3985.356441674716,10048.680273324104,bootstrap,2007-04-12
V1b_weekly_catchup,2007-03-13,Iron Condor,179.49401933327806,3876.236088619371,engine_exact_d+0,2007-04-12
V1b_weekly_catchup,2007-03-26,Bull Call Diagonal,833.5929777980032,8690.278475145802,bootstrap,2007-05-10
V1b_weekly_catchup,2007-04-03,Bull Call Diagonal,-1286.3692875804024,13456.133006399139,bootstrap,2007-05-18
V1b_weekly_catchup,2007-04-09,Bull Call Diagonal,10193.050472110557,30209.452201933404,bootstrap,2007-05-24
V1b_weekly_catchup,2007-04-16,Bull Call Diagonal,2320.4051109628413,5858.002030774037,engine_exact_d+1,2007-05-31
V1b_weekly_catchup,2007-04-23,Bull Call Diagonal,2571.8054461870784,8030.265177201185,bootstrap,2007-06-07
V1b_weekly_catchup,2007-05-01,Bull Call Diagonal,-2041.6259684570146,8769.536578711462,bootstrap,2007-06-15
V1b_weekly_catchup,2007-05-07,Bull Call Diagonal,-2041.6259684570146,8769.536578711462,bootstrap,2007-06-21
V1b_weekly_catchup,2007-05-14,Bull Call Diagonal,3034.8373684616067,7846.556233653007,bootstrap,2007-06-28
V1b_weekly_catchup,2007-05-21,Bull Call Diagonal,-748.2254296499194,6605.213715359323,engine_exact_d+0,2007-07-05
V1b_weekly_catchup,2007-05-29,Bull Call Diagonal,4462.1842316285065,12313.249055984239,bootstrap,2007-07-13
V1b_weekly_catchup,2007-06-04,Bull Call Diagonal,1495.788711392915,6264.791869692329,bootstrap,2007-07-19
V1b_weekly_catchup,2007-06-18,Bull Call Diagonal,-1132.7031181416248,4741.533728109919,bootstrap,2007-08-02
V1b_weekly_catchup,2007-06-25,Iron Condor,618.0408978870396,3725.22723886157,bootstrap,2007-07-25
V1b_weekly_catchup,2007-07-10,Iron Condor,220.65419031190595,3567.06882064778,bootstrap,2007-08-09
V1b_weekly_catchup,2007-08-08,Iron Condor,447.41752187498366,5183.73459278885,engine_exact_d+0,2007-09-07
V1b_weekly_catchup,2007-08-20,Iron Condor (High Vol),692.0367346390753,10062.77253342278,engine_exact_d+0,2007-09-24
