variant,entry_date,strategy,pnl,bp_per_contract,pnl_source,expiry_proxy
V1b_weekly_catchup,2015-09-14,Iron Condor (High Vol),2898.033480287593,45035.384945314174,bootstrap,2015-10-19
V1b_weekly_catchup,2015-09-21,Iron Condor,653.491950609647,4558.7162654996355,bootstrap,2015-10-21
V1b_weekly_catchup,2015-10-05,Iron Condor,684.7205526489188,4364.017223321308,bootstrap,2015-11-04
V1b_weekly_catchup,2015-10-13,Iron Condor,733.4651787616816,5377.886132224294,engine_exact_d+0,2015-11-12
V1b_weekly_catchup,2015-10-19,Bull Call Diagonal,2562.630492855964,9415.407791773026,bootstrap,2015-12-03
V1b_weekly_catchup,2015-10-28,Bull Call Diagonal,-1430.8728124611448,9119.280184817413,bootstrap,2015-12-12
V1b_weekly_catchup,2015-11-02,Bull Call Diagonal,6211.548816211691,22104.332449160036,bootstrap,2015-12-17
V1b_weekly_catchup,2015-11-25,Bull Put Spread,-817.7423800196743,4130.259196710477,engine_exact_d+0,2015-12-25
V1b_weekly_catchup,2015-12-01,Bull Call Diagonal,2320.4051109628413,5858.002030774037,bootstrap,2016-01-15
V1b_weekly_catchup,2015-12-21,Iron Condor,-2349.346141974813,22041.53605015674,bootstrap,2016-01-20
V1b_weekly_catchup,2016-01-04,Iron Condor,546.8684255674964,16311.439756415833,bootstrap,2016-02-03
V1b_weekly_catchup,2016-02-01,Iron Condor,-315.59876999809006,3532.6812265469216,bootstrap,2016-03-02
V1b_weekly_catchup,2016-02-16,Iron Condor (High Vol),765.4428470473584,11639.507815098104,engine_exact_d+0,2016-03-22
V1b_weekly_catchup,2016-02-22,Iron Condor,179.49401933327806,3876.236088619371,bootstrap,2016-03-23
V1b_weekly_catchup,2016-02-29,Iron Condor,-2345.5899260774686,3987.5941515285776,bootstrap,2016-03-30
V1b_weekly_catchup,2016-03-16,Bull Call Diagonal,646.4699160578355,5212.556469361752,bootstrap,2016-04-30
V1b_weekly_catchup,2016-03-21,Bull Call Diagonal,-72.23205234306705,6672.597864768683,bootstrap,2016-05-05
V1b_weekly_catchup,2016-03-28,Bull Put Spread,323.5373806883549,4055.9541406785165,engine_exact_d+0,2016-04-27
V1b_weekly_catchup,2016-04-04,Bull Call Diagonal,998.4054119367503,6921.160294072411,bootstrap,2016-05-19
V1b_weekly_catchup,2016-04-12,Bull Call Diagonal,-4538.959046708613,27943.368107302533,bootstrap,2016-05-27
V1b_weekly_catchup,2016-04-18,Bull Call Diagonal,10193.050472110557,30209.452201933404,bootstrap,2016-06-02
V1b_weekly_catchup,2016-04-25,Bull Call Diagonal,1448.6377095773005,5029.956183492801,bootstrap,2016-06-09
V1b_weekly_catchup,2016-05-02,Bull Call Diagonal,-1478.6968183727952,9850.70706186244,engine_exact_d+0,2016-06-16
V1b_weekly_catchup,2016-05-09,Bull Call Diagonal,7102.909034014422,18529.19377419089,bootstrap,2016-06-23
V1b_weekly_catchup,2016-05-16,Iron Condor,410.1307737591863,4801.843908060696,engine_exact_d+1,2016-06-15
V1b_weekly_catchup,2016-05-24,Bull Call Diagonal,-912.9527127154284,4860.24106795697,bootstrap,2016-07-08
V1b_weekly_catchup,2016-05-31,Bull Call Diagonal,-1110.9687524357087,11700.468018720749,bootstrap,2016-07-15
V1b_weekly_catchup,2016-06-06,Bull Call Diagonal,6047.208397507848,20096.46302250804,bootstrap,2016-07-21
V1b_weekly_catchup,2016-06-22,Iron Condor,1365.9255406172874,6806.837089698986,engine_exact_d+0,2016-07-22
V1b_weekly_catchup,2016-07-06,Bull Call Diagonal,7102.909034014422,18529.19377419089,bootstrap,2016-08-20
V1b_weekly_catchup,2016-07-11,Bull Call Diagonal,1598.3566500412237,5552.539361334584,bootstrap,2016-08-25
V1b_weekly_catchup,2016-07-18,Bull Call Diagonal,7102.909034014422,18529.19377419089,bootstrap,2016-09-01
V1b_weekly_catchup,2016-07-25,Bull Call Diagonal,-518.0373572010018,4554.748071823316,bootstrap,2016-09-08
V1b_weekly_catchup,2016-08-01,Bull Call Diagonal,-1430.8728124611448,9119.280184817413,bootstrap,2016-09-15
V1b_weekly_catchup,2016-08-08,Bull Call Diagonal,-796.5397526261813,8577.310155535224,engine_exact_d+2,2016-09-22
V1b_weekly_catchup,2016-08-15,Bull Call Diagonal,-1238.5024263775688,9642.581640524555,bootstrap,2016-09-29
V1b_weekly_catchup,2016-08-22,Bull Call Diagonal,2672.98359142563,6395.315786481723,bootstrap,2016-10-06
V1b_weekly_catchup,2016-08-29,Bull Call Diagonal,-504.018485516239,5179.200331468822,bootstrap,2016-10-13
V1b_weekly_catchup,2016-09-06,Bull Call Diagonal,2236.840650287839,12444.690265486724,bootstrap,2016-10-21
V1b_weekly_catchup,2016-10-03,Iron Condor,-716.813029319313,4403.992953611274,engine_exact_d+0,2016-11-02
V1b_weekly_catchup,2016-10-10,Iron Condor,618.0408978870396,3725.22723886157,bootstrap,2016-11-09
V1b_weekly_catchup,2016-11-09,Bull Call Diagonal,3985.356441674716,10048.680273324104,engine_exact_d+0,2016-12-24
V1b_weekly_catchup,2016-11-14,Bull Call Diagonal,2571.8054461870784,8030.265177201185,bootstrap,2016-12-29
V1b_weekly_catchup,2016-11-21,Bull Call Diagonal,-2041.6259684570146,8769.536578711462,bootstrap,2017-01-05
V1b_weekly_catchup,2016-11-28,Bull Call Diagonal,3001.803086837494,8161.340636221844,bootstrap,2017-01-12
V1b_weekly_catchup,2016-12-05,Bull Call Diagonal,7102.909034014422,18529.19377419089,bootstrap,2017-01-19
V1b_weekly_catchup,2016-12-12,Bull Call Diagonal,615.7257543992396,9635.974304068523,engine_exact_d+2,2017-01-26
V1b_weekly_catchup,2016-12-19,Bull Call Diagonal,-912.9527127154284,4860.24106795697,bootstrap,2017-02-02
V1b_weekly_catchup,2016-12-27,Bull Call Diagonal,2477.548818163544,10523.854069223575,bootstrap,2017-02-10
V1b_weekly_catchup,2017-01-03,Bull Call Diagonal,-1110.9687524357087,11700.468018720749,bootstrap,2017-02-17
V1b_weekly_catchup,2017-01-09,Bull Call Diagonal,3001.803086837494,8161.340636221844,bootstrap,2017-02-23
V1b_weekly_catchup,2017-01-17,Bull Call Diagonal,2320.4051109628413,5858.002030774037,bootstrap,2017-03-03
V1b_weekly_catchup,2017-01-23,Bull Call Diagonal,-126.29306696116095,5309.2333467047365,bootstrap,2017-03-09
V1b_weekly_catchup,2017-01-30,Bull Call Diagonal,-4150.703653866487,24025.62733582488,bootstrap,2017-03-16
V1b_weekly_catchup,2017-02-06,Bull Call Diagonal,2413.9015315326837,28846.153846153844,bootstrap,2017-03-23
V1b_weekly_catchup,2017-02-13,Bull Call Diagonal,1500.4233196753403,5546.106633143534,bootstrap,2017-03-30
V1b_weekly_catchup,2017-02-21,Bull Call Diagonal,-504.018485516239,5179.200331468822,bootstrap,2017-04-07
V1b_weekly_catchup,2017-02-27,Bull Call Diagonal,1343.2044256708227,4670.860061032571,bootstrap,2017-04-13
V1b_weekly_catchup,2017-03-06,Bull Call Diagonal,412.84255391821614,5153.104459153059,bootstrap,2017-04-20
V1b_weekly_catchup,2017-03-13,Bull Call Diagonal,-1095.1509083627307,16061.103576272397,bootstrap,2017-04-27
V1b_weekly_catchup,2017-03-20,Bull Call Diagonal,7102.909034014422,18529.19377419089,bootstrap,2017-05-04
V1b_weekly_catchup,2017-03-27,Bull Call Diagonal,1448.6377095773005,5029.956183492801,bootstrap,2017-05-11
V1b_weekly_catchup,2017-04-03,Bull Call Diagonal,-1110.9687524357087,11700.468018720749,bootstrap,2017-05-18
V1b_weekly_catchup,2017-04-10,Bull Call Diagonal,200.870511905306,4934.21052631579,bootstrap,2017-05-25
V1b_weekly_catchup,2017-04-24,Bull Call Diagonal,281.03327950612913,8450.386839930896,engine_exact_d+0,2017-06-08
V1b_weekly_catchup,2017-05-01,Bull Call Diagonal,-1685.985093623341,6999.968889027159,bootstrap,2017-06-15
V1b_weekly_catchup,2017-05-08,Bull Call Diagonal,-82.75733182493042,8983.829107606309,bootstrap,2017-06-22
V1b_weekly_catchup,2017-05-15,Bull Call Diagonal,-1629.810458189585,11664.679350925397,bootstrap,2017-06-29
V1b_weekly_catchup,2017-05-22,Bull Call Diagonal,-2457.594987839463,21104.96201106838,bootstrap,2017-07-06
V1b_weekly_catchup,2017-05-30,Bull Call Diagonal,646.4699160578355,5212.556469361752,bootstrap,2017-07-14
V1b_weekly_catchup,2017-06-05,Bull Call Diagonal,1472.8216317105196,5568.755568755569,bootstrap,2017-07-20
V1b_weekly_catchup,2017-06-12,Bull Call Diagonal,-526.5830196968352,6317.740214522379,bootstrap,2017-07-27
V1b_weekly_catchup,2017-06-19,Bull Call Diagonal,2672.98359142563,6395.315786481723,bootstrap,2017-08-03
V1b_weekly_catchup,2017-06-26,Bull Call Diagonal,10193.050472110557,30209.452201933404,bootstrap,2017-08-10
V1b_weekly_catchup,2017-07-03,Bull Call Diagonal,-1286.3692875804024,13456.133006399139,bootstrap,2017-08-17
V1b_weekly_catchup,2017-07-10,Bull Call Diagonal,1495.788711392915,6264.791869692329,bootstrap,2017-08-24
V1b_weekly_catchup,2017-07-17,Bull Call Diagonal,-4538.959046708613,27943.368107302533,bootstrap,2017-08-31
V1b_weekly_catchup,2017-07-24,Bull Call Diagonal,196.29451099141772,9515.351433646283,bootstrap,2017-09-07
V1b_weekly_catchup,2017-07-31,Bull Call Diagonal,833.5929777980032,8690.278475145802,bootstrap,2017-09-14
V1b_weekly_catchup,2017-08-07,Bull Call Diagonal,998.4054119367503,6921.160294072411,bootstrap,2017-09-21
V1b_weekly_catchup,2017-08-14,Bull Call Diagonal,-715.9041126138032,9874.917709019091,engine_exact_d+0,2017-09-28
V1b_weekly_catchup,2017-08-22,Iron Condor,696.9122709700184,4067.539229156121,engine_exact_d+0,2017-09-21
V1b_weekly_catchup,2017-08-28,Iron Condor,615.1125953909618,3646.500170170008,bootstrap,2017-09-27
V1b_weekly_catchup,2017-09-06,Bull Call Diagonal,10663.554595719559,21343.19863403529,bootstrap,2017-10-21
V1b_weekly_catchup,2017-09-11,Bull Call Diagonal,-409.4745176748864,5466.339496124972,bootstrap,2017-10-26
V1b_weekly_catchup,2017-09-18,Bull Call Diagonal,200.870511905306,4934.21052631579,bootstrap,2017-11-02
V1b_weekly_catchup,2017-09-25,Bull Call Diagonal,1598.3566500412237,5552.539361334584,bootstrap,2017-11-09
V1b_weekly_catchup,2017-10-02,Bull Call Diagonal,-526.5830196968352,6317.740214522379,bootstrap,2017-11-16
V1b_weekly_catchup,2017-10-09,Bull Call Diagonal,-73.23084681908357,4145.1731761238025,bootstrap,2017-11-23
V1b_weekly_catchup,2017-10-16,Bull Call Diagonal,-409.4745176748864,5466.339496124972,bootstrap,2017-11-30
V1b_weekly_catchup,2017-10-23,Bull Call Diagonal,3058.912672776339,9385.16726453658,engine_exact_d+2,2017-12-07
V1b_weekly_catchup,2017-10-30,Bull Call Diagonal,3058.912672776339,9385.16726453658,bootstrap,2017-12-14
V1b_weekly_catchup,2017-11-06,Bull Call Diagonal,-4538.959046708613,27943.368107302533,bootstrap,2017-12-21
V1b_weekly_catchup,2017-11-13,Bull Call Diagonal,1343.2044256708227,4670.860061032571,bootstrap,2017-12-28
V1b_weekly_catchup,2017-11-20,Bull Call Diagonal,-768.2236622526289,6670.6196264453,bootstrap,2018-01-04
V1b_weekly_catchup,2017-11-27,Bull Call Diagonal,4057.99882048481,9217.156200073738,engine_exact_d+2,2018-01-11
V1b_weekly_catchup,2017-12-05,Bull Call Diagonal,833.5929777980032,8690.278475145802,bootstrap,2018-01-19
V1b_weekly_catchup,2017-12-11,Bull Call Diagonal,10663.554595719559,21343.19863403529,bootstrap,2018-01-25
V1b_weekly_catchup,2017-12-18,Bull Call Diagonal,5160.111340874685,8349.723531376405,bootstrap,2018-02-01
V1b_weekly_catchup,2017-12-26,Bull Call Diagonal,2236.840650287839,12444.690265486724,bootstrap,2018-02-09
V1b_weekly_catchup,2018-01-02,Bull Call Diagonal,5160.111340874685,8349.723531376405,engine_exact_d+2,2018-02-16
V1b_weekly_catchup,2018-01-08,Bull Call Diagonal,3897.223084994712,8619.698885185611,bootstrap,2018-02-22
V1b_weekly_catchup,2018-01-22,Bull Call Diagonal,3034.8373684616067,7846.556233653007,bootstrap,2018-03-08
V1b_weekly_catchup,2018-02-07,Iron Condor (High Vol),1758.2504254088287,19760.986167309682,engine_exact_d+0,2018-03-14
V1b_weekly_catchup,2018-02-12,Iron Condor (High Vol),496.49199278151787,7627.765064836003,bootstrap,2018-03-19
V1b_weekly_catchup,2018-02-20,Iron Condor,1244.3609376193444,7756.4809707666855,engine_exact_d+2,2018-03-22
V1b_weekly_catchup,2018-02-27,Iron Condor,472.3936454499751,10260.853703028091,bootstrap,2018-03-29
V1b_weekly_catchup,2018-03-13,Iron Condor,2437.4996713100004,15351.026813126833,bootstrap,2018-04-12
V1b_weekly_catchup,2018-03-19,Iron Condor,220.65419031190595,3567.06882064778,bootstrap,2018-04-18
V1b_weekly_catchup,2018-04-03,Iron Condor,1391.516545264246,8567.511994516793,bootstrap,2018-05-03
V1b_weekly_catchup,2018-04-09,Iron Condor,498.83929941595994,2918.3636410801837,bootstrap,2018-05-09
V1b_weekly_catchup,2018-04-16,Iron Condor,-1202.7595194941184,6828.735318219065,bootstrap,2018-05-16
V1b_weekly_catchup,2018-04-23,Iron Condor,2005.568536007214,11987.852309659545,bootstrap,2018-05-23
V1b_weekly_catchup,2018-04-30,Iron Condor,615.1125953909618,3646.500170170008,bootstrap,2018-05-30
V1b_weekly_catchup,2018-05-09,Bull Call Diagonal,3596.37424928079,11748.12030075188,engine_exact_d+0,2018-06-23
V1b_weekly_catchup,2018-05-14,Bull Call Diagonal,998.4054119367503,6921.160294072411,bootstrap,2018-06-28
V1b_weekly_catchup,2018-05-21,Bull Call Diagonal,1343.2044256708227,4670.860061032571,bootstrap,2018-07-05
V1b_weekly_catchup,2018-06-04,Bull Call Diagonal,615.7257543992396,9635.974304068523,bootstrap,2018-07-19
V1b_weekly_catchup,2018-06-11,Bull Call Diagonal,-1629.810458189585,11664.679350925397,engine_exact_d+2,2018-07-26
V1b_weekly_catchup,2018-06-18,Bull Call Diagonal,10663.554595719559,21343.19863403529,bootstrap,2018-08-02
V1b_weekly_catchup,2018-07-09,Bull Call Diagonal,-701.0326981738483,4610.088923493013,bootstrap,2018-08-23
V1b_weekly_catchup,2018-07-16,Bull Call Diagonal,-728.3140157442289,7440.96831801045,bootstrap,2018-08-30
V1b_weekly_catchup,2018-07-23,Bull Call Diagonal,-4538.959046708613,27943.368107302533,bootstrap,2018-09-06
V1b_weekly_catchup,2018-07-30,Bull Call Diagonal,-72.23205234306705,6672.597864768683,bootstrap,2018-09-13
V1b_weekly_catchup,2018-08-06,Bull Call Diagonal,-73.23084681908357,4145.1731761238025,bootstrap,2018-09-20
V1b_weekly_catchup,2018-08-14,Bull Call Diagonal,-1731.8007459074843,9161.983874908381,bootstrap,2018-09-28
V1b_weekly_catchup,2018-08-20,Bull Call Diagonal,833.5929777980032,8690.278475145802,bootstrap,2018-10-04
V1b_weekly_catchup,2018-08-27,Bull Call Diagonal,2571.8054461870784,8030.265177201185,bootstrap,2018-10-11
V1b_weekly_catchup,2018-09-04,Bull Call Diagonal,2672.98359142563,6395.315786481723,bootstrap,2018-10-19
V1b_weekly_catchup,2018-09-10,Bull Call Diagonal,2413.9015315326837,28846.153846153844,bootstrap,2018-10-25
V1b_weekly_catchup,2018-09-17,Bull Call Diagonal,-1430.8728124611448,9119.280184817413,bootstrap,2018-11-01
V1b_weekly_catchup,2018-09-24,Bull Call Diagonal,-526.5830196968352,6317.740214522379,bootstrap,2018-11-08
V1b_weekly_catchup,2018-10-01,Bull Call Diagonal,1192.2051944766297,27017.29106628242,bootstrap,2018-11-15
V1b_weekly_catchup,2018-10-22,Iron Condor,-823.9080621781901,16761.025029797376,bootstrap,2018-11-21
V1b_weekly_catchup,2018-11-05,Iron Condor,-1202.7595194941184,6828.735318219065,engine_exact_d+2,2018-12-05
V1b_weekly_catchup,2018-11-12,Iron Condor,709.5012571827916,3973.790643047633,bootstrap,2018-12-12
V1b_weekly_catchup,2018-11-26,Iron Condor,220.65419031190595,3567.06882064778,bootstrap,2018-12-26
V1b_weekly_catchup,2018-12-04,Iron Condor,410.1307737591863,4801.843908060696,bootstrap,2019-01-03
V1b_weekly_catchup,2018-12-26,Iron Condor (High Vol),1519.2401447357017,20529.86606706423,engine_exact_d+0,2019-01-30
V1b_weekly_catchup,2018-12-31,Iron Condor (High Vol),663.1600209354706,4695.255556052408,bootstrap,2019-02-04
V1b_weekly_catchup,2019-01-07,Iron Condor,497.84133014570216,2905.6252905625292,bootstrap,2019-02-06
V1b_weekly_catchup,2019-01-22,Iron Condor,653.491950609647,4558.7162654996355,bootstrap,2019-02-21
V1b_weekly_catchup,2019-02-11,Bull Put Spread,909.5494199180274,5654.2607996381275,engine_exact_d+2,2019-03-13
V1b_weekly_catchup,2019-02-19,Bull Call Diagonal,6047.208397507848,20096.46302250804,bootstrap,2019-04-05
V1b_weekly_catchup,2019-02-25,Bull Call Diagonal,3526.682936204959,13268.074065337894,engine_exact_d+2,2019-04-11
V1b_weekly_catchup,2019-03-04,Bull Call Diagonal,-597.8333320991974,4431.838326537848,bootstrap,2019-04-18
V1b_weekly_catchup,2019-03-11,Bull Call Diagonal,-1629.810458189585,11664.679350925397,bootstrap,2019-04-25
V1b_weekly_catchup,2019-03-18,Bull Call Diagonal,1640.9033429662213,5154.639175257732,bootstrap,2019-05-02
V1b_weekly_catchup,2019-03-26,Bull Call Diagonal,-1110.9687524357087,11700.468018720749,bootstrap,2019-05-10
V1b_weekly_catchup,2019-04-01,Bull Call Diagonal,2236.840650287839,12444.690265486724,engine_exact_d+1,2019-05-16
V1b_weekly_catchup,2019-04-08,Bull Call Diagonal,3034.8373684616067,7846.556233653007,bootstrap,2019-05-23
V1b_weekly_catchup,2019-04-15,Bull Call Diagonal,-126.29306696116095,5309.2333467047365,bootstrap,2019-05-30
V1b_weekly_catchup,2019-04-22,Bull Call Diagonal,1192.2051944766297,27017.29106628242,bootstrap,2019-06-06
V1b_weekly_catchup,2019-04-29,Bull Call Diagonal,-1132.7031181416248,4741.533728109919,bootstrap,2019-06-13
V1b_weekly_catchup,2019-05-22,Iron Condor,730.3148819323118,6209.294624130698,engine_exact_d+0,2019-06-21
V1b_weekly_catchup,2019-06-17,Iron Condor,410.1307737591863,4801.843908060696,bootstrap,2019-07-17
V1b_weekly_catchup,2019-06-24,Bull Put Spread,1072.9370438372655,3564.695258163152,bootstrap,2019-07-24
V1b_weekly_catchup,2019-07-01,Bull Call Diagonal,-1286.3692875804024,13456.133006399139,engine_exact_d+0,2019-08-15
V1b_weekly_catchup,2019-07-08,Bull Call Diagonal,10663.554595719559,21343.19863403529,bootstrap,2019-08-22
V1b_weekly_catchup,2019-07-15,Bull Call Diagonal,2477.548818163544,10523.854069223575,bootstrap,2019-08-29
V1b_weekly_catchup,2019-07-22,Bull Call Diagonal,6575.273146965152,13918.960717599752,bootstrap,2019-09-05
V1b_weekly_catchup,2019-07-29,Bull Call Diagonal,998.4054119367503,6921.160294072411,bootstrap,2019-09-12
V1b_weekly_catchup,2019-08-21,Iron Condor,907.3124407737702,5187.67868671032,bootstrap,2019-09-20
V1b_weekly_catchup,2019-08-26,Iron Condor,653.491950609647,4558.7162654996355,bootstrap,2019-09-25
V1b_weekly_catchup,2019-09-11,Bull Call Diagonal,-1286.3692875804024,13456.133006399139,bootstrap,2019-10-26
V1b_weekly_catchup,2019-09-16,Bull Call Diagonal,-2509.9917975152875,13582.855418050105,engine_exact_d+2,2019-10-31
V1b_weekly_catchup,2019-09-23,Bull Call Diagonal,6047.208397507848,20096.46302250804,bootstrap,2019-11-07
V1b_weekly_catchup,2019-10-14,Bull Call Diagonal,6575.273146965152,13918.960717599752,engine_exact_d+0,2019-11-28
V1b_weekly_catchup,2019-10-21,Bull Call Diagonal,-409.4745176748864,5466.339496124972,bootstrap,2019-12-05
V1b_weekly_catchup,2019-10-28,Bull Call Diagonal,2571.8054461870784,8030.265177201185,bootstrap,2019-12-12
V1b_weekly_catchup,2019-11-04,Bull Call Diagonal,-518.0373572010018,4554.748071823316,bootstrap,2019-12-19
V1b_weekly_catchup,2019-11-11,Bull Call Diagonal,-768.2236622526289,6670.6196264453,bootstrap,2019-12-26
V1b_weekly_catchup,2019-11-18,Bull Call Diagonal,3270.2804119805505,13088.243848525392,bootstrap,2020-01-02
V1b_weekly_catchup,2019-11-25,Bull Call Diagonal,-655.0803592010108,4953.437685753913,bootstrap,2020-01-09
V1b_weekly_catchup,2019-12-02,Bull Call Diagonal,-2509.9917975152875,13582.855418050105,bootstrap,2020-01-16
V1b_weekly_catchup,2019-12-11,Bull Call Diagonal,-441.73391285552367,8534.041342689172,bootstrap,2020-01-25
V1b_weekly_catchup,2019-12-16,Bull Call Diagonal,1598.3566500412237,5552.539361334584,bootstrap,2020-01-30
V1b_weekly_catchup,2019-12-23,Bull Call Diagonal,1439.0258577591615,7160.588122971167,bootstrap,2020-02-06
V1b_weekly_catchup,2019-12-30,Bull Call Diagonal,2025.6266651505252,9672.842956020808,bootstrap,2020-02-13
V1b_weekly_catchup,2020-01-06,Bull Call Diagonal,3526.682936204959,13268.074065337894,bootstrap,2020-02-20
V1b_weekly_catchup,2020-01-13,Bull Call Diagonal,-82.75733182493042,8983.829107606309,bootstrap,2020-02-27
V1b_weekly_catchup,2020-01-21,Bull Call Diagonal,10663.554595719559,21343.19863403529,bootstrap,2020-03-06
V1b_weekly_catchup,2020-02-12,Bull Call Diagonal,-3406.602155557613,21371.580547112462,bootstrap,2020-03-28
V1b_weekly_catchup,2020-02-18,Bull Call Diagonal,-1110.9687524357087,11700.468018720749,bootstrap,2020-04-03
V1b_weekly_catchup,2020-03-02,Iron Condor (High Vol),-2798.9871485886933,29150.47196002221,engine_exact_d+0,2020-04-06
V1b_weekly_catchup,2020-04-27,Bull Put Spread (High Vol),1590.9508119513475,11450.381679389313,engine_exact_d+0,2020-06-01
V1b_weekly_catchup,2020-05-05,Bull Put Spread (High Vol),1590.9508119513475,11450.381679389313,bootstrap,2020-06-09
V1b_weekly_catchup,2020-05-11,Bull Put Spread (High Vol),1313.1385526651907,9964.412811387901,engine_exact_d+0,2020-06-15
V1b_weekly_catchup,2020-05-18,Bull Put Spread (High Vol),343.5420872334877,2759.418156971473,bootstrap,2020-06-22
V1b_weekly_catchup,2020-05-26,Bull Put Spread (High Vol),1692.8983066606827,10369.346237408652,engine_exact_d+1,2020-06-30
V1b_weekly_catchup,2020-06-01,Bull Put Spread (High Vol),392.541214518481,3177.5814066093694,bootstrap,2020-07-06
V1b_weekly_catchup,2020-06-08,Bull Put Spread (High Vol),518.5372260880704,4172.213061013649,bootstrap,2020-07-13
V1b_weekly_catchup,2020-06-22,Bull Put Spread (High Vol),76.94073863740304,3475.785361978218,bootstrap,2020-07-27
V1b_weekly_catchup,2020-06-29,Bull Put Spread (High Vol),1705.0191385185099,11602.209944751381,bootstrap,2020-08-03
V1b_weekly_catchup,2020-07-06,Iron Condor (High Vol),510.45842214163696,7414.2070329049575,bootstrap,2020-08-10
V1b_weekly_catchup,2020-07-13,Bull Put Spread (High Vol),518.5372260880704,4172.213061013649,bootstrap,2020-08-17
V1b_weekly_catchup,2020-07-20,Iron Condor (High Vol),1722.1329616608414,20354.754289037508,bootstrap,2020-08-24
V1b_weekly_catchup,2020-07-27,Iron Condor (High Vol),2227.724194377244,38774.002954209755,bootstrap,2020-08-31
V1b_weekly_catchup,2020-08-03,Iron Condor (High Vol),563.5294526270911,15525.65429543102,bootstrap,2020-09-07
V1b_weekly_catchup,2020-08-10,Iron Condor (High Vol),692.0367346390753,10062.77253342278,bootstrap,2020-09-14
V1b_weekly_catchup,2020-08-17,Bull Put Spread,1288.4554172453882,9178.428653014604,engine_exact_d+0,2020-09-16
V1b_weekly_catchup,2020-08-24,Iron Condor (High Vol),679.7089466194193,3889.9694359544314,bootstrap,2020-09-28
V1b_weekly_catchup,2020-09-14,Iron Condor (High Vol),1209.8232491431636,7101.792357118702,bootstrap,2020-10-19
V1b_weekly_catchup,2020-09-21,Bear Call Spread (High Vol),503.40535666299604,4903.792266019055,bootstrap,2020-10-26
V1b_weekly_catchup,2020-09-28,Iron Condor (High Vol),692.0367346390753,10062.77253342278,bootstrap,2020-11-02
V1b_weekly_catchup,2020-10-05,Iron Condor (High Vol),602.6085905092735,8183.94388152767,bootstrap,2020-11-09
V1b_weekly_catchup,2020-10-12,Iron Condor (High Vol),3804.109767381813,43777.36085053158,bootstrap,2020-11-16
V1b_weekly_catchup,2020-10-19,Iron Condor (High Vol),2638.0869736120517,34330.554193231976,bootstrap,2020-11-23
V1b_weekly_catchup,2020-11-09,Iron Condor (High Vol),2245.044456531043,14564.116790346072,engine_exact_d+0,2020-12-14
V1b_weekly_catchup,2020-11-16,Bull Put Spread (High Vol),1452.1049807638556,11334.808657634803,bootstrap,2020-12-21
V1b_weekly_catchup,2020-11-23,Bull Put Spread (High Vol),1540.9659001601206,10188.239860275567,engine_exact_d+0,2020-12-28
V1b_weekly_catchup,2020-12-09,Bull Put Spread (High Vol),1106.4901860590319,10179.84390906006,engine_exact_d+0,2021-01-13
V1b_weekly_catchup,2020-12-21,Bull Put Spread (High Vol),1622.9275483835168,10668.563300142248,bootstrap,2021-01-25
V1b_weekly_catchup,2020-12-29,Bull Put Spread (High Vol),1622.9275483835168,10668.563300142248,engine_exact_d+1,2021-02-02
V1b_weekly_catchup,2021-01-04,Iron Condor (High Vol),2783.0291584927463,16112.944065065603,engine_exact_d+0,2021-02-08
V1b_weekly_catchup,2021-01-11,Bull Put Spread (High Vol),-724.0276714810285,11181.513231457324,bootstrap,2021-02-15
V1b_weekly_catchup,2021-01-19,Bull Put Spread (High Vol),518.5372260880704,4172.213061013649,bootstrap,2021-02-23
V1b_weekly_catchup,2021-01-25,Bull Put Spread (High Vol),1452.1049807638556,11334.808657634803,engine_exact_d+0,2021-03-01
V1b_weekly_catchup,2021-02-22,Bull Put Spread (High Vol),1680.8209208152618,11278.195488721803,bootstrap,2021-03-29
V1b_weekly_catchup,2021-03-08,Iron Condor (High Vol),2459.5631713762286,15434.367190945171,engine_exact_d+0,2021-04-12
V1b_weekly_catchup,2021-05-19,Bull Put Spread (High Vol),1705.0191385185099,11602.209944751381,engine_exact_d+0,2021-06-23
V1b_weekly_catchup,2021-08-18,Bull Put Spread,3043.311276671639,12043.678407022802,engine_exact_d+0,2021-09-17
V1b_weekly_catchup,2021-10-11,Iron Condor,501.9832214005228,3079.0283954840916,bootstrap,2021-11-10
V1b_weekly_catchup,2021-11-22,Bull Put Spread,-2047.742226074344,11493.078612657711,engine_exact_d+0,2021-12-22
V1b_weekly_catchup,2021-12-14,Iron Condor,907.3124407737702,5187.67868671032,bootstrap,2022-01-13
V1b_weekly_catchup,2021-12-20,Iron Condor (High Vol),2712.64579892393,16356.414050938545,engine_exact_d+0,2022-01-24
V1b_weekly_catchup,2022-01-31,Iron Condor (High Vol),-434.4319956298754,29494.382022471913,engine_exact_d+0,2022-03-07
V1b_weekly_catchup,2022-02-07,Iron Condor (High Vol),952.0879364894913,12587.664089192593,bootstrap,2022-03-14
V1b_weekly_catchup,2022-02-16,Iron Condor (High Vol),2026.2929714643897,28089.887640449437,engine_exact_d+0,2022-03-23
V1b_weekly_catchup,2022-03-09,Iron Condor (High Vol),2537.3980767138733,38022.813688212926,engine_exact_d+0,2022-04-13
V1b_weekly_catchup,2022-03-14,Iron Condor (High Vol),760.8641493386474,4837.929366231253,bootstrap,2022-04-18
