variant,sizing,ann_pnl_pct_nlv,worst_pct_nlv_mean,worst_pct_nlv_p5,gate_5pct_mean,gate_5pct_p5
V1b_weekly_catchup,S1_1contract,8.355155513052997,-1.4290328875916014,-1.4290328875916012,True,True
V1b_weekly_catchup,S2_4contracts_10pct_bp,33.42062205221199,-5.716131550366406,-5.716131550366405,False,False
V1b_weekly_catchup,S3_3contracts_7p5pct_bp,25.065466539158997,-4.287098662774803,-4.287098662774803,True,True
V3_daily_cluster,S1_1contract,9.22272835480694,-1.4290328875916014,-1.4290328875916012,True,True
V3_daily_cluster,S2_4contracts_10pct_bp,36.89091341922776,-5.716131550366406,-5.716131550366405,False,False
V3_daily_cluster,S3_3contracts_7p5pct_bp,27.668185064420825,-4.287098662774803,-4.287098662774803,True,True
BaselineB_cluster,S1_1contract,2.4031571324594396,-1.4290328875916014,-1.4290328875916012,True,True
BaselineB_cluster,S2_4contracts_10pct_bp,9.612628529837759,-5.716131550366406,-5.716131550366405,False,False
BaselineB_cluster,S3_3contracts_7p5pct_bp,7.209471397378319,-4.287098662774803,-4.287098662774803,True,True
