variant,entry_date,exit_date,exit_reason,strategy,kind,credit,max_loss,pnl,spx_entry,vix_entry,ivp_entry
V1b_weekly_catchup,2011-07-11,2011-07-14,ic_combined,Iron Condor,ic,651.3333333333334,507.6666666666667,392.19130575907167,1319.489990234375,18.389999389648438,45.4
V1b_weekly_catchup,2011-08-15,2011-08-16,ic_combined,Iron Condor (High Vol),ic,825.3333333333334,420.6666666666667,552.4216999460335,1204.489990234375,31.8700008392334,97.6
V1b_weekly_catchup,2011-08-29,2011-08-30,ic_combined,Iron Condor (High Vol),ic,816.0,425.3333333333333,545.6091766833159,1210.0799560546875,32.279998779296875,94.8
V1b_weekly_catchup,2011-09-07,2011-09-08,ic_combined,Iron Condor (High Vol),ic,814.6666666666666,426.0,544.6359590743563,1198.6199951171875,33.380001068115234,94.4
V1b_weekly_catchup,2011-09-14,2011-09-15,ic_combined,Iron Condor (High Vol),ic,812.0,427.3333333333333,542.6895238564367,1188.6800537109375,34.599998474121094,93.6
V1b_weekly_catchup,2011-09-19,2011-09-20,ic_combined,Iron Condor (High Vol),ic,804.0,431.3333333333333,536.8502182026788,1204.0899658203125,32.72999954223633,91.2
V1b_weekly_catchup,2011-10-10,2011-10-11,ic_combined,Iron Condor (High Vol),ic,789.6666666666666,438.5,526.3881289063625,1194.8900146484375,33.02000045776367,86.9
V1b_weekly_catchup,2011-10-17,2011-10-18,stress_force,Bull Put Spread (High Vol),put,1186.5,1313.5,638.0670197729831,1200.8599853515625,33.38999938964844,87.3
V1b_weekly_catchup,2011-10-24,2011-10-25,stress_force,Bull Put Spread (High Vol),put,1138.5000000000002,1361.4999999999998,610.2311858504352,1254.18994140625,29.260000228881836,77.7
V1b_weekly_catchup,2011-10-31,2011-11-01,stress_force,Bull Put Spread (High Vol),put,1138.5000000000002,1361.4999999999998,610.2311858504352,1253.300048828125,29.959999084472656,77.7
V1b_weekly_catchup,2011-11-08,2011-11-09,stress_force,Bull Put Spread (High Vol),put,1118.5,1381.5,598.6329217160401,1275.9200439453125,27.479999542236328,73.7
V1b_weekly_catchup,2011-11-14,2011-11-15,stress_force,Bull Put Spread (High Vol),put,1134.5,1365.5,607.9115330235561,1251.780029296875,31.1299991607666,76.9
V1b_weekly_catchup,2011-11-21,2011-11-22,ic_combined,Iron Condor (High Vol),ic,779.0,443.8333333333333,518.6023880346851,1192.97998046875,32.90999984741211,83.7
V1b_weekly_catchup,2011-11-28,2011-11-29,ic_combined,Iron Condor (High Vol),ic,763.0,451.8333333333333,506.9237767271692,1192.550048828125,32.130001068115234,78.9
V1b_weekly_catchup,2011-12-05,2011-12-06,ic_combined,Iron Condor (High Vol),ic,727.0,469.8333333333333,480.6469012852581,1257.0799560546875,27.84000015258789,68.1
V1b_weekly_catchup,2011-12-12,2011-12-13,ic_combined,Iron Condor (High Vol),ic,713.6666666666666,476.5,470.9147251956615,1236.469970703125,25.670000076293945,64.1
V1b_weekly_catchup,2011-12-28,2011-12-29,ic_combined,Iron Condor (High Vol),ic,695.3333333333334,485.6666666666667,457.53298307246604,1249.6400146484375,23.520000457763672,58.6
V1b_weekly_catchup,2012-01-03,2012-01-04,ic_combined,Iron Condor (High Vol),ic,688.6666666666666,489.0,452.66689502766775,1277.06005859375,22.969999313354492,56.6
V1b_weekly_catchup,2012-01-09,2012-01-17,stress_force,Bull Put Spread,put,1002.9999999999999,1497.0,431.62385695381323,1280.699951171875,21.06999969482422,50.6
V1b_weekly_catchup,2012-01-17,2012-01-18,ic_combined,Iron Condor (High Vol),ic,683.3333333333334,491.6666666666667,448.774024591829,1293.6700439453125,22.200000762939453,55.0
V1b_weekly_catchup,2012-03-06,2012-03-20,21dte_roll,Bull Put Spread,put,993.0,1507.0,697.6276712724383,1343.3599853515625,20.8700008392334,48.6
V1b_weekly_catchup,2012-03-13,2012-03-27,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1395.949951171875,14.800000190734863,1.2
V1b_weekly_catchup,2012-03-26,2012-04-09,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1416.510009765625,14.260000228881836,0.0
V1b_weekly_catchup,2012-05-29,2012-05-30,ic_combined,Iron Condor,ic,660.6666666666666,503.0,430.0062315008958,1332.4200439453125,21.030000686645508,48.2
V1b_weekly_catchup,2012-07-24,2012-07-25,ic_combined,Iron Condor,ic,636.6666666666667,515.0,412.5690727379976,1338.31005859375,20.469999313354492,41.0
V1b_weekly_catchup,2012-08-13,2012-08-27,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1404.1099853515625,13.699999809265137,0.0
V1b_weekly_catchup,2012-08-20,2012-09-03,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1418.1300048828125,14.020000457763672,0.8
V1b_weekly_catchup,2012-09-17,2012-10-01,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1461.18994140625,14.59000015258789,3.6
V1b_weekly_catchup,2012-09-24,2012-10-08,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1456.8900146484375,14.149999618530273,2.8
V1b_weekly_catchup,2012-11-06,2012-11-07,ic_combined,Iron Condor,ic,636.6666666666667,515.0,412.5690727379976,1428.3900146484375,17.579999923706055,41.0
V1b_weekly_catchup,2012-11-14,2012-11-15,ic_combined,Iron Condor,ic,650.0,508.3333333333333,422.2563831618299,1355.489990234375,17.920000076293945,45.0
V1b_weekly_catchup,2012-12-04,2012-12-05,ic_combined,Iron Condor,ic,637.9999999999999,514.3333333333334,413.5378037803807,1407.050048828125,17.1200008392334,41.4
V1b_weekly_catchup,2012-12-19,2012-12-28,stress_force,Bull Put Spread,put,991.0,1509.0,401.289190873014,1435.81005859375,17.360000610351562,48.2
V1b_weekly_catchup,2013-01-02,2013-01-16,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1462.4200439453125,14.680000305175781,7.2
V1b_weekly_catchup,2013-01-07,2013-01-21,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1461.8900146484375,13.789999961853027,0.8
V1b_weekly_catchup,2013-01-14,2013-01-28,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1470.6800537109375,13.520000457763672,1.2
V1b_weekly_catchup,2013-01-22,2013-02-05,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1492.56005859375,12.430000305175781,0.0
V1b_weekly_catchup,2013-01-28,2013-02-11,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1500.1800537109375,13.569999694824219,4.4
V1b_weekly_catchup,2013-02-04,2013-02-18,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1495.7099609375,14.670000076293945,15.5
V1b_weekly_catchup,2013-02-11,2013-02-25,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1517.010009765625,12.9399995803833,2.4
V1b_weekly_catchup,2013-02-19,2013-03-05,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1530.93994140625,12.3100004196167,0.0
V1b_weekly_catchup,2013-02-27,2013-03-13,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1515.989990234375,14.729999542236328,21.1
V1b_weekly_catchup,2013-03-04,2013-03-18,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1525.199951171875,14.010000228881836,12.7
V1b_weekly_catchup,2013-03-11,2013-03-25,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1556.219970703125,11.5600004196167,0.0
V1b_weekly_catchup,2013-03-18,2013-04-01,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1552.0999755859375,13.359999656677246,8.4
V1b_weekly_catchup,2013-03-25,2013-04-08,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1551.68994140625,13.739999771118164,15.5
V1b_weekly_catchup,2013-04-01,2013-04-15,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1562.1700439453125,13.579999923706055,15.5
V1b_weekly_catchup,2013-04-08,2013-04-22,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1563.0699462890625,13.1899995803833,10.0
V1b_weekly_catchup,2013-04-16,2013-04-30,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1574.5699462890625,13.960000038146973,22.3
V1b_weekly_catchup,2013-04-22,2013-05-06,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1562.5,14.390000343322754,28.7
V1b_weekly_catchup,2013-04-29,2013-05-13,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1593.6099853515625,13.710000038146973,20.7
V1b_weekly_catchup,2013-05-06,2013-05-20,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1617.5,12.65999984741211,6.0
V1b_weekly_catchup,2013-05-13,2013-05-27,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1633.77001953125,12.550000190734863,5.2
V1b_weekly_catchup,2013-05-20,2013-06-03,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1666.2900390625,13.020000457763672,13.9
V1b_weekly_catchup,2013-05-28,2013-06-11,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1660.06005859375,14.479999542236328,38.6
V1b_weekly_catchup,2013-06-12,2013-06-20,ic_combined,Iron Condor,ic,801.3333333333334,432.6666666666667,435.1173275676844,1612.52001953125,18.59000015258789,90.4
V1b_weekly_catchup,2013-06-19,2013-06-20,ic_combined,Iron Condor,ic,737.6666666666666,464.5,485.95044919852796,1628.9300537109375,16.639999389648438,71.3
V1b_weekly_catchup,2013-07-08,2013-07-22,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1640.4599609375,14.779999732971191,43.8
V1b_weekly_catchup,2013-07-15,2013-07-29,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1682.5,13.789999961853027,27.9
V1b_weekly_catchup,2013-07-22,2013-08-05,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1695.530029296875,12.289999961853027,2.8
V1b_weekly_catchup,2013-07-29,2013-08-12,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1685.3299560546875,13.390000343322754,20.7
V1b_weekly_catchup,2013-08-05,2013-08-19,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1707.1400146484375,11.84000015258789,1.6
V1b_weekly_catchup,2013-08-12,2013-08-26,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1689.469970703125,12.8100004196167,13.9
V1b_weekly_catchup,2013-08-28,2013-08-29,ic_combined,Iron Condor,ic,755.0,455.8333333333333,498.54395274951,1634.9599609375,16.489999771118164,76.5
V1b_weekly_catchup,2013-09-10,2013-09-24,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1683.989990234375,14.529999732971191,49.8
V1b_weekly_catchup,2013-09-16,2013-09-30,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1697.5999755859375,14.380000114440918,48.2
V1b_weekly_catchup,2013-09-23,2013-10-07,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1701.8399658203125,14.3100004196167,46.6
V1b_weekly_catchup,2013-10-16,2013-10-30,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1721.5400390625,14.710000038146973,53.4
V1b_weekly_catchup,2013-10-21,2013-11-04,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1744.6600341796875,13.15999984741211,22.7
V1b_weekly_catchup,2013-10-28,2013-11-11,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1762.1099853515625,13.3100004196167,25.1
V1b_weekly_catchup,2013-11-04,2013-11-18,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1767.9300537109375,12.930000305175781,17.1
V1b_weekly_catchup,2013-11-11,2013-11-25,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1771.8900146484375,12.529999732971191,7.2
V1b_weekly_catchup,2013-11-18,2013-12-02,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1791.530029296875,13.100000381469727,25.1
V1b_weekly_catchup,2013-11-25,2013-12-09,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1802.47998046875,12.789999961853027,17.1
V1b_weekly_catchup,2013-12-02,2013-12-16,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1800.9000244140625,14.229999542236328,58.2
V1b_weekly_catchup,2013-12-09,2013-12-23,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1808.3699951171875,13.489999771118164,39.0
V1b_weekly_catchup,2013-12-18,2014-01-01,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1810.6500244140625,13.800000190734863,50.2
V1b_weekly_catchup,2013-12-23,2014-01-06,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1827.989990234375,13.039999961853027,25.1
V1b_weekly_catchup,2013-12-30,2014-01-13,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1841.0699462890625,13.5600004196167,43.4
V1b_weekly_catchup,2014-01-06,2014-01-20,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1826.77001953125,13.550000190734863,43.0
V1b_weekly_catchup,2014-01-13,2014-01-27,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1819.199951171875,13.279999732971191,34.3
V1b_weekly_catchup,2014-01-21,2014-02-04,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1843.800048828125,12.869999885559082,23.1
V1b_weekly_catchup,2014-02-10,2014-02-25,ic_combined,Iron Condor,ic,741.6666666666665,462.50000000000006,508.39931808700067,1799.8399658203125,15.260000228881836,72.5
V1b_weekly_catchup,2014-02-18,2014-03-04,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1840.760009765625,13.869999885559082,50.6
V1b_weekly_catchup,2014-02-24,2014-03-10,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1847.6099853515625,14.229999542236328,58.2
V1b_weekly_catchup,2014-03-04,2014-03-18,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1873.9100341796875,14.100000381469727,57.0
V1b_weekly_catchup,2014-03-10,2014-03-24,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1877.1700439453125,14.199999809265137,57.8
V1b_weekly_catchup,2014-03-18,2014-04-01,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1872.25,14.520000457763672,63.7
V1b_weekly_catchup,2014-03-25,2014-04-08,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1865.6199951171875,14.020000457763672,50.2
V1b_weekly_catchup,2014-03-31,2014-04-14,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1872.3399658203125,13.880000114440918,44.2
V1b_weekly_catchup,2014-04-07,2014-04-22,ic_combined,Iron Condor,ic,749.6666666666666,458.5,514.4225017427706,1845.0400390625,15.569999694824219,74.9
V1b_weekly_catchup,2014-04-21,2014-05-05,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1871.8900146484375,13.25,25.1
V1b_weekly_catchup,2014-04-28,2014-05-12,ic_combined,Iron Condor,ic,652.6666666666667,507.0,441.3913999165607,1869.4300537109375,13.970000267028809,45.8
V1b_weekly_catchup,2014-05-05,2014-05-19,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1884.6600341796875,13.289999961853027,27.9
V1b_weekly_catchup,2014-05-12,2014-05-26,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1896.6500244140625,12.229999542236328,1.6
V1b_weekly_catchup,2014-05-19,2014-06-02,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1885.0799560546875,12.420000076293945,5.6
V1b_weekly_catchup,2014-05-27,2014-06-10,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1911.9100341796875,11.510000228881836,0.4
V1b_weekly_catchup,2014-06-02,2014-06-16,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1924.969970703125,11.579999923706055,1.6
V1b_weekly_catchup,2014-06-09,2014-06-23,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1951.27001953125,11.149999618530273,0.4
V1b_weekly_catchup,2014-06-16,2014-06-30,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1937.780029296875,12.649999618530273,15.9
V1b_weekly_catchup,2014-06-23,2014-07-07,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1962.6099853515625,10.979999542236328,1.6
V1b_weekly_catchup,2014-06-30,2014-07-14,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1960.22998046875,11.569999694824219,4.4
V1b_weekly_catchup,2014-07-07,2014-07-21,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1977.6500244140625,11.329999923706055,4.4
V1b_weekly_catchup,2014-07-14,2014-07-28,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1977.0999755859375,11.819999694824219,9.6
V1b_weekly_catchup,2014-07-21,2014-08-04,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1973.6300048828125,12.8100004196167,27.5
V1b_weekly_catchup,2014-07-28,2014-08-11,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1978.9100341796875,12.5600004196167,24.3
V1b_weekly_catchup,2014-08-13,2014-08-27,ic_combined,Iron Condor,ic,597.0,534.8333333333334,399.4800803118285,1946.719970703125,12.899999618530273,29.1
V1b_weekly_catchup,2014-08-18,2014-09-01,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1971.739990234375,12.319999694824219,19.1
V1b_weekly_catchup,2014-08-25,2014-09-08,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1997.9200439453125,11.699999809265137,10.8
V1b_weekly_catchup,2014-09-02,2014-09-16,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,2002.280029296875,12.25,21.5
V1b_weekly_catchup,2014-09-08,2014-09-22,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,2001.5400390625,12.65999984741211,30.7
V1b_weekly_catchup,2014-09-15,2014-09-29,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1984.1300048828125,14.119999885559082,67.7
V1b_weekly_catchup,2014-09-22,2014-10-06,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,1994.2900390625,13.6899995803833,57.4
V1b_weekly_catchup,2014-10-08,2014-10-09,ic_combined,Iron Condor,ic,771.0,447.8333333333333,510.168725258109,1968.8900146484375,15.109999656677246,81.3
V1b_weekly_catchup,2014-10-21,2014-10-22,ic_combined,Iron Condor,ic,792.0,437.3333333333333,525.426239175645,1941.280029296875,16.079999923706055,87.6
V1b_weekly_catchup,2014-10-27,2014-11-10,ic_combined,Iron Condor,ic,787.0,439.8333333333333,542.5306921363634,1961.6300048828125,16.040000915527344,86.1
V1b_weekly_catchup,2014-11-05,2014-11-19,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,2023.5699462890625,14.170000076293945,64.1
V1b_weekly_catchup,2014-11-10,2014-11-24,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,2038.260009765625,12.670000076293945,32.7
V1b_weekly_catchup,2014-11-17,2014-12-01,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,2041.3199462890625,13.989999771118164,59.4
V1b_weekly_catchup,2014-11-24,2014-12-08,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,2069.409912109375,12.619999885559082,28.7
V1b_weekly_catchup,2014-12-01,2014-12-15,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,2053.43994140625,14.15999984741211,63.7
V1b_weekly_catchup,2014-12-08,2014-12-22,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,2060.31005859375,14.210000038146973,66.5
V1b_weekly_catchup,2014-12-24,2015-01-07,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,2081.8798828125,14.369999885559082,66.5
V1b_weekly_catchup,2015-01-13,2015-01-15,ic_combined,Iron Condor,ic,820.0,423.3333333333333,526.3391684998459,2023.030029296875,20.559999465942383,96.0
V1b_weekly_catchup,2015-01-26,2015-01-28,ic_combined,Iron Condor,ic,743.0,461.8333333333333,472.2195148724213,2057.090087890625,15.520000457763672,72.9
V1b_weekly_catchup,2015-02-09,2015-02-24,ic_combined,Iron Condor,ic,796.0000000000001,435.33333333333326,549.3067737491048,2046.739990234375,18.549999237060547,88.8
V1b_weekly_catchup,2015-02-23,2015-03-09,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,2109.659912109375,14.5600004196167,61.8
V1b_weekly_catchup,2015-03-02,2015-03-16,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,2117.389892578125,13.039999961853027,35.1
V1b_weekly_catchup,2015-03-18,2015-04-01,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,2099.5,13.970000267028809,51.0
V1b_weekly_catchup,2015-03-23,2015-04-06,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,2104.419921875,13.40999984741211,44.2
V1b_weekly_catchup,2015-03-30,2015-04-13,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,2086.239990234375,14.510000228881836,59.8
V1b_weekly_catchup,2015-04-13,2015-04-27,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,2092.429931640625,13.9399995803833,50.2
V1b_weekly_catchup,2015-04-20,2015-05-04,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,2100.39990234375,13.300000190734863,41.4
V1b_weekly_catchup,2015-04-27,2015-05-11,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,2108.919921875,13.119999885559082,38.6
V1b_weekly_catchup,2015-05-04,2015-05-18,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,2114.489990234375,12.850000381469727,34.7
V1b_weekly_catchup,2015-05-11,2015-05-25,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,2105.330078125,13.850000381469727,49.0
V1b_weekly_catchup,2015-05-18,2015-06-01,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,2129.199951171875,12.729999542236328,31.9
V1b_weekly_catchup,2015-05-27,2015-06-10,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,2123.47998046875,13.270000457763672,39.8
V1b_weekly_catchup,2015-06-01,2015-06-15,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,2111.72998046875,13.970000267028809,51.0
V1b_weekly_catchup,2015-06-10,2015-06-24,ic_combined,Iron Condor,ic,618.3333333333334,524.1666666666666,415.5419033938815,2105.199951171875,13.220000267028809,35.5
V1b_weekly_catchup,2015-06-15,2015-06-29,ic_combined,Iron Condor,ic,734.9999999999999,465.8333333333334,503.37999837385905,2084.429931640625,15.390000343322754,70.5
V1b_weekly_catchup,2015-06-22,2015-07-06,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,2122.85009765625,12.739999771118164,24.3
V1b_weekly_catchup,2015-06-29,2015-07-14,ic_combined,Iron Condor,ic,800.0,433.3333333333333,552.3183655769895,2057.639892578125,18.850000381469727,90.0
V1b_weekly_catchup,2015-07-13,2015-07-27,ic_combined,Iron Condor,ic,637.9999999999999,514.3333333333334,430.3488965476491,2099.60009765625,13.899999618530273,41.4
V1b_weekly_catchup,2015-07-20,2015-08-03,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,2128.280029296875,12.25,8.8
V1b_weekly_catchup,2015-08-04,2015-08-18,ic_combined,Iron Condor,ic,583.6666666666667,541.5,389.4414408855453,2093.320068359375,13.0,25.1
V1b_weekly_catchup,2015-08-17,2015-08-20,ic_combined,Iron Condor,ic,586.3333333333334,540.1666666666666,348.0626954095225,2102.43994140625,13.020000457763672,25.9
V1b_weekly_catchup,2015-08-26,2015-08-27,ic_combined,Iron Condor (High Vol),ic,830.6666666666666,418.0,556.3145703818722,1940.510009765625,30.31999969482422,99.2
V1b_weekly_catchup,2015-08-31,2015-09-01,ic_combined,Iron Condor (High Vol),ic,829.3333333333334,418.6666666666667,555.3413527729125,1972.1800537109375,28.43000030517578,98.8
V1b_weekly_catchup,2015-09-08,2015-09-09,ic_combined,Iron Condor (High Vol),ic,816.0,425.3333333333333,545.6091766833159,1969.4100341796875,24.899999618530273,94.8
V1b_weekly_catchup,2015-09-14,2015-09-15,ic_combined,Iron Condor (High Vol),ic,810.6666666666666,428.0,541.7163062474771,1953.030029296875,24.25,93.2
V1b_weekly_catchup,2015-09-21,2015-09-22,ic_combined,Iron Condor,ic,785.6666666666666,440.5,520.8247667243246,1966.969970703125,20.139999389648438,85.7
V1b_weekly_catchup,2015-10-05,2015-10-06,ic_combined,Iron Condor,ic,764.3333333333334,451.1666666666667,505.32507004619276,1987.050048828125,19.540000915527344,79.3
V1b_weekly_catchup,2015-10-13,2015-10-14,ic_combined,Iron Condor,ic,743.0,461.8333333333333,489.8253733680609,2003.68994140625,17.670000076293945,72.9
V1b_weekly_catchup,2015-10-19,2015-11-02,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,2033.6600341796875,14.979999542236328,51.8
V1b_weekly_catchup,2015-10-28,2015-11-11,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,2090.35009765625,14.329999923706055,44.6
V1b_weekly_catchup,2015-11-02,2015-11-16,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,2104.050048828125,14.149999618530273,41.0
V1b_weekly_catchup,2015-11-25,2015-12-10,21dte_roll,Bull Put Spread,put,1002.9999999999999,1497.0,705.1566508421506,2088.8701171875,15.1899995803833,50.6
V1b_weekly_catchup,2015-12-01,2015-12-15,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,2102.6298828125,14.670000076293945,42.6
V1b_weekly_catchup,2015-12-21,2015-12-22,ic_combined,Iron Condor,ic,753.6666666666666,456.5,497.57522170712684,2021.1500244140625,18.700000762939453,76.1
V1b_weekly_catchup,2016-01-04,2016-01-05,ic_combined,Iron Condor,ic,783.0,441.8333333333333,518.8873046395582,2012.6600341796875,20.700000762939453,84.9
V1b_weekly_catchup,2016-02-01,2016-02-02,ic_combined,Iron Condor,ic,763.0,451.8333333333333,504.35633900380947,1939.3800048828125,19.979999542236328,78.9
V1b_weekly_catchup,2016-02-16,2016-02-17,ic_combined,Iron Condor (High Vol),ic,789.6666666666666,438.5,526.3881289063625,1895.5799560546875,24.110000610351562,86.9
V1b_weekly_catchup,2016-02-22,2016-02-23,ic_combined,Iron Condor,ic,737.6666666666666,464.5,485.95044919852796,1945.5,19.3799991607666,71.3
V1b_weekly_catchup,2016-02-29,2016-03-01,ic_combined,Iron Condor,ic,748.3333333333334,459.1666666666667,493.7002975375939,1932.22998046875,20.549999237060547,74.5
V1b_weekly_catchup,2016-03-16,2016-03-30,bcd_placeholder,Bull Call Diagonal,bcd,0.0,1250.0,0.0,2027.219970703125,14.989999771118164,39.0
