variant,entry_date,exit_date,exit_reason,strategy,kind,credit,max_loss,pnl,spx_entry,vix_entry,ivp_entry
V1a_weekly_strict,2001-02-05,2001-02-06,stress_force,Bull Put Spread (High Vol),put,939.0,1561.0,494.538501109845,1354.31005859375,22.190000534057617,37.8
V1a_weekly_strict,2001-03-26,2001-03-27,ic_combined,Iron Condor (High Vol),ic,806.6666666666666,430.0,538.7966534205981,1152.68994140625,29.040000915527344,92.0
V1a_weekly_strict,2001-04-23,2001-04-24,ic_combined,Iron Condor (High Vol),ic,780.3333333333334,443.1666666666667,519.5756056436447,1224.3599853515625,28.15999984741211,84.1
V1a_weekly_strict,2001-04-30,2001-05-01,ic_combined,Iron Condor (High Vol),ic,707.3333333333334,479.6666666666667,466.29194155310313,1249.4599609375,25.479999542236328,62.2
V1a_weekly_strict,2001-05-07,2001-05-08,ic_combined,Iron Condor (High Vol),ic,690.0,488.3333333333333,453.6401126366274,1263.510009765625,24.860000610351562,57.0
V1a_weekly_strict,2001-05-14,2001-05-15,ic_combined,Iron Condor (High Vol),ic,676.6666666666666,495.0,443.90793654703066,1248.9200439453125,24.260000228881836,53.0
V1a_weekly_strict,2001-10-01,2001-10-02,ic_combined,Iron Condor (High Vol),ic,817.3333333333334,424.6666666666667,546.5823942922756,1038.550048828125,32.31999969482422,95.2
V1a_weekly_strict,2001-10-22,2001-10-23,ic_combined,Iron Condor (High Vol),ic,804.0,431.3333333333333,536.8502182026788,1089.9000244140625,32.25,91.2
V1a_weekly_strict,2001-10-29,2001-10-30,ic_combined,Iron Condor (High Vol),ic,792.0,437.3333333333333,528.0912597220419,1078.300048828125,31.639999389648438,87.6
V1a_weekly_strict,2001-11-12,2001-11-13,stress_force,Bull Put Spread (High Vol),put,1136.5,1363.5,609.0713594369955,1118.3299560546875,29.350000381469727,77.3
V1a_weekly_strict,2001-11-19,2001-11-20,ic_combined,Iron Condor (High Vol),ic,648.6666666666666,509.0,423.4703667588777,1151.06005859375,24.459999084472656,44.6
V1a_weekly_strict,2001-11-26,2001-11-27,stress_force,Bull Put Spread (High Vol),put,943.0,1557.0,496.85815393672397,1157.4200439453125,23.790000915527344,38.6
V1a_weekly_strict,2001-12-03,2001-12-04,ic_combined,Iron Condor (High Vol),ic,687.3333333333334,489.6666666666667,451.693677418708,1129.9000244140625,25.770000457763672,56.2
V1a_weekly_strict,2001-12-10,2001-12-11,ic_combined,Iron Condor (High Vol),ic,690.0,488.3333333333333,453.6401126366274,1139.9300537109375,25.6200008392334,57.0
V1a_weekly_strict,2001-12-17,2001-12-18,ic_combined,Iron Condor (High Vol),ic,652.6666666666667,507.0,426.39001958575676,1134.3599853515625,24.260000228881836,45.8
V1a_weekly_strict,2001-12-24,2001-12-26,stress_force,Bull Put Spread (High Vol),put,901.4999999999999,1598.5,472.79175585785447,1144.6500244140625,22.6200008392334,30.3
V1a_weekly_strict,2001-12-31,2002-01-02,ic_combined,Iron Condor (High Vol),ic,640.6666666666667,513.0,417.6310611051197,1148.0799560546875,23.799999237060547,42.2
V1a_weekly_strict,2002-01-14,2002-01-15,ic_combined,Iron Condor (High Vol),ic,643.3333333333334,511.6666666666667,419.57749632303904,1138.4100341796875,23.579999923706055,43.0
V1a_weekly_strict,2002-07-29,2002-07-30,ic_combined,Iron Condor (High Vol),ic,775.0,445.8333333333333,515.6827352078061,898.9600219726562,31.329999923706055,82.5
