variant,n_eval_days,selector_pass_rate_pct,n_trades,entries_per_yr,cum_pnl_usd,ann_pnl_usd,ann_pnl_pct_nlv,avg_pnl_per_trade,median_pnl_per_trade,worst_trade_usd,best_trade_usd,hit_rate_pct,engine_match_pct,bp_mean_usd_per_contract,bp_p95_usd_per_contract,max_expiry_concentration_pct,effective_expiry_count_mean
V1b_weekly_catchup,1378,59.21625544267054,816,30.914220516543928,773792.5285015986,29315.187328618285,3.2791037280333653,948.2751574774493,615.7257543992396,-5190.552713722257,10663.554595719559,68.75,23.897058823529413,40963.38158503098,85680.96018893401,50.94813659856902,3.1698712265715354
V3_daily_cluster,917,100.0,917,34.74061300694949,781977.6042863982,29625.279531750537,3.313789656795362,852.7563841727351,622.4801158399404,-5190.552713722257,10663.554595719559,68.81134133042531,27.699018538713194,43787.16914964006,89291.93534558664,47.76192502814296,3.420604313716693
BaselineB_cluster,254,100.0,254,9.622808837257546,284835.6631090726,10791.020220992508,1.207049241721757,1121.4002484609157,643.0233686559502,-3661.239699586367,10193.050472110557,72.04724409448819,38.976377952755904,12104.870913230316,30724.733284528444,93.27508923530289,1.1525223910342357
