entry_date,exit_date,strategy,exit_pnl,contracts,total_bp,entry_spx,entry_vix,dte_at_entry,hold_days,exit_reason,spread_width,pnl_per_contract,bp_per_contract
2001-08-08,2001-08-28,Bear Call Spread (High Vol),1816.209187883712,4.364,21000.0,1183.530029296875,22.31999969482422,45,14,50pct_profit,55.0,416.1799238963593,4812.098991750688
2001-08-28,2001-09-19,Bear Call Spread (High Vol),1856.9692540733747,4.5242,21000.0,1161.510009765625,22.0,45,11,50pct_profit,53.0,410.4525118415133,4641.704610759913
2001-09-27,2001-10-31,Iron Condor (High Vol),1302.5530209314156,2.1965,21000.0,1018.6099853515624,34.0,45,24,50pct_profit,105.0,593.0129847172391,9560.664693831095
2001-09-28,2001-11-01,Iron Condor (High Vol),1195.3675098068268,2.2642,21000.0,1040.93994140625,31.93000030517578,45,24,roll_21dte,102.0,527.942544742879,9274.79904602067
2001-10-26,2001-11-13,Bull Put Spread (High Vol),3035.5297936216984,5.3943,21000.0,1104.6099853515625,28.420000076293945,35,12,50pct_profit,47.0,562.7291388357522,3892.998164729436
2001-11-01,2001-11-21,Iron Condor (High Vol),3293.2010186546336,3.6338,21000.0,1084.0999755859375,32.310001373291016,45,14,50pct_profit,72.0,906.269199915965,5779.074247344378
2001-11-09,2001-12-07,Iron Condor (High Vol),3271.8932051196994,4.1594,21000.0,1120.31005859375,27.440000534057617,45,19,50pct_profit,63.0,786.6262454007067,5048.805116122518
2002-01-02,2002-01-23,Bull Put Spread (High Vol),-366.93922521152376,6.2904,21000.0,1154.6700439453125,22.709999084472656,35,14,roll_21dte,40.0,-58.33321016334792,3338.4204502098437
2001-12-31,2002-01-31,Iron Condor (High Vol),3469.2536789479,4.8992,21000.0,1148.0799560546875,23.799999237060547,45,21,50pct_profit,54.0,708.1265673881245,4286.414108425865
2002-01-14,2002-02-13,Iron Condor (High Vol),3347.7913617696104,4.8674,21000.0,1138.4100341796875,23.579999923706055,45,21,50pct_profit,54.0,687.7986937111416,4314.418375313309
2002-01-29,2002-02-21,Bear Call Spread (High Vol),1860.614067791039,4.2703,21000.0,1100.6400146484375,24.350000381469727,45,16,50pct_profit,56.0,435.71038751165935,4917.687281923987
2002-02-21,2002-03-27,Bear Call Spread (High Vol),-50.241740089400075,4.4343,21000.0,1080.949951171875,23.799999237060547,45,24,roll_21dte,54.0,-11.330252822181645,4735.8094851498545
2002-05-07,2002-06-11,Iron Condor,1391.820436230409,6.3077,22500.0,1049.489990234375,21.940000534057617,45,24,roll_21dte,45.0,220.65419031190595,3567.06882064778
2002-06-28,2002-08-02,Iron Condor (High Vol),-1656.3006727050315,3.2671,21000.0,989.8200073242188,25.399999618530273,45,24,roll_21dte,71.0,-506.9635679057976,6427.718771999633
2002-07-29,2002-08-30,Iron Condor (High Vol),1366.8921053267968,2.7531,21000.0,898.9600219726562,31.329999923706055,45,24,50pct_profit,84.0,496.49199278151787,7627.765064836003
2002-08-19,2002-09-09,Bull Put Spread (High Vol),-3883.931072409517,6.3254,21000.0,950.7000122070312,28.61000061035156,35,14,roll_21dte,40.0,-614.0214172083215,3319.9481455718214
2002-08-14,2002-09-18,Iron Condor (High Vol),820.7957073043395,2.5662,21000.0,919.6199951171876,32.36000061035156,45,24,roll_21dte,90.0,319.84868962058283,8183.306055646482
2002-09-11,2002-10-15,Iron Condor (High Vol),1456.8798158261995,2.3049,21000.0,909.4500122070312,34.810001373291016,45,24,50pct_profit,100.0,632.0794029355718,9111.024339450736
2002-09-26,2002-10-25,Iron Condor (High Vol),1370.9015486845444,2.5333,21000.0,854.9500122070312,34.599998474121094,45,21,50pct_profit,91.0,541.1524685921701,8289.582757667864
2002-10-21,2002-11-06,Bull Put Spread (High Vol),2816.8405374532517,5.7781,21000.0,899.719970703125,33.11000061035156,35,12,50pct_profit,44.0,487.50290535872546,3634.4126962150185
2002-10-15,2002-11-08,Iron Condor (High Vol),1546.2936432467957,2.566,21000.0,881.27001953125,34.02000045776367,45,18,50pct_profit,90.0,602.6085905092735,8183.94388152767
2002-10-28,2002-11-15,Iron Condor (High Vol),1259.0816324555276,2.7095,21000.0,890.22998046875,31.06999969482422,45,14,50pct_profit,85.0,464.69150487378766,7750.507473703636
2002-11-06,2002-11-21,Bull Put Spread (High Vol),3056.1228892669387,6.0506,21000.0,923.760009765625,30.729999542236328,35,11,50pct_profit,42.0,505.09418723216515,3470.730175519783
2002-11-08,2002-12-11,Iron Condor (High Vol),3357.218539146954,4.841,21000.0,894.739990234375,29.40999984741211,45,22,50pct_profit,54.0,693.4969095531819,4337.9467052261925
2002-11-15,2002-12-20,Iron Condor (High Vol),3064.745800241203,5.3624,21000.0,909.8300170898438,26.649999618530273,45,24,roll_21dte,49.0,571.5250261526934,3916.1569446516487
2003-06-09,2003-06-26,Bull Put Spread (High Vol),2614.4583464730113,7.6103,21000.0,975.9299926757812,22.149999618530273,35,13,50pct_profit,33.0,343.5420872334877,2759.418156971473
2004-01-21,2004-02-25,Bull Call Diagonal,-535.217388474704,4.2379,22500.0,1147.6199951171875,14.34000015258789,45,24,roll_21dte,0.0,-126.29306696116095,5309.2333467047365
2004-02-25,2004-03-10,Bull Call Diagonal,-1685.4380622016,4.1161,22500.0,1143.6700439453125,14.93000030517578,45,10,trend_flip,0.0,-409.4745176748864,5466.339496124972
2004-03-22,2004-04-14,Iron Condor,4287.107322558373,6.1787,22500.0,1095.4000244140625,21.579999923706055,45,16,50pct_profit,46.0,693.8526425556141,3641.5427193422565
2004-04-23,2004-04-28,Bull Call Diagonal,-2189.607506628197,4.3443,22500.0,1140.5999755859375,14.010000228881836,45,3,trend_flip,0.0,-504.018485516239,5179.200331468822
2004-06-16,2004-07-08,Bull Call Diagonal,-3901.341429619764,4.162,22500.0,1133.56005859375,14.789999961853027,45,15,trend_flip,0.0,-937.3717995242105,5406.0547813551175
2004-08-05,2004-08-26,Iron Condor,3656.984609846984,7.5223,22500.0,1080.699951171875,18.31999969482422,45,15,50pct_profit,38.0,486.15245468101296,2991.1064435079693
2004-09-02,2004-10-07,Bull Call Diagonal,2790.4873926636465,4.3165,22500.0,1118.31005859375,14.279999732971191,45,24,roll_21dte,0.0,646.4699160578355,5212.556469361752
2004-10-07,2004-10-19,Bull Call Diagonal,-4739.149276785427,4.2528,22500.0,1130.6500244140625,14.5,45,8,trend_flip,0.0,-1114.3597810349481,5290.632054176072
2004-11-02,2004-11-15,Bull Put Spread,6507.241930657109,9.204,22500.0,1130.56005859375,16.18000030517578,30,9,roll_21dte,32.0,707.0015135437972,2444.5893089960887
2004-11-15,2004-12-20,Bull Call Diagonal,1802.594443173107,4.3663,22500.0,1183.81005859375,13.380000114440918,45,24,roll_21dte,0.0,412.84255391821614,5153.104459153059
2004-12-20,2005-01-13,Bull Call Diagonal,-3421.4601867072843,4.8806,22500.0,1194.6500244140625,11.829999923706056,45,17,trend_flip,0.0,-701.0326981738483,4610.088923493013
2005-01-18,2005-01-21,Bull Call Diagonal,-4226.423288244805,4.6294,22500.0,1195.97998046875,12.470000267028809,45,3,trend_flip,0.0,-912.9527127154284,4860.24106795697
2005-02-04,2005-02-22,Bull Call Diagonal,-3035.1400437344155,5.0769,22500.0,1203.030029296875,11.210000038146973,45,11,trend_flip,0.0,-597.8333320991974,4431.838326537848
2005-02-24,2005-03-21,Bull Call Diagonal,-2559.0527408372286,4.9399,22500.0,1200.199951171875,11.56999969482422,45,17,trend_flip,0.0,-518.0373572010018,4554.748071823316
2005-04-15,2005-05-10,Iron Condor,3668.24239038432,7.3075,22500.0,1142.6199951171875,17.739999771118164,45,17,50pct_profit,39.0,501.9832214005228,3079.0283954840916
2005-05-12,2005-06-10,Iron Condor,3845.951230637168,7.7098,22500.0,1159.3599853515625,16.1200008392334,45,20,50pct_profit,37.0,498.83929941595994,2918.3636410801837
2005-06-10,2005-07-15,Bull Call Diagonal,6470.35003889892,4.8171,22500.0,1198.1099853515625,11.960000038146973,45,24,roll_21dte,0.0,1343.2044256708227,4670.860061032571
2005-07-15,2005-08-18,Bull Call Diagonal,-397.4970365339856,5.428,22500.0,1227.9200439453125,10.329999923706056,45,24,roll_21dte,0.0,-73.23084681908357,4145.1731761238025
2005-08-31,2005-09-30,Iron Condor,3813.094476735246,9.8647,22500.0,1220.3299560546875,12.600000381469728,45,21,50pct_profit,29.0,386.5393247372192,2280.860036291018
2005-09-30,2005-11-03,Iron Condor,2778.203349154856,10.6798,22500.0,1228.81005859375,11.920000076293944,45,24,roll_21dte,27.0,260.13627119935353,2106.7810258619074
2005-11-03,2005-12-08,Bull Call Diagonal,7162.5430920475565,4.365,22500.0,1219.93994140625,13.0,45,24,roll_21dte,0.0,1640.9033429662213,5154.639175257732
2005-12-08,2006-01-13,Bull Call Diagonal,6480.04620248118,4.4732,22500.0,1255.8399658203125,12.210000038146973,45,24,roll_21dte,0.0,1448.6377095773005,5029.956183492801
2006-01-13,2006-02-07,Bull Call Diagonal,-5375.0161065174525,4.7453,22500.0,1287.6099853515625,11.229999542236328,45,16,trend_flip,0.0,-1132.7031181416248,4741.533728109919
2006-02-14,2006-03-21,Iron Condor,4000.26455246633,9.9216,22500.0,1275.530029296875,12.25,45,24,50pct_profit,29.0,403.18744481397454,2267.7793904208997
2006-03-21,2006-04-25,Bull Call Diagonal,915.9695342881952,4.56,22500.0,1297.22998046875,11.619999885559082,45,24,roll_21dte,0.0,200.870511905306,4934.21052631579
2006-04-25,2006-05-12,Bull Call Diagonal,-801.6075812395686,4.5005,22500.0,1301.739990234375,11.75,45,13,trend_flip,0.0,-178.1152274724072,4999.444506165982
2006-05-30,2006-06-21,Iron Condor,3795.429247340852,6.1703,22500.0,1259.8699951171875,18.65999984741211,45,16,50pct_profit,46.0,615.1125953909618,3646.500170170008
2006-06-21,2006-07-24,Iron Condor,3855.0841241162593,7.7436,22500.0,1252.199951171875,15.520000457763672,45,22,50pct_profit,37.0,497.84133014570216,2905.6252905625292
2006-08-15,2006-09-19,Bull Call Diagonal,5950.788520763183,4.0404,22500.0,1285.5799560546875,13.420000076293944,45,24,roll_21dte,0.0,1472.8216317105196,5568.755568755569
2006-09-19,2006-10-23,Bull Call Diagonal,10517.209364254286,4.3583,22500.0,1317.6400146484375,11.979999542236328,45,24,roll_21dte,0.0,2413.1448877439107,5162.563384806002
2006-10-23,2006-11-27,Bull Call Diagonal,1519.2011281045693,4.4657,22500.0,1377.02001953125,11.079999923706056,45,24,roll_21dte,0.0,340.1932794644892,5038.403833665495
2006-11-27,2007-01-03,Bull Call Diagonal,6476.860817297047,4.0522,22500.0,1381.9599609375,12.300000190734863,45,24,roll_21dte,0.0,1598.3566500412237,5552.539361334584
2007-01-03,2007-02-07,Bull Call Diagonal,6087.067365590888,4.0569,22500.0,1416.5999755859375,12.039999961853027,45,24,roll_21dte,0.0,1500.4233196753403,5546.106633143534
2007-02-07,2007-02-27,Bull Call Diagonal,-2975.5715155987514,4.5423,22500.0,1450.02001953125,10.31999969482422,45,13,trend_flip,0.0,-655.0803592010108,4953.437685753913
2007-03-13,2007-04-17,Iron Condor,1041.8909846219458,5.8046,22500.0,1377.949951171875,18.1299991607666,45,24,roll_21dte,49.0,179.49401933327806,3876.236088619371
2007-04-17,2007-05-21,Bull Call Diagonal,8912.443990697177,3.8409,22500.0,1471.47998046875,12.140000343322754,45,24,roll_21dte,0.0,2320.4051109628413,5858.002030774037
2007-05-21,2007-06-25,Bull Call Diagonal,-2548.7551035594856,3.4064,22500.0,1525.0999755859375,13.300000190734863,45,24,roll_21dte,0.0,-748.2254296499194,6605.213715359323
2007-06-22,2007-07-27,Iron Condor,-2010.0801259948355,6.3691,22500.0,1502.56005859375,15.75,45,24,roll_21dte,45.0,-315.59876999809006,3532.6812265469216
2007-08-08,2007-09-12,Iron Condor,1942.0157536983663,4.3405,22500.0,1497.489990234375,21.450000762939453,45,24,roll_21dte,65.0,447.41752187498366,5183.73459278885
2007-08-20,2007-09-18,Iron Condor (High Vol),1444.2114615182863,2.0869,21000.0,1445.550048828125,26.329999923706055,45,20,50pct_profit,111.0,692.0367346390753,10062.77253342278
2007-08-21,2007-09-20,Iron Condor (High Vol),1380.835892603369,2.1874,21000.0,1447.1199951171875,25.25,45,21,50pct_profit,106.0,631.2681231614562,9600.438877205816
2007-11-02,2007-12-06,Iron Condor (High Vol),3854.6970533086096,3.8256,21000.0,1509.6500244140625,23.010000228881836,45,23,50pct_profit,69.0,1007.6058796812551,5489.335006273525
2007-11-13,2007-12-06,Iron Condor (High Vol),1480.8635688601153,2.3041,21000.0,1481.050048828125,24.100000381469727,45,16,50pct_profit,101.0,642.7080286706806,9114.187752267697
2007-12-11,2007-12-26,Iron Condor (High Vol),3213.8619195515607,3.7637,21000.0,1477.6500244140625,23.59000015258789,45,10,50pct_profit,70.0,853.9102265195315,5579.615803597524
2007-12-06,2008-01-11,Iron Condor,-2704.207902490598,4.5787,22500.0,1507.3399658203125,20.959999084472656,45,24,roll_21dte,62.0,-590.6060459280139,4914.05857557822
2007-12-12,2008-01-17,Iron Condor (High Vol),-6052.254175144101,4.0818,21000.0,1486.5899658203125,22.469999313354492,45,24,roll_21dte,65.0,-1482.741480509604,5144.78906364839
2007-12-31,2008-02-05,Iron Condor (High Vol),-4503.264349946921,4.1449,21000.0,1468.3599853515625,22.5,45,24,roll_21dte,64.0,-1086.45910635888,5066.467224782263
2008-01-24,2008-02-14,Iron Condor (High Vol),1310.3828918546585,2.1051,21000.0,1352.0699462890625,27.780000686645508,45,15,50pct_profit,110.0,622.4801158399404,9975.773122416986
2008-02-27,2008-03-17,Bear Call Spread (High Vol),1866.6364426827683,3.7497,21000.0,1380.02001953125,22.690000534057617,45,13,50pct_profit,64.0,497.8095428121632,5600.448035842867
2008-03-11,2008-04-08,Iron Condor (High Vol),1476.5102591077928,2.2962,21000.0,1320.6500244140625,26.36000061035156,45,19,50pct_profit,101.0,643.0233686559502,9145.544813169585
2008-03-18,2008-04-09,Iron Condor (High Vol),1346.5250909317892,2.3476,21000.0,1330.739990234375,25.790000915527344,45,15,50pct_profit,99.0,573.5751793030283,8945.305844266486
2008-04-10,2008-04-23,Bull Put Spread,3330.6076738807415,5.9324,22500.0,1360.550048828125,21.979999542236328,30,9,roll_21dte,50.0,561.4266863125786,3792.7314409008154
2008-04-11,2008-05-13,Iron Condor (High Vol),3302.683013034267,4.3407,21000.0,1332.8299560546875,23.459999084472656,45,22,50pct_profit,61.0,760.8641493386474,4837.929366231253
2008-04-14,2008-05-16,Bear Call Spread (High Vol),-1104.449900322188,3.6285,21000.0,1328.3199462890625,23.81999969482422,45,24,roll_21dte,66.0,-304.3819485523461,5787.515502273667
2008-06-18,2008-07-02,Bear Call Spread (High Vol),2003.2139971923505,3.8046,21000.0,1337.81005859375,22.239999771118164,45,10,50pct_profit,63.0,526.5242068002814,5519.634127109289
2008-06-04,2008-07-09,Iron Condor,-6518.943655140697,5.1766,22500.0,1377.199951171875,20.799999237060547,45,24,roll_21dte,55.0,-1259.309905177278,4346.4822470347335
2008-07-16,2008-08-06,Iron Condor (High Vol),1352.6857697082582,2.5786,21000.0,1245.3599853515625,25.100000381469727,45,15,50pct_profit,90.0,524.5814665742101,8143.954083611263
