period,variant,n_trades_avg,ann_pnl_pct_mean,ann_pnl_pct_p5,ann_pnl_pct_p95,max_dd_pct,w20d_pct,w63d_pct
H1_2000_2012,V3_S3,264.2,14.751109421758292,11.896512953249992,16.688439892267922,-4.934882809781449,-2.780282785208525,-3.7652257805804465
H1_2000_2012,BaselineB_S3,112.0,5.164603449451887,4.2179988217203235,6.398118126390562,-5.548269932214889,-2.8554708951169414,-3.672863937666635
H2_2013_2026,V3_S3,294.35,18.787042884720325,13.94973589450463,21.407042504049528,-5.6737002724714,-3.147577549585386,-4.433869130194541
H2_2013_2026,BaselineB_S3,142.0,9.12977769133294,7.090374177560856,10.575810183822128,-6.4308035093005245,-2.688454015477961,-4.1895362598401125
