variant,entry_date,exit_date,strategy,pnl,max_loss,n_contracts,pnl_source
V3_daily_cluster,2006-03-27,2006-04-10,Bull Call Diagonal,-18532.36514978054,100288.15099442427,3,bootstrap
V3_daily_cluster,2006-04-03,2006-04-17,Bull Call Diagonal,-1115.188267086341,103018.01774139437,3,bootstrap
V3_daily_cluster,2006-04-10,2006-04-24,Bull Call Diagonal,-775.8303087990373,84221.26181516537,3,bootstrap
V3_daily_cluster,2006-04-18,2006-05-02,Bull Call Diagonal,-9809.933910188362,100805.0585829115,3,bootstrap
V3_daily_cluster,2006-04-24,2006-05-08,Bull Call Diagonal,-3037.594357975823,85261.01131524872,3,engine_d+1
V3_daily_cluster,2006-05-01,2006-05-15,Bull Call Diagonal,45478.334173794894,96907.47696148785,3,bootstrap
V3_daily_cluster,2006-05-08,2006-05-22,Bull Call Diagonal,-6543.9931921299985,87764.10541587253,3,bootstrap
V3_daily_cluster,2006-05-30,2006-06-13,Iron Condor,10838.8164418577,64254.48982158223,3,engine_d+0
V3_daily_cluster,2006-06-05,2006-06-19,Iron Condor,3233.833634676357,70049.53723789054,3,bootstrap
V3_daily_cluster,2006-06-19,2006-07-03,Iron Condor,8826.128382205628,51513.24386342698,3,engine_d+2
V3_daily_cluster,2006-06-26,2006-07-10,Iron Condor,-8698.405480456095,72373.91885809069,3,bootstrap
V3_daily_cluster,2006-08-15,2006-08-29,Bull Call Diagonal,25433.377418481345,96163.89322510148,3,engine_d+0
V3_daily_cluster,2006-08-21,2006-09-04,Bull Call Diagonal,-10891.485675781014,96148.28327870119,3,bootstrap
V3_daily_cluster,2006-08-28,2006-09-11,Bull Call Diagonal,-24208.357056881145,103983.82269856828,3,bootstrap
V3_daily_cluster,2006-09-05,2006-09-19,Bull Call Diagonal,34803.229420367155,103147.38443846884,3,bootstrap
V3_daily_cluster,2006-09-11,2006-09-25,Bull Call Diagonal,13002.25191870843,106592.23102127414,3,bootstrap
V3_daily_cluster,2006-09-18,2006-10-02,Bull Call Diagonal,40657.39952668972,86980.43917046061,3,engine_d+1
V3_daily_cluster,2006-09-25,2006-10-09,Bull Call Diagonal,-18357.78686067425,105873.89281779103,3,bootstrap
V3_daily_cluster,2006-10-02,2006-10-16,Bull Call Diagonal,25676.226977548395,89196.77653902923,3,bootstrap
V3_daily_cluster,2006-10-09,2006-10-23,Bull Call Diagonal,22538.114691410257,90201.54353936925,3,bootstrap
V3_daily_cluster,2006-10-16,2006-10-30,Bull Call Diagonal,-21880.14558421493,103880.09469470984,3,bootstrap
V3_daily_cluster,2006-10-23,2006-11-06,Bull Call Diagonal,5484.517797121445,81227.98762609827,3,engine_d+0
V3_daily_cluster,2006-10-30,2006-11-13,Bull Call Diagonal,13002.25191870843,106592.23102127414,3,bootstrap
V3_daily_cluster,2006-11-06,2006-11-20,Bull Call Diagonal,-8741.078073986972,104872.08740247804,3,bootstrap
V3_daily_cluster,2006-11-13,2006-11-27,Bull Call Diagonal,-14381.809948328519,104305.34298460206,3,bootstrap
V3_daily_cluster,2006-11-20,2006-12-04,Bull Call Diagonal,-12207.031286600408,105995.77503543612,3,bootstrap
V3_daily_cluster,2006-11-27,2006-12-11,Bull Call Diagonal,25676.226977548395,89196.77653902923,3,engine_d+0
V3_daily_cluster,2006-12-04,2006-12-18,Bull Call Diagonal,11369.72710685674,78817.38506782136,3,bootstrap
V3_daily_cluster,2006-12-11,2006-12-25,Bull Call Diagonal,22832.151753839404,71291.64199463805,3,bootstrap
V3_daily_cluster,2006-12-18,2007-01-01,Bull Call Diagonal,24888.481537145697,86547.22406348723,3,bootstrap
V3_daily_cluster,2006-12-26,2007-01-09,Bull Call Diagonal,40898.88067350922,103122.46380959282,3,bootstrap
V3_daily_cluster,2007-01-03,2007-01-17,Bull Call Diagonal,23513.622949919252,86914.84496522018,3,engine_d+0
V3_daily_cluster,2007-01-08,2007-01-22,Bull Call Diagonal,8778.992224731519,91521.74885828247,3,bootstrap
V3_daily_cluster,2007-01-16,2007-01-30,Bull Call Diagonal,-9633.676895505536,100773.57948309567,3,bootstrap
V3_daily_cluster,2007-01-22,2007-02-05,Bull Call Diagonal,34803.229420367155,103147.38443846884,3,bootstrap
V3_daily_cluster,2007-01-29,2007-02-12,Bull Call Diagonal,22832.151753839404,71291.64199463805,3,bootstrap
V3_daily_cluster,2007-02-05,2007-02-19,Bull Call Diagonal,-10029.367717946201,75837.79199082081,3,engine_d+2
V3_daily_cluster,2007-02-12,2007-02-26,Bull Call Diagonal,-24208.357056881145,103983.82269856828,3,bootstrap
V3_daily_cluster,2007-02-20,2007-03-06,Bull Call Diagonal,-24208.357056881145,103983.82269856828,3,bootstrap
V3_daily_cluster,2007-02-26,2007-03-12,Bull Call Diagonal,35815.19134950673,92599.9909792209,3,bootstrap
V3_daily_cluster,2007-03-13,2007-03-27,Iron Condor,2891.808389564465,62449.61298787876,3,engine_d+0
V3_daily_cluster,2007-03-23,2007-04-06,Bull Call Diagonal,31745.477007303587,87600.58852372666,3,bootstrap
V3_daily_cluster,2007-03-29,2007-04-12,Iron Condor,9696.942264156385,59256.32262404845,3,bootstrap
V3_daily_cluster,2007-04-03,2007-04-17,Bull Call Diagonal,-19529.212656640226,81749.94754743222,3,bootstrap
V3_daily_cluster,2007-04-09,2007-04-23,Bull Call Diagonal,20632.661267855445,102668.05729950916,3,bootstrap
V3_daily_cluster,2007-04-16,2007-04-30,Bull Call Diagonal,35007.60740690828,88378.8069218285,3,engine_d+1
V3_daily_cluster,2007-04-23,2007-05-07,Bull Call Diagonal,-9809.933910188362,100805.0585829115,3,bootstrap
V3_daily_cluster,2007-05-01,2007-05-15,Bull Call Diagonal,-11032.06042193236,81782.5062161113,3,bootstrap
V3_daily_cluster,2007-05-07,2007-05-21,Bull Call Diagonal,-16946.395887278053,90216.68712745147,3,bootstrap
V3_daily_cluster,2007-05-14,2007-05-28,Bull Call Diagonal,17319.046401947984,96354.72609016663,3,bootstrap
V3_daily_cluster,2007-05-21,2007-06-04,Bull Call Diagonal,-10891.485675781014,96148.28327870119,3,engine_d+0
V3_daily_cluster,2007-05-29,2007-06-12,Bull Call Diagonal,-13035.524799562387,93296.25797519808,3,bootstrap
V3_daily_cluster,2007-06-04,2007-06-18,Bull Call Diagonal,42053.9253734782,68048.65769004067,3,bootstrap
V3_daily_cluster,2007-06-18,2007-07-02,Bull Call Diagonal,-4807.858393060698,92885.01765902407,3,bootstrap
V3_daily_cluster,2007-06-25,2007-07-09,Iron Condor,11157.140321006693,68694.06896385818,3,bootstrap
V3_daily_cluster,2007-07-10,2007-07-24,Iron Condor,2891.808389564465,62449.61298787876,3,bootstrap
V3_daily_cluster,2007-08-08,2007-08-22,Iron Condor,6632.878383427496,76847.86456696197,3,engine_d+0
V3_daily_cluster,2007-08-20,2007-09-03,Iron Condor (High Vol),10627.937456362779,154538.78641081008,3,engine_d+0
V3_daily_cluster,2007-08-27,2007-09-10,Iron Condor (High Vol),12997.972318565236,79214.97940311529,3,bootstrap
V3_daily_cluster,2007-11-02,2007-11-16,Iron Condor (High Vol),14817.242517917915,80722.83984267863,3,engine_d+0
V3_daily_cluster,2007-11-13,2007-11-27,Iron Condor (High Vol),9633.78533208834,136615.88834249025,3,engine_d+0
V3_daily_cluster,2007-11-19,2007-12-03,Iron Condor (High Vol),13267.365383750737,199549.79040783926,3,bootstrap
V3_daily_cluster,2007-11-28,2007-12-12,Iron Condor (High Vol),14340.587047040739,205565.74325837343,3,bootstrap
V3_daily_cluster,2007-12-03,2007-12-17,Iron Condor (High Vol),18558.414068094,118342.82001685655,3,bootstrap
V3_daily_cluster,2007-12-10,2007-12-24,Iron Condor,7481.91538798493,41904.88044926572,3,bootstrap
V3_daily_cluster,2007-12-28,2008-01-11,Iron Condor,9957.219977955021,56263.00049870403,3,bootstrap
V3_daily_cluster,2008-01-02,2008-01-16,Iron Condor (High Vol),-16426.07562299673,76599.45348022865,3,engine_d-2
V3_daily_cluster,2008-01-14,2008-01-28,Iron Condor (High Vol),13071.593253916773,197950.076402552,3,bootstrap
V3_daily_cluster,2008-01-24,2008-02-07,Iron Condor (High Vol),10220.668397796237,163794.901236796,3,engine_d+0
V3_daily_cluster,2008-01-29,2008-02-12,Iron Condor (High Vol),15518.397886585737,91061.1384999825,3,bootstrap
V3_daily_cluster,2008-02-04,2008-02-18,Iron Condor (High Vol),15587.740656203649,100046.83321205805,3,bootstrap
V3_daily_cluster,2008-02-13,2008-02-27,Iron Condor (High Vol),18855.619095501424,127672.25612846753,3,bootstrap
V3_daily_cluster,2008-02-19,2008-03-04,Iron Condor (High Vol),15180.263044034584,206161.0518267174,3,bootstrap
V3_daily_cluster,2008-02-25,2008-03-10,Bear Call Spread (High Vol),8008.124298214045,90092.85708619119,3,engine_d+2
V3_daily_cluster,2008-03-11,2008-03-25,Iron Condor (High Vol),10809.161034540992,153735.72945068797,3,engine_d+0
V3_daily_cluster,2008-03-18,2008-04-01,Iron Condor (High Vol),9568.637806010911,149229.59496222873,3,engine_d+0
V3_daily_cluster,2008-03-24,2008-04-07,Iron Condor (High Vol),9633.78533208834,136615.88834249025,3,bootstrap
V3_daily_cluster,2008-03-31,2008-04-14,Iron Condor (High Vol),20314.557916471535,128799.24965979939,3,bootstrap
V3_daily_cluster,2008-04-07,2008-04-21,Iron Condor (High Vol),14555.596430336609,163590.42805290004,3,bootstrap
V3_daily_cluster,2008-04-14,2008-04-28,Bear Call Spread (High Vol),-5087.087095800936,96725.82611547684,3,engine_d+0
V3_daily_cluster,2008-06-04,2008-06-18,Iron Condor,-20299.65211017247,70063.83190913202,3,engine_d+0
V3_daily_cluster,2008-06-17,2008-07-01,Iron Condor,4447.469165929826,52071.32477517381,3,bootstrap
V3_daily_cluster,2008-06-24,2008-07-08,Bear Call Spread (High Vol),7844.99977294235,88717.1367379461,3,bootstrap
V3_daily_cluster,2008-07-16,2008-07-30,Iron Condor (High Vol),9351.278903232069,145175.51774809253,3,engine_d+0
V3_daily_cluster,2008-07-21,2008-08-04,Bear Call Spread (High Vol),8113.836383268226,92699.30350253044,3,engine_d+0
V3_daily_cluster,2008-07-29,2008-08-12,Bear Call Spread (High Vol),-1794.2178476969734,91186.29935204113,3,bootstrap
V3_daily_cluster,2008-09-02,2008-09-16,Iron Condor,-38326.662045206744,77507.99374227384,3,engine_d+0
V3_daily_cluster,2009-04-17,2009-05-01,Iron Condor (High Vol),18855.619095501424,127672.25612846753,3,engine_d+0
V3_daily_cluster,2009-05-04,2009-05-18,Bull Put Spread (High Vol),2862.103779104383,90595.41213641223,3,engine_d+0
V3_daily_cluster,2009-05-11,2009-05-25,Bull Put Spread (High Vol),60.93100746586178,63115.69745686876,3,bootstrap
V3_daily_cluster,2009-05-18,2009-06-01,Bull Put Spread (High Vol),13865.472600447389,88806.41436044296,3,bootstrap
V3_daily_cluster,2009-05-26,2009-06-09,Bull Put Spread (High Vol),7910.016392162247,63644.94590520712,3,bootstrap
V3_daily_cluster,2009-06-01,2009-06-15,Bull Put Spread (High Vol),1811.579970299143,81837.83070361262,3,engine_d+0
V3_daily_cluster,2009-06-08,2009-06-22,Bull Put Spread (High Vol),13865.472600447389,88806.41436044296,3,bootstrap
V3_daily_cluster,2009-06-15,2009-06-29,Bull Put Spread (High Vol),-4054.9086374847084,62621.93610589632,3,bootstrap
V3_daily_cluster,2009-06-23,2009-07-07,Iron Condor (High Vol),9351.278903232069,145175.51774809253,3,bootstrap
V3_daily_cluster,2009-06-29,2009-07-13,Bull Put Spread (High Vol),9196.881987538269,62582.38001318656,3,bootstrap
V3_daily_cluster,2009-07-06,2009-07-20,Bear Call Spread (High Vol),-232.69496647809007,97261.64514494708,3,bootstrap
V3_daily_cluster,2009-07-14,2009-07-28,Iron Condor (High Vol),-47.52320061527092,79633.05981909952,3,bootstrap
V3_daily_cluster,2009-07-20,2009-08-03,Bull Put Spread (High Vol),9643.553164902623,62595.13381682134,3,bootstrap
V3_daily_cluster,2009-07-27,2009-08-10,Bull Put Spread (High Vol),12138.53256042014,83409.33692949996,3,bootstrap
V3_daily_cluster,2009-08-05,2009-08-19,Bull Put Spread (High Vol),9562.147183755427,63221.02849727942,3,bootstrap
V3_daily_cluster,2009-08-10,2009-08-24,Bull Put Spread (High Vol),-4054.9086374847084,62621.93610589632,3,bootstrap
V3_daily_cluster,2009-08-17,2009-08-31,Bull Put Spread (High Vol),12138.53256042014,83409.33692949996,3,bootstrap
V3_daily_cluster,2009-08-24,2009-09-07,Bull Put Spread (High Vol),9562.147183755427,63221.02849727942,3,bootstrap
V3_daily_cluster,2009-08-31,2009-09-14,Bull Put Spread (High Vol),12028.81435487749,89676.74885878041,3,bootstrap
V3_daily_cluster,2009-09-09,2009-09-23,Bull Put Spread (High Vol),12517.44182237355,78869.90351000291,3,bootstrap
V3_daily_cluster,2009-09-14,2009-09-28,Bull Put Spread (High Vol),6688.071202323593,61531.066203872804,3,bootstrap
V3_daily_cluster,2009-09-21,2009-10-05,Bull Put Spread (High Vol),9928.97006371827,69395.53218732412,3,bootstrap
V3_daily_cluster,2009-09-28,2009-10-12,Bull Put Spread (High Vol),12517.44182237355,78869.90351000291,3,bootstrap
V3_daily_cluster,2009-10-08,2009-10-22,Bull Put Spread (High Vol),12138.53256042014,83409.33692949996,3,bootstrap
V3_daily_cluster,2009-10-13,2009-10-27,Bull Put Spread (High Vol),60.93100746586178,63115.69745686876,3,bootstrap
V3_daily_cluster,2009-10-21,2009-11-04,Bull Put Spread (High Vol),5896.148504071107,63344.179003103,3,engine_d+0
V3_daily_cluster,2009-10-26,2009-11-09,Bull Put Spread (High Vol),7910.016392162247,63644.94590520712,3,bootstrap
V3_daily_cluster,2009-11-06,2009-11-20,Bull Put Spread (High Vol),9928.97006371827,69395.53218732412,3,bootstrap
V3_daily_cluster,2009-11-11,2009-11-25,Bull Put Spread (High Vol),7972.859245981578,64539.488748007396,3,engine_d-1
V3_daily_cluster,2009-11-16,2009-11-30,Bull Put Spread (High Vol),9570.669994515602,64218.55286274997,3,bootstrap
V3_daily_cluster,2009-11-27,2009-12-11,Bull Put Spread (High Vol),9928.97006371827,69395.53218732412,3,engine_d+0
V3_daily_cluster,2009-12-07,2009-12-21,Bull Put Spread (High Vol),-5159.021223475218,62455.66631387449,3,bootstrap
V3_daily_cluster,2009-12-17,2009-12-31,Bull Put Spread (High Vol),9643.553164902623,62595.13381682134,3,engine_d+0
V3_daily_cluster,2010-01-21,2010-02-04,Iron Condor (High Vol),12801.11028176167,77525.91784105137,3,engine_d+0
V3_daily_cluster,2010-02-16,2010-03-02,Bear Call Spread (High Vol),-4991.167896024677,90583.10009717633,3,engine_d+0
V3_daily_cluster,2010-05-10,2010-05-24,Iron Condor (High Vol),8385.091819735859,173901.2481223495,3,engine_d+0
V3_daily_cluster,2010-05-17,2010-05-31,Iron Condor (High Vol),9068.504164609927,82459.90851626993,3,bootstrap
V3_daily_cluster,2010-05-25,2010-06-08,Iron Condor (High Vol),-47.52320061527092,79633.05981909952,3,bootstrap
V3_daily_cluster,2010-06-02,2010-06-16,Iron Condor (High Vol),12260.97042175804,188369.2047481395,3,bootstrap
V3_daily_cluster,2010-06-10,2010-06-24,Iron Condor (High Vol),16185.081066951054,98329.25261341788,3,bootstrap
V3_daily_cluster,2010-06-15,2010-06-29,Iron Condor (High Vol),10161.291545248125,147588.7476243311,3,engine_d+0
V3_daily_cluster,2010-06-21,2010-07-05,Bear Call Spread (High Vol),7806.4722328913795,90262.68448831097,3,bootstrap
V3_daily_cluster,2010-07-02,2010-07-16,Iron Condor (High Vol),10052.202413512907,139350.6468763836,3,bootstrap
V3_daily_cluster,2010-07-07,2010-07-21,Iron Condor (High Vol),9736.049924211855,150398.49431170197,3,engine_d+1
V3_daily_cluster,2010-07-12,2010-07-26,Bear Call Spread (High Vol),-5087.087095800936,96725.82611547684,3,bootstrap
V3_daily_cluster,2010-07-19,2010-08-02,Iron Condor (High Vol),14896.891621059738,92717.71395430871,3,bootstrap
V3_daily_cluster,2010-07-26,2010-08-09,Iron Condor (High Vol),13692.783079358578,82884.81364491433,3,bootstrap
V3_daily_cluster,2010-08-02,2010-08-16,Bull Put Spread (High Vol),9643.553164902623,62595.13381682134,3,bootstrap
V3_daily_cluster,2010-08-09,2010-08-23,Bull Put Spread (High Vol),-16059.35903422784,62543.4708298443,3,engine_d+0
V3_daily_cluster,2010-08-20,2010-09-03,Iron Condor (High Vol),8924.697581849769,104395.29291324713,3,bootstrap
V3_daily_cluster,2010-08-25,2010-09-08,Iron Condor (High Vol),37.95500991447209,76561.5118991837,3,bootstrap
V3_daily_cluster,2010-08-31,2010-09-14,Iron Condor (High Vol),14045.308397472103,88315.0999803175,3,bootstrap
V3_daily_cluster,2010-09-07,2010-09-21,Iron Condor (High Vol),9068.504164609927,82459.90851626993,3,engine_d+0
V3_daily_cluster,2010-09-15,2010-09-29,Bull Put Spread (High Vol),-16059.35903422784,62543.4708298443,3,bootstrap
V3_daily_cluster,2010-09-21,2010-10-05,Iron Condor (High Vol),12859.935215310281,77230.14478458001,3,engine_d+0
V3_daily_cluster,2010-09-27,2010-10-11,Iron Condor (High Vol),16185.081066951054,98329.25261341788,3,bootstrap
V3_daily_cluster,2010-10-04,2010-10-18,Iron Condor (High Vol),-20107.73149293034,209414.9890469737,3,bootstrap
V3_daily_cluster,2010-11-29,2010-12-13,Bull Put Spread,16831.482626219324,60860.43205723062,3,engine_d+0
V3_daily_cluster,2011-03-07,2011-03-21,Bull Put Spread,-9411.16874209849,59255.21021312609,3,engine_d+0
V3_daily_cluster,2011-03-17,2011-03-31,Iron Condor (High Vol),11344.63913118248,156610.55029820668,3,engine_d+0
V3_daily_cluster,2011-04-21,2011-05-05,Bull Call Diagonal,-8741.078073986972,104872.08740247804,3,engine_d+0
V3_daily_cluster,2011-04-28,2011-05-12,Bull Call Diagonal,11369.72710685674,78817.38506782136,3,bootstrap
V3_daily_cluster,2011-06-06,2011-06-20,Iron Condor,9176.415250263146,64459.54851603025,3,engine_d+0
V3_daily_cluster,2011-07-11,2011-07-25,Iron Condor,-33400.01989965693,62397.86275017349,3,engine_d+0
V3_daily_cluster,2011-08-15,2011-08-29,Iron Condor (High Vol),13071.593253916773,197950.076402552,3,engine_d+0
V3_daily_cluster,2011-08-29,2011-09-12,Iron Condor (High Vol),12829.023595252605,83827.33989327589,3,bootstrap
V3_daily_cluster,2011-09-07,2011-09-21,Iron Condor (High Vol),14555.596430336609,163590.42805290004,3,bootstrap
V3_daily_cluster,2011-09-14,2011-09-28,Iron Condor (High Vol),12068.651720333533,195404.8571088294,3,engine_d+1
V3_daily_cluster,2011-09-19,2011-10-03,Iron Condor (High Vol),12924.365998806685,208369.01194307022,3,bootstrap
V3_daily_cluster,2011-10-10,2011-10-24,Iron Condor (High Vol),9982.295321228323,154064.07771871117,3,bootstrap
V3_daily_cluster,2011-10-17,2011-10-31,Bull Put Spread (High Vol),60.93100746586178,63115.69745686876,3,bootstrap
V3_daily_cluster,2011-10-24,2011-11-07,Bull Put Spread (High Vol),6729.075987094566,80556.97115247569,3,engine_d+0
V3_daily_cluster,2011-10-31,2011-11-14,Bull Put Spread (High Vol),12378.371103496067,75820.03911414626,3,bootstrap
V3_daily_cluster,2011-11-08,2011-11-22,Bull Put Spread (High Vol),9948.732489053877,75493.38740363324,3,bootstrap
V3_daily_cluster,2011-11-14,2011-11-28,Bull Put Spread (High Vol),60.93100746586178,63115.69745686876,3,bootstrap
V3_daily_cluster,2011-11-21,2011-12-05,Iron Condor (High Vol),14045.308397472103,88315.0999803175,3,bootstrap
V3_daily_cluster,2011-11-28,2011-12-12,Iron Condor (High Vol),11674.068185890064,168127.81128161907,3,bootstrap
V3_daily_cluster,2011-12-05,2011-12-19,Iron Condor (High Vol),10180.849537021822,165397.9380557523,3,bootstrap
V3_daily_cluster,2011-12-12,2011-12-26,Iron Condor (High Vol),16909.546752984916,106179.58561106955,3,bootstrap
V3_daily_cluster,2011-12-19,2012-01-02,Bear Call Spread (High Vol),9851.120588678445,95681.70655020946,3,bootstrap
V3_daily_cluster,2011-12-28,2012-01-11,Iron Condor (High Vol),11781.114794814925,83411.76028497127,3,engine_d+0
V3_daily_cluster,2012-01-03,2012-01-17,Iron Condor (High Vol),13071.593253916773,197950.076402552,3,bootstrap
V3_daily_cluster,2012-01-09,2012-01-23,Bull Put Spread,9818.444414454581,49597.565093757206,3,bootstrap
V3_daily_cluster,2012-01-17,2012-01-31,Iron Condor (High Vol),-16426.07562299673,76599.45348022865,3,bootstrap
V3_daily_cluster,2012-02-10,2012-02-24,Bull Put Spread,11476.140987306208,59091.495728249065,3,engine_d+0
V3_daily_cluster,2012-03-06,2012-03-20,Bull Put Spread,17731.06437062268,58909.179664534764,3,engine_d+0
V3_daily_cluster,2012-03-13,2012-03-27,Bull Call Diagonal,22832.151753839404,71291.64199463805,3,bootstrap
V3_daily_cluster,2012-03-23,2012-04-06,Bull Call Diagonal,-12207.031286600408,105995.77503543612,3,engine_d+0
V3_daily_cluster,2012-05-04,2012-05-18,Iron Condor,3481.8340796062566,63680.482683718285,3,engine_d+0
V3_daily_cluster,2012-05-29,2012-06-12,Iron Condor,10838.8164418577,64254.48982158223,3,bootstrap
V3_daily_cluster,2012-06-08,2012-06-22,Iron Condor,11466.587116516777,73081.4687475154,3,engine_d+0
V3_daily_cluster,2012-06-14,2012-06-28,Iron Condor,10216.428206862776,63682.1106963871,3,bootstrap
V3_daily_cluster,2012-07-24,2012-08-07,Iron Condor,9107.385719980788,69529.04164457424,3,engine_d+0
V3_daily_cluster,2012-08-10,2012-08-24,Bull Call Diagonal,-11032.06042193236,81782.5062161113,3,bootstrap
V3_daily_cluster,2012-08-15,2012-08-29,Bull Call Diagonal,3437.5750109370965,84441.059282818,3,bootstrap
V3_daily_cluster,2012-08-20,2012-09-03,Bull Call Diagonal,-446.16164464869746,83615.87550888119,3,bootstrap
V3_daily_cluster,2012-09-07,2012-09-21,Bull Call Diagonal,-1115.188267086341,103018.01774139437,3,engine_d+0
V3_daily_cluster,2012-09-13,2012-09-27,Bull Call Diagonal,-18532.36514978054,100288.15099442427,3,bootstrap
V3_daily_cluster,2012-09-18,2012-10-02,Bull Call Diagonal,3437.5750109370965,84441.059282818,3,bootstrap
V3_daily_cluster,2012-09-24,2012-10-08,Bull Call Diagonal,-1115.188267086341,103018.01774139437,3,bootstrap
V3_daily_cluster,2012-10-04,2012-10-18,Bull Call Diagonal,-14381.809948328519,104305.34298460206,3,bootstrap
V3_daily_cluster,2012-11-02,2012-11-16,Iron Condor,9696.942264156385,59256.32262404845,3,engine_d+0
V3_daily_cluster,2012-11-14,2012-11-28,Iron Condor,-7689.36235885898,72141.5012489571,3,bootstrap
V3_daily_cluster,2012-12-04,2012-12-18,Iron Condor,9751.257920441092,58775.48191807703,3,engine_d+0
V3_daily_cluster,2012-12-14,2012-12-28,Iron Condor,12574.56952053987,68616.53550420937,3,bootstrap
V3_daily_cluster,2012-12-19,2013-01-02,Bull Put Spread,9818.444414454581,49597.565093757206,3,engine_d+0
V3_daily_cluster,2013-01-02,2013-01-16,Bull Call Diagonal,-15564.523420874248,91118.04685559768,3,bootstrap
V3_daily_cluster,2013-01-07,2013-01-21,Bull Call Diagonal,40723.49087974686,97434.03773196552,3,engine_d+1
V3_daily_cluster,2013-01-14,2013-01-28,Bull Call Diagonal,45478.334173794894,96907.47696148785,3,bootstrap
V3_daily_cluster,2013-01-22,2013-02-05,Bull Call Diagonal,2627.862208227465,79017.16216877013,3,bootstrap
V3_daily_cluster,2013-01-28,2013-02-11,Bull Call Diagonal,-446.16164464869746,83615.87550888119,3,bootstrap
V3_daily_cluster,2013-02-04,2013-02-18,Bull Call Diagonal,-12207.031286600408,105995.77503543612,3,bootstrap
V3_daily_cluster,2013-02-11,2013-02-25,Bull Call Diagonal,21854.582454665633,91533.25562272215,3,engine_d+1
V3_daily_cluster,2013-02-19,2013-03-05,Bull Call Diagonal,-9809.933910188362,100805.0585829115,3,bootstrap
V3_daily_cluster,2013-02-27,2013-03-13,Bull Call Diagonal,25608.165075085322,88916.60586753247,3,bootstrap
V3_daily_cluster,2013-03-04,2013-03-18,Bull Call Diagonal,4373.915443466461,99119.97295676736,3,bootstrap
V3_daily_cluster,2013-03-11,2013-03-25,Bull Call Diagonal,35815.19134950673,92599.9909792209,3,bootstrap
V3_daily_cluster,2013-03-18,2013-04-01,Bull Call Diagonal,20632.661267855445,102668.05729950916,3,engine_d+1
V3_daily_cluster,2013-03-25,2013-04-08,Bull Call Diagonal,-18268.461182773175,96648.1549170663,3,bootstrap
V3_daily_cluster,2013-04-01,2013-04-15,Bull Call Diagonal,-4807.858393060698,92885.01765902407,3,bootstrap
V3_daily_cluster,2013-04-08,2013-04-22,Bull Call Diagonal,-9633.676895505536,100773.57948309567,3,bootstrap
V3_daily_cluster,2013-04-16,2013-04-30,Bull Call Diagonal,7742.03989098694,96636.21132691894,3,bootstrap
V3_daily_cluster,2013-04-22,2013-05-06,Bull Call Diagonal,45478.334173794894,96907.47696148785,3,engine_d+1
V3_daily_cluster,2013-04-29,2013-05-13,Bull Call Diagonal,-13027.184180649514,85668.58243839347,3,bootstrap
V3_daily_cluster,2013-05-06,2013-05-20,Bull Call Diagonal,-10891.485675781014,96148.28327870119,3,bootstrap
V3_daily_cluster,2013-05-13,2013-05-27,Bull Call Diagonal,-18268.461182773175,96648.1549170663,3,bootstrap
V3_daily_cluster,2013-05-20,2013-06-03,Bull Call Diagonal,26556.07372621915,81477.70808498505,3,bootstrap
V3_daily_cluster,2013-05-28,2013-06-11,Bull Call Diagonal,-24668.83313536085,103831.3013548812,3,engine_d+0
V3_daily_cluster,2013-06-12,2013-06-26,Iron Condor,11717.74532205857,61788.36217249815,3,engine_d+0
V3_daily_cluster,2013-06-19,2013-07-03,Iron Condor,8632.022188589366,51642.13322021524,3,bootstrap
V3_daily_cluster,2013-06-27,2013-07-11,Iron Condor,6807.286527816379,49721.93779372555,3,bootstrap
V3_daily_cluster,2013-07-05,2013-07-19,Iron Condor,5423.489889806501,49290.134233083554,3,engine_d+0
V3_daily_cluster,2013-07-10,2013-07-24,Bull Call Diagonal,-16363.348901352241,94716.40364007888,3,bootstrap
V3_daily_cluster,2013-07-15,2013-07-29,Bull Call Diagonal,-19529.212656640226,81749.94754743222,3,bootstrap
V3_daily_cluster,2013-07-22,2013-08-05,Bull Call Diagonal,6066.317355117419,94936.54883945937,3,bootstrap
V3_daily_cluster,2013-07-29,2013-08-12,Bull Call Diagonal,-15771.40256746529,105065.12539721848,3,bootstrap
V3_daily_cluster,2013-08-05,2013-08-19,Bull Call Diagonal,-13206.695589199024,102823.08512941448,3,bootstrap
V3_daily_cluster,2013-08-12,2013-08-26,Bull Call Diagonal,49212.30169361469,104175.76255554467,3,bootstrap
V3_daily_cluster,2013-08-28,2013-09-11,Iron Condor,5678.0577969961405,54351.90691273118,3,engine_d+0
V3_daily_cluster,2013-09-10,2013-09-24,Bull Call Diagonal,-10891.485675781014,96148.28327870119,3,bootstrap
V3_daily_cluster,2013-09-16,2013-09-30,Bull Call Diagonal,8938.079580968828,106810.16409069797,3,bootstrap
V3_daily_cluster,2013-09-23,2013-10-07,Bull Call Diagonal,20632.661267855445,102668.05729950916,3,bootstrap
V3_daily_cluster,2013-10-16,2013-10-30,Bull Call Diagonal,38709.54320881353,105244.00130873008,3,engine_d+0
V3_daily_cluster,2013-10-21,2013-11-04,Bull Call Diagonal,-8128.36767242314,87527.99889112228,3,bootstrap
V3_daily_cluster,2013-10-28,2013-11-11,Bull Call Diagonal,-14959.112743613117,95337.85200002542,3,bootstrap
V3_daily_cluster,2013-11-04,2013-11-18,Bull Call Diagonal,31349.001312582313,104180.97149264798,3,bootstrap
