date,bp_used,max_conc_pct,eff_expiry_count,variant
2000-01-03,0.0,0.0,0.0,V1a_weekly_strict
2000-01-10,0.0,0.0,0.0,V1a_weekly_strict
2000-01-17,0.0,0.0,0.0,V1a_weekly_strict
2000-01-24,0.0,0.0,0.0,V1a_weekly_strict
2000-01-31,0.0,0.0,0.0,V1a_weekly_strict
2000-02-07,522.8333333333334,100.0,1.0,V1a_weekly_strict
2000-02-14,0.0,0.0,0.0,V1a_weekly_strict
2000-02-21,0.0,0.0,0.0,V1a_weekly_strict
2000-02-28,0.0,0.0,0.0,V1a_weekly_strict
2000-03-06,0.0,0.0,0.0,V1a_weekly_strict
2000-03-13,0.0,0.0,0.0,V1a_weekly_strict
2000-03-20,509.0,100.0,1.0,V1a_weekly_strict
2000-03-27,1389.5,100.0,1.0,V1a_weekly_strict
2000-04-03,0.0,0.0,0.0,V1a_weekly_strict
2000-04-10,0.0,0.0,0.0,V1a_weekly_strict
2000-04-17,418.6666666666667,100.0,1.0,V1a_weekly_strict
2000-04-24,428.0,100.0,1.0,V1a_weekly_strict
2000-05-01,1351.4999999999998,100.0,1.0,V1a_weekly_strict
2000-05-08,424.0,100.0,1.0,V1a_weekly_strict
2000-05-15,467.1666666666667,100.0,1.0,V1a_weekly_strict
2000-05-22,449.1666666666667,100.0,1.0,V1a_weekly_strict
2000-05-29,0.0,0.0,0.0,V1a_weekly_strict
2000-06-05,1561.0,100.0,1.0,V1a_weekly_strict
2000-06-12,528.1666666666666,100.0,1.0,V1a_weekly_strict
2000-06-19,0.0,0.0,0.0,V1a_weekly_strict
2000-06-26,1564.5,100.0,1.0,V1a_weekly_strict
2000-07-03,0.0,0.0,0.0,V1a_weekly_strict
2000-07-10,0.0,0.0,0.0,V1a_weekly_strict
2000-07-17,0.0,0.0,0.0,V1a_weekly_strict
2000-07-24,0.0,0.0,0.0,V1a_weekly_strict
2000-07-31,0.0,0.0,0.0,V1a_weekly_strict
2000-08-07,0.0,0.0,0.0,V1a_weekly_strict
2000-08-14,0.0,0.0,0.0,V1a_weekly_strict
2000-08-21,0.0,0.0,0.0,V1a_weekly_strict
2000-08-28,0.0,0.0,0.0,V1a_weekly_strict
2000-09-04,0.0,0.0,0.0,V1a_weekly_strict
2000-09-11,0.0,0.0,0.0,V1a_weekly_strict
2000-09-18,0.0,0.0,0.0,V1a_weekly_strict
2000-09-25,0.0,0.0,0.0,V1a_weekly_strict
2000-10-02,0.0,0.0,0.0,V1a_weekly_strict
2000-10-09,0.0,0.0,0.0,V1a_weekly_strict
2000-10-16,431.3333333333333,100.0,1.0,V1a_weekly_strict
2000-10-23,449.8333333333333,100.0,1.0,V1a_weekly_strict
2000-10-30,445.8333333333333,100.0,1.0,V1a_weekly_strict
2000-11-06,455.8333333333333,100.0,1.0,V1a_weekly_strict
2000-11-13,0.0,0.0,0.0,V1a_weekly_strict
2000-11-20,0.0,0.0,0.0,V1a_weekly_strict
2000-11-27,0.0,0.0,0.0,V1a_weekly_strict
2000-12-04,0.0,0.0,0.0,V1a_weekly_strict
2000-12-11,491.0,100.0,1.0,V1a_weekly_strict
2000-12-18,0.0,0.0,0.0,V1a_weekly_strict
2000-12-25,0.0,0.0,0.0,V1a_weekly_strict
2001-01-01,0.0,0.0,0.0,V1a_weekly_strict
2001-01-08,0.0,0.0,0.0,V1a_weekly_strict
2001-01-15,0.0,0.0,0.0,V1a_weekly_strict
2001-01-22,505.6666666666667,100.0,1.0,V1a_weekly_strict
2001-01-29,513.6666666666666,100.0,1.0,V1a_weekly_strict
2001-02-05,1561.0,100.0,1.0,V1a_weekly_strict
2001-02-12,0.0,0.0,0.0,V1a_weekly_strict
2001-02-19,0.0,0.0,0.0,V1a_weekly_strict
2001-02-26,0.0,0.0,0.0,V1a_weekly_strict
2001-03-05,0.0,0.0,0.0,V1a_weekly_strict
2001-03-12,0.0,0.0,0.0,V1a_weekly_strict
2001-03-19,0.0,0.0,0.0,V1a_weekly_strict
2001-03-26,430.0,100.0,1.0,V1a_weekly_strict
2001-04-02,0.0,0.0,0.0,V1a_weekly_strict
2001-04-09,0.0,0.0,0.0,V1a_weekly_strict
2001-04-16,0.0,0.0,0.0,V1a_weekly_strict
2001-04-23,443.1666666666667,100.0,1.0,V1a_weekly_strict
2001-04-30,479.6666666666667,100.0,1.0,V1a_weekly_strict
2001-05-07,488.3333333333333,100.0,1.0,V1a_weekly_strict
2001-05-14,495.0,100.0,1.0,V1a_weekly_strict
2001-05-21,0.0,0.0,0.0,V1a_weekly_strict
2001-05-28,0.0,0.0,0.0,V1a_weekly_strict
2001-06-04,0.0,0.0,0.0,V1a_weekly_strict
2001-06-11,0.0,0.0,0.0,V1a_weekly_strict
2001-06-18,0.0,0.0,0.0,V1a_weekly_strict
2001-06-25,0.0,0.0,0.0,V1a_weekly_strict
2001-07-02,0.0,0.0,0.0,V1a_weekly_strict
2001-07-09,0.0,0.0,0.0,V1a_weekly_strict
2001-07-16,0.0,0.0,0.0,V1a_weekly_strict
2001-07-23,0.0,0.0,0.0,V1a_weekly_strict
2001-07-30,0.0,0.0,0.0,V1a_weekly_strict
2001-08-06,0.0,0.0,0.0,V1a_weekly_strict
2001-08-13,0.0,0.0,0.0,V1a_weekly_strict
2001-08-20,0.0,0.0,0.0,V1a_weekly_strict
2001-08-27,0.0,0.0,0.0,V1a_weekly_strict
2001-09-03,0.0,0.0,0.0,V1a_weekly_strict
2001-09-10,0.0,0.0,0.0,V1a_weekly_strict
2001-09-17,0.0,0.0,0.0,V1a_weekly_strict
2001-09-24,0.0,0.0,0.0,V1a_weekly_strict
2001-10-01,424.6666666666667,100.0,1.0,V1a_weekly_strict
2001-10-08,0.0,0.0,0.0,V1a_weekly_strict
2001-10-15,0.0,0.0,0.0,V1a_weekly_strict
2001-10-22,431.3333333333333,100.0,1.0,V1a_weekly_strict
2001-10-29,437.3333333333333,100.0,1.0,V1a_weekly_strict
2001-11-05,0.0,0.0,0.0,V1a_weekly_strict
2001-11-12,1363.5,100.0,1.0,V1a_weekly_strict
2001-11-19,509.0,100.0,1.0,V1a_weekly_strict
2001-11-26,1557.0,100.0,1.0,V1a_weekly_strict
2001-12-03,489.6666666666667,100.0,1.0,V1a_weekly_strict
2001-12-10,488.3333333333333,100.0,1.0,V1a_weekly_strict
2001-12-17,507.0,100.0,1.0,V1a_weekly_strict
2001-12-24,1598.5,100.0,1.0,V1a_weekly_strict
2001-12-31,513.0,100.0,1.0,V1a_weekly_strict
2002-01-07,0.0,0.0,0.0,V1a_weekly_strict
2002-01-14,511.6666666666667,100.0,1.0,V1a_weekly_strict
2002-01-21,0.0,0.0,0.0,V1a_weekly_strict
2002-01-28,0.0,0.0,0.0,V1a_weekly_strict
2002-02-04,0.0,0.0,0.0,V1a_weekly_strict
2002-02-11,0.0,0.0,0.0,V1a_weekly_strict
2002-02-18,0.0,0.0,0.0,V1a_weekly_strict
2002-02-25,0.0,0.0,0.0,V1a_weekly_strict
2002-03-04,0.0,0.0,0.0,V1a_weekly_strict
2002-03-11,0.0,0.0,0.0,V1a_weekly_strict
2002-03-18,0.0,0.0,0.0,V1a_weekly_strict
2002-03-25,0.0,0.0,0.0,V1a_weekly_strict
2002-04-01,0.0,0.0,0.0,V1a_weekly_strict
2002-04-08,0.0,0.0,0.0,V1a_weekly_strict
2002-04-15,0.0,0.0,0.0,V1a_weekly_strict
2002-04-22,0.0,0.0,0.0,V1a_weekly_strict
2002-04-29,0.0,0.0,0.0,V1a_weekly_strict
2002-05-06,0.0,0.0,0.0,V1a_weekly_strict
2002-05-13,0.0,0.0,0.0,V1a_weekly_strict
2002-05-20,0.0,0.0,0.0,V1a_weekly_strict
2002-05-27,0.0,0.0,0.0,V1a_weekly_strict
2002-06-03,0.0,0.0,0.0,V1a_weekly_strict
2002-06-10,0.0,0.0,0.0,V1a_weekly_strict
2002-06-17,0.0,0.0,0.0,V1a_weekly_strict
2002-06-24,0.0,0.0,0.0,V1a_weekly_strict
2002-07-01,0.0,0.0,0.0,V1a_weekly_strict
2002-07-08,0.0,0.0,0.0,V1a_weekly_strict
2002-07-15,0.0,0.0,0.0,V1a_weekly_strict
2002-07-22,0.0,0.0,0.0,V1a_weekly_strict
2002-07-29,445.8333333333333,100.0,1.0,V1a_weekly_strict
2002-08-05,0.0,0.0,0.0,V1a_weekly_strict
2002-08-12,0.0,0.0,0.0,V1a_weekly_strict
2002-08-19,1395.5,100.0,1.0,V1a_weekly_strict
2002-08-26,1375.5,100.0,1.0,V1a_weekly_strict
2002-09-02,0.0,0.0,0.0,V1a_weekly_strict
2002-09-09,0.0,0.0,0.0,V1a_weekly_strict
2002-09-16,0.0,0.0,0.0,V1a_weekly_strict
2002-09-23,0.0,0.0,0.0,V1a_weekly_strict
2002-09-30,0.0,0.0,0.0,V1a_weekly_strict
2002-10-07,0.0,0.0,0.0,V1a_weekly_strict
2002-10-14,0.0,0.0,0.0,V1a_weekly_strict
2002-10-21,1367.5,100.0,1.0,V1a_weekly_strict
2002-10-28,463.8333333333333,100.0,1.0,V1a_weekly_strict
2002-11-04,1391.5,100.0,1.0,V1a_weekly_strict
2002-11-11,462.50000000000006,100.0,1.0,V1a_weekly_strict
2002-11-18,481.0,100.0,1.0,V1a_weekly_strict
