date,spx_pnl,spx_start_equity,hv_pnl,q42a_pnl,total_pnl,cum_pnl,equity
2000-01-03,0.0,100000.0,0.0,0.0,0.0,0.0,894000.0
2000-01-04,0.0,100000.0,-1988.7053568251702,0.0,-1988.7053568251702,-1988.7053568251702,892011.2946431749
2000-01-05,0.0,100000.0,271.1291124741024,0.0,271.1291124741024,-1717.5762443510678,892282.4237556489
2000-01-06,0.0,100000.0,239.60946107470136,0.0,239.60946107470136,-1477.9667832763664,892522.0332167236
2000-01-07,0.0,100000.0,1787.3432232214498,0.0,1787.3432232214498,309.37643994508335,894309.3764399451
2000-01-10,0.0,100000.0,323.9755114187403,0.0,323.9755114187403,633.3519513638237,894633.3519513638
2000-01-11,0.0,100000.0,-440.22150741466817,0.0,-440.22150741466817,193.1304439491555,894193.1304439491
2000-01-12,-2097.0180478950374,100000.0,-309.0376917014055,0.0,-2406.055739596443,-2212.9252956472874,891787.0747043528
2000-01-13,7661.77793081267,97902.98195210496,1123.511788317984,0.0,8785.289719130655,6572.364423483367,900572.3644234834
2000-01-14,7698.271323838086,105564.75988291763,1063.6221711960188,0.0,8761.893495034104,15334.257918517473,909334.2579185175
2000-01-18,-4893.530773781193,113263.03120675571,-695.1747147107142,0.0,-5588.705488491907,9745.552430025566,903745.5524300255
2000-01-19,346.4150852878374,108369.50043297451,26.32803750488506,0.0,372.7431227927225,10118.295552818288,904118.2955528183
2000-01-20,-2270.9852217966827,108715.91551826235,-273.13583939632906,0.0,-2544.121061193012,7574.1744916252765,901574.1744916253
2000-01-21,949.3793335341452,106444.93029646567,193.89099401487613,0.0,1143.2703275490212,8717.444819174298,902717.4448191742
2000-01-24,-19272.51782059614,107394.30962999981,-2806.117956505298,0.0,-22078.635777101437,-13361.19095792714,880638.8090420729
2000-01-25,5731.262988844211,88121.79180940367,942.761184107718,0.0,6674.024172951928,-6687.166784975211,887312.8332150248
2000-01-26,-1887.2688962165867,93853.05479824789,-221.23834918368743,0.0,-2108.507245400274,-8795.674030375485,885204.3259696246
2000-01-27,-2605.5271468929323,91965.7859020313,-389.0126552923505,0.0,-2994.5398021852825,-11790.213832560767,882209.7861674392
2000-01-28,-21593.10413062945,89360.25875513838,-3553.6444655631612,0.0,-25146.74859619261,-36936.96242875338,857063.0375712466
2000-01-31,18966.4010723413,67767.15462450893,3031.829571666026,0.0,21998.230644007326,-14938.731784746054,879061.268215254
2000-02-01,-3708.186502305251,86733.55569685024,1448.7844550497641,0.0,-2259.4020472554867,-17198.133832001542,876801.8661679984
2000-02-02,0.0,83025.36919454498,200.91917386997693,0.0,200.91917386997693,-16997.214658131565,877002.7853418684
2000-02-03,0.0,83025.36919454498,1121.0747655226953,0.0,1121.0747655226953,-15876.13989260887,878123.8601073911
2000-02-04,2050.1951989979457,83025.36919454498,189.51710998174462,0.0,2239.7123089796905,-13636.427583629178,880363.5724163709
2000-02-07,-2821.5961148278793,85075.56439354293,-239.5388880794883,0.0,-3061.1350029073674,-16697.562586536544,877302.4374134635
2000-02-08,8908.34120194803,82253.96827871505,1027.2280075547287,0.0,9935.569209502759,-6761.993377033785,887238.0066229663
2000-02-09,-7133.656983807716,91162.30948066308,-1379.004617575376,0.0,-8512.661601383092,-15274.654978416876,878725.3450215831
2000-02-10,899.0860747759327,84028.65249685537,285.8169509298705,0.0,1184.9030257058032,-14089.751952711073,879910.248047289
2000-02-11,-9841.668015014578,84927.7385716313,-1786.1346633280107,0.0,-11627.802678342588,-25717.55463105366,868282.4453689463
2000-02-14,2252.0435128755853,75086.07055661672,154.35564495898575,0.0,2406.3991578345713,-23311.15547321909,870688.8445267809
2000-02-15,11137.693218762008,77338.1140694923,596.4633262906091,0.0,11734.156545052618,-11576.998928166471,882423.0010718335
2000-02-16,-4739.361795270963,88475.8072882543,-403.58885910359277,0.0,-5142.950654374556,-16719.949582541027,877280.050417459
2000-02-17,3198.787427349869,83736.44549298334,129.88564513250935,0.0,3328.6730724823783,-13391.276510058648,880608.7234899413
2000-02-18,-27072.350820697702,86935.23292033322,-1896.9596892061645,0.0,-28969.310509903866,-42360.58701996251,851639.4129800375
2000-02-22,4559.918316848514,59862.88209963552,369.8765651921917,0.0,4929.7948820407055,-37430.79213792181,856569.2078620782
2000-02-23,12565.85415246061,64422.80041648404,0.0,0.0,12565.85415246061,-24864.937985461198,869135.0620145388
2000-02-24,-4348.833115615127,76988.65456894465,0.0,0.0,-4348.833115615127,-29213.771101076323,864786.2288989237
2000-02-25,-13401.385351597808,72639.82145332952,0.0,0.0,-13401.385351597808,-42615.15645267413,851384.8435473258
2000-02-28,11697.442289643779,59238.43610173171,0.0,0.0,11697.442289643779,-30917.71416303035,863082.2858369696
2000-02-29,16201.774032862399,70935.87839137549,0.0,0.0,16201.774032862399,-14715.94013016795,879284.059869832
2000-03-01,14430.067842744975,87137.6524242379,0.0,0.0,14430.067842744975,-285.8722874229752,893714.127712577
2000-03-02,5567.6604202833405,101567.72026698287,0.0,0.0,5567.6604202833405,5281.788132860365,899281.7881328603
2000-03-03,37921.51860918246,107135.38068726621,0.0,0.0,37921.51860918246,43203.30674204283,937203.3067420428
2000-03-06,1856.1326814741087,145056.89929644868,0.0,0.0,1856.1326814741087,45059.43942351694,939059.439423517
2000-03-07,4625.978050009242,146913.0319779228,0.0,0.0,4625.978050009242,49685.41747352618,943685.4174735262
