date,spx_pnl,spx_start_equity,hv_pnl,q42a_pnl,total_pnl,cum_pnl,equity
2000-03-08,-1201.2406298327383,151539.01002793203,0.0,0.0,-1201.2406298327383,48484.176843693436,942484.1768436935
2000-03-09,-5815.302335886241,150337.7693980993,0.0,0.0,-5815.302335886241,42668.874507807195,936668.8745078072
2000-03-10,7031.957276975709,144522.46706221305,0.0,0.0,7031.957276975709,49700.8317847829,943700.8317847829
2000-03-13,-3393.8501234511923,151554.42433918876,0.0,0.0,-3393.8501234511923,46306.98166133171,940306.9816613317
2000-03-14,-2291.2104503430073,148160.57421573758,0.0,0.0,-2291.2104503430073,44015.7712109887,938015.7712109888
2000-03-15,5253.331344043272,145869.36376539458,0.0,0.0,5253.331344043272,49269.102555031975,943269.102555032
2000-03-16,-23227.04958405403,151122.69510943786,0.0,0.0,-23227.04958405403,26042.052970977944,920042.052970978
2000-03-17,-13197.99819668271,127895.64552538382,0.0,0.0,-13197.99819668271,12844.054774295233,906844.0547742952
2000-03-20,5097.128205067878,114697.6473287011,-237.3459877019286,0.0,4859.78221736595,17703.836991661185,911703.8369916612
2000-03-21,-28123.349314815707,119794.77553376899,910.2655971826607,0.0,-27213.083717633046,-9509.246725971861,884490.7532740282
2000-03-22,-39818.242610731366,91671.42621895327,146.46747928860293,0.0,-39671.775131442766,-49181.02185741463,844818.9781425854
2000-03-23,-22105.374637939516,51853.18360822191,224.845481884347,0.0,-21880.52915605517,-71061.5510134698,822938.4489865302
2000-03-24,-2887.3558109705773,29747.808970282393,-90.20876456927738,0.0,-2977.5645755398546,-74039.11558900966,819960.8844109904
2000-03-27,-1711.5367662635763,26860.453159311815,-421.84686352550784,0.0,-2133.383629789084,-76172.49921879874,817827.5007812013
2000-03-28,6604.865126828612,25148.91639304824,-606.2044344403773,0.0,5998.660692388235,-70173.8385264105,823826.1614735895
2000-03-29,4967.040896210012,31753.78151987685,364.87741706003476,0.0,5331.918313270046,-64841.92021314045,829158.0797868596
2000-03-30,1572.6621031086324,36720.82241608686,-1235.5737560734638,0.0,337.0883470351687,-64504.83186610528,829495.1681338947
2000-03-31,5811.691985710699,38293.484519195496,1018.1732046383871,0.0,6829.865190349085,-57674.9666757562,836325.0333242439
2000-04-03,-352.1799457287125,44105.176504906194,583.2036040731424,0.0,231.02365834442992,-57443.94301741177,836556.0569825883
2000-04-04,-8477.103084084396,43752.99655917748,-2144.1145922317046,0.0,-10621.2176763161,-68065.16069372787,825934.8393062721
2000-04-05,-1989.719353520435,35275.893475093086,-1063.7399128267448,0.0,-3053.45926634718,-71118.61996007506,822881.380039925
2000-04-06,4550.803742330521,33286.17412157265,1787.1755780950252,0.0,6337.979320425547,-64780.64063964951,829219.3593603505
2000-04-07,7829.8648363647735,37836.97786390317,2266.4271747112593,0.0,10096.292011076033,-54684.348628573476,839315.6513714265
2000-04-10,882.9890911345319,45666.842700267945,-1733.7656066115017,0.0,-850.7765154769697,-55535.12514405045,838464.8748559495
2000-04-11,-1530.2592881598284,46549.83179140248,-975.8019634253088,0.0,-2506.061251585137,-58041.18639563559,835958.8136043644
2000-04-12,-15501.42416190809,45019.572503242656,-4384.783133493838,0.0,-19886.207295401928,-77927.39369103752,816072.6063089625
2000-04-13,-1134.990085237775,29518.148341334567,-3432.8399919684216,0.0,-4567.830077206197,-82495.22376824371,811504.7762317563
2000-04-14,-49571.25343101489,28383.15825609679,-18034.947192352534,0.0,-67606.20062336742,-150101.42439161113,743898.5756083889
2000-04-17,46494.59278768017,-21188.0951749181,12875.35203763859,0.0,59369.94482531876,-90731.47956629237,803268.5204337076
2000-04-18,34731.735063769614,25306.497612762072,8687.198092300678,0.0,43418.93315607029,-47312.54641022208,846687.4535897779
2000-04-19,-6698.303390948099,60038.23267653168,-2383.656817033932,0.0,-9081.96020798203,-56394.50661820411,837605.4933817959
2000-04-20,9269.427117199724,53339.92928558358,2156.682259527679,0.0,11426.109376727403,-44968.397241476705,849031.6027585233
2000-04-24,-6866.071938323734,62609.356402783305,-1515.0338823584207,0.0,-8381.105820682154,-53349.50306215886,840650.4969378412
2000-04-25,20114.609980477864,55743.284464459575,7264.964954944507,0.0,27379.57493542237,-25969.92812673649,868030.0718732635
2000-04-26,-7676.7198780977305,75857.89444493744,-3138.7470168946234,0.0,-10815.466894992354,-36785.395021728844,857214.6049782712
2000-04-27,5900.443793873776,68181.1745668397,1472.9393683074902,0.0,7373.383162181266,-29412.01185954758,864587.9881404524
2000-04-28,-105.3752700378318,74081.61836071347,-1193.8358665501198,0.0,-1299.2111365879516,-30711.22299613553,863288.7770038645
2000-05-01,5495.841817376513,73976.24309067565,2257.6961630208984,0.0,7753.537980397412,-22957.68501573812,871042.3149842619
2000-05-02,-13106.243365949827,79472.08490805216,-4152.269220634548,0.0,-17258.512586584377,-40216.1976023225,853783.8023976774
2000-05-03,-17532.02005206458,66365.84154210234,-6637.419876217621,0.0,-24169.4399282822,-64385.6375306047,829614.3624693953
2000-05-04,3302.0381148610277,48833.82149003776,72.12496817737701,0.0,3374.1630830384047,-61011.474447566296,832988.5255524337
2000-05-05,11151.307230159833,52135.85960489878,4627.0280635774325,0.0,15778.335293737266,-45233.13915382903,848766.8608461709
2000-05-08,-865.1928940390644,63287.16683505861,-1021.9941958038646,0.0,-1887.187089842929,-47120.32624367196,846879.6737563281
2000-05-09,-1521.566528357078,62421.97394101955,-1517.119097316595,0.0,-3038.685625673673,-50159.01186934563,843840.9881306543
2000-05-10,-5319.986393420728,60900.40741266247,-4048.0089453974697,0.0,-9367.995338818197,-59527.00720816383,834472.9927918361
2000-05-11,10046.681115031395,55580.42101924174,4655.855375558815,0.0,14702.53649059021,-44824.47071757362,849175.5292824263
2000-05-12,21799.255970647373,65627.10213427313,1770.268325737942,0.0,23569.524296385316,-21254.946421188302,872745.0535788117
2000-05-15,7930.3967555496565,87426.3581049205,2466.2244250947933,0.0,10396.62118064445,-10858.325240543852,883141.6747594562
2000-05-16,0.0,95356.75486047016,926.2289980341563,0.0,926.2289980341563,-9932.096242509697,884067.9037574903
2000-05-17,0.0,95356.75486047016,-644.1863336100539,0.0,-644.1863336100539,-10576.282576119751,883423.7174238802
2000-05-18,0.0,95356.75486047016,-448.6522308919007,0.0,-448.6522308919007,-11024.934807011652,882975.0651929884
2000-05-19,0.0,95356.75486047016,-1055.2001534060537,0.0,-1055.2001534060537,-12080.134960417705,881919.8650395822
2000-05-22,0.0,95356.75486047016,-246.00283205186315,0.0,-246.00283205186315,-12326.137792469568,881673.8622075304
2000-05-23,0.0,95356.75486047016,-956.7487036203772,0.0,-956.7487036203772,-13282.886496089945,880717.11350391
2000-05-24,0.0,95356.75486047016,1327.3686381289679,0.0,1327.3686381289679,-11955.517857960976,882044.482142039
2000-05-25,0.0,95356.75486047016,-634.9620577552685,0.0,-634.9620577552685,-12590.479915716245,881409.5200842838
2000-05-26,0.0,95356.75486047016,-54.865133137741395,0.0,-54.865133137741395,-12645.345048853986,881354.654951146
2000-05-30,0.0,95356.75486047016,1703.534782215695,0.0,1703.534782215695,-10941.810266638291,883058.1897333617
2000-05-31,0.0,95356.75486047016,9.85804717205383,0.0,9.85804717205383,-10931.952219466237,883068.0477805338
2000-06-01,0.0,95356.75486047016,825.1570949225311,0.0,825.1570949225311,-10106.795124543705,883893.2048754563
2000-06-02,0.0,95356.75486047016,484.1194911530039,0.0,484.1194911530039,-9622.675633390701,884377.3243666093
2000-06-05,0.0,95356.75486047016,-159.74661457699995,0.0,-159.74661457699995,-9782.422247967701,884217.5777520323
2000-06-06,-3133.862903513641,95356.75486047016,-229.34549519757184,0.0,-3363.208398711213,-13145.630646678914,880854.369353321
2000-06-07,7594.702359884162,92222.89195695652,413.2524338998451,0.0,8007.954793784007,-5137.675852894907,888862.3241471051
2000-06-08,-2734.4091926049614,99817.59431684068,-203.22343599552255,0.0,-2937.632628600484,-8075.308481495391,885924.6915185046
2000-06-09,4974.850164478875,97083.18512423572,51.96835264654851,0.0,5026.818517125424,-3048.4899643699673,890951.5100356301
2000-06-12,-3893.5890192968395,102058.0352887146,-233.92468266762876,0.0,-4127.513701964468,-7176.003666334435,886823.9963336656
2000-06-13,15048.479174740069,98164.44626941776,622.8778093665937,0.0,15671.356984106662,8495.353317772227,902495.3533177723
2000-06-14,3684.0322189123362,113212.92544415784,82.19278763150442,0.0,3766.2250065438407,12261.578324316068,906261.5783243161
2000-06-15,9245.352717605103,116896.95766307018,272.8745020033159,0.0,9518.22721960842,21779.805543924485,915779.8055439244
2000-06-16,369.66130099020666,126142.31038067528,-162.6686724577013,0.0,206.99262853250536,21986.79817245699,915986.798172457
2000-06-19,4706.970599254724,126511.97168166548,323.8593619430759,0.0,5030.8299611978,27017.62813365479,921017.6281336548
2000-06-20,-570.4691144345124,131218.94228092022,-134.93617709504235,0.0,-705.4052915295548,26312.222842125237,920312.2228421252
2000-06-21,4419.7748177397225,130648.47316648571,107.91777892513323,0.0,4527.692596664856,30839.915438790093,924839.9154387901
2000-06-22,-14713.959100736218,135068.24798422543,-597.0952023364902,0.0,-15311.054303072708,15528.861135717385,909528.8611357174
2000-06-23,-1520.3014184948443,120354.28888348921,-488.4941419576137,0.0,-2008.795560452458,13520.065575264927,907520.065575265
2000-06-26,2975.524268180994,118833.98746499437,619.5452936049094,0.0,3595.0695617859037,17115.13513705083,911115.1351370509
2000-06-27,4424.584067706775,121809.51173317536,99.84760999254263,0.0,4524.431677699318,21639.56681475015,915639.5668147502
2000-06-28,13618.109119891225,126234.09580088213,678.9005860891109,0.0,14297.009705980336,35936.57652073049,929936.5765207305
2000-06-29,18513.772261584625,139852.20492077337,-199.55965786545562,0.0,18314.21260371917,54250.78912444966,948250.7891244497
2000-06-30,24733.43002676159,158365.97718235798,526.5447619625007,0.0,25259.974788724092,79510.76391317375,973510.7639131737
2000-07-03,4006.98406558672,183099.40720911958,403.19169350655955,0.0,4410.175759093279,83920.93967226704,977920.9396722671
2000-07-05,-8520.845034858496,187106.39127470632,-990.2503563308926,0.0,-9511.095391189388,74409.84428107765,968409.8442810776
2000-07-06,4218.773799908261,178585.5462398478,491.96261213268997,0.0,4710.736412040951,79120.5806931186,973120.5806931186
2000-07-07,8804.446096414236,182804.32003975607,979.1620873635026,0.0,9783.608183777738,88904.18887689634,982904.1888768964
2000-07-10,-1841.9648647617778,191608.7661361703,-217.53538292811925,0.0,-2059.500247689897,86844.68862920644,980844.6886292065
2000-07-11,15555.322383611743,189766.80127140853,198.66512433947605,0.0,15753.987507951219,102598.67613715766,996598.6761371577
2000-07-12,0.0,205322.1236550203,255.6943147418238,0.0,255.6943147418238,102854.37045189948,996854.3704518995
2000-07-13,0.0,205322.1236550203,81.48266579779175,0.0,81.48266579779175,102935.85311769728,996935.8531176973
2000-07-14,0.0,205322.1236550203,256.5480286651379,0.0,256.5480286651379,103192.40114636242,997192.4011463624
2000-07-17,0.0,205322.1236550203,10.220438581265512,0.0,10.220438581265512,103202.62158494368,997202.6215849437
2000-07-18,0.0,205322.1236550203,-99.03228471111731,0.0,-99.03228471111731,103103.58930023256,997103.5893002326
2000-07-19,0.0,205322.1236550203,-58.72095304506928,0.0,-58.72095304506928,103044.8683471875,997044.8683471875
2000-07-20,0.0,205322.1236550203,156.65145001913174,0.0,156.65145001913174,103201.51979720662,997201.5197972066
2000-07-21,0.0,205322.1236550203,-76.08606804346607,0.0,-76.08606804346607,103125.43372916315,997125.4337291631
2000-07-24,0.0,205322.1236550203,-188.07071647070188,0.0,-188.07071647070188,102937.36301269245,996937.3630126924
2000-07-25,0.0,205322.1236550203,158.25507126237426,0.0,158.25507126237426,103095.61808395483,997095.6180839548
2000-07-26,0.0,205322.1236550203,-206.15589978505966,0.0,-206.15589978505966,102889.46218416977,996889.4621841698
2000-07-27,0.0,205322.1236550203,5.362395599544811,0.0,5.362395599544811,102894.82457976931,996894.8245797693
2000-07-28,0.0,205322.1236550203,-571.3885648166411,0.0,-571.3885648166411,102323.43601495266,996323.4360149526
2000-07-31,0.0,205322.1236550203,265.0347832597731,0.0,265.0347832597731,102588.47079821244,996588.4707982125
2000-08-01,0.0,205322.1236550203,176.59414358219294,0.0,176.59414358219294,102765.06494179463,996765.0649417946
2000-08-02,0.0,205322.1236550203,99.07222985699775,0.0,99.07222985699775,102864.13717165163,996864.1371716516
2000-08-03,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-08-04,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-08-07,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-08-08,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-08-09,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-08-10,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-08-11,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-08-14,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-08-15,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-08-16,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-08-17,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-08-18,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-08-21,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-08-22,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-08-23,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-08-24,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-08-25,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-08-28,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-08-29,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-08-30,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-08-31,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-09-01,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-09-05,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-09-06,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-09-07,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-09-08,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-09-11,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-09-12,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-09-13,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-09-14,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-09-15,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-09-18,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-09-19,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-09-20,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-09-21,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-09-22,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-09-25,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-09-26,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-09-27,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-09-28,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-09-29,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-10-02,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-10-03,0.0,205322.1236550203,0.0,0.0,0.0,102864.13717165163,996864.1371716516
2000-10-04,1645.9613646496884,205322.1236550203,0.0,0.0,1645.9613646496884,104510.09853630132,998510.0985363013
2000-10-05,2349.5618826907394,206968.08501967,0.0,0.0,2349.5618826907394,106859.66041899206,1000859.660418992
2000-10-06,-4966.014851123793,209317.64690236072,0.0,0.0,-4966.014851123793,101893.64556786827,995893.6455678683
2000-10-09,-3579.897542485611,204351.63205123693,0.0,0.0,-3579.897542485611,98313.74802538265,992313.7480253826
2000-10-10,-3246.357169850865,200771.7345087513,0.0,0.0,-3246.357169850865,95067.39085553179,989067.3908555318
2000-10-11,-7124.259750221385,197525.37733890043,0.0,0.0,-7124.259750221385,87943.1311053104,981943.1311053104
2000-10-12,-13834.50623898926,190401.11758867904,0.0,0.0,-13834.50623898926,74108.62486632114,968108.6248663211
2000-10-13,14738.175480150569,176566.61134968977,0.0,0.0,14738.175480150569,88846.80034647172,982846.8003464717
2000-10-16,2673.5342303171583,191304.78682984033,0.0,0.0,2673.5342303171583,91520.33457678888,985520.3345767888
2000-10-17,-6630.621215682688,193978.3210601575,0.0,0.0,-6630.621215682688,84889.7133611062,978889.7133611062
2000-10-18,-3302.145102349081,187347.69984447482,0.0,0.0,-3302.145102349081,81587.56825875712,975587.5682587571
2000-10-19,21424.328357667513,184045.55474212574,0.0,0.0,21424.328357667513,103011.89661642464,997011.8966164247
2000-10-20,6326.229186647046,205469.88309979325,0.0,0.0,6326.229186647046,109338.12580307169,1003338.1258030717
2000-10-23,-608.3079796868897,211796.1122864403,0.0,0.0,-608.3079796868897,108729.8178233848,1002729.8178233848
2000-10-24,3883.6792679469,211187.80430675342,0.0,0.0,3883.6792679469,112613.4970913317,1006613.4970913318
2000-10-25,-13591.985941152167,215071.4835747003,0.0,0.0,-13591.985941152167,99021.51115017953,993021.5111501795
2000-10-26,-6680.086481876588,201479.49763354813,0.0,0.0,-6680.086481876588,92341.42466830295,986341.424668303
2000-10-27,13610.174522300233,194799.41115167155,0.0,0.0,13610.174522300233,105951.59919060318,999951.5991906032
2000-10-30,8342.591664997366,208409.58567397177,0.0,0.0,8342.591664997366,114294.19085560055,1008294.1908556005
2000-10-31,8678.900512476806,216752.17733896914,0.0,0.0,8678.900512476806,122973.09136807735,1016973.0913680773
2000-11-01,151.87309257815286,225431.07785144594,0.0,0.0,151.87309257815286,123124.96446065551,1017124.9644606555
2000-11-02,2790.398093426924,225582.95094402408,0.0,0.0,2790.398093426924,125915.36255408243,1019915.3625540824
2000-11-03,3528.3415424188606,228373.349037451,0.0,0.0,3528.3415424188606,129443.70409650129,1023443.7040965012
2000-11-06,14530.821347638068,231901.69057986987,0.0,0.0,14530.821347638068,143974.52544413935,1037974.5254441394
2000-11-07,138.5271160231223,246432.51192750793,0.0,0.0,138.5271160231223,144113.05256016247,1038113.0525601625
2000-11-08,3221.876582518171,246571.03904353105,0.0,0.0,3221.876582518171,147334.92914268063,1041334.9291426806
2000-11-09,-1098.1927807208394,249792.91562604922,0.0,0.0,-1098.1927807208394,146236.7363619598,1040236.7363619598
2000-11-10,377.3160824523602,248694.7228453284,0.0,0.0,377.3160824523602,146614.05244441217,1040614.0524444121
2000-11-13,-237.3451576675361,249072.03892778076,0.0,0.0,-237.3451576675361,146376.70728674464,1040376.7072867446
2000-11-14,10983.927435057523,248834.69377011323,0.0,0.0,10983.927435057523,157360.63472180217,1051360.634721802
2000-11-15,942.5718993333803,259818.62120517076,0.0,0.0,942.5718993333803,158303.20662113556,1052303.2066211356
2000-11-16,8226.310882342459,260761.19310450414,0.0,0.0,8226.310882342459,166529.517503478,1060529.517503478
2000-11-17,0.0,268987.5039868466,0.0,0.0,0.0,166529.517503478,1060529.517503478
2000-11-20,0.0,268987.5039868466,0.0,0.0,0.0,166529.517503478,1060529.517503478
2000-11-21,0.0,268987.5039868466,0.0,0.0,0.0,166529.517503478,1060529.517503478
2000-11-22,0.0,268987.5039868466,0.0,0.0,0.0,166529.517503478,1060529.517503478
2000-11-24,0.0,268987.5039868466,0.0,0.0,0.0,166529.517503478,1060529.517503478
2000-11-27,0.0,268987.5039868466,0.0,0.0,0.0,166529.517503478,1060529.517503478
2000-11-28,0.0,268987.5039868466,0.0,0.0,0.0,166529.517503478,1060529.517503478
2000-11-29,0.0,268987.5039868466,0.0,0.0,0.0,166529.517503478,1060529.517503478
2000-11-30,0.0,268987.5039868466,0.0,0.0,0.0,166529.517503478,1060529.517503478
2000-12-01,0.0,268987.5039868466,0.0,0.0,0.0,166529.517503478,1060529.517503478
2000-12-04,0.0,268987.5039868466,0.0,0.0,0.0,166529.517503478,1060529.517503478
2000-12-05,0.0,268987.5039868466,0.0,0.0,0.0,166529.517503478,1060529.517503478
2000-12-06,0.0,268987.5039868466,0.0,0.0,0.0,166529.517503478,1060529.517503478
2000-12-07,0.0,268987.5039868466,0.0,0.0,0.0,166529.517503478,1060529.517503478
2000-12-08,0.0,268987.5039868466,0.0,0.0,0.0,166529.517503478,1060529.517503478
2000-12-11,0.0,268987.5039868466,0.0,0.0,0.0,166529.517503478,1060529.517503478
2000-12-12,0.0,268987.5039868466,0.0,0.0,0.0,166529.517503478,1060529.517503478
2000-12-13,0.0,268987.5039868466,0.0,0.0,0.0,166529.517503478,1060529.517503478
2000-12-14,0.0,268987.5039868466,0.0,0.0,0.0,166529.517503478,1060529.517503478
2000-12-15,0.0,268987.5039868466,0.0,0.0,0.0,166529.517503478,1060529.517503478
2000-12-18,0.0,268987.5039868466,0.0,0.0,0.0,166529.517503478,1060529.517503478
2000-12-19,0.0,268987.5039868466,0.0,0.0,0.0,166529.517503478,1060529.517503478
2000-12-20,0.0,268987.5039868466,0.0,0.0,0.0,166529.517503478,1060529.517503478
2000-12-21,0.0,268987.5039868466,0.0,0.0,0.0,166529.517503478,1060529.517503478
2000-12-22,0.0,268987.5039868466,0.0,0.0,0.0,166529.517503478,1060529.517503478
2000-12-26,0.0,268987.5039868466,0.0,0.0,0.0,166529.517503478,1060529.517503478
2000-12-27,0.0,268987.5039868466,0.0,0.0,0.0,166529.517503478,1060529.517503478
