regime_label,n_blocked,p_stress_10d,p_stress_20d,avg_vix,fp_rate_10d
other,361,0.37950138504155123,0.47645429362880887,16.036509709345008,0.6204986149584488
slow_bull,403,0.32663316582914576,0.5076923076923077,15.953052120824013,0.6733668341708543
