candidate,trigger_date,lookback_days,booster_active_in_window,vix_20_22_booster_days,incremental_pnl_usd,incremental_pct_nlv,has_second_leg_next_20d,severity,failed_benign,window_type
B2_moderate_85,2001-04-27,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-04-30,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-05-01,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-05-02,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-05-03,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-05-04,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-05-07,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-05-08,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-05-09,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-05-10,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-05-11,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-05-14,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-05-15,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-05-16,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-05-17,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-05-23,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-05-24,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-05-25,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-05-29,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-05-30,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-05-31,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-06-01,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-06-04,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-06-11,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-06-12,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-06-13,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-06-14,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-06-15,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-06-18,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-06-19,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-06-20,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-06-21,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-06-22,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-06-25,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-06-26,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-06-27,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-06-28,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-06-29,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-07-02,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-07-03,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-07-05,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-07-06,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-07-09,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-07-10,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-07-11,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-07-12,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-07-13,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-07-16,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-07-17,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-07-18,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-07-19,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-07-20,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-07-23,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-07-24,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-07-25,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-07-26,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-07-27,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-07-30,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-07-31,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-08-01,10,0,0,0.0,0.0,False,mild,False,10d_primary
B2_moderate_85,2001-08-02,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-08-03,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-08-06,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-08-07,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-08-08,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-08-09,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-08-10,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-08-13,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-08-14,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-08-15,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-08-16,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-08-17,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-08-20,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-08-21,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-08-22,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-08-23,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-08-24,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-08-27,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-08-28,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-08-29,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-08-30,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-08-31,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-09-04,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-09-05,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-09-06,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-09-07,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-09-10,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-09-17,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-09-18,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-09-19,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-09-20,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-09-21,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-09-24,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-09-25,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-09-26,10,0,0,0.0,0.0,True,acute,False,10d_primary
B2_moderate_85,2001-09-27,10,0,0,0.0,0.0,True,acute,False,10d_primary
