candidate,trigger_date,lookback_days,booster_active_in_window,vix_20_22_booster_days,incremental_pnl_usd,incremental_pct_nlv,has_second_leg_next_20d,severity,failed_benign,window_type
B1_strict_85,2000-04-05,10,0,0,0.0,0.0,True,acute,False,10d_primary
B1_strict_85,2000-04-06,10,0,0,0.0,0.0,True,acute,False,10d_primary
B1_strict_85,2000-04-07,10,0,0,0.0,0.0,True,acute,False,10d_primary
B1_strict_85,2000-04-10,10,0,0,0.0,0.0,True,acute,False,10d_primary
B1_strict_85,2000-04-11,10,0,0,0.0,0.0,True,acute,False,10d_primary
B1_strict_85,2000-04-12,10,0,0,0.0,0.0,True,acute,False,10d_primary
B1_strict_85,2000-04-13,10,0,0,0.0,0.0,True,acute,False,10d_primary
B1_strict_85,2000-04-14,10,0,0,0.0,0.0,True,acute,False,10d_primary
B1_strict_85,2000-04-17,10,0,0,0.0,0.0,True,acute,False,10d_primary
B1_strict_85,2000-04-18,10,0,0,0.0,0.0,True,acute,False,10d_primary
B1_strict_85,2000-04-19,10,0,0,0.0,0.0,True,acute,False,10d_primary
B1_strict_85,2000-04-20,10,0,0,0.0,0.0,True,acute,False,10d_primary
B1_strict_85,2000-04-24,10,0,0,0.0,0.0,True,acute,False,10d_primary
B1_strict_85,2000-04-25,10,0,0,0.0,0.0,True,acute,False,10d_primary
B1_strict_85,2000-04-26,10,0,0,0.0,0.0,True,acute,False,10d_primary
B1_strict_85,2000-04-27,10,0,0,0.0,0.0,True,acute,False,10d_primary
B1_strict_85,2000-04-28,10,0,0,0.0,0.0,True,acute,False,10d_primary
B1_strict_85,2000-05-01,10,0,0,0.0,0.0,True,acute,False,10d_primary
B1_strict_85,2000-05-02,10,0,0,0.0,0.0,True,acute,False,10d_primary
B1_strict_85,2000-05-03,10,0,0,0.0,0.0,True,acute,False,10d_primary
B1_strict_85,2000-05-04,10,0,0,0.0,0.0,True,acute,False,10d_primary
B1_strict_85,2000-05-05,10,0,0,0.0,0.0,True,acute,False,10d_primary
B1_strict_85,2000-05-08,10,0,0,0.0,0.0,True,acute,False,10d_primary
B1_strict_85,2000-05-09,10,0,0,0.0,0.0,True,acute,False,10d_primary
B1_strict_85,2000-05-10,10,0,0,0.0,0.0,True,acute,False,10d_primary
B1_strict_85,2000-05-11,10,0,0,0.0,0.0,True,acute,False,10d_primary
B1_strict_85,2000-05-12,10,0,0,0.0,0.0,True,acute,False,10d_primary
B1_strict_85,2000-05-15,10,0,0,0.0,0.0,True,acute,False,10d_primary
B1_strict_85,2000-05-16,10,0,0,0.0,0.0,True,acute,False,10d_primary
B1_strict_85,2000-05-17,10,0,0,0.0,0.0,True,acute,False,10d_primary
B1_strict_85,2000-05-18,10,0,0,0.0,0.0,True,acute,False,10d_primary
B1_strict_85,2000-05-19,10,0,0,0.0,0.0,True,acute,False,10d_primary
B1_strict_85,2000-05-22,10,0,0,0.0,0.0,True,acute,False,10d_primary
B1_strict_85,2000-05-23,10,0,0,0.0,0.0,True,acute,False,10d_primary
B1_strict_85,2000-05-24,10,0,0,0.0,0.0,False,mild,False,10d_primary
B1_strict_85,2000-05-25,10,0,0,0.0,0.0,False,mild,False,10d_primary
B1_strict_85,2000-05-26,10,0,0,0.0,0.0,False,mild,False,10d_primary
B1_strict_85,2000-05-30,10,0,0,0.0,0.0,False,mild,False,10d_primary
B1_strict_85,2000-05-31,10,0,0,0.0,0.0,False,mild,False,10d_primary
B1_strict_85,2000-06-01,10,0,0,0.0,0.0,False,mild,False,10d_primary
B1_strict_85,2000-06-02,10,0,0,0.0,0.0,False,mild,False,10d_primary
B1_strict_85,2000-06-05,10,0,0,0.0,0.0,False,mild,False,10d_primary
B1_strict_85,2000-06-06,10,0,0,0.0,0.0,False,mild,False,10d_primary
B1_strict_85,2000-06-07,10,0,0,0.0,0.0,False,mild,False,10d_primary
B1_strict_85,2000-06-08,10,0,0,0.0,0.0,False,mild,False,10d_primary
B1_strict_85,2000-06-09,10,0,0,0.0,0.0,False,mild,False,10d_primary
B1_strict_85,2000-06-12,10,0,0,0.0,0.0,False,mild,False,10d_primary
B1_strict_85,2000-06-13,10,0,0,0.0,0.0,False,mild,False,10d_primary
B1_strict_85,2000-06-14,10,0,0,0.0,0.0,False,mild,False,10d_primary
B1_strict_85,2000-06-16,10,0,0,0.0,0.0,False,mild,False,10d_primary
B1_strict_85,2000-06-19,10,0,0,0.0,0.0,False,mild,False,10d_primary
B1_strict_85,2000-06-20,10,0,0,0.0,0.0,False,mild,False,10d_primary
B1_strict_85,2000-06-22,10,0,0,0.0,0.0,False,mild,False,10d_primary
B1_strict_85,2000-06-23,10,0,0,0.0,0.0,False,mild,False,10d_primary
