trigger_date,lookback_days,booster_days_in_window,incremental_full_episode_usd,incremental_pct_nlv,cand
2022-06-01,10,0,0.0,0.0,B3
2022-06-02,10,0,0.0,0.0,B3
2022-06-03,10,0,0.0,0.0,B3
2022-06-06,10,0,0.0,0.0,B3
2022-06-07,10,0,0.0,0.0,B3
2022-06-08,10,0,0.0,0.0,B3
2022-06-09,10,0,0.0,0.0,B3
2022-06-10,10,0,0.0,0.0,B3
2022-06-13,10,0,0.0,0.0,B3
2022-06-14,10,0,0.0,0.0,B3
2022-06-15,10,0,0.0,0.0,B3
2022-06-16,10,0,0.0,0.0,B3
2022-06-17,10,0,0.0,0.0,B3
2022-06-21,10,0,0.0,0.0,B3
2022-06-22,10,0,0.0,0.0,B3
2022-06-23,10,0,0.0,0.0,B3
2022-06-24,10,0,0.0,0.0,B3
2022-06-27,10,0,0.0,0.0,B3
2022-06-28,10,0,0.0,0.0,B3
2022-06-29,10,0,0.0,0.0,B3
2022-06-30,10,0,0.0,0.0,B3
2022-07-01,10,0,0.0,0.0,B3
2022-07-05,10,0,0.0,0.0,B3
2022-07-06,10,0,0.0,0.0,B3
2022-07-07,10,0,0.0,0.0,B3
2022-07-08,10,0,0.0,0.0,B3
2022-07-11,10,0,0.0,0.0,B3
2022-07-12,10,0,0.0,0.0,B3
2022-07-13,10,0,0.0,0.0,B3
2022-07-14,10,0,0.0,0.0,B3
2022-07-15,10,0,0.0,0.0,B3
2022-07-18,10,0,0.0,0.0,B3
2022-07-19,10,0,0.0,0.0,B3
2022-07-20,10,0,0.0,0.0,B3
2022-07-21,10,0,0.0,0.0,B3
2022-07-22,10,0,0.0,0.0,B3
2022-07-25,10,0,0.0,0.0,B3
2022-07-26,10,0,0.0,0.0,B3
2022-07-27,10,0,0.0,0.0,B3
2022-07-28,10,0,0.0,0.0,B3
2022-07-29,10,0,0.0,0.0,B3
2022-08-01,10,0,0.0,0.0,B3
2022-08-02,10,0,0.0,0.0,B3
2022-08-03,10,0,0.0,0.0,B3
2022-08-04,10,0,0.0,0.0,B3
2022-08-22,10,0,0.0,0.0,B3
2022-08-23,10,0,0.0,0.0,B3
2022-08-24,10,0,0.0,0.0,B3
2022-08-25,10,0,0.0,0.0,B3
2022-08-26,10,0,0.0,0.0,B3
2022-08-29,10,0,0.0,0.0,B3
2022-08-30,10,0,0.0,0.0,B3
2022-08-31,10,0,0.0,0.0,B3
2022-09-01,10,0,0.0,0.0,B3
2022-09-02,10,0,0.0,0.0,B3
2022-09-06,10,0,0.0,0.0,B3
2022-09-07,10,0,0.0,0.0,B3
2022-09-08,10,0,0.0,0.0,B3
2022-09-09,10,0,0.0,0.0,B3
2022-09-12,10,0,0.0,0.0,B3
2022-09-13,10,0,0.0,0.0,B3
2022-09-14,10,0,0.0,0.0,B3
2022-09-15,10,0,0.0,0.0,B3
2022-09-16,10,0,0.0,0.0,B3
2022-09-19,10,0,0.0,0.0,B3
2022-09-20,10,0,0.0,0.0,B3
2022-09-21,10,0,0.0,0.0,B3
2022-09-22,10,0,0.0,0.0,B3
2022-09-23,10,0,0.0,0.0,B3
2022-09-26,10,0,0.0,0.0,B3
2022-09-27,10,0,0.0,0.0,B3
2022-09-28,10,0,0.0,0.0,B3
2022-09-29,10,0,0.0,0.0,B3
2022-09-30,10,0,0.0,0.0,B3
2022-10-03,10,0,0.0,0.0,B3
2022-10-04,10,0,0.0,0.0,B3
2022-10-05,10,0,0.0,0.0,B3
2022-10-06,10,0,0.0,0.0,B3
2022-10-07,10,0,0.0,0.0,B3
2022-10-10,10,0,0.0,0.0,B3
2022-10-11,10,0,0.0,0.0,B3
2022-10-12,10,0,0.0,0.0,B3
2022-10-13,10,0,0.0,0.0,B3
2022-10-14,10,0,0.0,0.0,B3
2022-10-17,10,0,0.0,0.0,B3
2022-10-18,10,0,0.0,0.0,B3
2022-10-19,10,0,0.0,0.0,B3
2022-10-20,10,0,0.0,0.0,B3
2022-10-21,10,0,0.0,0.0,B3
2022-10-24,10,0,0.0,0.0,B3
2022-10-25,10,0,0.0,0.0,B3
2022-10-26,10,0,0.0,0.0,B3
2022-10-27,10,0,0.0,0.0,B3
2022-10-28,10,0,0.0,0.0,B3
2022-10-31,10,0,0.0,0.0,B3
2022-11-01,10,0,0.0,0.0,B3
2022-11-02,10,0,0.0,0.0,B3
2022-11-03,10,0,0.0,0.0,B3
2022-11-04,10,0,0.0,0.0,B3
2022-11-07,10,0,0.0,0.0,B3
2022-11-08,10,0,0.0,0.0,B3
2022-11-09,10,0,0.0,0.0,B3
2022-11-10,10,0,0.0,0.0,B3
2022-11-11,10,0,0.0,0.0,B3
2022-11-14,10,0,0.0,0.0,B3
2022-11-15,10,0,0.0,0.0,B3
2022-11-16,10,0,0.0,0.0,B3
2022-11-17,10,0,0.0,0.0,B3
2022-11-18,10,0,0.0,0.0,B3
2022-11-21,10,0,0.0,0.0,B3
2022-11-22,10,0,0.0,0.0,B3
2022-11-23,10,0,0.0,0.0,B3
2022-11-28,10,0,0.0,0.0,B3
2022-11-29,10,0,0.0,0.0,B3
2022-11-30,10,0,0.0,0.0,B3
2022-12-06,10,0,0.0,0.0,B3
2022-12-07,10,0,0.0,0.0,B3
2022-12-08,10,0,0.0,0.0,B3
2022-12-09,10,0,0.0,0.0,B3
2022-12-12,10,0,0.0,0.0,B3
2022-12-13,10,0,0.0,0.0,B3
2022-12-14,10,0,0.0,0.0,B3
2022-12-15,10,0,0.0,0.0,B3
2022-12-16,10,0,0.0,0.0,B3
2022-12-19,10,0,0.0,0.0,B3
2022-12-20,10,0,0.0,0.0,B3
2022-12-21,10,0,0.0,0.0,B3
2022-12-22,10,0,0.0,0.0,B3
2022-12-23,10,0,0.0,0.0,B3
2022-12-27,10,0,0.0,0.0,B3
2022-12-28,10,0,0.0,0.0,B3
2022-12-29,10,0,0.0,0.0,B3
2022-12-30,10,0,0.0,0.0,B3
2023-01-03,10,0,0.0,0.0,B3
2023-01-04,10,0,0.0,0.0,B3
2023-01-05,10,0,0.0,0.0,B3
2023-01-06,10,0,0.0,0.0,B3
2023-01-09,10,0,0.0,0.0,B3
2023-01-10,10,0,0.0,0.0,B3
2023-01-11,10,0,0.0,0.0,B3
2023-01-19,10,0,0.0,0.0,B3
2023-01-20,10,0,0.0,0.0,B3
2023-01-23,10,0,0.0,0.0,B3
2023-02-21,10,0,0.0,0.0,B3
2023-02-22,10,0,0.0,0.0,B3
2023-02-23,10,0,0.0,0.0,B3
2023-02-24,10,0,0.0,0.0,B3
2023-02-27,10,0,0.0,0.0,B3
2023-02-28,10,0,0.0,0.0,B3
2023-03-01,10,0,0.0,0.0,B3
2023-03-02,10,0,0.0,0.0,B3
2023-03-03,10,0,0.0,0.0,B3
2023-03-06,10,0,0.0,0.0,B3
2023-03-07,10,0,0.0,0.0,B3
2023-03-08,10,0,0.0,0.0,B3
2023-03-09,10,0,0.0,0.0,B3
2023-03-10,10,0,0.0,0.0,B3
2023-03-13,10,0,0.0,0.0,B3
2023-03-14,10,0,0.0,0.0,B3
2023-03-15,10,0,0.0,0.0,B3
2023-03-16,10,0,0.0,0.0,B3
2023-03-17,10,0,0.0,0.0,B3
2023-03-20,10,0,0.0,0.0,B3
2023-03-21,10,0,0.0,0.0,B3
2023-03-22,10,0,0.0,0.0,B3
2023-03-23,10,0,0.0,0.0,B3
2023-03-24,10,0,0.0,0.0,B3
2023-03-27,10,0,0.0,0.0,B3
2023-03-28,10,0,0.0,0.0,B3
2023-03-29,10,0,0.0,0.0,B3
2023-03-30,10,0,0.0,0.0,B3
2023-08-16,10,0,0.0,0.0,B3
2023-08-17,10,0,0.0,0.0,B3
2023-08-18,10,0,0.0,0.0,B3
2023-08-21,10,0,0.0,0.0,B3
2023-08-22,10,0,0.0,0.0,B3
2023-08-23,10,0,0.0,0.0,B3
2023-08-24,10,0,0.0,0.0,B3
2023-08-25,10,0,0.0,0.0,B3
2023-08-28,10,0,0.0,0.0,B3
2023-09-20,10,0,0.0,0.0,B3
2023-09-21,10,0,0.0,0.0,B3
2023-09-22,10,0,0.0,0.0,B3
2023-09-25,10,0,0.0,0.0,B3
2023-09-26,10,0,0.0,0.0,B3
2023-09-27,10,0,0.0,0.0,B3
2023-09-28,10,0,0.0,0.0,B3
2023-09-29,10,0,0.0,0.0,B3
2023-10-02,10,0,0.0,0.0,B3
2023-10-03,10,0,0.0,0.0,B3
2023-10-04,10,0,0.0,0.0,B3
2023-10-05,10,0,0.0,0.0,B3
2023-10-06,10,0,0.0,0.0,B3
2023-10-09,10,0,0.0,0.0,B3
2023-10-10,10,0,0.0,0.0,B3
2023-10-11,10,0,0.0,0.0,B3
2023-10-12,10,0,0.0,0.0,B3
2023-10-13,10,0,0.0,0.0,B3
2023-10-16,10,0,0.0,0.0,B3
2023-10-17,10,0,0.0,0.0,B3
2023-10-18,10,0,0.0,0.0,B3
2023-10-19,10,0,0.0,0.0,B3
2023-10-20,10,0,0.0,0.0,B3
2023-10-23,10,0,0.0,0.0,B3
2023-10-24,10,0,0.0,0.0,B3
2023-10-25,10,0,0.0,0.0,B3
2023-10-26,10,0,0.0,0.0,B3
2023-10-27,10,0,0.0,0.0,B3
2023-10-30,10,0,0.0,0.0,B3
2023-10-31,10,0,0.0,0.0,B3
2023-11-01,10,0,0.0,0.0,B3
2023-11-02,10,0,0.0,0.0,B3
2023-11-03,10,0,0.0,0.0,B3
2023-11-06,10,0,0.0,0.0,B3
2024-04-17,10,0,0.0,0.0,B3
2024-04-18,10,0,0.0,0.0,B3
2024-04-19,10,0,0.0,0.0,B3
2024-04-22,10,0,0.0,0.0,B3
2024-04-23,10,0,0.0,0.0,B3
2024-04-24,10,0,0.0,0.0,B3
2024-04-30,10,0,0.0,0.0,B3
2024-05-01,10,0,0.0,0.0,B3
2024-05-02,10,0,0.0,0.0,B3
2024-05-03,10,0,0.0,0.0,B3
2024-07-24,10,5,8202.0,0.917,B3
2024-07-25,10,4,7344.0,0.821,B3
2024-07-26,10,3,8004.0,0.895,B3
2024-07-29,10,2,7474.0,0.836,B3
2024-07-30,10,1,791.0,0.088,B3
2024-07-31,10,0,0.0,0.0,B3
2024-08-01,10,0,0.0,0.0,B3
2024-08-02,10,0,0.0,0.0,B3
2024-08-05,10,0,0.0,0.0,B3
2024-08-06,10,0,0.0,0.0,B3
2024-08-07,10,0,0.0,0.0,B3
2024-08-08,10,0,0.0,0.0,B3
2024-08-09,10,0,0.0,0.0,B3
2024-08-12,10,0,0.0,0.0,B3
2024-08-13,10,0,0.0,0.0,B3
2024-08-14,10,0,0.0,0.0,B3
2024-08-15,10,0,0.0,0.0,B3
2024-09-06,10,0,0.0,0.0,B3
2024-09-09,10,0,0.0,0.0,B3
2024-09-10,10,0,0.0,0.0,B3
2024-10-07,10,0,0.0,0.0,B3
2024-10-08,10,0,0.0,0.0,B3
2024-10-09,10,0,0.0,0.0,B3
2024-10-31,10,0,0.0,0.0,B3
2024-11-01,10,0,0.0,0.0,B3
2024-11-04,10,0,0.0,0.0,B3
2024-12-18,10,8,663.0,0.074,B3
2024-12-19,10,7,-177.0,-0.02,B3
2024-12-20,10,6,66.0,0.007,B3
2024-12-23,10,5,-191.0,-0.021,B3
2025-01-10,10,2,3.0,0.0,B3
2025-01-13,10,1,20.0,0.002,B3
2025-01-14,10,0,0.0,0.0,B3
2025-01-15,10,0,0.0,0.0,B3
2025-01-16,10,0,0.0,0.0,B3
2025-02-27,10,5,2971.0,0.332,B3
2025-02-28,10,5,2971.0,0.332,B3
2025-03-03,10,4,1640.0,0.183,B3
2025-03-04,10,3,1500.0,0.168,B3
2025-03-05,10,2,1376.0,0.154,B3
2025-03-06,10,1,1077.0,0.12,B3
2025-03-07,10,0,0.0,0.0,B3
2025-03-10,10,0,0.0,0.0,B3
2025-03-11,10,0,0.0,0.0,B3
2025-03-12,10,0,0.0,0.0,B3
2025-03-13,10,0,0.0,0.0,B3
2025-03-14,10,0,0.0,0.0,B3
2025-03-17,10,0,0.0,0.0,B3
2025-03-18,10,0,0.0,0.0,B3
2025-03-19,10,0,0.0,0.0,B3
2025-03-20,10,0,0.0,0.0,B3
2025-03-21,10,0,0.0,0.0,B3
2025-03-24,10,0,0.0,0.0,B3
2025-03-25,10,0,0.0,0.0,B3
2025-03-26,10,0,0.0,0.0,B3
2025-03-27,10,0,0.0,0.0,B3
2025-03-28,10,0,0.0,0.0,B3
2025-03-31,10,0,0.0,0.0,B3
2025-04-01,10,0,0.0,0.0,B3
2025-04-02,10,0,0.0,0.0,B3
2025-04-03,10,0,0.0,0.0,B3
2025-04-04,10,0,0.0,0.0,B3
2025-04-07,10,0,0.0,0.0,B3
2025-04-08,10,0,0.0,0.0,B3
2025-04-09,10,0,0.0,0.0,B3
2025-04-10,10,0,0.0,0.0,B3
2025-04-11,10,0,0.0,0.0,B3
2025-04-14,10,0,0.0,0.0,B3
2025-04-15,10,0,0.0,0.0,B3
2025-04-16,10,0,0.0,0.0,B3
2025-04-17,10,0,0.0,0.0,B3
2025-04-21,10,0,0.0,0.0,B3
2025-04-22,10,0,0.0,0.0,B3
2025-04-23,10,0,0.0,0.0,B3
2025-04-24,10,0,0.0,0.0,B3
2025-04-25,10,0,0.0,0.0,B3
2025-04-28,10,0,0.0,0.0,B3
2025-04-29,10,0,0.0,0.0,B3
2025-04-30,10,0,0.0,0.0,B3
2025-05-01,10,0,0.0,0.0,B3
2025-05-02,10,0,0.0,0.0,B3
2025-05-05,10,0,0.0,0.0,B3
2025-05-06,10,0,0.0,0.0,B3
2025-05-07,10,0,0.0,0.0,B3
2025-05-08,10,0,0.0,0.0,B3
2025-05-09,10,0,0.0,0.0,B3
2025-05-12,10,0,0.0,0.0,B3
2025-05-13,10,0,0.0,0.0,B3
2025-05-14,10,0,0.0,0.0,B3
2025-05-15,10,0,0.0,0.0,B3
2025-05-16,10,0,0.0,0.0,B3
2025-05-23,10,0,0.0,0.0,B3
2025-05-27,10,0,0.0,0.0,B3
2025-05-28,10,0,0.0,0.0,B3
2025-10-16,10,5,6974.0,0.78,B3
2025-10-17,10,4,2439.0,0.273,B3
2025-10-20,10,4,2439.0,0.273,B3
2025-11-17,10,1,-17.0,-0.002,B3
2025-11-18,10,1,-17.0,-0.002,B3
2025-11-19,10,1,-17.0,-0.002,B3
2025-11-20,10,1,-17.0,-0.002,B3
2025-11-21,10,1,-17.0,-0.002,B3
2025-11-24,10,1,-17.0,-0.002,B3
2025-11-25,10,1,-17.0,-0.002,B3
2026-03-03,10,0,0.0,0.0,B3
2026-03-04,10,0,0.0,0.0,B3
2026-03-05,10,0,0.0,0.0,B3
2026-03-06,10,0,0.0,0.0,B3
2026-03-09,10,0,0.0,0.0,B3
2026-03-10,10,0,0.0,0.0,B3
2026-03-11,10,0,0.0,0.0,B3
2026-03-12,10,0,0.0,0.0,B3
2026-03-13,10,0,0.0,0.0,B3
2026-03-16,10,0,0.0,0.0,B3
2026-03-17,10,0,0.0,0.0,B3
2026-03-18,10,0,0.0,0.0,B3
2026-03-19,10,0,0.0,0.0,B3
2026-03-20,10,0,0.0,0.0,B3
2026-03-23,10,0,0.0,0.0,B3
2026-03-24,10,0,0.0,0.0,B3
2026-03-25,10,0,0.0,0.0,B3
2026-03-26,10,0,0.0,0.0,B3
2026-03-27,10,0,0.0,0.0,B3
2026-03-30,10,0,0.0,0.0,B3
2026-03-31,10,0,0.0,0.0,B3
2026-04-01,10,0,0.0,0.0,B3
2026-04-02,10,0,0.0,0.0,B3
2026-04-06,10,0,0.0,0.0,B3
2026-04-07,10,0,0.0,0.0,B3
2026-04-08,10,0,0.0,0.0,B3
2026-04-09,10,0,0.0,0.0,B3
2000-01-24,10,0,0.0,0.0,B4
2000-01-25,10,0,0.0,0.0,B4
2000-01-26,10,0,0.0,0.0,B4
2000-01-27,10,0,0.0,0.0,B4
2000-01-28,10,0,0.0,0.0,B4
2000-01-31,10,0,0.0,0.0,B4
2000-02-01,10,0,0.0,0.0,B4
2000-02-02,10,0,0.0,0.0,B4
2000-02-03,10,0,0.0,0.0,B4
2000-02-04,10,0,0.0,0.0,B4
2000-02-07,10,0,0.0,0.0,B4
2000-02-08,10,0,0.0,0.0,B4
2000-02-09,10,0,0.0,0.0,B4
2000-02-10,10,0,0.0,0.0,B4
2000-02-11,10,0,0.0,0.0,B4
2000-02-14,10,0,0.0,0.0,B4
2000-02-15,10,0,0.0,0.0,B4
2000-02-16,10,0,0.0,0.0,B4
2000-02-17,10,0,0.0,0.0,B4
2000-02-18,10,0,0.0,0.0,B4
2000-02-22,10,0,0.0,0.0,B4
2000-02-23,10,0,0.0,0.0,B4
2000-02-24,10,0,0.0,0.0,B4
2000-02-25,10,0,0.0,0.0,B4
2000-02-28,10,0,0.0,0.0,B4
2000-02-29,10,0,0.0,0.0,B4
2000-03-01,10,0,0.0,0.0,B4
2000-03-02,10,0,0.0,0.0,B4
2000-03-03,10,0,0.0,0.0,B4
2000-03-06,10,0,0.0,0.0,B4
2000-03-07,10,0,0.0,0.0,B4
2000-03-08,10,0,0.0,0.0,B4
2000-03-09,10,0,0.0,0.0,B4
2000-03-10,10,0,0.0,0.0,B4
2000-03-13,10,0,0.0,0.0,B4
2000-03-14,10,0,0.0,0.0,B4
2000-03-15,10,0,0.0,0.0,B4
2000-03-16,10,0,0.0,0.0,B4
2000-03-17,10,0,0.0,0.0,B4
2000-03-20,10,0,0.0,0.0,B4
2000-03-21,10,0,0.0,0.0,B4
2000-03-22,10,0,0.0,0.0,B4
2000-03-23,10,0,0.0,0.0,B4
2000-03-24,10,0,0.0,0.0,B4
2000-03-27,10,0,0.0,0.0,B4
2000-03-28,10,0,0.0,0.0,B4
2000-03-29,10,0,0.0,0.0,B4
2000-03-30,10,0,0.0,0.0,B4
2000-03-31,10,0,0.0,0.0,B4
2000-04-03,10,0,0.0,0.0,B4
2000-04-04,10,0,0.0,0.0,B4
2000-04-05,10,0,0.0,0.0,B4
2000-04-06,10,0,0.0,0.0,B4
2000-04-07,10,0,0.0,0.0,B4
2000-04-10,10,0,0.0,0.0,B4
2000-04-11,10,0,0.0,0.0,B4
2000-04-12,10,0,0.0,0.0,B4
2000-04-13,10,0,0.0,0.0,B4
2000-04-14,10,0,0.0,0.0,B4
2000-04-17,10,0,0.0,0.0,B4
2000-04-18,10,0,0.0,0.0,B4
2000-04-19,10,0,0.0,0.0,B4
2000-04-20,10,0,0.0,0.0,B4
2000-04-24,10,0,0.0,0.0,B4
2000-04-25,10,0,0.0,0.0,B4
2000-04-26,10,0,0.0,0.0,B4
2000-04-27,10,0,0.0,0.0,B4
2000-04-28,10,0,0.0,0.0,B4
2000-05-01,10,0,0.0,0.0,B4
2000-05-02,10,0,0.0,0.0,B4
2000-05-03,10,0,0.0,0.0,B4
2000-05-04,10,0,0.0,0.0,B4
2000-05-05,10,0,0.0,0.0,B4
2000-05-08,10,0,0.0,0.0,B4
2000-05-09,10,0,0.0,0.0,B4
2000-05-10,10,0,0.0,0.0,B4
2000-05-11,10,0,0.0,0.0,B4
2000-05-12,10,0,0.0,0.0,B4
2000-05-15,10,0,0.0,0.0,B4
2000-05-16,10,0,0.0,0.0,B4
2000-05-17,10,0,0.0,0.0,B4
2000-05-18,10,0,0.0,0.0,B4
2000-05-19,10,0,0.0,0.0,B4
2000-05-22,10,0,0.0,0.0,B4
2000-05-23,10,0,0.0,0.0,B4
2000-05-24,10,0,0.0,0.0,B4
2000-05-25,10,0,0.0,0.0,B4
2000-05-26,10,0,0.0,0.0,B4
2000-05-30,10,0,0.0,0.0,B4
2000-05-31,10,0,0.0,0.0,B4
2000-06-01,10,0,0.0,0.0,B4
2000-06-02,10,0,0.0,0.0,B4
2000-06-05,10,0,0.0,0.0,B4
2000-06-06,10,0,0.0,0.0,B4
2000-06-07,10,0,0.0,0.0,B4
2000-06-08,10,0,0.0,0.0,B4
2000-06-09,10,0,0.0,0.0,B4
2000-06-12,10,0,0.0,0.0,B4
2000-06-13,10,0,0.0,0.0,B4
2000-06-14,10,0,0.0,0.0,B4
2000-06-16,10,0,0.0,0.0,B4
2000-06-19,10,0,0.0,0.0,B4
2000-06-20,10,0,0.0,0.0,B4
2000-06-22,10,0,0.0,0.0,B4
2000-06-23,10,0,0.0,0.0,B4
2000-06-26,10,0,0.0,0.0,B4
2000-06-27,10,0,0.0,0.0,B4
2000-06-28,10,0,0.0,0.0,B4
2000-06-29,10,0,0.0,0.0,B4
2000-06-30,10,0,0.0,0.0,B4
2000-07-03,10,0,0.0,0.0,B4
2000-07-05,10,0,0.0,0.0,B4
2000-07-27,10,0,0.0,0.0,B4
2000-07-28,10,0,0.0,0.0,B4
2000-07-31,10,0,0.0,0.0,B4
2000-08-01,10,0,0.0,0.0,B4
2000-08-02,10,0,0.0,0.0,B4
2000-08-03,10,0,0.0,0.0,B4
2000-08-04,10,0,0.0,0.0,B4
2000-09-18,10,0,0.0,0.0,B4
2000-09-19,10,0,0.0,0.0,B4
2000-09-20,10,0,0.0,0.0,B4
2000-09-21,10,0,0.0,0.0,B4
2000-09-22,10,0,0.0,0.0,B4
2000-09-25,10,0,0.0,0.0,B4
2000-09-26,10,0,0.0,0.0,B4
2000-09-27,10,0,0.0,0.0,B4
2000-09-28,10,0,0.0,0.0,B4
2000-09-29,10,0,0.0,0.0,B4
2000-10-02,10,0,0.0,0.0,B4
2000-10-03,10,0,0.0,0.0,B4
2000-10-04,10,0,0.0,0.0,B4
2000-10-05,10,0,0.0,0.0,B4
2000-10-06,10,0,0.0,0.0,B4
2000-10-09,10,0,0.0,0.0,B4
2000-10-10,10,0,0.0,0.0,B4
2000-10-11,10,0,0.0,0.0,B4
2000-10-12,10,0,0.0,0.0,B4
2000-10-13,10,0,0.0,0.0,B4
2000-10-16,10,0,0.0,0.0,B4
2000-10-17,10,0,0.0,0.0,B4
2000-10-18,10,0,0.0,0.0,B4
2000-10-19,10,0,0.0,0.0,B4
2000-10-20,10,0,0.0,0.0,B4
2000-10-23,10,0,0.0,0.0,B4
2000-10-24,10,0,0.0,0.0,B4
2000-10-25,10,0,0.0,0.0,B4
2000-10-26,10,0,0.0,0.0,B4
2000-10-27,10,0,0.0,0.0,B4
2000-10-30,10,0,0.0,0.0,B4
2000-10-31,10,0,0.0,0.0,B4
2000-11-01,10,0,0.0,0.0,B4
2000-11-02,10,0,0.0,0.0,B4
2000-11-03,10,0,0.0,0.0,B4
2000-11-06,10,0,0.0,0.0,B4
2000-11-07,10,0,0.0,0.0,B4
2000-11-08,10,0,0.0,0.0,B4
2000-11-09,10,0,0.0,0.0,B4
2000-11-10,10,0,0.0,0.0,B4
2000-11-13,10,0,0.0,0.0,B4
2000-11-14,10,0,0.0,0.0,B4
2000-11-15,10,0,0.0,0.0,B4
2000-11-16,10,0,0.0,0.0,B4
2000-11-17,10,0,0.0,0.0,B4
2000-11-20,10,0,0.0,0.0,B4
2000-11-21,10,0,0.0,0.0,B4
2000-11-22,10,0,0.0,0.0,B4
2000-11-24,10,0,0.0,0.0,B4
2000-11-27,10,0,0.0,0.0,B4
2000-11-28,10,0,0.0,0.0,B4
2000-11-29,10,0,0.0,0.0,B4
2000-11-30,10,0,0.0,0.0,B4
2000-12-01,10,0,0.0,0.0,B4
2000-12-04,10,0,0.0,0.0,B4
2000-12-05,10,0,0.0,0.0,B4
2000-12-06,10,0,0.0,0.0,B4
2000-12-07,10,0,0.0,0.0,B4
2000-12-08,10,0,0.0,0.0,B4
2000-12-11,10,0,0.0,0.0,B4
2000-12-12,10,0,0.0,0.0,B4
2000-12-13,10,0,0.0,0.0,B4
2000-12-14,10,0,0.0,0.0,B4
2000-12-15,10,0,0.0,0.0,B4
2000-12-18,10,0,0.0,0.0,B4
2000-12-19,10,0,0.0,0.0,B4
2000-12-20,10,0,0.0,0.0,B4
2000-12-21,10,0,0.0,0.0,B4
2000-12-22,10,0,0.0,0.0,B4
2000-12-26,10,0,0.0,0.0,B4
2000-12-27,10,0,0.0,0.0,B4
2000-12-28,10,0,0.0,0.0,B4
2000-12-29,10,0,0.0,0.0,B4
2001-01-02,10,0,0.0,0.0,B4
2001-01-03,10,0,0.0,0.0,B4
2001-01-04,10,0,0.0,0.0,B4
2001-01-05,10,0,0.0,0.0,B4
2001-01-08,10,0,0.0,0.0,B4
2001-01-09,10,0,0.0,0.0,B4
2001-01-10,10,0,0.0,0.0,B4
2001-01-11,10,0,0.0,0.0,B4
2001-01-12,10,0,0.0,0.0,B4
2001-01-16,10,0,0.0,0.0,B4
2001-01-17,10,0,0.0,0.0,B4
2001-01-18,10,0,0.0,0.0,B4
2001-01-19,10,0,0.0,0.0,B4
2001-01-22,10,0,0.0,0.0,B4
2001-01-23,10,0,0.0,0.0,B4
2001-01-24,10,0,0.0,0.0,B4
2001-01-25,10,0,0.0,0.0,B4
2001-01-26,10,0,0.0,0.0,B4
2001-01-29,10,0,0.0,0.0,B4
2001-01-30,10,0,0.0,0.0,B4
2001-01-31,10,0,0.0,0.0,B4
2001-02-01,10,0,0.0,0.0,B4
2001-02-02,10,0,0.0,0.0,B4
2001-02-05,10,0,0.0,0.0,B4
2001-02-06,10,0,0.0,0.0,B4
2001-02-07,10,0,0.0,0.0,B4
2001-02-08,10,0,0.0,0.0,B4
2001-02-09,10,0,0.0,0.0,B4
2001-02-12,10,0,0.0,0.0,B4
2001-02-13,10,0,0.0,0.0,B4
2001-02-14,10,0,0.0,0.0,B4
2001-02-15,10,0,0.0,0.0,B4
2001-02-16,10,0,0.0,0.0,B4
2001-02-20,10,0,0.0,0.0,B4
2001-02-21,10,0,0.0,0.0,B4
2001-02-22,10,0,0.0,0.0,B4
2001-02-23,10,0,0.0,0.0,B4
2001-02-26,10,0,0.0,0.0,B4
2001-02-27,10,0,0.0,0.0,B4
2001-02-28,10,0,0.0,0.0,B4
2001-03-01,10,0,0.0,0.0,B4
2001-03-02,10,0,0.0,0.0,B4
2001-03-05,10,0,0.0,0.0,B4
2001-03-06,10,0,0.0,0.0,B4
2001-03-07,10,0,0.0,0.0,B4
2001-03-08,10,0,0.0,0.0,B4
2001-03-09,10,0,0.0,0.0,B4
2001-03-12,10,0,0.0,0.0,B4
2001-03-13,10,0,0.0,0.0,B4
2001-03-14,10,0,0.0,0.0,B4
2001-03-15,10,0,0.0,0.0,B4
2001-03-16,10,0,0.0,0.0,B4
2001-03-19,10,0,0.0,0.0,B4
2001-03-20,10,0,0.0,0.0,B4
2001-03-21,10,0,0.0,0.0,B4
2001-03-22,10,0,0.0,0.0,B4
2001-03-23,10,0,0.0,0.0,B4
2001-03-26,10,0,0.0,0.0,B4
2001-03-27,10,0,0.0,0.0,B4
2001-03-28,10,0,0.0,0.0,B4
2001-03-29,10,0,0.0,0.0,B4
2001-03-30,10,0,0.0,0.0,B4
2001-04-02,10,0,0.0,0.0,B4
2001-04-03,10,0,0.0,0.0,B4
2001-04-04,10,0,0.0,0.0,B4
2001-04-05,10,0,0.0,0.0,B4
2001-04-06,10,0,0.0,0.0,B4
2001-04-09,10,0,0.0,0.0,B4
2001-04-10,10,0,0.0,0.0,B4
2001-04-11,10,0,0.0,0.0,B4
2001-04-12,10,0,0.0,0.0,B4
2001-04-16,10,0,0.0,0.0,B4
2001-04-17,10,0,0.0,0.0,B4
2001-04-18,10,0,0.0,0.0,B4
2001-04-19,10,0,0.0,0.0,B4
2001-04-20,10,0,0.0,0.0,B4
2001-04-23,10,0,0.0,0.0,B4
2001-04-24,10,0,0.0,0.0,B4
2001-04-25,10,0,0.0,0.0,B4
2001-04-26,10,0,0.0,0.0,B4
2001-04-27,10,0,0.0,0.0,B4
2001-04-30,10,0,0.0,0.0,B4
2001-05-01,10,0,0.0,0.0,B4
2001-05-02,10,0,0.0,0.0,B4
2001-05-03,10,0,0.0,0.0,B4
