variant,n_added_days,cum_extra_pnl_usd,avg_extra_pnl_per_day_usd,annual_contribution_usd,annual_contribution_pct_nlv,hit_rate_vs_current,worst_single_added_day_incr_usd
B4_F,139,23512.53291266053,169.15491304072322,893.4195256318536,0.09993506998119167,52.51798561151079,-1673.8656596046728
B4_F2,78,18277.235619641364,234.3235335851457,694.4908588886647,0.07768354126271416,55.12820512820513,-1673.8656596046728
