above_ma50,n_days,avg_fwd_20d,median_fwd_20d,worst_fwd_20d,hit_rate,avg_fwd_63d,worst_fwd_63d,p_stress_10d,p_stress_20d,avg_fwd_20d_pct_nlv,worst_fwd_20d_pct_nlv
0,373,6177.856760675353,6740.406489193025,-88275.65320272832,0.6380697050938338,47034.039730272605,-116997.27484711884,0.4906166219839142,0.6005361930294906,0.6910354318428806,-9.874234139007642
1,3250,20151.071941017304,16652.481438987284,-119304.424804342,0.656,60940.93783470563,-121015.04263662557,0.18246153846153845,0.34184615384615386,2.254034892731242,-13.345013960217225
