extra_bps,b0_roe,b3_roe,b4_roe,delta_b3_vs_b0_pp,delta_b4_vs_b0_pp
0,7.948969288589591,8.170416393470624,8.200724349118893,0.22144710488103403,0.25175506052930174
300,7.948969288589591,8.165080459785834,8.194580971064758,0.21611117119624268,0.2456116824751664
600,7.948969288589591,8.15973785347599,8.188428748904109,0.21076856488639883,0.23945946031451726
