friction_mult,b0_roe,b3_roe,b4_roe,delta_b4_vs_b0_pp
0.5,7.982704930109086,8.203139034436635,8.23332521697342,0.2506202868643337
0.75,7.965870468926872,8.186809036101629,8.217055863816247,0.25118539488937497
1.0,7.948969288589591,8.170416393470624,8.200724349118893,0.25175506052930174
1.25,7.932000847571707,8.153960614463053,8.184330186557553,0.2523293389858461
1.5,7.914964597684948,8.13744120113955,8.167872884041504,0.2529082863565568
