bucket_vix5d,n_days,avg_fwd_20d,median_fwd_20d,worst_fwd_20d,hit_rate,avg_fwd_63d,worst_fwd_63d,p_stress_10d,p_stress_20d,avg_fwd_20d_pct_nlv,worst_fwd_20d_pct_nlv
1_falling,1493,19127.599385741007,16757.751708299347,-119304.424804342,0.695244474212994,58067.866243012446,-108421.34948998429,0.1855324849296718,0.3422638981915606,2.1395525039978756,-13.345013960217225
2_flat,1062,20165.05546806176,17949.132750251625,-109684.15020213288,0.6497175141242938,62200.08261289462,-121015.04263662557,0.1647834274952919,0.3163841807909605,2.2555990456444923,-12.268920604265423
3_rising,1068,16687.761788431868,9270.132053721334,-105698.43593888896,0.601123595505618,58907.24140554978,-116997.27484711884,0.30337078651685395,0.45692883895131087,1.8666400210773901,-11.823091268332098
