ma50_slope_pos,n_days,avg_fwd_20d,median_fwd_20d,worst_fwd_20d,hit_rate,avg_fwd_63d,worst_fwd_63d,p_stress_10d,p_stress_20d,avg_fwd_20d_pct_nlv,worst_fwd_20d_pct_nlv
0,301,6592.157142954949,7709.857971483981,-119304.424804342,0.5880398671096345,65210.08561218463,-75208.98557774311,0.3853820598006645,0.5448504983388704,0.7373777564826566,-13.345013960217225
1,3322,19810.681842266316,15610.558987611723,-109684.15020213288,0.660144491270319,59022.00323840353,-121015.04263662557,0.1986754966887417,0.3524984948826008,2.2159599376136816,-12.268920604265423
