period,variant,ann_roe_pct,delta_roe_vs_current_pp,max_dd_pct,worst_20d_pct,worst_63d_pct,sharpe,v2_pass,v3_pass,booster_pct_of_normal
H1_2000_2012,B4_current,8.422524226824502,0.0,-8.714972272853654,-7.042065377180924,-8.656272006829193,1.6602988018863174,True,True,0.2822865208186309
H1_2000_2012,B4_F,8.457181828341032,0.03465760151653008,-8.714972272853654,-7.042065377180924,-8.656272006829193,1.6629252776086787,True,True,3.2462949894142556
H1_2000_2012,B4_F2,8.460116703038167,0.037592476213665904,-8.714972272853654,-7.042065377180924,-8.656272006829193,1.6643271887403883,True,True,2.611150317572336
H2_2013_2026,B4_current,14.516689380250881,0.0,-4.487625542465011,-3.503820592479466,-2.9297192817334277,2.6518559169396267,True,True,58.30404217926186
H2_2013_2026,B4_F,14.536966832106701,0.020277451855820416,-4.48160388772821,-3.503820592479466,-2.9259287968694747,2.653038160326582,True,True,62.56590509666081
H2_2013_2026,B4_F2,14.527335584151091,0.010646203900209983,-4.487895539699751,-3.503820592479466,-2.9298892297840027,2.651942674627376,True,True,60.28119507908612
