signal,active_days,active_pct,avg_fwd_20d_pct_nlv_ON,avg_fwd_20d_pct_nlv_OFF,delta_fwd_20d_pct_nlv,hit_rate_ON,hit_rate_OFF,p_stress_10d_ON,p_stress_10d_OFF,p_stress_20d_ON,p_stress_20d_OFF
B1_strict,1141,31.493237648357713,3.1206458045559398,1.6207545344301382,1.4998912701258014,0.7563540753724802,0.6071716357775987,0.0876424189307625,0.2723609991941982,0.2357581069237511,0.42949234488315874
B2_moderate,1324,36.54430030361579,3.1247256799831375,1.4990138395634,1.6257118404197375,0.7583081570996979,0.5941713788603741,0.1027190332326284,0.27838190517616357,0.24622356495468278,0.43888647237929534
