pool0,debit_trades,passed,blocked_floor,blocked_cap,blocked_pct,pnl_foregone_usd,max_committed,window,total_pnl,debit_pnl,bp_peak_bp_pct,bp_p95_bp_pct,bp_avg_bp_pct
37000.0,24,17,7,0,29.2,11824.0,22001.0,3y,320018.0,50504.0,57.0,34.4,14.6
90000.0,24,17,0,7,29.2,11824.0,22001.0,3y,320018.0,50504.0,57.0,34.4,14.6
152000.0,24,24,0,0,0.0,0.0,22001.0,3y,320018.0,50504.0,57.0,34.4,14.6
250000.0,24,24,0,0,0.0,0.0,22001.0,3y,320018.0,50504.0,57.0,34.4,14.6
37000.0,107,77,30,0,28.0,88965.0,22001.0,19y,1413862.0,229098.0,57.0,42.0,14.9
90000.0,107,77,0,30,28.0,88965.0,22001.0,19y,1413862.0,229098.0,57.0,42.0,14.9
152000.0,107,107,0,0,0.0,0.0,22001.0,19y,1413862.0,229098.0,57.0,42.0,14.9
250000.0,107,107,0,0,0.0,0.0,22001.0,19y,1413862.0,229098.0,57.0,42.0,14.9
