date,kind,struct,pricing,pnl,stride45
2000-01-03,melt_down,IC,FLAT,1219.0,True
2000-01-03,melt_down,IC,HAIRCUT,734.0,True
2000-01-03,melt_down,BPS,FLAT,919.0,True
2000-01-03,melt_down,BPS,HAIRCUT,630.0,True
2000-01-10,melt_down,IC,FLAT,106.0,False
2000-01-10,melt_down,IC,HAIRCUT,-368.0,False
2000-01-10,melt_down,BPS,FLAT,417.0,False
2000-01-10,melt_down,BPS,HAIRCUT,129.0,False
2000-01-18,melt_down,IC,FLAT,1064.0,False
2000-01-18,melt_down,IC,HAIRCUT,584.0,False
2000-01-18,melt_down,BPS,FLAT,-1696.0,False
2000-01-18,melt_down,BPS,HAIRCUT,-1991.0,False
2000-01-25,melt_down,IC,FLAT,1120.0,False
2000-01-25,melt_down,IC,HAIRCUT,653.0,False
2000-01-25,melt_down,BPS,FLAT,-554.0,False
2000-01-25,melt_down,BPS,HAIRCUT,-834.0,False
2000-03-16,oscillation,IC,FLAT,1010.0,True
2000-03-16,oscillation,IC,HAIRCUT,546.0,True
2000-03-16,oscillation,BPS,FLAT,-3282.0,True
2000-03-16,oscillation,BPS,HAIRCUT,-3570.0,True
2000-03-23,oscillation,IC,FLAT,1125.0,False
2000-03-23,oscillation,IC,HAIRCUT,636.0,False
2000-03-23,oscillation,BPS,FLAT,-3582.0,False
2000-03-23,oscillation,BPS,HAIRCUT,-3877.0,False
2000-03-30,oscillation,IC,FLAT,1262.0,False
2000-03-30,oscillation,IC,HAIRCUT,783.0,False
2000-03-30,oscillation,BPS,FLAT,1258.0,False
2000-03-30,oscillation,BPS,HAIRCUT,969.0,False
2000-04-06,oscillation,IC,FLAT,1363.0,False
2000-04-06,oscillation,IC,HAIRCUT,878.0,False
2000-04-06,oscillation,BPS,FLAT,-507.0,False
2000-04-06,oscillation,BPS,HAIRCUT,-798.0,False
2000-04-18,oscillation,IC,FLAT,1264.0,True
2000-04-18,oscillation,IC,HAIRCUT,793.0,True
2000-04-18,oscillation,BPS,FLAT,1285.0,True
2000-04-18,oscillation,BPS,HAIRCUT,998.0,True
2000-04-26,oscillation,IC,FLAT,1322.0,False
2000-04-26,oscillation,IC,HAIRCUT,842.0,False
2000-04-26,oscillation,BPS,FLAT,-1933.0,False
2000-04-26,oscillation,BPS,HAIRCUT,-2230.0,False
2000-05-03,oscillation,IC,FLAT,1504.0,False
2000-05-03,oscillation,IC,HAIRCUT,1038.0,False
2000-05-03,oscillation,BPS,FLAT,1540.0,False
2000-05-03,oscillation,BPS,HAIRCUT,1258.0,False
2000-05-30,melt_up,IC,FLAT,1148.0,True
2000-05-30,melt_up,IC,HAIRCUT,678.0,True
2000-05-30,melt_up,BPS,FLAT,1173.0,True
2000-05-30,melt_up,BPS,HAIRCUT,884.0,True
2000-06-06,melt_up,IC,FLAT,1138.0,False
2000-06-06,melt_up,IC,HAIRCUT,657.0,False
2000-06-06,melt_up,BPS,FLAT,1125.0,False
2000-06-06,melt_up,BPS,HAIRCUT,836.0,False
2000-06-13,melt_up,IC,FLAT,1086.0,False
2000-06-13,melt_up,IC,HAIRCUT,602.0,False
2000-06-13,melt_up,BPS,FLAT,1071.0,False
2000-06-13,melt_up,BPS,HAIRCUT,780.0,False
2000-06-20,melt_up,IC,FLAT,1048.0,False
2000-06-20,melt_up,IC,HAIRCUT,564.0,False
2000-06-20,melt_up,BPS,FLAT,1027.0,False
2000-06-20,melt_up,BPS,HAIRCUT,734.0,False
2000-06-27,melt_up,IC,FLAT,1070.0,False
2000-06-27,melt_up,IC,HAIRCUT,593.0,False
2000-06-27,melt_up,BPS,FLAT,1079.0,False
2000-06-27,melt_up,BPS,HAIRCUT,790.0,False
2000-07-05,melt_up,IC,FLAT,1041.0,False
2000-07-05,melt_up,IC,HAIRCUT,564.0,False
2000-07-05,melt_up,BPS,FLAT,1054.0,False
2000-07-05,melt_up,BPS,HAIRCUT,760.0,False
2000-07-12,melt_up,IC,FLAT,1027.0,False
2000-07-12,melt_up,IC,HAIRCUT,535.0,False
2000-07-12,melt_up,BPS,FLAT,1047.0,False
2000-07-12,melt_up,BPS,HAIRCUT,743.0,False
2000-07-21,oscillation,IC,FLAT,950.0,True
2000-07-21,oscillation,IC,HAIRCUT,478.0,True
2000-07-21,oscillation,BPS,FLAT,925.0,True
2000-07-21,oscillation,BPS,HAIRCUT,639.0,True
2000-07-28,oscillation,IC,FLAT,981.0,False
2000-07-28,oscillation,IC,HAIRCUT,529.0,False
2000-07-28,oscillation,BPS,FLAT,970.0,False
2000-07-28,oscillation,BPS,HAIRCUT,696.0,False
2000-08-04,oscillation,IC,FLAT,915.0,False
2000-08-04,oscillation,IC,HAIRCUT,450.0,False
2000-08-04,oscillation,BPS,FLAT,889.0,False
2000-08-04,oscillation,BPS,HAIRCUT,607.0,False
2000-08-11,oscillation,IC,FLAT,908.0,False
2000-08-11,oscillation,IC,HAIRCUT,443.0,False
2000-08-11,oscillation,BPS,FLAT,873.0,False
2000-08-11,oscillation,BPS,HAIRCUT,595.0,False
2000-08-17,melt_down,IC,FLAT,873.0,True
2000-08-17,melt_down,IC,HAIRCUT,402.0,True
2000-08-17,melt_down,BPS,FLAT,864.0,True
2000-08-17,melt_down,BPS,HAIRCUT,575.0,True
2000-08-24,melt_down,IC,FLAT,-1473.0,False
2000-08-24,melt_down,IC,HAIRCUT,-1944.0,False
2000-08-24,melt_down,BPS,FLAT,-2084.0,False
2000-08-24,melt_down,BPS,HAIRCUT,-2375.0,False
2000-08-31,melt_down,IC,FLAT,-2549.0,False
2000-08-31,melt_down,IC,HAIRCUT,-3028.0,False
2000-08-31,melt_down,BPS,FLAT,-2683.0,False
2000-08-31,melt_down,BPS,HAIRCUT,-2974.0,False
2000-09-08,melt_down,IC,FLAT,-695.0,False
2000-09-08,melt_down,IC,HAIRCUT,-1176.0,False
2000-09-08,melt_down,BPS,FLAT,-2979.0,False
2000-09-08,melt_down,BPS,HAIRCUT,-3269.0,False
2000-09-15,melt_down,IC,FLAT,915.0,False
2000-09-15,melt_down,IC,HAIRCUT,443.0,False
2000-09-15,melt_down,BPS,FLAT,-2829.0,False
2000-09-15,melt_down,BPS,HAIRCUT,-3111.0,False
2000-09-18,melt_down,IC,FLAT,1002.0,True
2000-09-18,melt_down,IC,HAIRCUT,521.0,True
2000-09-18,melt_down,BPS,FLAT,-3198.0,True
2000-09-18,melt_down,BPS,HAIRCUT,-3491.0,True
2000-09-25,melt_down,IC,FLAT,1062.0,False
2000-09-25,melt_down,IC,HAIRCUT,580.0,False
2000-09-25,melt_down,BPS,FLAT,-2445.0,False
2000-09-25,melt_down,BPS,HAIRCUT,-2736.0,False
2000-10-02,melt_down,IC,FLAT,1058.0,False
2000-10-02,melt_down,IC,HAIRCUT,578.0,False
2000-10-02,melt_down,BPS,FLAT,1067.0,False
2000-10-02,melt_down,BPS,HAIRCUT,775.0,False
2000-10-09,melt_down,IC,FLAT,1146.0,False
2000-10-09,melt_down,IC,HAIRCUT,682.0,False
2000-10-09,melt_down,BPS,FLAT,1184.0,False
2000-10-09,melt_down,BPS,HAIRCUT,898.0,False
2000-10-19,oscillation,IC,FLAT,1165.0,True
2000-10-19,oscillation,IC,HAIRCUT,717.0,True
2000-10-19,oscillation,BPS,FLAT,1158.0,True
2000-10-19,oscillation,BPS,HAIRCUT,883.0,True
2000-10-26,oscillation,IC,FLAT,1317.0,False
2000-10-26,oscillation,IC,HAIRCUT,873.0,False
2000-10-26,oscillation,BPS,FLAT,1297.0,False
2000-10-26,oscillation,BPS,HAIRCUT,1032.0,False
2000-11-02,oscillation,IC,FLAT,-357.0,False
2000-11-02,oscillation,IC,HAIRCUT,-815.0,False
2000-11-02,oscillation,BPS,FLAT,-3569.0,False
2000-11-02,oscillation,BPS,HAIRCUT,-3846.0,False
2000-11-09,oscillation,IC,FLAT,1268.0,False
2000-11-09,oscillation,IC,HAIRCUT,815.0,False
2000-11-09,oscillation,BPS,FLAT,1267.0,False
2000-11-09,oscillation,BPS,HAIRCUT,995.0,False
2000-11-16,oscillation,IC,FLAT,1119.0,True
2000-11-16,oscillation,IC,HAIRCUT,684.0,True
2000-11-16,oscillation,BPS,FLAT,-659.0,True
2000-11-16,oscillation,BPS,HAIRCUT,-924.0,True
2000-11-24,oscillation,IC,FLAT,1137.0,False
2000-11-24,oscillation,IC,HAIRCUT,712.0,False
2000-11-24,oscillation,BPS,FLAT,1154.0,False
2000-11-24,oscillation,BPS,HAIRCUT,894.0,False
2000-12-01,oscillation,IC,FLAT,1153.0,False
2000-12-01,oscillation,IC,HAIRCUT,743.0,False
2000-12-01,oscillation,BPS,FLAT,1164.0,False
2000-12-01,oscillation,BPS,HAIRCUT,915.0,False
2000-12-08,oscillation,IC,FLAT,985.0,False
2000-12-08,oscillation,IC,HAIRCUT,561.0,False
2000-12-08,oscillation,BPS,FLAT,-2615.0,False
2000-12-08,oscillation,BPS,HAIRCUT,-2867.0,False
2000-12-22,melt_up,IC,FLAT,1160.0,True
2000-12-22,melt_up,IC,HAIRCUT,752.0,True
2000-12-22,melt_up,BPS,FLAT,1108.0,True
2000-12-22,melt_up,BPS,HAIRCUT,874.0,True
2001-01-02,melt_up,IC,FLAT,1314.0,False
2001-01-02,melt_up,IC,HAIRCUT,885.0,False
2001-01-02,melt_up,BPS,FLAT,1332.0,False
2001-01-02,melt_up,BPS,HAIRCUT,1076.0,False
2001-01-09,melt_up,IC,FLAT,1229.0,False
2001-01-09,melt_up,IC,HAIRCUT,801.0,False
2001-01-09,melt_up,BPS,FLAT,1250.0,False
2001-01-09,melt_up,BPS,HAIRCUT,991.0,False
2001-01-17,melt_up,IC,FLAT,1113.0,False
2001-01-17,melt_up,IC,HAIRCUT,679.0,False
2001-01-17,melt_up,BPS,FLAT,1164.0,False
2001-01-17,melt_up,BPS,HAIRCUT,893.0,False
2001-01-23,melt_down,IC,FLAT,-2756.0,True
2001-01-23,melt_down,IC,HAIRCUT,-3204.0,True
2001-01-23,melt_down,BPS,FLAT,-3122.0,True
2001-01-23,melt_down,BPS,HAIRCUT,-3392.0,True
2001-01-30,melt_down,IC,FLAT,-3124.0,False
2001-01-30,melt_down,IC,HAIRCUT,-3580.0,False
2001-01-30,melt_down,BPS,FLAT,-3272.0,False
2001-01-30,melt_down,BPS,HAIRCUT,-3544.0,False
2001-02-06,melt_down,IC,FLAT,-2986.0,False
2001-02-06,melt_down,IC,HAIRCUT,-3432.0,False
2001-02-06,melt_down,BPS,FLAT,-3191.0,False
2001-02-06,melt_down,BPS,HAIRCUT,-3460.0,False
2001-02-13,melt_down,IC,FLAT,-2835.0,False
2001-02-13,melt_down,IC,HAIRCUT,-3269.0,False
2001-02-13,melt_down,BPS,FLAT,-3049.0,False
2001-02-13,melt_down,BPS,HAIRCUT,-3310.0,False
2001-04-18,oscillation,IC,FLAT,1008.0,True
2001-04-18,oscillation,IC,HAIRCUT,603.0,True
2001-04-18,oscillation,BPS,FLAT,1062.0,True
2001-04-18,oscillation,BPS,HAIRCUT,809.0,True
2001-04-25,oscillation,IC,FLAT,1125.0,False
2001-04-25,oscillation,IC,HAIRCUT,723.0,False
2001-04-25,oscillation,BPS,FLAT,1170.0,False
2001-04-25,oscillation,BPS,HAIRCUT,920.0,False
2001-05-02,oscillation,IC,FLAT,1024.0,False
2001-05-02,oscillation,IC,HAIRCUT,611.0,False
2001-05-02,oscillation,BPS,FLAT,1031.0,False
2001-05-02,oscillation,BPS,HAIRCUT,780.0,False
2001-05-09,oscillation,IC,FLAT,1031.0,False
2001-05-09,oscillation,IC,HAIRCUT,620.0,False
2001-05-09,oscillation,BPS,FLAT,1041.0,False
2001-05-09,oscillation,BPS,HAIRCUT,791.0,False
2001-05-22,melt_down,IC,FLAT,-2595.0,True
2001-05-22,melt_down,IC,HAIRCUT,-3020.0,True
2001-05-22,melt_down,BPS,FLAT,-2845.0,True
2001-05-22,melt_down,BPS,HAIRCUT,-3105.0,True
2001-05-30,melt_down,IC,FLAT,966.0,False
2001-05-30,melt_down,IC,HAIRCUT,559.0,False
2001-05-30,melt_down,BPS,FLAT,978.0,False
2001-05-30,melt_down,BPS,HAIRCUT,725.0,False
2001-06-06,melt_down,IC,FLAT,872.0,False
2001-06-06,melt_down,IC,HAIRCUT,460.0,False
2001-06-06,melt_down,BPS,FLAT,-2827.0,False
2001-06-06,melt_down,BPS,HAIRCUT,-3078.0,False
2001-06-13,melt_down,IC,FLAT,897.0,True
2001-06-13,melt_down,IC,HAIRCUT,495.0,True
2001-06-13,melt_down,BPS,FLAT,907.0,True
2001-06-13,melt_down,BPS,HAIRCUT,660.0,True
2001-06-20,melt_down,IC,FLAT,893.0,False
2001-06-20,melt_down,IC,HAIRCUT,496.0,False
2001-06-20,melt_down,BPS,FLAT,881.0,False
2001-06-20,melt_down,BPS,HAIRCUT,639.0,False
2001-06-27,melt_down,IC,FLAT,845.0,False
2001-06-27,melt_down,IC,HAIRCUT,452.0,False
2001-06-27,melt_down,BPS,FLAT,855.0,False
2001-06-27,melt_down,BPS,HAIRCUT,615.0,False
2001-07-05,melt_down,IC,FLAT,833.0,False
2001-07-05,melt_down,IC,HAIRCUT,437.0,False
2001-07-05,melt_down,BPS,FLAT,825.0,False
2001-07-05,melt_down,BPS,HAIRCUT,584.0,False
2001-07-11,oscillation,IC,FLAT,966.0,True
2001-07-11,oscillation,IC,HAIRCUT,575.0,True
2001-07-11,oscillation,BPS,FLAT,963.0,True
2001-07-11,oscillation,BPS,HAIRCUT,724.0,True
2001-07-18,oscillation,IC,FLAT,964.0,False
2001-07-18,oscillation,IC,HAIRCUT,566.0,False
2001-07-18,oscillation,BPS,FLAT,4.0,False
2001-07-18,oscillation,BPS,HAIRCUT,-242.0,False
2001-07-25,oscillation,IC,FLAT,-952.0,False
2001-07-25,oscillation,IC,HAIRCUT,-1342.0,False
2001-07-25,oscillation,BPS,FLAT,982.0,False
2001-07-25,oscillation,BPS,HAIRCUT,741.0,False
2001-08-01,oscillation,IC,FLAT,-2308.0,False
2001-08-01,oscillation,IC,HAIRCUT,-2675.0,False
2001-08-01,oscillation,BPS,FLAT,-2752.0,False
2001-08-01,oscillation,BPS,HAIRCUT,-2997.0,False
2001-08-08,oscillation,IC,FLAT,-2465.0,False
2001-08-08,oscillation,IC,HAIRCUT,-2825.0,False
2001-08-08,oscillation,BPS,FLAT,-2812.0,False
2001-08-08,oscillation,BPS,HAIRCUT,-3047.0,False
2001-08-15,oscillation,IC,FLAT,-2237.0,False
2001-08-15,oscillation,IC,HAIRCUT,-2593.0,False
2001-08-15,oscillation,BPS,FLAT,-2366.0,False
2001-08-15,oscillation,BPS,HAIRCUT,-2576.0,False
2001-10-02,melt_up,IC,FLAT,1144.0,True
2001-10-02,melt_up,IC,HAIRCUT,785.0,True
2001-10-02,melt_up,BPS,FLAT,1144.0,True
2001-10-02,melt_up,BPS,HAIRCUT,929.0,True
2001-10-09,melt_up,IC,FLAT,1247.0,False
2001-10-09,melt_up,IC,HAIRCUT,893.0,False
2001-10-09,melt_up,BPS,FLAT,1279.0,False
2001-10-09,melt_up,BPS,HAIRCUT,1064.0,False
2001-10-16,melt_up,IC,FLAT,1225.0,False
2001-10-16,melt_up,IC,HAIRCUT,857.0,False
2001-10-16,melt_up,BPS,FLAT,1270.0,False
2001-10-16,melt_up,BPS,HAIRCUT,1046.0,False
2001-10-23,melt_up,IC,FLAT,1181.0,False
2001-10-23,melt_up,IC,HAIRCUT,817.0,False
2001-10-23,melt_up,BPS,FLAT,1193.0,False
2001-10-23,melt_up,BPS,HAIRCUT,977.0,False
2001-10-30,melt_up,IC,FLAT,1199.0,False
2001-10-30,melt_up,IC,HAIRCUT,844.0,False
2001-10-30,melt_up,BPS,FLAT,1221.0,False
2001-10-30,melt_up,BPS,HAIRCUT,1010.0,False
2001-11-06,oscillation,IC,FLAT,1115.0,True
2001-11-06,oscillation,IC,HAIRCUT,740.0,True
2001-11-06,oscillation,BPS,FLAT,1103.0,True
2001-11-06,oscillation,BPS,HAIRCUT,881.0,True
2001-11-13,oscillation,IC,FLAT,1019.0,False
2001-11-13,oscillation,IC,HAIRCUT,644.0,False
2001-11-13,oscillation,BPS,FLAT,1027.0,False
2001-11-13,oscillation,BPS,HAIRCUT,800.0,False
2001-11-20,oscillation,IC,FLAT,919.0,False
2001-11-20,oscillation,IC,HAIRCUT,552.0,False
2001-11-20,oscillation,BPS,FLAT,945.0,False
2001-11-20,oscillation,BPS,HAIRCUT,717.0,False
2001-11-28,oscillation,IC,FLAT,982.0,False
2001-11-28,oscillation,IC,HAIRCUT,617.0,False
2001-11-28,oscillation,BPS,FLAT,989.0,False
2001-11-28,oscillation,BPS,HAIRCUT,765.0,False
2001-12-05,oscillation,IC,FLAT,888.0,False
2001-12-05,oscillation,IC,HAIRCUT,514.0,False
2001-12-05,oscillation,BPS,FLAT,891.0,False
2001-12-05,oscillation,BPS,HAIRCUT,664.0,False
2001-12-12,oscillation,IC,FLAT,914.0,False
2001-12-12,oscillation,IC,HAIRCUT,554.0,False
2001-12-12,oscillation,BPS,FLAT,943.0,False
2001-12-12,oscillation,BPS,HAIRCUT,722.0,False
2001-12-19,oscillation,IC,FLAT,841.0,False
2001-12-19,oscillation,IC,HAIRCUT,480.0,False
2001-12-19,oscillation,BPS,FLAT,857.0,False
2001-12-19,oscillation,BPS,HAIRCUT,634.0,False
2001-12-27,oscillation,IC,FLAT,817.0,False
2001-12-27,oscillation,IC,HAIRCUT,454.0,False
2001-12-27,oscillation,BPS,FLAT,781.0,False
2001-12-27,oscillation,BPS,HAIRCUT,564.0,False
2002-01-04,oscillation,IC,FLAT,778.0,False
2002-01-04,oscillation,IC,HAIRCUT,411.0,False
2002-01-04,oscillation,BPS,FLAT,-1423.0,False
2002-01-04,oscillation,BPS,HAIRCUT,-1643.0,False
2002-01-11,oscillation,IC,FLAT,851.0,True
2002-01-11,oscillation,IC,HAIRCUT,490.0,True
2002-01-11,oscillation,BPS,FLAT,-1042.0,True
2002-01-11,oscillation,BPS,HAIRCUT,-1259.0,True
2002-01-18,oscillation,IC,FLAT,824.0,False
2002-01-18,oscillation,IC,HAIRCUT,469.0,False
2002-01-18,oscillation,BPS,FLAT,805.0,False
2002-01-18,oscillation,BPS,HAIRCUT,593.0,False
2002-01-28,oscillation,IC,FLAT,807.0,False
2002-01-28,oscillation,IC,HAIRCUT,435.0,False
2002-01-28,oscillation,BPS,FLAT,832.0,False
2002-01-28,oscillation,BPS,HAIRCUT,606.0,False
2002-01-29,melt_up,IC,FLAT,920.0,True
2002-01-29,melt_up,IC,HAIRCUT,555.0,True
2002-01-29,melt_up,BPS,FLAT,890.0,True
2002-01-29,melt_up,BPS,HAIRCUT,672.0,True
2002-02-05,melt_up,IC,FLAT,946.0,False
2002-02-05,melt_up,IC,HAIRCUT,584.0,False
2002-02-05,melt_up,BPS,FLAT,916.0,False
2002-02-05,melt_up,BPS,HAIRCUT,701.0,False
2002-02-12,melt_up,IC,FLAT,819.0,False
2002-02-12,melt_up,IC,HAIRCUT,458.0,False
2002-02-12,melt_up,BPS,FLAT,810.0,False
2002-02-12,melt_up,BPS,HAIRCUT,590.0,False
2002-02-20,melt_up,IC,FLAT,819.0,False
2002-02-20,melt_up,IC,HAIRCUT,463.0,False
2002-02-20,melt_up,BPS,FLAT,884.0,False
2002-02-20,melt_up,BPS,HAIRCUT,661.0,False
2002-02-27,melt_up,IC,FLAT,797.0,False
2002-02-27,melt_up,IC,HAIRCUT,437.0,False
2002-02-27,melt_up,BPS,FLAT,833.0,False
2002-02-27,melt_up,BPS,HAIRCUT,612.0,False
2002-03-04,oscillation,IC,FLAT,810.0,True
2002-03-04,oscillation,IC,HAIRCUT,430.0,True
2002-03-04,oscillation,BPS,FLAT,807.0,True
2002-03-04,oscillation,BPS,HAIRCUT,578.0,True
2002-03-11,oscillation,IC,FLAT,134.0,False
2002-03-11,oscillation,IC,HAIRCUT,-249.0,False
2002-03-11,oscillation,BPS,FLAT,-170.0,False
2002-03-11,oscillation,BPS,HAIRCUT,-401.0,False
2002-03-18,oscillation,IC,FLAT,-611.0,False
2002-03-18,oscillation,IC,HAIRCUT,-989.0,False
2002-03-18,oscillation,BPS,FLAT,-536.0,False
2002-03-18,oscillation,BPS,HAIRCUT,-767.0,False
2002-03-25,oscillation,IC,FLAT,704.0,False
2002-03-25,oscillation,IC,HAIRCUT,335.0,False
2002-03-25,oscillation,BPS,FLAT,-603.0,False
2002-03-25,oscillation,BPS,HAIRCUT,-826.0,False
2002-04-02,oscillation,IC,FLAT,754.0,False
2002-04-02,oscillation,IC,HAIRCUT,376.0,False
2002-04-02,oscillation,BPS,FLAT,-1784.0,False
2002-04-02,oscillation,BPS,HAIRCUT,-2015.0,False
2002-04-09,oscillation,IC,FLAT,753.0,False
2002-04-09,oscillation,IC,HAIRCUT,381.0,False
2002-04-09,oscillation,BPS,FLAT,-1039.0,False
2002-04-09,oscillation,BPS,HAIRCUT,-1266.0,False
2002-04-23,oscillation,IC,FLAT,213.0,True
2002-04-23,oscillation,IC,HAIRCUT,-148.0,True
2002-04-23,oscillation,BPS,FLAT,763.0,True
2002-04-23,oscillation,BPS,HAIRCUT,539.0,True
2002-04-30,oscillation,IC,FLAT,804.0,False
2002-04-30,oscillation,IC,HAIRCUT,449.0,False
2002-04-30,oscillation,BPS,FLAT,810.0,False
2002-04-30,oscillation,BPS,HAIRCUT,596.0,False
2002-05-07,oscillation,IC,FLAT,799.0,False
2002-05-07,oscillation,IC,HAIRCUT,451.0,False
2002-05-07,oscillation,BPS,FLAT,767.0,False
2002-05-07,oscillation,BPS,HAIRCUT,559.0,False
2002-05-14,oscillation,IC,FLAT,-2181.0,False
2002-05-14,oscillation,IC,HAIRCUT,-2540.0,False
2002-05-14,oscillation,BPS,FLAT,-2294.0,False
2002-05-14,oscillation,BPS,HAIRCUT,-2511.0,False
2002-10-17,oscillation,IC,FLAT,1010.0,True
2002-10-17,oscillation,IC,HAIRCUT,723.0,True
2002-10-17,oscillation,BPS,FLAT,1024.0,True
2002-10-17,oscillation,BPS,HAIRCUT,849.0,True
2002-10-24,oscillation,IC,FLAT,989.0,False
2002-10-24,oscillation,IC,HAIRCUT,702.0,False
2002-10-24,oscillation,BPS,FLAT,1021.0,False
2002-10-24,oscillation,BPS,HAIRCUT,845.0,False
2002-10-31,oscillation,IC,FLAT,923.0,False
2002-10-31,oscillation,IC,HAIRCUT,634.0,False
2002-10-31,oscillation,BPS,FLAT,911.0,False
2002-10-31,oscillation,BPS,HAIRCUT,739.0,False
2002-11-07,oscillation,IC,FLAT,958.0,False
2002-11-07,oscillation,IC,HAIRCUT,663.0,False
2002-11-07,oscillation,BPS,FLAT,955.0,False
2002-11-07,oscillation,BPS,HAIRCUT,779.0,False
2002-11-14,oscillation,IC,FLAT,840.0,True
2002-11-14,oscillation,IC,HAIRCUT,552.0,True
2002-11-14,oscillation,BPS,FLAT,879.0,True
2002-11-14,oscillation,BPS,HAIRCUT,703.0,True
2002-11-21,oscillation,IC,FLAT,706.0,False
2002-11-21,oscillation,IC,HAIRCUT,417.0,False
2002-11-21,oscillation,BPS,FLAT,-380.0,False
2002-11-21,oscillation,BPS,HAIRCUT,-561.0,False
2002-11-29,oscillation,IC,FLAT,829.0,False
2002-11-29,oscillation,IC,HAIRCUT,532.0,False
2002-11-29,oscillation,BPS,FLAT,-2210.0,False
2002-11-29,oscillation,BPS,HAIRCUT,-2387.0,False
2002-12-06,oscillation,IC,FLAT,847.0,False
2002-12-06,oscillation,IC,HAIRCUT,562.0,False
2002-12-06,oscillation,BPS,FLAT,820.0,False
2002-12-06,oscillation,BPS,HAIRCUT,653.0,False
2002-12-09,oscillation,IC,FLAT,891.0,True
2002-12-09,oscillation,IC,HAIRCUT,603.0,True
2002-12-09,oscillation,BPS,FLAT,903.0,True
2002-12-09,oscillation,BPS,HAIRCUT,730.0,True
2002-12-16,oscillation,IC,FLAT,792.0,False
2002-12-16,oscillation,IC,HAIRCUT,499.0,False
2002-12-16,oscillation,BPS,FLAT,807.0,False
2002-12-16,oscillation,BPS,HAIRCUT,630.0,False
2002-12-23,oscillation,IC,FLAT,791.0,False
2002-12-23,oscillation,IC,HAIRCUT,501.0,False
2002-12-23,oscillation,BPS,FLAT,746.0,False
2002-12-23,oscillation,BPS,HAIRCUT,577.0,False
2002-12-31,oscillation,IC,FLAT,864.0,False
2002-12-31,oscillation,IC,HAIRCUT,573.0,False
2002-12-31,oscillation,BPS,FLAT,391.0,False
2002-12-31,oscillation,BPS,HAIRCUT,220.0,False
2003-02-04,melt_down,IC,FLAT,965.0,True
2003-02-04,melt_down,IC,HAIRCUT,679.0,True
2003-02-04,melt_down,BPS,FLAT,968.0,True
2003-02-04,melt_down,BPS,HAIRCUT,799.0,True
2003-02-11,melt_down,IC,FLAT,964.0,False
2003-02-11,melt_down,IC,HAIRCUT,685.0,False
2003-02-11,melt_down,BPS,FLAT,974.0,False
2003-02-11,melt_down,BPS,HAIRCUT,809.0,False
2003-02-19,melt_down,IC,FLAT,892.0,False
2003-02-19,melt_down,IC,HAIRCUT,610.0,False
2003-02-19,melt_down,BPS,FLAT,942.0,False
2003-02-19,melt_down,BPS,HAIRCUT,770.0,False
2003-02-26,melt_down,IC,FLAT,905.0,False
2003-02-26,melt_down,IC,HAIRCUT,627.0,False
2003-02-26,melt_down,BPS,FLAT,919.0,False
2003-02-26,melt_down,BPS,HAIRCUT,750.0,False
2003-03-05,melt_down,IC,FLAT,844.0,False
2003-03-05,melt_down,IC,HAIRCUT,570.0,False
2003-03-05,melt_down,BPS,FLAT,887.0,False
2003-03-05,melt_down,BPS,HAIRCUT,718.0,False
2003-03-24,oscillation,IC,FLAT,894.0,True
2003-03-24,oscillation,IC,HAIRCUT,605.0,True
2003-03-24,oscillation,BPS,FLAT,913.0,True
2003-03-24,oscillation,BPS,HAIRCUT,741.0,True
2003-03-31,oscillation,IC,FLAT,855.0,False
2003-03-31,oscillation,IC,HAIRCUT,570.0,False
2003-03-31,oscillation,BPS,FLAT,862.0,False
2003-03-31,oscillation,BPS,HAIRCUT,692.0,False
2003-04-07,oscillation,IC,FLAT,848.0,False
2003-04-07,oscillation,IC,HAIRCUT,555.0,False
2003-04-07,oscillation,BPS,FLAT,858.0,False
2003-04-07,oscillation,BPS,HAIRCUT,682.0,False
2003-04-14,oscillation,IC,FLAT,700.0,False
2003-04-14,oscillation,IC,HAIRCUT,412.0,False
2003-04-14,oscillation,BPS,FLAT,721.0,False
2003-04-14,oscillation,BPS,HAIRCUT,544.0,False
2003-04-17,melt_up,IC,FLAT,617.0,True
2003-04-17,melt_up,IC,HAIRCUT,337.0,True
2003-04-17,melt_up,BPS,FLAT,617.0,True
2003-04-17,melt_up,BPS,HAIRCUT,445.0,True
2003-04-25,melt_up,IC,FLAT,334.0,False
2003-04-25,melt_up,IC,HAIRCUT,46.0,False
2003-04-25,melt_up,BPS,FLAT,596.0,False
2003-04-25,melt_up,BPS,HAIRCUT,422.0,False
2003-05-02,melt_up,IC,FLAT,159.0,False
2003-05-02,melt_up,IC,HAIRCUT,-136.0,False
2003-05-02,melt_up,BPS,FLAT,609.0,False
2003-05-02,melt_up,BPS,HAIRCUT,434.0,False
2003-05-09,melt_up,IC,FLAT,612.0,False
2003-05-09,melt_up,IC,HAIRCUT,315.0,False
2003-05-09,melt_up,BPS,FLAT,593.0,False
2003-05-09,melt_up,BPS,HAIRCUT,417.0,False
2003-05-30,melt_up,IC,FLAT,613.0,True
2003-05-30,melt_up,IC,HAIRCUT,308.0,True
2003-05-30,melt_up,BPS,FLAT,614.0,True
2003-05-30,melt_up,BPS,HAIRCUT,427.0,True
2003-06-06,melt_up,IC,FLAT,705.0,False
