entry_date,exit_date,strategy,family,hv,era,entry_delta_pershare,contracts,exit_pnl,delta_pnl,residual,fidelity_err,in_ep,pos,tercile
2023-08-29,2023-09-15,Bull Call Diagonal,BCD,nonHV,post2020,0.4023,1.0424,-2561.82,-2299.31,-262.51,0.0,True,1.0,top
2023-12-08,2024-01-16,Bull Call Diagonal,BCD,nonHV,post2020,0.3999,1.1873,8433.39,7975.11,458.28,0.0,True,1.0,top
2024-01-16,2024-02-20,Bull Call Diagonal,BCD,nonHV,post2020,0.4001,1.0308,9258.05,9014.73,243.32,0.0,True,0.8124002524798966,top
2024-02-13,2024-02-27,Bull Put Spread,BPS,nonHV,post2020,0.1523,7.2107,17805.88,14465.36,3340.52,0.0,True,0.5941646924226807,mid
2024-02-27,2024-04-02,Bull Call Diagonal,BCD,nonHV,post2020,0.3994,0.9953,6182.23,5320.38,861.85,0.0,True,0.9217014076394139,top
2024-04-02,2024-04-15,Bull Call Diagonal,BCD,nonHV,post2020,0.3991,0.8995,-3033.4,-5401.53,2368.13,0.0,True,0.6463649331753875,mid
2024-06-07,2024-07-15,Bull Call Diagonal,BCD,nonHV,post2020,0.3998,1.0308,10991.71,10292.28,699.42,0.0,True,0.9406194653816055,top
2024-07-15,2024-08-02,Bull Call Diagonal,BCD,nonHV,post2020,0.4008,0.9157,-3800.75,-10355.74,6554.99,0.0,True,0.9855410619143854,top
2024-11-08,2024-12-13,Bull Call Diagonal,BCD,nonHV,post2020,0.3994,0.7627,1841.0,1809.85,31.16,0.0,True,1.0,top
2024-12-13,2024-12-18,Bull Call Diagonal,BCD,nonHV,post2020,0.3987,0.8143,970.8,-5174.77,6145.57,0.0,True,0.6760099327720913,top
2024-12-24,2024-12-31,Bull Call Diagonal,BCD,nonHV,post2020,0.4017,0.7873,-3573.55,-4818.22,1244.66,0.0,True,0.774945142454599,top
2025-01-21,2025-02-03,Bull Put Spread,BPS,nonHV,post2020,0.1498,6.3309,-7234.44,-4162.54,-3071.89,0.0,True,1.0,top
2025-02-06,2025-02-20,Bull Put Spread,BPS,nonHV,post2020,0.1502,6.093,6120.52,4180.79,1939.73,0.0,True,0.8062517835701556,top
2025-06-03,2025-06-16,Bull Put Spread,BPS,nonHV,post2020,0.1515,5.4339,6552.97,6136.59,416.38,0.0,True,1.0,top
2025-07-07,2025-07-18,Bull Put Spread,BPS,nonHV,post2020,0.1492,5.2606,10435.75,5533.59,4902.15,0.0,True,0.8415136690737696,top
2025-06-25,2025-07-30,Bull Call Diagonal,BCD,nonHV,post2020,0.3994,0.6764,8363.86,7147.39,1216.47,0.0,True,0.9998690510030374,top
2025-07-30,2025-09-03,Bull Call Diagonal,BCD,nonHV,post2020,0.3999,0.695,3320.8,2075.15,1245.65,0.0,True,0.815971026221537,top
2025-09-02,2025-09-15,Bull Put Spread,BPS,nonHV,post2020,0.15,5.2582,17611.27,12892.71,4718.56,0.0,True,0.34452226725151186,mid
2025-09-03,2025-10-07,Bull Call Diagonal,BCD,nonHV,post2020,0.4001,0.6528,8043.13,7162.68,880.46,0.0,True,0.5929825992487977,mid
2025-09-25,2025-10-08,Bull Put Spread,BPS,nonHV,post2020,0.1494,5.2565,14047.16,10528.59,3518.58,0.0,True,0.5805428261189635,mid
2025-10-23,2025-11-05,Bull Put Spread,BPS,nonHV,post2020,0.1492,4.9896,6652.52,5910.23,742.29,0.0,True,0.9240582509664409,top
2025-10-08,2025-11-11,Bull Call Diagonal,BCD,nonHV,post2020,0.3994,0.6254,3324.92,2002.01,1322.91,0.0,True,1.0,top
2025-12-02,2025-12-17,Bull Call Diagonal,BCD,nonHV,post2020,0.399,0.6098,-2426.2,-3117.51,691.31,0.0,True,0.9309655500356638,top
2025-12-09,2025-12-22,Bull Put Spread,BPS,nonHV,post2020,0.1498,4.9812,10560.96,4807.99,5752.96,0.0,True,0.9098717754295869,top
2026-01-07,2026-01-20,Bull Call Diagonal,BCD,nonHV,post2020,0.3999,0.6443,-1287.87,-3266.27,1978.4,0.0,True,0.8930583910015694,top
2026-01-14,2026-01-28,Bull Put Spread,BPS,nonHV,post2020,0.15,4.9911,7746.83,5054.12,2692.7,0.0,True,0.6154669927556371,mid
2026-01-22,2026-02-05,Bull Call Diagonal,BCD,nonHV,post2020,0.4006,0.6329,-472.64,-2765.73,2293.09,0.0,True,0.6456966547580383,mid
2026-01-29,2026-02-11,Bull Put Spread,BPS,nonHV,post2020,0.1493,4.9383,-60.12,-2131.49,2071.38,0.0,True,0.9472305509881678,top
2026-04-17,2026-04-30,Bull Put Spread,BPS,nonHV,post2020,0.1498,4.6615,9794.79,6493.52,3301.28,0.0,True,1.0,top
2026-04-30,2026-05-13,Bull Put Spread,BPS,nonHV,post2020,0.1495,4.7738,15294.02,14600.18,693.83,0.0,True,1.0,top
2026-05-14,2026-05-28,Bull Put Spread,BPS,nonHV,post2020,0.1499,4.4654,9703.13,5869.15,3833.98,0.0,True,1.0,top
2026-05-22,2026-06-29,Bull Call Diagonal,BCD,nonHV,post2020,0.4001,0.5522,-381.11,-1292.7,911.59,0.0,True,0.907584286094988,top
2026-06-22,2026-07-06,Bull Put Spread,BPS,nonHV,post2020,0.1497,4.4867,10140.22,6078.63,4061.59,0.0,True,0.6003677889785808,mid
