timestamp,date,bar_hm,vix,spx,ivp252,regime,baseline_strategy,baseline_position_action
2025-05-29 11:30:00-04:00,2025-05-29,11:30,19.940000534057617,5902.240234375,71.5,NORMAL,Reduce / Wait,WAIT
2025-05-29 12:30:00-04:00,2025-05-29,12:30,19.1299991607666,5905.33984375,65.1,NORMAL,Reduce / Wait,WAIT
2025-05-29 13:30:00-04:00,2025-05-29,13:30,19.270000457763672,5892.16015625,66.7,NORMAL,Reduce / Wait,WAIT
2025-05-29 14:30:00-04:00,2025-05-29,14:30,19.06999969482422,5900.75,63.5,NORMAL,Reduce / Wait,WAIT
2025-05-29 15:30:00-04:00,2025-05-29,15:30,19.049999237060547,5912.16015625,63.5,NORMAL,Reduce / Wait,WAIT
2025-05-30 09:30:00-04:00,2025-05-30,09:30,19.700000762939453,5907.2001953125,69.6,NORMAL,Reduce / Wait,WAIT
2025-05-30 10:30:00-04:00,2025-05-30,10:30,19.260000228881836,5902.64990234375,66.0,NORMAL,Reduce / Wait,WAIT
2025-05-30 11:30:00-04:00,2025-05-30,11:30,19.260000228881836,5860.10009765625,66.0,NORMAL,Reduce / Wait,WAIT
2025-05-30 12:30:00-04:00,2025-05-30,12:30,20.239999771118164,5869.60009765625,71.6,NORMAL,Reduce / Wait,WAIT
2025-05-30 13:30:00-04:00,2025-05-30,13:30,19.920000076293945,5893.7998046875,71.6,NORMAL,Reduce / Wait,WAIT
2025-05-30 14:30:00-04:00,2025-05-30,14:30,19.059999465942383,5917.35009765625,63.2,NORMAL,Reduce / Wait,WAIT
2025-05-30 15:30:00-04:00,2025-05-30,15:30,18.75,5907.06005859375,62.0,NORMAL,Reduce / Wait,WAIT
2025-06-02 09:30:00-04:00,2025-06-02,09:30,19.530000686645508,5895.93017578125,68.5,NORMAL,Reduce / Wait,WAIT
2025-06-02 10:30:00-04:00,2025-06-02,10:30,18.8799991607666,5895.77978515625,61.8,NORMAL,Reduce / Wait,WAIT
2025-06-02 11:30:00-04:00,2025-06-02,11:30,18.8799991607666,5904.06005859375,61.8,NORMAL,Reduce / Wait,WAIT
2025-06-02 12:30:00-04:00,2025-06-02,12:30,18.93000030517578,5909.10986328125,62.2,NORMAL,Reduce / Wait,WAIT
2025-06-02 13:30:00-04:00,2025-06-02,13:30,18.899999618530273,5925.22998046875,61.8,NORMAL,Reduce / Wait,WAIT
2025-06-02 14:30:00-04:00,2025-06-02,14:30,18.530000686645508,5934.080078125,59.8,NORMAL,Reduce / Wait,WAIT
2025-06-02 15:30:00-04:00,2025-06-02,15:30,18.479999542236328,5937.39990234375,59.8,NORMAL,Reduce / Wait,WAIT
2025-06-03 09:30:00-04:00,2025-06-03,09:30,18.440000534057617,5948.52001953125,59.0,NORMAL,Reduce / Wait,WAIT
2025-06-03 10:30:00-04:00,2025-06-03,10:30,18.010000228881836,5959.56982421875,53.8,NORMAL,Bull Put Spread,OPEN
2025-06-03 11:30:00-04:00,2025-06-03,11:30,17.989999771118164,5971.18017578125,53.8,NORMAL,Bull Put Spread,OPEN
2025-06-03 12:30:00-04:00,2025-06-03,12:30,17.920000076293945,5978.169921875,53.4,NORMAL,Bull Put Spread,OPEN
2025-06-03 13:30:00-04:00,2025-06-03,13:30,17.8700008392334,5972.009765625,53.0,NORMAL,Bull Put Spread,OPEN
2025-06-03 14:30:00-04:00,2025-06-03,14:30,17.739999771118164,5972.72998046875,52.2,NORMAL,Bull Put Spread,OPEN
2025-06-03 15:30:00-04:00,2025-06-03,15:30,17.649999618530273,5970.52978515625,51.0,NORMAL,Bull Put Spread,OPEN
2025-06-04 09:30:00-04:00,2025-06-04,09:30,17.670000076293945,5986.8798828125,50.6,NORMAL,Bull Put Spread,OPEN
2025-06-04 10:30:00-04:00,2025-06-04,10:30,17.65999984741211,5980.56982421875,50.6,NORMAL,Bull Put Spread,OPEN
2025-06-04 11:30:00-04:00,2025-06-04,11:30,17.68000030517578,5969.83984375,50.6,NORMAL,Bull Put Spread,OPEN
2025-06-04 12:30:00-04:00,2025-06-04,12:30,17.6299991607666,5983.47021484375,50.6,NORMAL,Bull Put Spread,OPEN
2025-06-04 13:30:00-04:00,2025-06-04,13:30,17.579999923706055,5986.18017578125,50.2,NORMAL,Bull Put Spread,OPEN
2025-06-04 14:30:00-04:00,2025-06-04,14:30,17.56999969482422,5980.580078125,50.2,NORMAL,Bull Put Spread,OPEN
2025-06-04 15:30:00-04:00,2025-06-04,15:30,17.489999771118164,5971.16015625,49.8,NORMAL,Bull Put Spread,OPEN
2025-06-05 09:30:00-04:00,2025-06-05,09:30,18.09000015258789,5971.31005859375,54.2,NORMAL,Bull Put Spread,OPEN
2025-06-05 10:30:00-04:00,2025-06-05,10:30,17.270000457763672,5996.35986328125,48.2,NORMAL,Bull Put Spread,OPEN
2025-06-05 11:30:00-04:00,2025-06-05,11:30,17.149999618530273,5989.39990234375,46.6,NORMAL,Bull Put Spread,OPEN
2025-06-05 12:30:00-04:00,2025-06-05,12:30,17.65999984741211,5974.6298828125,50.2,NORMAL,Bull Put Spread,OPEN
2025-06-05 13:30:00-04:00,2025-06-05,13:30,17.329999923706055,5963.02978515625,48.2,NORMAL,Bull Put Spread,OPEN
2025-06-05 14:30:00-04:00,2025-06-05,14:30,17.799999237060547,5933.81005859375,51.8,NORMAL,Bull Put Spread,OPEN
2025-06-05 15:30:00-04:00,2025-06-05,15:30,18.6299991607666,5939.68017578125,61.0,NORMAL,Reduce / Wait,WAIT
2025-06-06 09:30:00-04:00,2025-06-06,09:30,17.200000762939453,6001.02978515625,47.0,NORMAL,Bull Put Spread,OPEN
2025-06-06 10:30:00-04:00,2025-06-06,10:30,17.18000030517578,5994.14990234375,47.0,NORMAL,Bull Put Spread,OPEN
2025-06-06 11:30:00-04:00,2025-06-06,11:30,16.899999618530273,5995.75,44.6,NORMAL,Bull Put Spread,OPEN
2025-06-06 12:30:00-04:00,2025-06-06,12:30,17.059999465942383,5991.830078125,45.0,NORMAL,Bull Put Spread,OPEN
2025-06-06 13:30:00-04:00,2025-06-06,13:30,16.719999313354492,6005.25,43.4,NORMAL,Bull Put Spread,OPEN
2025-06-06 14:30:00-04:00,2025-06-06,14:30,16.860000610351562,6003.0,44.2,NORMAL,Bull Put Spread,OPEN
2025-06-06 15:30:00-04:00,2025-06-06,15:30,16.809999465942383,5999.66015625,44.2,NORMAL,Bull Put Spread,OPEN
2025-06-09 09:30:00-04:00,2025-06-09,09:30,17.389999389648438,6006.77001953125,47.8,NORMAL,Bull Put Spread,OPEN
2025-06-09 10:30:00-04:00,2025-06-09,10:30,17.270000457763672,6001.2099609375,47.4,NORMAL,Bull Put Spread,OPEN
2025-06-09 11:30:00-04:00,2025-06-09,11:30,17.059999465942383,6006.990234375,44.6,NORMAL,Bull Put Spread,OPEN
2025-06-09 12:30:00-04:00,2025-06-09,12:30,17.020000457763672,6017.06982421875,44.6,NORMAL,Bull Put Spread,OPEN
2025-06-09 13:30:00-04:00,2025-06-09,13:30,16.8700008392334,6019.43017578125,43.8,NORMAL,Bull Put Spread,OPEN
2025-06-09 14:30:00-04:00,2025-06-09,14:30,16.84000015258789,6014.080078125,43.8,NORMAL,Bull Put Spread,OPEN
2025-06-09 15:30:00-04:00,2025-06-09,15:30,17.110000610351562,6004.2001953125,45.0,NORMAL,Bull Put Spread,OPEN
2025-06-10 09:30:00-04:00,2025-06-10,09:30,17.139999389648438,6020.990234375,45.4,NORMAL,Bull Put Spread,OPEN
2025-06-10 10:30:00-04:00,2025-06-10,10:30,17.06999969482422,6020.4599609375,44.6,NORMAL,Bull Put Spread,OPEN
2025-06-10 11:30:00-04:00,2025-06-10,11:30,16.989999771118164,6027.60009765625,44.6,NORMAL,Bull Put Spread,OPEN
2025-06-10 12:30:00-04:00,2025-06-10,12:30,16.8799991607666,6027.7099609375,44.2,NORMAL,Bull Put Spread,OPEN
2025-06-10 13:30:00-04:00,2025-06-10,13:30,17.030000686645508,6018.2900390625,44.6,NORMAL,Bull Put Spread,OPEN
2025-06-10 14:30:00-04:00,2025-06-10,14:30,16.719999313354492,6035.5,42.6,NORMAL,Reduce / Wait,WAIT
2025-06-10 15:30:00-04:00,2025-06-10,15:30,16.760000228881836,6039.830078125,43.0,NORMAL,Bull Put Spread,OPEN
2025-06-11 09:30:00-04:00,2025-06-11,09:30,16.579999923706055,6057.0,41.4,NORMAL,Reduce / Wait,WAIT
2025-06-11 10:30:00-04:00,2025-06-11,10:30,16.399999618530273,6051.77001953125,39.0,NORMAL,Reduce / Wait,WAIT
2025-06-11 11:30:00-04:00,2025-06-11,11:30,16.5,6040.72998046875,39.8,NORMAL,Reduce / Wait,WAIT
2025-06-11 12:30:00-04:00,2025-06-11,12:30,16.469999313354492,6052.08984375,39.8,NORMAL,Reduce / Wait,WAIT
2025-06-11 13:30:00-04:00,2025-06-11,13:30,16.65999984741211,6016.009765625,42.2,NORMAL,Reduce / Wait,WAIT
2025-06-11 14:30:00-04:00,2025-06-11,14:30,17.479999542236328,6014.0,48.2,NORMAL,Bull Put Spread,OPEN
2025-06-11 15:30:00-04:00,2025-06-11,15:30,17.360000610351562,6023.72021484375,47.8,NORMAL,Bull Put Spread,OPEN
2025-06-12 09:30:00-04:00,2025-06-12,09:30,17.969999313354492,6033.85009765625,53.0,NORMAL,Bull Put Spread,OPEN
2025-06-12 10:30:00-04:00,2025-06-12,10:30,17.56999969482422,6032.68017578125,49.0,NORMAL,Bull Put Spread,OPEN
2025-06-12 11:30:00-04:00,2025-06-12,11:30,18.059999465942383,6038.85986328125,53.8,NORMAL,Bull Put Spread,OPEN
2025-06-12 12:30:00-04:00,2025-06-12,12:30,17.969999313354492,6037.97021484375,53.0,NORMAL,Bull Put Spread,OPEN
2025-06-12 13:30:00-04:00,2025-06-12,13:30,17.600000381469727,6036.81982421875,49.0,NORMAL,Bull Put Spread,OPEN
2025-06-12 14:30:00-04:00,2025-06-12,14:30,17.770000457763672,6041.6298828125,51.4,NORMAL,Bull Put Spread,OPEN
2025-06-12 15:30:00-04:00,2025-06-12,15:30,17.940000534057617,6045.2001953125,53.0,NORMAL,Bull Put Spread,OPEN
2025-06-13 09:30:00-04:00,2025-06-13,09:30,20.479999542236328,5975.89990234375,73.7,NORMAL,Reduce / Wait,WAIT
2025-06-13 10:30:00-04:00,2025-06-13,10:30,19.940000534057617,6013.5498046875,71.7,NORMAL,Reduce / Wait,WAIT
2025-06-13 11:30:00-04:00,2025-06-13,11:30,19.059999465942383,6016.64990234375,62.9,NORMAL,Reduce / Wait,WAIT
2025-06-13 12:30:00-04:00,2025-06-13,12:30,19.110000610351562,6003.77978515625,64.1,NORMAL,Reduce / Wait,WAIT
2025-06-13 13:30:00-04:00,2025-06-13,13:30,19.850000381469727,5979.43994140625,70.9,NORMAL,Reduce / Wait,WAIT
2025-06-13 14:30:00-04:00,2025-06-13,14:30,21.1299991607666,5970.8798828125,77.3,NORMAL,Reduce / Wait,WAIT
2025-06-13 15:30:00-04:00,2025-06-13,15:30,21.139999389648438,5977.47998046875,77.7,NORMAL,Reduce / Wait,WAIT
2025-06-16 09:30:00-04:00,2025-06-16,09:30,18.90999984741211,6046.72998046875,62.2,NORMAL,Reduce / Wait,WAIT
2025-06-16 10:30:00-04:00,2025-06-16,10:30,18.950000762939453,6040.18017578125,62.2,NORMAL,Reduce / Wait,WAIT
2025-06-16 11:30:00-04:00,2025-06-16,11:30,19.010000228881836,6037.14013671875,62.9,NORMAL,Reduce / Wait,WAIT
2025-06-16 12:30:00-04:00,2025-06-16,12:30,19.280000686645508,6040.31982421875,66.5,NORMAL,Reduce / Wait,WAIT
2025-06-16 13:30:00-04:00,2025-06-16,13:30,19.290000915527344,6032.31005859375,66.9,NORMAL,Reduce / Wait,WAIT
2025-06-16 14:30:00-04:00,2025-06-16,14:30,19.200000762939453,6027.06982421875,65.3,NORMAL,Reduce / Wait,WAIT
2025-06-16 15:30:00-04:00,2025-06-16,15:30,19.170000076293945,6033.3798828125,64.5,NORMAL,Reduce / Wait,WAIT
2025-06-17 09:30:00-04:00,2025-06-17,09:30,19.850000381469727,6018.68017578125,70.5,NORMAL,Reduce / Wait,WAIT
2025-06-17 10:30:00-04:00,2025-06-17,10:30,20.079999923706055,6011.68017578125,71.3,NORMAL,Reduce / Wait,WAIT
2025-06-17 11:30:00-04:00,2025-06-17,11:30,20.020000457763672,6018.5,71.3,NORMAL,Reduce / Wait,WAIT
2025-06-17 12:30:00-04:00,2025-06-17,12:30,20.56999969482422,5996.85986328125,74.5,NORMAL,Reduce / Wait,WAIT
2025-06-17 13:30:00-04:00,2025-06-17,13:30,21.350000381469727,5980.31005859375,78.1,NORMAL,Reduce / Wait,WAIT
2025-06-17 14:30:00-04:00,2025-06-17,14:30,21.170000076293945,5988.85009765625,77.7,NORMAL,Reduce / Wait,WAIT
2025-06-17 15:30:00-04:00,2025-06-17,15:30,21.43000030517578,5982.06005859375,78.5,NORMAL,Reduce / Wait,WAIT
2025-06-18 09:30:00-04:00,2025-06-18,09:30,20.25,6014.60986328125,71.3,NORMAL,Reduce / Wait,WAIT
2025-06-18 10:30:00-04:00,2025-06-18,10:30,19.799999237060547,6006.72998046875,69.7,NORMAL,Reduce / Wait,WAIT
2025-06-18 11:30:00-04:00,2025-06-18,11:30,20.149999618530273,6001.39990234375,71.3,NORMAL,Reduce / Wait,WAIT
2025-06-18 12:30:00-04:00,2025-06-18,12:30,20.31999969482422,5994.77001953125,71.7,NORMAL,Reduce / Wait,WAIT
2025-06-18 13:30:00-04:00,2025-06-18,13:30,20.399999618530273,5999.64990234375,72.9,NORMAL,Reduce / Wait,WAIT
2025-06-18 14:30:00-04:00,2025-06-18,14:30,20.850000381469727,5975.81005859375,76.1,NORMAL,Reduce / Wait,WAIT
2025-06-18 15:30:00-04:00,2025-06-18,15:30,20.3799991607666,5980.330078125,72.9,NORMAL,Reduce / Wait,WAIT
2025-06-20 09:30:00-04:00,2025-06-20,09:30,19.639999389648438,5985.22998046875,68.9,NORMAL,Reduce / Wait,WAIT
2025-06-20 10:30:00-04:00,2025-06-20,10:30,20.520000457763672,5974.830078125,74.1,NORMAL,Reduce / Wait,WAIT
2025-06-20 11:30:00-04:00,2025-06-20,11:30,20.290000915527344,5972.830078125,71.3,NORMAL,Reduce / Wait,WAIT
2025-06-20 12:30:00-04:00,2025-06-20,12:30,20.389999389648438,5959.68017578125,72.5,NORMAL,Reduce / Wait,WAIT
2025-06-20 13:30:00-04:00,2025-06-20,13:30,20.690000534057617,5972.2099609375,74.5,NORMAL,Reduce / Wait,WAIT
2025-06-20 14:30:00-04:00,2025-06-20,14:30,20.760000228881836,5958.39013671875,75.3,NORMAL,Reduce / Wait,WAIT
2025-06-20 15:30:00-04:00,2025-06-20,15:30,20.59000015258789,5968.33984375,74.1,NORMAL,Reduce / Wait,WAIT
2025-06-23 09:30:00-04:00,2025-06-23,09:30,20.200000762939453,5999.64990234375,70.9,NORMAL,Reduce / Wait,WAIT
2025-06-23 10:30:00-04:00,2025-06-23,10:30,20.43000030517578,5990.81982421875,72.5,NORMAL,Reduce / Wait,WAIT
2025-06-23 11:30:00-04:00,2025-06-23,11:30,20.889999389648438,5966.509765625,76.5,NORMAL,Reduce / Wait,WAIT
2025-06-23 12:30:00-04:00,2025-06-23,12:30,21.6200008392334,6000.77978515625,78.9,NORMAL,Reduce / Wait,WAIT
2025-06-23 13:30:00-04:00,2025-06-23,13:30,20.25,6007.6298828125,70.9,NORMAL,Reduce / Wait,WAIT
2025-06-23 14:30:00-04:00,2025-06-23,14:30,20.25,6016.06982421875,70.9,NORMAL,Reduce / Wait,WAIT
2025-06-23 15:30:00-04:00,2025-06-23,15:30,19.899999618530273,6024.75,69.7,NORMAL,Reduce / Wait,WAIT
2025-06-24 09:30:00-04:00,2025-06-24,09:30,18.200000762939453,6069.25,53.0,NORMAL,Reduce / Wait,WAIT
2025-06-24 10:30:00-04:00,2025-06-24,10:30,18.010000228881836,6081.169921875,50.6,NORMAL,Reduce / Wait,WAIT
2025-06-24 11:30:00-04:00,2025-06-24,11:30,17.75,6089.10986328125,49.0,NORMAL,Reduce / Wait,WAIT
2025-06-24 12:30:00-04:00,2025-06-24,12:30,17.6299991607666,6087.330078125,47.4,NORMAL,Reduce / Wait,WAIT
2025-06-24 13:30:00-04:00,2025-06-24,13:30,17.559999465942383,6093.81005859375,46.6,NORMAL,Reduce / Wait,WAIT
2025-06-24 14:30:00-04:00,2025-06-24,14:30,17.43000030517578,6098.759765625,45.8,NORMAL,Reduce / Wait,WAIT
2025-06-24 15:30:00-04:00,2025-06-24,15:30,17.510000228881836,6093.27978515625,46.2,NORMAL,Reduce / Wait,WAIT
2025-06-25 09:30:00-04:00,2025-06-25,09:30,17.15999984741211,6100.830078125,42.6,NORMAL,Reduce / Wait,WAIT
2025-06-25 10:30:00-04:00,2025-06-25,10:30,17.239999771118164,6095.18994140625,43.8,NORMAL,Reduce / Wait,WAIT
2025-06-25 11:30:00-04:00,2025-06-25,11:30,17.350000381469727,6093.31982421875,44.6,NORMAL,Reduce / Wait,WAIT
2025-06-25 12:30:00-04:00,2025-06-25,12:30,17.309999465942383,6093.830078125,44.6,NORMAL,Reduce / Wait,WAIT
2025-06-25 13:30:00-04:00,2025-06-25,13:30,17.25,6087.4501953125,44.2,NORMAL,Reduce / Wait,WAIT
2025-06-25 14:30:00-04:00,2025-06-25,14:30,17.020000457763672,6094.0498046875,41.0,NORMAL,Reduce / Wait,WAIT
2025-06-25 15:30:00-04:00,2025-06-25,15:30,16.68000030517578,6093.85986328125,38.6,NORMAL,Reduce / Wait,WAIT
2025-06-26 09:30:00-04:00,2025-06-26,09:30,16.559999465942383,6123.2001953125,36.7,NORMAL,Reduce / Wait,WAIT
2025-06-26 10:30:00-04:00,2025-06-26,10:30,16.34000015258789,6124.68994140625,33.9,NORMAL,Reduce / Wait,WAIT
2025-06-26 11:30:00-04:00,2025-06-26,11:30,16.3700008392334,6132.4501953125,34.7,NORMAL,Reduce / Wait,WAIT
2025-06-26 12:30:00-04:00,2025-06-26,12:30,16.360000610351562,6135.35009765625,34.3,NORMAL,Reduce / Wait,WAIT
2025-06-26 13:30:00-04:00,2025-06-26,13:30,16.420000076293945,6140.89990234375,35.5,NORMAL,Reduce / Wait,WAIT
2025-06-26 14:30:00-04:00,2025-06-26,14:30,16.3700008392334,6140.14990234375,34.7,NORMAL,Reduce / Wait,WAIT
2025-06-26 15:30:00-04:00,2025-06-26,15:30,16.440000534057617,6142.6201171875,35.9,NORMAL,Reduce / Wait,WAIT
2025-06-27 09:30:00-04:00,2025-06-27,09:30,16.280000686645508,6173.0,33.1,NORMAL,Reduce / Wait,WAIT
2025-06-27 10:30:00-04:00,2025-06-27,10:30,16.540000915527344,6176.830078125,35.9,NORMAL,Reduce / Wait,WAIT
2025-06-27 11:30:00-04:00,2025-06-27,11:30,16.420000076293945,6186.759765625,35.1,NORMAL,Reduce / Wait,WAIT
2025-06-27 12:30:00-04:00,2025-06-27,12:30,16.440000534057617,6177.35009765625,35.5,NORMAL,Reduce / Wait,WAIT
2025-06-27 13:30:00-04:00,2025-06-27,13:30,16.989999771118164,6147.330078125,40.6,NORMAL,Reduce / Wait,WAIT
2025-06-27 14:30:00-04:00,2025-06-27,14:30,17.040000915527344,6147.5498046875,40.6,NORMAL,Reduce / Wait,WAIT
2025-06-27 15:30:00-04:00,2025-06-27,15:30,16.25,6171.97021484375,32.3,NORMAL,Reduce / Wait,WAIT
2025-06-30 09:30:00-04:00,2025-06-30,09:30,17.290000915527344,6189.10009765625,44.2,NORMAL,Bull Put Spread,OPEN
2025-06-30 10:30:00-04:00,2025-06-30,10:30,17.360000610351562,6184.56005859375,44.6,NORMAL,Bull Put Spread,OPEN
2025-06-30 11:30:00-04:00,2025-06-30,11:30,17.139999389648438,6185.72021484375,41.4,NORMAL,Reduce / Wait,WAIT
2025-06-30 12:30:00-04:00,2025-06-30,12:30,17.100000381469727,6187.97021484375,41.0,NORMAL,Reduce / Wait,WAIT
2025-06-30 13:30:00-04:00,2025-06-30,13:30,17.110000610351562,6183.490234375,41.0,NORMAL,Reduce / Wait,WAIT
2025-06-30 14:30:00-04:00,2025-06-30,14:30,16.780000686645508,6202.31982421875,39.0,NORMAL,Reduce / Wait,WAIT
2025-06-30 15:30:00-04:00,2025-06-30,15:30,16.600000381469727,6203.60009765625,37.1,NORMAL,Reduce / Wait,WAIT
2025-07-01 09:30:00-04:00,2025-07-01,09:30,16.979999542236328,6193.72998046875,40.6,NORMAL,Reduce / Wait,WAIT
2025-07-01 10:30:00-04:00,2025-07-01,10:30,17.020000457763672,6195.8798828125,40.6,NORMAL,Reduce / Wait,WAIT
2025-07-01 11:30:00-04:00,2025-07-01,11:30,16.940000534057617,6196.14013671875,39.8,NORMAL,Reduce / Wait,WAIT
2025-07-01 12:30:00-04:00,2025-07-01,12:30,16.920000076293945,6203.490234375,39.8,NORMAL,Reduce / Wait,WAIT
2025-07-01 13:30:00-04:00,2025-07-01,13:30,16.65999984741211,6202.85986328125,37.8,NORMAL,Reduce / Wait,WAIT
2025-07-01 14:30:00-04:00,2025-07-01,14:30,16.56999969482422,6206.1201171875,36.7,NORMAL,Reduce / Wait,WAIT
2025-07-01 15:30:00-04:00,2025-07-01,15:30,16.719999313354492,6197.580078125,37.8,NORMAL,Reduce / Wait,WAIT
2025-07-02 09:30:00-04:00,2025-07-02,09:30,17.139999389648438,6209.14013671875,41.4,NORMAL,Reduce / Wait,WAIT
2025-07-02 10:30:00-04:00,2025-07-02,10:30,16.780000686645508,6210.93994140625,39.0,NORMAL,Reduce / Wait,WAIT
2025-07-02 11:30:00-04:00,2025-07-02,11:30,16.729999542236328,6214.740234375,37.5,NORMAL,Reduce / Wait,WAIT
2025-07-02 12:30:00-04:00,2025-07-02,12:30,16.729999542236328,6217.39990234375,37.5,NORMAL,Reduce / Wait,WAIT
2025-07-02 13:30:00-04:00,2025-07-02,13:30,16.670000076293945,6218.60009765625,37.5,NORMAL,Reduce / Wait,WAIT
2025-07-02 14:30:00-04:00,2025-07-02,14:30,16.600000381469727,6220.4599609375,36.7,NORMAL,Reduce / Wait,WAIT
2025-07-02 15:30:00-04:00,2025-07-02,15:30,16.6200008392334,6227.27001953125,37.5,NORMAL,Reduce / Wait,WAIT
2025-07-03 09:30:00-04:00,2025-07-03,09:30,16.43000030517578,6271.8701171875,33.9,NORMAL,Reduce / Wait,WAIT
2025-07-03 10:30:00-04:00,2025-07-03,10:30,16.479999542236328,6276.58984375,34.3,NORMAL,Reduce / Wait,WAIT
2025-07-03 11:30:00-04:00,2025-07-03,11:30,16.40999984741211,6279.14990234375,33.5,NORMAL,Reduce / Wait,WAIT
2025-07-07 09:30:00-04:00,2025-07-07,09:30,17.579999923706055,6252.3798828125,46.2,NORMAL,Bull Put Spread,OPEN
2025-07-07 10:30:00-04:00,2025-07-07,10:30,17.770000457763672,6242.77978515625,48.6,NORMAL,Bull Put Spread,OPEN
2025-07-07 11:30:00-04:00,2025-07-07,11:30,17.709999084472656,6227.990234375,48.6,NORMAL,Bull Put Spread,OPEN
2025-07-07 12:30:00-04:00,2025-07-07,12:30,18.219999313354492,6223.58984375,53.4,NORMAL,Bull Put Spread,OPEN
2025-07-07 13:30:00-04:00,2025-07-07,13:30,18.010000228881836,6201.6298828125,50.2,NORMAL,Bull Put Spread,OPEN
2025-07-07 14:30:00-04:00,2025-07-07,14:30,17.829999923706055,6217.3798828125,49.0,NORMAL,Bull Put Spread,OPEN
2025-07-07 15:30:00-04:00,2025-07-07,15:30,17.729999542236328,6230.759765625,48.6,NORMAL,Bull Put Spread,OPEN
2025-07-08 09:30:00-04:00,2025-07-08,09:30,16.93000030517578,6222.3798828125,39.8,NORMAL,Reduce / Wait,WAIT
2025-07-08 10:30:00-04:00,2025-07-08,10:30,16.889999389648438,6221.759765625,39.8,NORMAL,Reduce / Wait,WAIT
2025-07-08 11:30:00-04:00,2025-07-08,11:30,16.719999313354492,6240.89990234375,37.1,NORMAL,Reduce / Wait,WAIT
2025-07-08 12:30:00-04:00,2025-07-08,12:30,16.809999465942383,6230.009765625,39.0,NORMAL,Reduce / Wait,WAIT
2025-07-08 13:30:00-04:00,2025-07-08,13:30,16.700000762939453,6228.52978515625,37.1,NORMAL,Reduce / Wait,WAIT
2025-07-08 14:30:00-04:00,2025-07-08,14:30,16.719999313354492,6226.8798828125,37.1,NORMAL,Reduce / Wait,WAIT
2025-07-08 15:30:00-04:00,2025-07-08,15:30,16.81999969482422,6225.47998046875,39.0,NORMAL,Reduce / Wait,WAIT
2025-07-09 09:30:00-04:00,2025-07-09,09:30,16.049999237060547,6256.080078125,27.1,NORMAL,Reduce / Wait,WAIT
2025-07-09 10:30:00-04:00,2025-07-09,10:30,16.5,6243.02978515625,33.5,NORMAL,Reduce / Wait,WAIT
2025-07-09 11:30:00-04:00,2025-07-09,11:30,16.149999618530273,6240.490234375,28.3,NORMAL,Reduce / Wait,WAIT
2025-07-09 12:30:00-04:00,2025-07-09,12:30,16.06999969482422,6245.4599609375,27.1,NORMAL,Reduce / Wait,WAIT
2025-07-09 13:30:00-04:00,2025-07-09,13:30,15.920000076293945,6250.740234375,25.1,NORMAL,Reduce / Wait,WAIT
2025-07-09 14:30:00-04:00,2025-07-09,14:30,15.789999961853027,6257.85009765625,22.3,NORMAL,Reduce / Wait,WAIT
2025-07-09 15:30:00-04:00,2025-07-09,15:30,15.890000343322754,6262.64990234375,24.3,NORMAL,Reduce / Wait,WAIT
